,ISO3,FBS Code2,EnergyI-BaU_high,EnergyI-HalfW_high
58,IND,960.0,6.9257958047295455e-09,6.154790623711098e-09
59,IND,976.0,4.688742237582795e-08,4.189190545950583e-08
60,IND,1016.0,2.4176855668021754e-08,2.160098594959285e-08
61,IND,1049.0,4.827166821480842e-09,4.3128669881198154e-09
62,IND,1052.0,2.3969374397863016e-09,2.1415610313362764e-09
63,IND,1053.0,3.018369202830123e-09,2.6967837189538125e-09
64,IND,2511.0,7.302993838238054e-10,6.542451078697218e-10
65,IND,2514.0,7.880357228387619e-10,7.059687135354723e-10
66,IND,2555.0,2.4986266399237575e-09,2.1332189060652442e-09
67,IND,2731.0,8.399531923063848e-08,7.504622335701143e-08
68,IND,2735.0,3.874149437932838e-07,3.461386737982613e-07
69,IND,2805.0,1.3656256922359054e-09,1.2234077531990651e-09
70,IND,2903.0,6.833820284627855e-10,5.834418955952995e-10
71,IND,2905.0,7.65588801720845e-10,6.858594423880138e-10
72,IND,2907.0,3.4115959037868253e-10,2.6066744966020067e-10
74,IND,2913.0,6.152221762289322e-10,5.252499740426238e-10
75,IND,2918.0,1.2241628829756576e-09,8.505907661726607e-10
76,IND,2919.0,6.881223189730164e-10,4.781312182027699e-10
78,IRN,946.0,6.84750215128393e-09,6.1179501499581815e-09
79,IRN,960.0,2.4462312740892937e-09,2.1739077694020437e-09
80,IRN,976.0,1.9971693204940558e-08,1.7843853238538173e-08
81,IRN,1016.0,3.234751116920552e-08,2.890111699655441e-08
83,IRN,1052.0,1.996015706456037e-09,1.783354619076957e-09
84,IRN,1053.0,4.798240052677492e-09,4.287022158044796e-09
85,IRN,2511.0,4.789616324177851e-10,4.290819789904599e-10
86,IRN,2514.0,5.459597716754508e-10,4.891028496314756e-10
87,IRN,2555.0,1.0039362682058513e-09,8.571171833366265e-10
88,IRN,2731.0,6.42081226941694e-09,5.736720999666593e-09
89,IRN,2735.0,7.771194512917927e-08,6.943229747908266e-08
90,IRN,2805.0,1.5285620303308444e-09,1.3693757006655793e-09
91,IRN,2903.0,5.970296559941112e-10,5.09717990394567e-10
92,IRN,2905.0,1.9474398558992348e-10,1.7446310743430464e-10
93,IRN,2907.0,7.984903414355997e-10,6.10096994926297e-10
95,IRN,2913.0,8.7821438478415e-10,7.497812995610946e-10
96,IRN,2918.0,1.4882306311401999e-09,1.0340741827640736e-09
97,IRN,2919.0,1.0084891603991724e-09,7.007331945366728e-10
99,KAZ,960.0,4.021910590516439e-09,3.5970996539983957e-09
100,KAZ,976.0,3.114546186984729e-08,2.7285146928363776e-08
101,KAZ,1016.0,1.269427638316627e-07,1.1120888099568527e-07
102,KAZ,1049.0,6.092161593640449e-09,5.337070449892465e-09
103,KAZ,1052.0,1.1705425120179358e-08,1.0254599710150968e-08
104,KAZ,1053.0,2.1348165538458378e-08,1.8702173555878146e-08
105,KAZ,2511.0,1.8278039970758577e-10,1.5438313271452542e-10
106,KAZ,2514.0,4.383264870613624e-10,3.7022687516027783e-10
107,KAZ,2555.0,8.530282241758997e-10,7.221200648804402e-10
108,KAZ,2731.0,1.3553560715366811e-08,1.1873668692622793e-08
109,KAZ,2735.0,3.7962565263315535e-08,3.3257306483868884e-08
110,KAZ,2805.0,1.9470681215809844e-09,1.644566248345848e-09
111,KAZ,2903.0,2.106625742745018e-09,1.7833369106860285e-09
112,KAZ,2905.0,4.7645874574255084e-11,4.024348009668773e-11
113,KAZ,2907.0,2.065443788123029e-10,1.6969812574262912e-10
115,KAZ,2913.0,5.414922558684495e-11,4.5839330031282705e-11
116,KAZ,2918.0,5.225146269710387e-10,3.7345110927618054e-10
117,KAZ,2919.0,2.72685915459463e-09,1.9489379312241075e-09
119,KGZ,960.0,4.4624083795474945e-09,3.9910702331174125e-09
120,KGZ,976.0,1.9336149796012493e-08,1.6939536501907685e-08
121,KGZ,1016.0,5.5698037558210285e-08,4.879456097803386e-08
122,KGZ,1049.0,1.863983898582323e-09,1.6329529726499569e-09
123,KGZ,1052.0,7.816957081167593e-09,6.848086677400017e-09
124,KGZ,1053.0,1.6550271643032433e-08,1.4498953182057491e-08
125,KGZ,2511.0,3.3846078547207923e-10,2.858765843919419e-10
126,KGZ,2514.0,4.3642190444696316e-10,3.686181937535461e-10
127,KGZ,2731.0,9.563144400366558e-09,8.377843332410991e-09
128,KGZ,2735.0,3.30442618520022e-08,2.8948600715537473e-08
129,KGZ,2805.0,6.869276324022937e-09,5.802046609379241e-09
130,KGZ,2903.0,6.499263827900801e-10,5.501868149336928e-10
131,KGZ,2905.0,1.941247152444474e-10,1.6396496410281777e-10
132,KGZ,2907.0,2.711462364908982e-10,2.227754073931365e-10
134,KGZ,2913.0,1.1717703110233388e-09,9.919470763568355e-10
135,KGZ,2918.0,1.5069847036625266e-09,1.0770705358190867e-09
136,KGZ,2919.0,3.0748590599936334e-09,2.197660060693733e-09
138,LKA,946.0,2.7786540378212167e-08,2.4826084770462943e-08
139,LKA,960.0,1.2293222130864113e-08,1.0924695217634247e-08
140,LKA,976.0,1.5930761216609428e-07,1.4233453428828622e-07
141,LKA,1016.0,1.5872756457559308e-08,1.4181628658790047e-08
142,LKA,1049.0,1.216773512846356e-08,1.0871350648626963e-08
143,LKA,1052.0,1.927901831492748e-09,1.7224977865650093e-09
144,LKA,1053.0,9.147431081986391e-10,8.172838229671447e-10
145,LKA,2514.0,2.299882899081866e-09,2.060370265573947e-09
146,LKA,2555.0,8.017310264958623e-10,6.844831300414916e-10
147,LKA,2731.0,1.8643641692672412e-08,1.6657296043063674e-08
148,LKA,2735.0,3.024974154614024e-08,2.7026849607298667e-08
149,LKA,2805.0,8.899071294598549e-10,7.972311065895203e-10
150,LKA,2903.0,4.906481277947492e-09,4.1889406192724046e-09
151,LKA,2905.0,2.2034892480910017e-08,1.9740151679422483e-08
152,LKA,2907.0,7.715521551721474e-10,5.895145211814687e-10
154,LKA,2913.0,7.368345609305079e-11,6.290773462926037e-11
155,LKA,2918.0,7.34830593385974e-09,5.105857448609765e-09
156,LKA,2919.0,1.8218402250349369e-09,1.2658776821347674e-09
158,MDV,2514.0,4.028673123578405e-09,3.6091221500240378e-09
159,MDV,2903.0,2.1454475329440548e-10,1.831689923624182e-10
160,MDV,2905.0,3.0775980074170717e-09,2.757093166092562e-09
161,MDV,2907.0,3.402074059615298e-10,2.599399206953843e-10
162,MDV,2913.0,5.19995346569569e-10,4.439494427234641e-10
163,MDV,2918.0,3.5361394445817763e-09,2.4570321493075287e-09
164,MDV,2919.0,5.486184356820906e-10,3.8119908880831136e-10
166,PAK,946.0,5.899397663396854e-09,5.270859361858589e-09
167,PAK,960.0,7.651444810624607e-09,6.799657700868972e-09
168,PAK,976.0,3.486795860812657e-08,3.115302892680732e-08
169,PAK,1016.0,3.974167269227389e-08,3.550748390224264e-08
170,PAK,1052.0,4.2323226225408526e-09,3.781399151278858e-09
171,PAK,1053.0,4.363829416116902e-09,3.8988948438254105e-09
172,PAK,2511.0,9.066575025392262e-10,8.122370752167859e-10
173,PAK,2514.0,6.572493702740853e-10,5.888026125680252e-10
174,PAK,2555.0,0.0,0.0
175,PAK,2731.0,2.7916172566849604e-08,2.4941905583716006e-08
176,PAK,2735.0,7.228094617571968e-07,6.45799323205685e-07
177,PAK,2805.0,1.569235766769084e-09,1.4058136241705521e-09
178,PAK,2903.0,2.8223014287414307e-09,2.4095583830763454e-09
179,PAK,2905.0,7.841603969662233e-10,7.024969688651783e-10
180,PAK,2907.0,6.683256075330538e-10,5.106429265695676e-10
182,PAK,2913.0,4.3598220641376026e-10,3.722226724750891e-10
183,PAK,2918.0,3.060342418505697e-09,2.126431897836929e-09
184,PAK,2919.0,2.2563502343743118e-09,1.5677902845290502e-09
186,BRN,946.0,2.3743351640996463e-08,2.121366865219711e-08
187,BRN,960.0,2.00400933393413e-08,1.7809156097129494e-08
188,BRN,976.0,3.294975781089169e-08,2.9439198599219532e-08
189,BRN,1016.0,6.752153926982703e-08,6.032760591740581e-08
190,BRN,1049.0,3.874791451200789e-09,3.4619603493641306e-09
191,BRN,1052.0,3.2256720209735734e-09,2.881999915944663e-09
192,BRN,1053.0,6.063246008335332e-09,5.4172508465693755e-09
193,BRN,2731.0,5.362752989825559e-10,4.791390310427307e-10
194,BRN,2805.0,6.595542804764875e-09,5.908674865873692e-09
195,BRN,2903.0,1.9153535559594426e-07,1.6352456794011665e-07
196,BRN,2907.0,9.726908275389464e-10,7.431971560319072e-10
197,BRN,2913.0,4.921074778609142e-09,4.2013999163197035e-09
198,BRN,2918.0,7.348021190982155e-09,5.105659599397234e-09
199,BRN,2919.0,3.5725941887736653e-09,2.4823621680689486e-09
201,CPR,946.0,3.8894135326263834e-08,3.455310838996889e-08
202,CPR,960.0,3.907273145365346e-09,3.691060762073802e-09
203,CPR,976.0,1.6877659232907612e-08,1.4993920907397524e-08
204,CPR,1016.0,3.4487921157283234e-08,3.0638677731128784e-08
205,CPR,1049.0,1.0801433468464721e-09,9.595870901155497e-10
206,CPR,1052.0,4.05298175075107e-09,3.600622987540784e-09
207,CPR,1053.0,3.850004969504156e-09,3.4203007187915497e-09
208,CPR,2511.0,6.265321929580989e-10,5.158096425210428e-10
209,CPR,2514.0,2.7339334918528795e-10,2.2507849923096452e-10
210,CPR,2555.0,1.6840057970719012e-09,1.5290374483548446e-09
211,CPR,2731.0,1.1869540174081555e-08,1.054476477581401e-08
212,CPR,2735.0,3.8196783591377985e-09,3.3933589023377593e-09
213,CPR,2805.0,7.541492319828581e-10,6.20873835580564e-10
214,CPR,2903.0,2.15612390845174e-09,1.957709531076609e-09
215,CPR,2905.0,4.2511170451277443e-10,3.499847554535958e-10
216,CPR,2907.0,9.115359282164126e-10,6.647212677132306e-10
218,CPR,2913.0,5.26436755345937e-10,4.779921271731744e-10
219,CPR,2918.0,2.6183150704955042e-09,2.0258575780014624e-09
220,CPR,2919.0,2.7514768492069562e-09,2.1288882642403414e-09
222,IDN,946.0,2.9716139882507522e-08,2.6550099355029292e-08
223,IDN,960.0,7.223599052378933e-09,6.419441313396677e-09
224,IDN,976.0,3.617923461892022e-08,3.232459792958118e-08
225,IDN,1016.0,3.796343269912201e-08,3.3918702563820525e-08
226,IDN,1049.0,2.7819733725535868e-09,2.4855741605868032e-09
227,IDN,1052.0,3.0554648421174986e-09,2.7299270852393476e-09
228,IDN,1053.0,8.603843189410328e-09,7.687165709177588e-09
229,IDN,2514.0,5.954372690482383e-10,5.334276995804017e-10
230,IDN,2555.0,1.8388622595796882e-09,1.5699407326838322e-09
231,IDN,2731.0,3.9939906115962723e-08,3.5684596983390986e-08
232,IDN,2735.0,5.377102352072437e-09,4.804210851548807e-09
233,IDN,2805.0,1.3263048623500284e-09,1.1881818428942862e-09
234,IDN,2903.0,2.0736418936188033e-09,1.7703853873948704e-09
235,IDN,2907.0,1.3085527371778795e-10,9.998168433940826e-11
237,IDN,2913.0,9.400914410076915e-11,8.02609242751418e-11
238,IDN,2918.0,4.241145483347517e-09,2.9468947607375056e-09
239,IDN,2919.0,5.038515659979982e-10,3.5009351739024614e-10
241,JPN,960.0,7.281464702505401e-10,6.878538472725594e-10
242,JPN,976.0,1.7305454495761844e-07,1.5373969363601054e-07
243,JPN,1016.0,1.4354373993053024e-07,1.2752262938654105e-07
244,JPN,1049.0,5.623954453306629e-10,4.996257306538741e-10
245,JPN,1052.0,8.297526513306971e-10,7.371428380600467e-10
246,JPN,1053.0,1.0098831096212921e-09,8.971686927921048e-10
247,JPN,2511.0,6.34780187851431e-10,5.226000283069005e-10
248,JPN,2514.0,1.9142728938104824e-11,1.5759771455353485e-11
249,JPN,2555.0,1.8948727177056403e-09,1.7204996267089073e-09
250,JPN,2731.0,7.881248667796561e-09,7.001611867246819e-09
251,JPN,2735.0,4.725722539979611e-09,4.198278269335165e-09
252,JPN,2805.0,1.2750576287471226e-09,1.0497258194708063e-09
253,JPN,2903.0,3.794921208885461e-09,3.445698733360213e-09
254,JPN,2905.0,6.900006028033487e-10,5.680617345310166e-10
255,JPN,2907.0,7.469544476692498e-10,5.447031674881596e-10
257,JPN,2913.0,2.919700660419799e-10,2.6510191684201386e-10
258,JPN,2918.0,2.2206655369514403e-09,1.7181859268710523e-09
259,JPN,2919.0,2.4287460932898264e-09,1.8791831944050565e-09
261,KOR,960.0,6.624727563333926e-10,6.258142458623596e-10
262,KOR,976.0,4.212577416646499e-06,3.7424059657711874e-06
263,KOR,1016.0,2.3505273214188476e-08,2.088181794742845e-08
264,KOR,1049.0,6.764678268743479e-10,6.009663397384329e-10
265,KOR,1052.0,2.1884010191802814e-09,1.9441506279069744e-09
266,KOR,1053.0,1.8191769810749943e-09,1.6161361830089265e-09
267,KOR,2511.0,2.372406522335301e-08,1.9531480967047466e-08
268,KOR,2514.0,1.0881492353813856e-08,8.958484087810561e-09
269,KOR,2555.0,6.427824890593075e-10,5.836313025925145e-10
270,KOR,2731.0,1.4417649500736627e-08,1.2808476181526882e-08
271,KOR,2735.0,5.460823953194348e-09,4.851334021709132e-09
272,KOR,2805.0,1.0714134611321144e-09,8.82070228138698e-10
273,KOR,2903.0,7.246157028081791e-09,6.579339258725629e-09
274,KOR,2905.0,2.6921634518255858e-09,2.2163966725126308e-09
275,KOR,2907.0,1.0615269149905027e-09,7.740995113871986e-10
276,KOR,2913.0,1.604527535057561e-09,1.4568730655710148e-09
277,KOR,2918.0,8.096147651984704e-10,6.264197253498613e-10
278,KOR,2919.0,1.1105631602971193e-09,8.59271223501532e-10
280,MNG,960.0,1.529568458678411e-08,1.444928447715597e-08
281,MNG,976.0,5.014441119296545e-08,4.454772578352477e-08
282,MNG,1016.0,9.581989955669747e-08,8.512531124616062e-08
283,MNG,1049.0,2.1022002328511513e-08,1.8675708276788484e-08
284,MNG,1052.0,1.5146188439476913e-08,1.3455701906059378e-08
285,MNG,1053.0,1.2157132165142244e-07,1.0800258236610828e-07
286,MNG,2511.0,6.557085995965854e-10,5.398299116267562e-10
287,MNG,2731.0,4.3904151168346884e-08,3.900394960227014e-08
288,MNG,2735.0,9.894059603552787e-08,8.789770257921611e-08
289,MNG,2903.0,2.793276833703473e-08,2.5362293228330847e-08
290,MNG,2905.0,6.031710920723635e-09,4.9657698180192295e-09
291,MNG,2907.0,1.8002054924666273e-09,1.312767648597431e-09
292,MNG,2913.0,0.0,0.0
293,MNG,2918.0,2.7080115109110343e-08,2.095258016315088e-08
294,MNG,2919.0,4.691934537178029e-07,3.630270185868075e-07
296,MYS,946.0,3.665200274742711e-08,3.274699602143893e-08
297,MYS,960.0,2.520575666820319e-08,2.2399758696186194e-08
298,MYS,976.0,7.388929359322635e-08,6.601692191279152e-08
299,MYS,1016.0,1.3765625809892276e-07,1.2298997594634942e-07
300,MYS,1049.0,1.147375804506254e-09,1.0251311821670958e-09
301,MYS,1052.0,2.046408321240712e-09,1.8283782639575765e-09
302,MYS,1053.0,1.217329627363841e-09,1.0876319293864998e-09
303,MYS,2514.0,2.2545168158768338e-10,2.0197286620651263e-10
304,MYS,2731.0,2.741246045851134e-08,2.449186037005134e-08
305,MYS,2735.0,1.024669396956388e-08,9.154982579438048e-09
306,MYS,2805.0,1.555501036257745e-09,1.393509245385645e-09
307,MYS,2903.0,1.7991430043825088e-08,1.5360301576632925e-08
308,MYS,2907.0,1.8677038365734814e-10,1.4270435582941847e-10
310,MYS,2913.0,5.882566411257252e-11,5.022279713251299e-11
311,MYS,2918.0,9.345692216314277e-10,6.493710610932406e-10
312,MYS,2919.0,9.004894387834403e-10,6.25691247722977e-10
314,PHL,946.0,1.4087777769225312e-07,1.2586826584588795e-07
315,PHL,960.0,6.302691614783287e-08,5.6010526946694426e-08
316,PHL,976.0,1.823465184361938e-06,1.6291881114661463e-06
317,PHL,1016.0,2.8472305901599402e-08,2.5438786919940383e-08
318,PHL,1049.0,9.77693865449079e-10,8.735276307457368e-10
319,PHL,1052.0,5.6996394396622894e-09,5.092383937119494e-09
320,PHL,1053.0,1.7566032732918407e-09,1.5694498551180133e-09
321,PHL,2514.0,4.868960305217317e-10,4.361900791181334e-10
322,PHL,2555.0,8.794080541656081e-10,7.508004026361322e-10
323,PHL,2731.0,1.7185947261967523e-08,1.535490844771958e-08
324,PHL,2735.0,8.849144654994382e-09,7.906332071596843e-09
325,PHL,2805.0,2.201768675857951e-09,1.9724737782175083e-09
326,PHL,2903.0,2.212779084489483e-09,1.889174678023421e-09
328,PHL,2907.0,5.928750133206846e-11,4.529939126671463e-11
330,PHL,2913.0,2.53644712091805e-11,2.1655083901379697e-11
331,PHL,2918.0,1.330766600875693e-09,9.246627212584355e-10
332,PHL,2919.0,3.554999047082507e-10,2.4701364542688213e-10
334,SGP,976.0,0.0,0.0
335,SGP,1016.0,3.0949386585085056e-08,2.7651952509986675e-08
336,SGP,1049.0,0.0,0.0
337,SGP,1052.0,1.1974893298519602e-09,1.0699054725769509e-09
338,SGP,1053.0,7.803262621960745e-11,6.971881231061227e-11
339,SGP,2731.0,4.372834664532009e-09,3.906940647926587e-09
340,SGP,2735.0,0.0,0.0
341,SGP,2907.0,2.2570241141672028e-06,1.7245088112824178e-06
342,SGP,2913.0,8.045127716386882e-08,6.868580632290736e-08
343,SGP,2918.0,1.6391474899474775e-08,1.1389364428002701e-08
344,SGP,2919.0,7.1922059646148955e-06,4.997393783940608e-06
346,THA,946.0,1.1081530772639631e-07,9.900873538174036e-08
347,THA,960.0,4.95002330024202e-09,4.398968415250698e-09
348,THA,976.0,2.073844829897682e-06,1.8528916103638669e-06
349,THA,1016.0,5.619566088188417e-07,5.020841824122075e-07
350,THA,1049.0,1.8125325902438598e-09,1.6194203064554412e-09
351,THA,1052.0,5.004916563000691e-09,4.4716787757995735e-09
352,THA,1053.0,2.194804268326089e-09,1.960963692434432e-09
353,THA,2511.0,1.5309090540602182e-10,1.3714783024574046e-10
354,THA,2514.0,4.4262476794092646e-10,3.965292802673216e-10
355,THA,2555.0,2.4241573304041827e-09,2.0696402439112103e-09
356,THA,2731.0,4.2370918262518694e-08,3.785660230708169e-08
357,THA,2735.0,5.870107116135764e-10,5.244689511298595e-10
358,THA,2805.0,1.7909632268122927e-09,1.6044501138442818e-09
359,THA,2903.0,4.379368679486317e-09,3.738914775996808e-09
360,THA,2905.0,1.5101492536446624e-09,1.3528804531875412e-09
361,THA,2907.0,8.789528496579953e-11,6.715754273171731e-11
363,THA,2913.0,1.1630086531550856e-10,9.929262768540755e-11
364,THA,2918.0,1.5337577922288995e-08,1.0657080309803921e-08
365,THA,2919.0,1.9996837408304467e-09,1.3894495159675619e-09
367,ALB,946.0,1.8259046715124798e-06,1.6149335385843662e-06
368,ALB,960.0,4.675602084854838e-09,4.3797535558011436e-09
369,ALB,976.0,1.2125540319739927e-08,1.0724514834383108e-08
370,ALB,1016.0,1.0194745661602468e-08,9.016810649058444e-09
371,ALB,1049.0,3.6172292056190558e-09,3.199282444500373e-09
372,ALB,1052.0,2.9388273827628314e-09,2.5992654373365907e-09
373,ALB,1053.0,4.455651314862972e-09,3.940830458935907e-09
374,ALB,2511.0,4.826256768711666e-10,3.961762849086956e-10
375,ALB,2514.0,5.584236141998793e-10,4.583970631509764e-10
376,ALB,2555.0,5.678150315105022e-10,5.109824223611664e-10
377,ALB,2731.0,5.4429363104587045e-09,4.814041243926097e-09
378,ALB,2735.0,2.808545494318255e-07,2.4840367540423135e-07
379,ALB,2903.0,2.1801888313519015e-09,1.9619737210643925e-09
380,ALB,2905.0,1.2675236582949094e-09,1.0404809317909642e-09
381,ALB,2907.0,8.015881718021627e-10,5.801025717096187e-10
383,ALB,2913.0,7.571014229483372e-10,6.813231379981036e-10
384,ALB,2918.0,1.6877023324789152e-09,1.3099633089011891e-09
385,ALB,2919.0,8.915096898900147e-10,6.919733182867938e-10
387,AUT,960.0,1.944239212570555e-09,1.8212175565937353e-09
388,AUT,976.0,1.8023002824667406e-08,1.5940564795995828e-08
389,AUT,1016.0,1.7817391916447816e-08,1.5758710859827538e-08
390,AUT,1049.0,1.0592567753129476e-09,9.368667045517833e-10
391,AUT,1052.0,5.28211548324943e-09,4.671802192996891e-09
392,AUT,1053.0,3.683734869951436e-09,3.2581038219314463e-09
393,AUT,2511.0,5.964586894647537e-10,4.896191790407678e-10
394,AUT,2514.0,3.8845659349221647e-10,3.1887505666035144e-10
395,AUT,2555.0,7.064463648403013e-10,6.357381448921029e-10
396,AUT,2731.0,1.0439501341850673e-08,9.233286439365966e-09
397,AUT,2735.0,1.4968702005929083e-08,1.3239168109705301e-08
398,AUT,2903.0,2.1665946419587147e-08,1.9497401741509048e-08
399,AUT,2905.0,2.7673108117904436e-10,2.271621608925431e-10
400,AUT,2907.0,6.216620472323736e-10,4.4989155905705123e-10
402,AUT,2913.0,8.616897303582039e-10,7.754432012320399e-10
403,AUT,2918.0,1.338335234285353e-09,1.0387910345234958e-09
404,AUT,2919.0,1.162119347662329e-09,9.020155253123433e-10
406,BGR,946.0,3.250758483814116e-08,2.8751549756430958e-08
407,BGR,960.0,2.4149860273815325e-09,2.2621778861155433e-09
408,BGR,976.0,7.854995323697538e-09,6.94740289105822e-09
409,BGR,1016.0,5.6221489879036145e-09,4.9725470891987025e-09
410,BGR,1049.0,2.336328180674511e-09,2.0663810082624424e-09
411,BGR,1052.0,8.084424175189531e-09,7.1503227656683235e-09
412,BGR,1053.0,5.377846241584376e-09,4.7564718993190504e-09
413,BGR,2511.0,4.4371802024468666e-10,3.6423788710791564e-10
414,BGR,2514.0,4.435235787824961e-10,3.6407827459698945e-10
415,BGR,2555.0,9.054704710264493e-10,8.148419273628262e-10
416,BGR,2731.0,1.2613652430322803e-08,1.1156228839099756e-08
417,BGR,2735.0,1.063465938722354e-08,9.405895271422977e-09
418,BGR,2805.0,1.8039724484236031e-09,1.4808393687783176e-09
419,BGR,2903.0,7.083918237995767e-09,6.374888828550804e-09
420,BGR,2905.0,7.284352849874108e-10,5.979557218621753e-10
421,BGR,2907.0,3.736255251188702e-09,2.703896284928048e-09
422,BGR,2913.0,1.7984088948987036e-10,1.6184061402295078e-10
423,BGR,2918.0,4.9195116207467454e-09,3.8184338534542905e-09
424,BGR,2919.0,2.9481672776968434e-09,2.2883128665310515e-09
426,BLR,960.0,2.3877655765769546e-09,2.2366798082127997e-09
427,BLR,976.0,8.638906545414551e-08,7.64073838823661e-08
428,BLR,1016.0,2.984426803921339e-08,2.6395961488561078e-08
429,BLR,1049.0,1.6242899207110019e-09,1.4366140304399836e-09
430,BLR,1052.0,5.7628636442605896e-09,5.0970031035058555e-09
431,BLR,1053.0,4.095648845982747e-09,3.6224238794257815e-09
432,BLR,2511.0,6.406684743354478e-10,5.259099716074462e-10
433,BLR,2514.0,1.0436283245599868e-09,8.566904171574617e-10
434,BLR,2731.0,1.3187957016148648e-08,1.1664176352178137e-08
435,BLR,2735.0,1.9682187955096637e-08,1.740804212690769e-08
436,BLR,2903.0,6.697621478549415e-09,6.027256513557194e-09
437,BLR,2905.0,4.6535700259498713e-10,3.8200082855007874e-10
438,BLR,2907.0,2.9335192066278405e-10,2.122963007423682e-10
440,BLR,2913.0,8.540472916153661e-10,7.685656942185788e-10
441,BLR,2918.0,2.0846365959315772e-10,1.6180563364227952e-10
442,BLR,2919.0,7.39156635466078e-10,5.7371969769646e-10
444,CAN,960.0,2.190042426756429e-09,1.956078215146103e-09
445,CAN,976.0,1.048335447126106e-07,9.206057780070989e-08
446,CAN,1049.0,1.967038698760341e-09,1.7273738063580934e-09
447,CAN,1052.0,7.500875527920135e-09,6.586965431766677e-09
448,CAN,1053.0,2.522291998274157e-09,2.2149747905576056e-09
449,CAN,2511.0,4.766287657621875e-10,3.8927594443445295e-10
450,CAN,2514.0,6.228559105903332e-10,5.087037129492289e-10
451,CAN,2555.0,6.40233566654615e-10,5.735995942520961e-10
452,CAN,2731.0,1.721166651555856e-08,1.5114589215496095e-08
453,CAN,2735.0,3.1066419670335693e-08,2.728127292548193e-08
454,CAN,2903.0,2.198403351140893e-10,1.9695988087690104e-10
455,CAN,2905.0,7.978445091289497e-10,6.516217591406941e-10
456,CAN,2907.0,9.281928053716304e-10,6.530686094664025e-10
458,CAN,2913.0,5.584577266472866e-10,5.003347873271376e-10
459,CAN,2918.0,1.3999816136979644e-09,1.0834426948694104e-09
460,CAN,2919.0,2.16538586783604e-09,1.6757873654379028e-09
462,CHE,960.0,1.6783935240122565e-09,1.5721932430130042e-09
463,CHE,976.0,2.0077531447696444e-08,1.7757706310050205e-08
464,CHE,1016.0,6.2740994697340445e-09,5.5491690317517446e-09
465,CHE,1049.0,9.062161976937592e-10,8.015089471520907e-10
466,CHE,1052.0,2.140757575292035e-09,1.8934072847592385e-09
467,CHE,1053.0,1.2574655372848667e-09,1.112173763208131e-09
468,CHE,2511.0,3.100023723416396e-10,2.544737963039992e-10
469,CHE,2514.0,1.1123180892467866e-09,9.130762604497016e-10
470,CHE,2555.0,4.486304852494621e-09,4.0372705789067466e-09
471,CHE,2731.0,9.432211174535246e-09,8.342381947108729e-09
472,CHE,2735.0,1.959237032741887e-08,1.7328602328348677e-08
473,CHE,2903.0,5.406799288230048e-09,4.86563272228083e-09
474,CHE,2905.0,1.504993764307612e-10,1.2354146638437258e-10
475,CHE,2907.0,4.23582640963096e-10,3.06543170169045e-10
477,CHE,2913.0,3.773171809494939e-10,3.3955150255033875e-10
478,CHE,2918.0,3.4836804172024552e-09,2.7039682523694183e-09
479,CHE,2919.0,1.1379543148734532e-09,8.832590741878577e-10
481,CZE,960.0,1.2179845335405411e-09,1.1409166124218202e-09
482,CZE,976.0,4.910415232860383e-08,4.343049432779542e-08
483,CZE,1016.0,2.653276870954375e-08,2.346708386755511e-08
484,CZE,1049.0,8.893855276827493e-10,7.866229490484159e-10
485,CZE,1052.0,4.603692810365277e-09,4.071766744887145e-09
486,CZE,1053.0,2.3137685925993635e-09,2.0464280304495185e-09
487,CZE,2511.0,2.500968659572598e-10,2.052987480164769e-10
488,CZE,2514.0,1.6208903518285877e-09,1.3305514990310348e-09
489,CZE,2555.0,6.6935129197462575e-09,6.0235591804237864e-09
490,CZE,2731.0,1.4597634730426053e-08,1.2910975188338501e-08
491,CZE,2735.0,1.0761539074069312e-09,9.518114854870664e-10
492,CZE,2903.0,5.707228774758449e-09,5.135992220102905e-09
493,CZE,2905.0,1.5349313613658727e-10,1.2599897466667668e-10
494,CZE,2907.0,1.7640895232776188e-09,1.2766566488607225e-09
496,CZE,2913.0,1.7404709888593693e-10,1.5662672394755828e-10
497,CZE,2918.0,4.4298386884037714e-08,3.438358787853608e-08
498,CZE,2919.0,1.0982537488698003e-08,8.524442297650216e-09
500,DEU,960.0,1.7124672201668454e-09,1.604110927448929e-09
501,DEU,976.0,2.849476073535135e-08,2.520238077234214e-08
502,DEU,1016.0,6.972441880282461e-08,6.166822624409624e-08
503,DEU,1049.0,1.0051155700772658e-09,8.889811552574403e-10
504,DEU,1052.0,4.43157345261709e-09,3.919534633428172e-09
505,DEU,1053.0,3.1125228108026434e-09,2.7528915146541457e-09
506,DEU,2511.0,4.933581548817335e-10,4.049863285301951e-10
507,DEU,2514.0,1.394536953130853e-09,1.1447432155723334e-09
508,DEU,2555.0,1.2159163284374162e-09,1.0942152574591623e-09
509,DEU,2731.0,1.0207190733483695e-08,9.02781777570895e-09
510,DEU,2735.0,5.019943622084765e-09,4.439922545568644e-09
511,DEU,2903.0,3.6945219281390325e-08,3.324737211138823e-08
512,DEU,2905.0,2.974062715768474e-10,2.4413394775370526e-10
513,DEU,2907.0,4.755347742698914e-10,3.4414048908820576e-10
515,DEU,2913.0,4.349601896405287e-10,3.914250222329292e-10
516,DEU,2918.0,3.2613016681428696e-09,2.531361983869732e-09
517,DEU,2919.0,3.6290035951100214e-09,2.816765412939918e-09
