,ISO3,FBS Code2,EnergyI-BaU_low,EnergyI-HalfW_low,ProteinI-BaU_low,ProteinI-HalfW_low,IronI-BaU_low,IronI-HalfW_low,ZincI-BaU_low,ZincI-HalfW_low,Vitamin AI-BaU_low,Vitamin AI-HalfW_low,Vitamin BI-BaU_low,Vitamin BI-HalfW_low,FolateI-BaU_low,FolateI-HalfW_low
449,GRC,2511.0,4.11632608053965e-11,3.3789971238855126e-11,1.1529843081793451e-09,9.464582214809325e-10,3.873509154902191e-09,3.179674310943509e-09,4.513811000512812e-09,3.7052833254881558e-09,inf,inf,,,3.363339602392154e-10,2.760887893906456e-10
450,GRC,2514.0,2.3402327765121378e-11,1.921043101624357e-11,9.067780854657777e-10,7.443532127536371e-10,3.1519739904173573e-09,2.587382738829551e-09,3.8650902655329465e-09,3.1727634388676846e-09,1.5530635698671465e-09,1.2748740583507099e-09,,,8.991420667651898e-10,7.380849811504108e-10
451,GRC,2555.0,2.5006367706245553e-11,2.2503480246022794e-11,2.8385607003547065e-10,2.5544491466313527e-10,1.0354749583643352e-09,9.318342649573722e-10,3.7130666842500325e-09,3.3414258225242733e-09,4.084373392020108e-10,3.6755684401837244e-10,,,2.227840032010967e-11,2.004855512827485e-11
452,GRC,2805.0,5.310131853642689e-10,4.358964744250576e-10,2.6960276299650293e-08,2.2131068893291868e-08,2.402834627968291e-07,1.9724315173818655e-07,1.6571274020096966e-07,1.3602976576065015e-07,inf,inf,,,2.1358530344651706e-08,1.7532724860207877e-08
453,GRC,2903.0,2.45826028374225e-10,2.2122130004894566e-10,6.088725320473889e-09,5.479304774780293e-09,2.5092091248617643e-08,2.258062371863948e-08,4.0532446013039277e-08,3.647555330275355e-08,4.2150426005106835e-08,3.79315896698769e-08,,,5.113247515806872e-10,4.601462548127147e-10
454,GRC,2905.0,3.6535467083664535e-11,2.9991122126877654e-11,1.0001034895018174e-09,8.20961884091426e-10,3.575410913402512e-09,2.9349723410425502e-09,4.36436271832504e-09,3.5826046781211545e-09,1.64562101939196e-08,1.3508523335454489e-08,,,4.479820442439644e-10,3.677381260461898e-10
455,GRC,2907.0,3.307065521171925e-11,2.393295311894307e-11,1.2440218590183521e-09,9.002880844125496e-10,3.148621388089818e-09,2.278630634561822e-09,8.492352720463033e-09,6.1458437465837e-09,8.451579151911898e-10,6.116336260312895e-10,,,1.7003985122172596e-10,1.2305640035216152e-10
456,GRC,2908.0,4.277689823956075e-11,3.849535829546559e-11,1.3546018078638006e-07,1.2190197066036245e-07,2.2894678622957178e-08,2.0603150132919114e-08,5.418407231455201e-07,4.876078826414497e-07,inf,inf,,,1.625522133103309e-08,1.4628236152276929e-08
457,GRC,2913.0,1.204180651186274e-11,1.0836542041987635e-11,1.0284190101764068e-09,9.254845466564473e-10,8.87697158701603e-10,7.988475459513796e-10,5.478157441068655e-09,4.929848637269364e-09,9.351896341792586e-11,8.415864993372092e-11,,,1.6754292288124539e-10,1.5077355094947925e-10
458,GRC,2918.0,1.8805372186735918e-11,1.4596381779405253e-11,4.48561020551284e-10,3.481647607030225e-10,1.3448685995188622e-09,1.0438621116766437e-09,2.5978202631199577e-09,2.0163799991961517e-09,1.0719034154032957e-11,8.319915887073232e-12,,,2.305811020578423e-11,1.7897278306069273e-11
459,GRC,2919.0,1.8663650607279397e-11,1.448638011288217e-11,1.1763902444122378e-09,9.130923311967315e-10,3.768121898398619e-09,2.9247464646914886e-09,9.01022849400127e-09,6.9935725659756674e-09,9.805646554316134e-11,7.610961340167482e-11,,,2.2204897115732604e-10,1.7235030099657076e-10
460,HRV,2511.0,3.8657069554916234e-11,3.1732696654289255e-11,1.0827858076581885e-09,8.888338917458677e-10,3.63767373849615e-09,2.986082457879749e-09,4.238991333303071e-09,3.4796902002304145e-09,inf,inf,,,3.1585654392431546e-10,2.5927935071187557e-10
461,HRV,2514.0,2.2303350354458594e-11,1.8308305811099985e-11,8.641956277541923e-10,7.093982555126011e-10,3.0039567397732586e-09,2.4658787922456402e-09,3.683584949710305e-09,3.0237699120831808e-09,1.4801314326140701e-09,1.21500574928209e-09,,,8.569181978291984e-10,7.034243811633152e-10
462,HRV,2555.0,1.6326635882416644e-11,1.4692502820879784e-11,1.8532938301652671e-10,1.6677976420695318e-10,6.760607061837558e-10,6.083937869520576e-10,2.4242580319148687e-09,2.1816140342058944e-09,2.666683860794718e-10,2.3997754607436974e-10,,,1.4545548331607556e-11,1.3089684331329264e-11
463,HRV,2903.0,2.3924098953815913e-09,2.152953577806613e-09,6.466721383137062e-08,5.8194672097704265e-08,2.439814540565095e-07,2.1956134918328415e-07,3.744303183503248e-07,3.369535860421703e-07,6.608226717653846e-07,5.946809274696151e-07,,,4.678109134518694e-09,4.209877169449414e-09
464,HRV,2905.0,4.5584512477482286e-11,3.741927474680106e-11,1.2735013357921742e-09,1.0453878693550856e-09,4.4819559252871546e-09,3.6791342290699867e-09,5.6554605843337315e-09,4.642437133213282e-09,1.7940664053450397e-08,1.4727077265282545e-08,,,6.796755644470531e-10,5.579299920624287e-10
465,HRV,2907.0,6.42927354751785e-11,4.6528108202427775e-11,2.414897925239049e-09,1.7476411780102262e-09,6.11177853952732e-09,4.423042371656276e-09,1.6501801449573143e-08,1.1942213964082182e-08,inf,inf,,,3.3003604210591635e-10,2.388442887724626e-10
466,HRV,2908.0,7.213683738804163e-12,6.4916660997787095e-12,2.2843332350134775e-08,2.0556943108782726e-08,3.8608449346342615e-09,3.474412947139046e-09,9.137332940053914e-08,8.222777243513094e-08,inf,inf,,,2.7411998207455818e-09,2.4668331179159094e-09
467,HRV,2913.0,3.699796201231725e-11,3.329483582213095e-11,1.749917257625119e-09,1.5747680311565584e-09,5.857618911499704e-09,5.271329807357059e-09,7.0870562078206144e-09,6.377712718961262e-09,3.3663750748436246e-09,3.0294345779185883e-09,,,1.666084888042859e-10,1.4993264438363618e-10
468,HRV,2918.0,1.8456453959217645e-11,1.4325557910136536e-11,4.841050341856446e-10,3.757533661200135e-10,2.6506611030322915e-09,2.0573940809833164e-09,3.3308700862822374e-09,2.5853597022274557e-09,5.933318171574843e-11,4.6053317313270004e-11,,,3.2404803921123055e-11,2.515200894843755e-11
469,HRV,2919.0,6.796453502176768e-11,5.2752813971807347e-11,6.184802537205808e-09,4.8005292406265075e-09,1.6759157223823234e-08,1.3008147603297235e-08,5.117546143107068e-08,3.9721445838333616e-08,4.3785054953583733e-10,3.3985149136560513e-10,,,9.76039239973422e-10,7.57583590309436e-10
470,HUN,2511.0,2.3089862161334136e-11,1.895393521006783e-11,6.4674780931233e-10,5.309003574515454e-10,2.1727820079703706e-09,1.7835866284916768e-09,2.53194892204679e-09,2.0784184629754862e-09,inf,inf,,,1.8866106887919357e-10,1.548675193993347e-10
471,HUN,2514.0,3.0348549607700884e-11,2.4912424291001285e-11,1.1759257449145225e-09,9.65290317682554e-10,4.0875352217283115e-09,3.355363372036351e-09,5.012316930138509e-09,4.114495343556528e-09,2.0140401103292403e-09,1.6532790665846305e-09,,,1.16602322176956e-09,9.57161564864786e-10
472,HUN,2555.0,1.8334105847234418e-11,1.649904510756615e-11,2.081168802500853e-10,1.8728646073623795e-10,7.591869283786801e-10,6.83199905180207e-10,2.7223369026073053e-09,2.449858189341976e-09,2.9945706217149557e-10,2.694844034235805e-10,,,1.633402157299067e-11,1.4699149277649846e-11
473,HUN,2805.0,9.208457395174573e-10,7.559010254512669e-10,4.675261603855643e-08,3.83781440142116e-08,4.1668269092259354e-07,3.4204520891982754e-07,2.873673856010697e-07,2.3589325783374622e-07,inf,inf,,,3.703846196725772e-08,3.0404019023706515e-08
474,HUN,2903.0,6.470592281978929e-10,5.822950670329176e-10,1.0519341550927928e-08,9.466460606085953e-09,2.627885791982479e-08,2.3648606908196358e-08,6.33304524152203e-08,5.69917071379244e-08,3.1710855445979975e-08,2.8536915776651e-08,,,1.0069474109440306e-09,9.061620398912758e-10
475,HUN,2905.0,2.043783913116112e-11,1.6776950681607448e-11,5.719553195544248e-10,4.695049279264223e-10,2.089601501834011e-09,1.715305669816689e-09,2.4833602467942765e-09,2.0385331403068488e-09,8.703898937901089e-09,7.14482985611826e-09,,,2.4853412872312954e-10,2.0401593307028516e-10
476,HUN,2907.0,6.506651967598015e-11,4.7088089275781355e-11,2.4439620154086168e-09,1.7686746139376305e-09,6.185335802843806e-09,4.4762751402011025e-09,1.6700406053220398e-08,1.2085942433865014e-08,inf,inf,,,3.3400813433669817e-10,2.4171885828234427e-10
477,HUN,2908.0,2.44264521358832e-11,2.198160842779984e-11,7.735043349254706e-08,6.960842824390244e-08,1.3073312805857009e-08,1.176480486621023e-08,3.0940173397018825e-07,2.7843371297560975e-07,inf,inf,,,9.282051811635617e-09,8.35301120256394e-09
478,HUN,2913.0,9.799170831921185e-12,8.818371777699867e-12,4.002894901153052e-10,3.6022451318471603e-10,1.5746096827670346e-09,1.4170069922827772e-09,1.6609362657234158e-09,1.4946931471488593e-09,2.7920445006198875e-09,2.512588753544711e-09,,,3.680327900407349e-11,3.3119638637089334e-11
479,HUN,2918.0,5.5581552612821915e-11,4.314137225112082e-11,1.3696869287864812e-09,1.0631256394345609e-09,4.515359154835454e-09,3.504738190802629e-09,7.62213957486928e-09,5.916163642279738e-09,2.077595555310322e-11,1.6125912110314124e-11,,,7.564787393689371e-11,5.871647940911487e-11
480,HUN,2919.0,5.56770411306526e-11,4.3215488671044126e-11,5.424263031470068e-09,4.210212554851522e-09,1.3641706606622406e-08,1.058844014229835e-08,4.350734090188261e-08,3.376959263047901e-08,3.4788582198321356e-10,2.7002253520357327e-10,,,1.0184228503808182e-09,7.904809641318102e-10
481,IRL,2511.0,2.349445807180252e-10,1.928605865973129e-10,6.580805542600386e-09,5.402031463547547e-09,2.2108549383595448e-08,1.8148398187797613e-08,2.5763154138091533e-08,2.114837892614613e-08,inf,inf,,,1.9196691351350834e-09,1.5758121100024342e-09
482,IRL,2903.0,2.512124425754189e-09,2.260685880276467e-09,3.924753180599957e-08,3.531924616468287e-08,1.6264727803216294e-07,1.463679112161503e-07,3.101765845752601e-07,2.791310087800099e-07,1.3833346008893339e-06,1.2448766342413661e-06,,,2.209361348845853e-09,1.9882263611464597e-09
483,IRL,2905.0,4.287441143458686e-11,3.519461531744355e-11,1.1845474338021156e-09,9.723676632048002e-10,4.123120909997665e-09,3.384574842644109e-09,5.2864626271730605e-09,4.339535222244636e-09,1.717792122639332e-08,1.4100959273543593e-08,,,6.628649332037988e-10,5.441305326633789e-10
484,IRL,2907.0,1.6756540627649742e-10,1.2126566550005695e-10,6.293920284589175e-09,4.55485681009604e-09,1.5929057092978358e-08,1.1527723723481666e-08,4.3008452568631974e-08,3.112485290822408e-08,inf,inf,,,8.601690855526868e-10,6.224970829002923e-10
485,IRL,2908.0,6.250473865694355e-10,5.624863907356056e-10,1.979316768377723e-06,1.7812069438091624e-06,3.345324141896793e-07,3.0104906329484815e-07,7.917267073510892e-06,7.124827775236648e-06,inf,inf,,,2.3751800689638547e-07,2.1374482847953015e-07
486,IRL,2913.0,5.968098561640114e-10,5.37075154880019e-10,inf,inf,inf,inf,inf,inf,inf,inf,,,inf,inf
487,IRL,2918.0,7.506540977080922e-10,5.826438150557064e-10,1.571934449453579e-08,1.2201064211112629e-08,3.1198759042803446e-08,2.4215899239347825e-08,5.869791824955692e-08,4.556023757036653e-08,1.0240354727599438e-10,7.94837377725535e-11,,,7.145188054175756e-10,5.545962700911453e-10
488,IRL,2919.0,4.693401834879543e-09,3.6429316232508857e-09,4.577783776692219e-07,3.5531910267267715e-07,8.757544133167111e-07,6.797443642612915e-07,3.63319931328037e-06,2.820022051715534e-06,1.079814840642494e-07,8.381322905272005e-08,,,2.978048791578746e-08,2.3115063444604327e-08
489,ISL,2905.0,4.066847879081748e-11,3.3383816096745104e-11,1.1535770849371051e-09,9.469448182471718e-10,3.999067187036154e-09,3.2827420031428996e-09,5.197343534686227e-09,4.266379415026172e-09,1.4396641491949388e-08,1.1817870898247766e-08,,,7.577179732604941e-10,6.21993205170935e-10
490,ISL,2907.0,9.521935204769059e-11,6.890943871489875e-11,3.5765318430314645e-09,2.588305807057191e-09,9.051716155668151e-09,6.550650327690416e-09,2.443963272109683e-08,1.7686755234015503e-08,inf,inf,,,4.887926738448117e-10,3.5373511873648026e-10
491,ISL,2918.0,1.7622151203434577e-09,1.3677987555128674e-09,3.776917394750281e-08,2.9315733661435522e-08,8.644422273844053e-08,6.70964054943935e-08,1.4256775550374002e-07,1.1065845270710867e-07,3.892050180220876e-10,3.020937302967972e-10,,,2.192218418687972e-09,1.7015593557666107e-09
492,ISL,2919.0,1.1270601369550202e-07,8.748032149529966e-08,7.513733947797842e-06,5.832021201276276e-06,1.286731874898334e-05,9.987374622127039e-06,4.1325539278715184e-05,3.2076118598566985e-05,1.1668387300240209e-06,9.056786225395729e-07,,,8.265107671003481e-07,6.415223576321974e-07
493,ITA,2511.0,4.52821269186298e-11,3.717105341698525e-11,1.268353885397753e-09,1.0411624460679652e-09,4.2610990903266945e-09,3.4978379479881894e-09,4.96547063115885e-09,4.076040297377048e-09,inf,inf,,,3.6998811018880443e-10,3.0371470474853797e-10
494,ITA,2514.0,2.8536687842135482e-11,2.3425108763772453e-11,1.1057209106177959e-09,9.076607886972315e-10,3.843502182937814e-09,3.1550422798603807e-09,4.7130727975520316e-09,3.868852738095893e-09,1.8937983749780815e-09,1.5545753997776261e-09,,,1.0964095855136259e-09,9.000173367133623e-10
495,ITA,2555.0,1.5485931441134894e-11,1.3935944491042766e-11,1.757862513803394e-10,1.581918046606933e-10,6.412484373025174e-10,5.770658782253328e-10,2.2994261615331235e-09,2.0692765863122494e-09,2.529368802052032e-10,2.2762042668703183e-10,,,1.3796557102101995e-11,1.2415659637474462e-11
496,ITA,2805.0,7.266225389194688e-10,5.964676804315246e-10,3.689163462369358e-08,3.02834918443957e-08,3.287966939616072e-07,2.6990162137341734e-07,2.267563505669461e-07,1.8613905735282177e-07,inf,inf,,,2.922637323209419e-08,2.399125559069021e-08
497,ITA,2903.0,5.033896397464892e-10,4.530053683589714e-10,1.1290981332705763e-08,1.0160866958510574e-08,4.6522309108603885e-08,4.186589097317634e-08,7.891225631613983e-08,7.101392821380528e-08,9.346129524177775e-08,8.410675376559215e-08,,,9.01973761691804e-10,8.116952036817766e-10
498,ITA,2905.0,9.73921018929499e-11,7.994692979772369e-11,2.619740874274515e-09,2.150484851369791e-09,8.843224247417959e-09,7.259198788736991e-09,1.0873268955292164e-08,8.925615660251372e-09,4.72861224295045e-08,3.8816087103586994e-08,,,9.428962161776805e-10,7.740017530800731e-10
499,ITA,2907.0,8.432570880616242e-11,6.102580135347162e-11,3.172562753512565e-09,2.295956797971582e-09,8.029805377730247e-09,5.811102151715253e-09,2.165543182180961e-08,1.567185262111695e-08,1.9587919864696754e-09,1.4175611726412775e-09,,,4.33649608793761e-10,3.1382854953630457e-10
500,ITA,2908.0,3.1677605171804115e-11,2.8506993522572318e-11,1.0031241861953694e-07,9.027214817255206e-08,1.695421173110349e-08,1.525726459994769e-08,4.012496744781479e-07,3.6108859269020833e-07,inf,inf,,,1.203748996528556e-08,1.0832657538577477e-08
501,ITA,2913.0,5.507805909359224e-11,4.956529590230598e-11,4.623976290192748e-09,4.1611624817642555e-09,4.410557212638865e-09,3.96910452067706e-09,2.5180825568439304e-08,2.2660476619976778e-08,4.849195056328258e-10,4.363839100547969e-10,,,6.386055588576447e-10,5.746875254963205e-10
502,ITA,2918.0,2.949800470935464e-11,2.2895805208903344e-11,6.224193582811173e-10,4.831103841045818e-10,1.592026163821267e-09,1.2357012378796533e-09,3.2517489564397997e-09,2.523947345878949e-09,8.799745464220278e-12,6.8301995345747645e-12,,,2.70993991581479e-11,2.1034051981370374e-11
503,ITA,2919.0,1.776459828193038e-11,1.3788552340576109e-11,1.3497731063410945e-09,1.0476688990832496e-09,3.7151358435869626e-09,2.883619669787587e-09,1.0759673836632106e-08,8.351459656413219e-09,1.431859461733502e-10,1.1113828086134541e-10,,,2.8355970284906285e-10,2.2009379229191595e-10
504,LTU,2511.0,1.863220293936321e-11,1.5294745584272485e-11,5.218886258175756e-10,4.2840633397900325e-10,1.7533112598348175e-09,1.4392527677207827e-09,2.0431384916050916e-09,1.6771652565309663e-09,inf,inf,,,1.5223873133382133e-10,1.24969262700763e-10
505,LTU,2514.0,3.8805280980482893e-10,3.1854359994587864e-10,1.5036016394013325e-08,1.2342719006217723e-08,5.22654146070093e-08,4.290347318952328e-08,6.40901688388763e-08,5.2610141164401844e-08,2.575259555977501e-08,2.113971163277194e-08,,,1.4909397429343427e-08,1.223878041897323e-08
506,LTU,2903.0,9.796761251672019e-11,8.816203372349068e-11,1.48010324040119e-09,1.3319597001736355e-09,5.928429099817812e-09,5.335052603596502e-09,1.021852604589894e-08,9.195753726356814e-09,7.038481631671533e-09,6.333999972365253e-09,,,1.1208019448463403e-10,1.008620872964855e-10
507,LTU,2905.0,1.4147794261771752e-11,1.1613597947416117e-11,3.9267672094778324e-10,3.2233926193850103e-10,1.4798644340702222e-09,1.2147865763365818e-09,1.6739430985420798e-09,1.3741012749845504e-09,6.845942571310133e-09,5.6196763342202645e-09,,,1.4412834667408182e-10,1.1831163502436856e-10
508,LTU,2907.0,4.0352417897061025e-11,2.920270310895222e-11,1.5156762196813527e-09,1.0968820447281623e-09,3.835970578923498e-09,2.7760594231736794e-09,1.0357120182024019e-08,7.495360166792218e-09,inf,inf,,,2.0714241187157992e-10,1.499072092926214e-10
509,LTU,2908.0,1.3442555415042156e-11,1.2097089980921738e-11,4.2568093099104523e-08,3.8307452462490457e-08,7.19460734097964e-09,6.47449905870132e-09,1.702723723964181e-07,1.5322980984996183e-07,inf,inf,,,5.108171057716019e-09,4.59689419275026e-09
510,LTU,2913.0,1.880486454384316e-11,1.6922685564038055e-11,2.1317690999493193e-07,1.9184003208034823e-07,5.957516359525276e-07,5.36122851934433e-07,1.0323548183327487e-06,9.29026419756084e-07,3.4906738728170344e-06,3.1412923086237317e-06,,,2.6712015486492476e-08,2.4038409731998195e-08
511,LTU,2918.0,1.759522712376116e-10,1.365708958288596e-10,4.566781584773147e-09,3.544651329024094e-09,1.0780064650159142e-08,8.36728662841238e-09,2.1852637543948535e-08,1.6961612740821887e-08,2.3522582212427052e-11,1.8257792879643462e-11,,,1.484912625458751e-10,1.1525616922138132e-10
512,LTU,2919.0,5.338982113114021e-10,4.144019084684463e-10,7.701370878338502e-08,5.977661513357897e-08,1.556282696404664e-07,1.2079578201290356e-07,4.1885434363496157e-07,3.251069879898652e-07,8.646166218997755e-09,6.710994167384956e-09,,,5.437648919742153e-09,4.2206024335380835e-09
513,LVA,2511.0,1.5683051116187958e-11,1.287385488381941e-11,4.392827848800717e-10,3.605971047093491e-10,1.4757927551596925e-09,1.2114442290446342e-09,1.7197454056062858e-09,1.4116993322834959e-09,inf,inf,,,1.2814200302251137e-10,1.0518881429462203e-10
514,LVA,2903.0,4.3857404174380677e-10,3.9467716386235324e-10,6.627781310779192e-09,5.9644066485044776e-09,2.9336432792447425e-08,2.6400149097572954e-08,4.803731918750604e-08,4.322926368622275e-08,8.790940368173393e-08,7.911055105765936e-08,,,4.6214518552788744e-10,4.158890717552673e-10
515,LVA,2905.0,1.405156052170451e-11,1.1534601890119964e-11,3.9882570342885123e-10,3.2738681981215405e-10,1.4393262003021474e-09,1.1815096753745071e-09,1.7210125211923969e-09,1.4127394782382449e-09,5.767605572391367e-09,4.734494366943232e-09,,,1.706910652664503e-10,1.4011635796663519e-10
516,LVA,2907.0,2.042517540591126e-11,1.4781526471318135e-11,7.671895330915192e-10,5.552085681784896e-10,1.9416524711430944e-09,1.405157450544864e-09,5.24246147920052e-09,3.793924976881287e-09,inf,inf,,,1.0484923375034443e-10,7.58785025527664e-11
517,LVA,2913.0,1.8292527647836634e-11,1.64616284703398e-11,inf,inf,inf,inf,inf,inf,inf,inf,,,inf,inf
518,LVA,2918.0,1.18926591105656e-10,9.230861853006904e-11,2.9307355597497115e-09,2.274782689744298e-09,7.267603010151135e-09,5.6409789236792235e-09,1.509674161684716e-08,1.1717811382641122e-08,1.764606294410922e-11,1.3696547405602857e-11,,,7.773190641730834e-11,6.033406684225636e-11
519,LVA,2919.0,1.3962843188496863e-09,1.0837700412492793e-09,1.7769307974915458e-07,1.3792207917088575e-07,3.2544760873046464e-07,2.5260640943734977e-07,1.0766921899196249e-06,8.357085468404426e-07,2.2533207955160188e-08,1.7489858895759402e-08,,,1.3892638892685002e-08,1.0783209137656605e-08
520,MDA,2511.0,1.682381195687106e-11,1.3810279142804277e-11,4.712355340782271e-10,3.8682637943839286e-10,1.58313963374713e-09,1.2995628053935434e-09,1.8448370220351416e-09,1.5143841545898668e-09,inf,inf,,,1.3746285379394646e-10,1.1284008567901054e-10
521,MDA,2514.0,4.082496292360771e-11,3.351227031156828e-11,1.5818589539735195e-09,1.2985115249101758e-09,5.498565039617419e-09,4.513645199830452e-09,6.74258425787676e-09,5.534831878997893e-09,2.7092929940212394e-09,2.223996120676805e-09,,,1.5685380491701913e-09,1.2875767014444658e-09
522,MDA,2555.0,2.5023652298424434e-11,2.2519034823289967e-11,2.840522735171478e-10,2.556214801374173e-10,1.036190686557131e-09,9.324783559120168e-10,3.715633184276115e-09,3.343735441550788e-09,4.0871965420759926e-10,3.6781090211373626e-10,,,2.2293799320414505e-11,2.0062412842567428e-11
523,MDA,2903.0,1.1163994093659282e-10,1.0046589872811888e-10,2.806431745769322e-09,2.5255359792601087e-09,1.3818132231906577e-08,1.2435075312436387e-08,1.6877609778730783e-08,1.5188329737344853e-08,1.5521407754838114e-08,1.3967869980342145e-08,,,2.7799229484215763e-10,2.501680447562403e-10
524,MDA,2905.0,1.4466039818179725e-11,1.1874838383365962e-11,4.0954835285110736e-10,3.3618879537223553e-10,1.421313291388157e-09,1.1667232939697556e-09,1.843433241250338e-09,1.5132318233261114e-09,5.211059184207591e-09,4.277638275324926e-09,,,2.6122709056405265e-10,2.1443529264357847e-10
525,MDA,2907.0,6.574580724902713e-11,4.7579683939870526e-11,2.469476719965325e-09,1.7871393895548673e-09,6.249910053424869e-09,4.523006978501657e-09,1.6874756523374384e-08,1.2212118392634114e-08,inf,inf,,,3.3749514387833927e-10,2.4424237755800203e-10
526,MDA,2908.0,1.7960829906438628e-11,1.61631303574237e-11,5.6875962641665826e-08,5.118324727587645e-08,9.612838831994115e-09,8.65068974851362e-09,2.2750385056666322e-07,2.0473298910350573e-07,inf,inf,,,6.825115364446679e-09,6.1419895358210064e-09
527,MDA,2913.0,5.5535073176742404e-12,4.9976567443744425e-12,1.8220665516861691e-10,1.6396959020388946e-10,7.21191318002903e-10,6.490072756239629e-10,7.572508839030482e-10,6.814576394051611e-10,1.2620848065050804e-09,1.1357627323419352e-09,,,1.667953488773234e-11,1.5010080163109276e-11
528,MDA,2918.0,3.264316510847185e-10,2.533702048968156e-10,8.465721240846323e-09,6.570936115615446e-09,2.4760309882630136e-08,1.9218494185303392e-08,4.223208240710349e-08,3.277976059352762e-08,1.43786222678432e-10,1.1160420437268975e-10,,,4.5281083101480196e-10,3.5146338491527673e-10
529,MDA,2919.0,3.1079099154993834e-11,2.4123021449490422e-11,2.8932349564470286e-09,2.245675415645779e-09,7.352424616926338e-09,5.706815884699687e-09,2.2957278529065548e-08,1.7819014625125932e-08,3.4004158305472036e-10,2.63933982154359e-10,,,8.369098810030989e-10,6.495939573423661e-10
530,MKD,2511.0,2.3228816574728148e-11,1.9067999682615155e-11,6.506399270663868e-10,5.340953071322708e-10,2.185857774609471e-09,1.7943202236932318e-09,2.5471861493090546e-09,2.0909263513419082e-09,inf,inf,,,1.8979642811058364e-10,1.5579950960185554e-10
531,MKD,2514.0,5.855338717844045e-11,4.8065124822124586e-11,2.2687883383265347e-09,1.8623960104019042e-09,7.886341704535316e-09,6.473715982702142e-09,9.670581878383415e-09,7.938357582466591e-09,3.88581569456923e-09,3.1897764654682673e-09,,,2.24968277054008e-09,1.8467126905342602e-09
532,MKD,2555.0,3.1479261639500896e-11,2.832850219534141e-11,3.5733216441407977e-10,3.2156678641306443e-10,1.30350747131344e-09,1.173039402436638e-09,4.6741933499293445e-09,4.206353315757855e-09,5.141612734451814e-10,4.626988691905764e-10,,,2.8045160369737165e-11,2.52381201376678e-11
533,MKD,2805.0,4.13807427609133e-10,3.3968497159253524e-10,2.1009577333822003e-08,1.724627738328443e-08,1.8724785820292217e-07,1.5370744735520273e-07,1.291364595731901e-07,1.0600514073689748e-07,inf,inf,,,1.6644254310500684e-08,1.3662884412944196e-08
534,MKD,2903.0,1.3266365562497554e-10,1.1938534971539192e-10,2.571779779639796e-09,2.31437032951373e-09,6.702097145303456e-09,6.031284210804971e-09,1.5585324187681048e-08,1.4025389017124045e-08,1.7445163331149652e-08,1.569907685205789e-08,,,1.6147769338579807e-10,1.4531539030248915e-10
535,MKD,2905.0,1.176935968430663e-11,9.661195868630638e-12,3.2833480441376443e-10,2.6952246689848594e-10,1.149987481892744e-09,9.439981959132103e-10,1.4572415364487756e-09,1.1962159615453448e-09,4.674443048391575e-09,3.837142468123189e-09,,,1.7476528123184667e-10,1.4346078786839795e-10
536,MKD,2907.0,3.6950527602494285e-11,2.674078391157263e-11,1.3878978983278975e-09,1.0044099556512643e-09,3.5125810086634743e-09,2.542025129790657e-09,9.483968374447826e-09,6.863467597907277e-09,inf,inf,,,1.896793750261374e-10,1.3726935741273954e-10
537,MKD,2908.0,1.4534649885158167e-09,1.3079876710435768e-09,4.60263923317709e-06,4.141961050884704e-06,7.779108624340373e-07,7.000497605887286e-07,1.8410556932708357e-05,1.6567844203538813e-05,inf,inf,,,5.523166956360103e-07,4.970353149965592e-07
538,MKD,2913.0,6.743628411989479e-11,6.068658612814896e-11,4.701963544608803e-09,4.2313439915224646e-09,8.905797019400509e-09,8.014415754236615e-09,2.040856080109242e-08,1.8365867855427617e-08,1.4168990735443555e-09,1.27508163867197e-09,,,5.013350164321946e-10,4.5115639230177705e-10
539,MKD,2918.0,7.768087861019633e-11,6.02944600029672e-11,1.7340364675682544e-09,1.345927006852329e-09,5.478699254225476e-09,4.252464943268866e-09,1.0112496048515715e-08,7.849132237381292e-09,5.202100860516234e-11,4.037774390268379e-11,,,7.12302874357082e-11,5.528763054217611e-11
540,MKD,2919.0,3.673095205602673e-11,2.8509885048111615e-11,3.233233844676538e-09,2.5095762588671458e-09,8.298118298343227e-09,6.440845814193367e-09,2.5836716054912035e-08,2.0053980730547986e-08,3.3615523109745966e-10,2.6091746770657125e-10,,,8.962582200029701e-10,6.95659039458991e-10
541,MLT,2511.0,1.4587088306234502e-10,1.197420429485715e-10,4.085848300169134e-09,3.3539786170424187e-09,1.3726614216665379e-08,1.126786096419203e-08,1.599566175610194e-08,1.3130469746805891e-08,inf,inf,,,1.1918718494118433e-09,9.783801070188158e-10
542,MLT,2903.0,2.372404392766128e-09,2.134950426041137e-09,3.7279064445488184e-08,3.3547802711456146e-08,1.518698274810572e-07,1.3666917574091684e-07,3.003268530500306e-07,2.702671369290306e-07,inf,inf,,,2.0223775151448964e-09,1.819957740231789e-09
543,MLT,2905.0,3.564019222940758e-10,2.925621165126619e-10,1.0109477974347323e-08,8.298637263164822e-09,3.504618995399111e-08,2.876860888585297e-08,4.554739399308679e-08,3.738880503921198e-08,1.2616628049210285e-07,1.0356698924548231e-07,,,6.640330552215939e-09,5.45089417081486e-09
544,MLT,2907.0,1.1303405672475595e-10,8.180178962643838e-11,4.245669546466102e-09,3.0725550964617553e-09,1.0745212768132871e-08,7.776219484809634e-09,2.901207340651781e-08,2.099579183648804e-08,inf,inf,,,5.802414911870807e-10,4.1991585341571703e-10
