,ISO3,FBS Code2,EnergyI-BaU,EnergyI-HalfW
213,MDV,2905.0,4.801244941368287e-10,4.30123738859994e-10
214,MDV,2907.0,5.3074478309131015e-11,4.055224971846869e-11
215,MDV,2913.0,8.112251896561139e-11,6.925888342019719e-11
216,MDV,2918.0,5.516598197475471e-10,3.83312347785886e-10
217,MDV,2919.0,8.558789948238546e-11,5.946943663156185e-11
218,PAK,2511.0,1.577183198577201e-10,1.4129334006564146e-10
219,PAK,2514.0,1.20017772727611e-10,1.0751897427782008e-10
220,PAK,2555.0,0.0,0.0
221,PAK,2805.0,6.066466437847181e-10,5.434697162465276e-10
222,PAK,2903.0,4.763026818702227e-10,4.0664654324110724e-10
223,PAK,2905.0,1.32640546685003e-10,1.1882719703179343e-10
224,PAK,2907.0,1.1363037189580551e-10,8.682077268630277e-11
226,PAK,2913.0,7.355758739919133e-11,6.280027340510929e-11
227,PAK,2918.0,5.163316337434374e-10,3.587651006681807e-10
228,PAK,2919.0,3.806845259429286e-10,2.6451279245190987e-10
229,BRN,2805.0,2.500768068904071e-09,2.240335006762151e-09
230,BRN,2903.0,4.822706233796138e-08,4.1174171250517664e-08
231,BRN,2907.0,2.4491572863572835e-10,1.8713106758711313e-10
232,BRN,2913.0,1.2390870572136705e-09,1.0578787140401275e-09
233,BRN,2918.0,1.8501726479456383e-09,1.285564030778635e-09
234,BRN,2919.0,8.995504882852784e-10,6.250388323992184e-10
235,CPR,2511.0,1.0561762593310643e-10,8.695257879609109e-11
236,CPR,2514.0,4.7524835485450117e-11,3.9126111440311616e-11
237,CPR,2555.0,2.817079215102954e-10,2.5578413223779287e-10
238,CPR,2805.0,2.1977424429886948e-10,1.8093511500487827e-10
239,CPR,2903.0,3.5676560404564416e-10,3.239347333716068e-10
240,CPR,2905.0,7.045819728654793e-11,5.8006624341938543e-11
241,CPR,2907.0,1.51196517052675e-10,1.1025735506194782e-10
243,CPR,2913.0,8.708956965208783e-11,7.907527016278096e-11
244,CPR,2918.0,4.331535182287673e-10,3.3514199541145317e-10
245,CPR,2919.0,4.551827589387291e-10,3.521865844041174e-10
246,IDN,2514.0,1.0921693925997787e-10,9.784295289037854e-11
247,IDN,2555.0,3.16126690795432e-10,2.69895238744927e-10
248,IDN,2805.0,5.899087475723911e-10,5.284749251300284e-10
249,IDN,2903.0,3.5210796356253186e-10,3.006144867128467e-10
250,IDN,2907.0,2.223088507328317e-11,1.6985798667742337e-11
252,IDN,2913.0,1.5957141592403438e-11,1.362351444900698e-11
253,IDN,2918.0,7.198933639818658e-10,5.002068405664327e-10
254,IDN,2919.0,8.552392277464085e-11,5.942498339938622e-11
255,JPN,2511.0,1.1628222768576044e-10,9.573250180642177e-11
256,JPN,2514.0,1.914272893810482e-11,1.5759771455353485e-11
257,JPN,2555.0,3.3656132139253443e-10,3.0558972241768553e-10
258,JPN,2805.0,5.567176378607012e-10,4.5833291409064475e-10
259,JPN,2903.0,6.795516862936978e-10,6.170168643376608e-10
260,JPN,2905.0,1.2350606025000665e-10,1.0167971814179196e-10
261,JPN,2907.0,1.334727470126393e-10,9.733261284940253e-11
263,JPN,2913.0,5.2307436464903555e-11,4.7493915591826435e-11
