,ISO3,FBS Code2,EnergyI-BaU,EnergyI-HalfW
264,JPN,2918.0,3.978398301529552e-10,3.078188885013191e-10
265,JPN,2919.0,4.3511817388113377e-10,3.366620999192567e-10
266,KOR,2511.0,4.3066872898792365e-09,3.5455972676428648e-09
267,KOR,2514.0,1.9811765946943743e-09,1.6310574341847192e-09
268,KOR,2555.0,1.1237456102435446e-10,1.0203344450918084e-10
269,KOR,2805.0,5.086633754198955e-10,4.1877093753174505e-10
270,KOR,2903.0,1.3141318525391151e-09,1.1932006517448115e-09
271,KOR,2905.0,4.880631402466138e-10,4.018112344869401e-10
272,KOR,2907.0,1.9190357279924732e-10,1.3994224719086287e-10
273,KOR,2913.0,2.91012785404806e-10,2.642327286566947e-10
274,KOR,2918.0,1.4683964143800917e-10,1.1361359971927003e-10
275,KOR,2919.0,2.0142258177852629e-10,1.558458217174851e-10
276,MNG,2511.0,1.544528778562558e-10,1.2715752615557878e-10
277,MNG,2903.0,6.619638800886227e-09,6.0104755213652265e-09
278,MNG,2905.0,1.4226333173932799e-09,1.1712215128460738e-09
279,MNG,2907.0,4.1402879600817577e-10,3.0192309225906576e-10
280,MNG,2913.0,0.0,0.0
281,MNG,2918.0,6.417573029131494e-09,4.965440981471891e-09
282,MNG,2919.0,1.1119167115399127e-07,8.603185008415764e-08
283,MYS,2514.0,4.396155258776824e-11,3.938334243733116e-11
284,MYS,2805.0,7.056057352680911e-10,6.321230862428651e-10
285,MYS,2903.0,3.1068406168957407e-09,2.6524855839588876e-09
286,MYS,2907.0,3.225234528697207e-11,2.464282649121308e-11
288,MYS,2913.0,1.015827881027906e-11,8.672697258935204e-12
289,MYS,2918.0,1.6138559358496908e-10,1.1213629951186666e-10
290,MYS,2919.0,1.5550054424152052e-10,1.0804716341762405e-10
291,PHL,2514.0,9.755184899444789e-11,8.739267947083668e-11
292,PHL,2555.0,1.5374266681216923e-10,1.3125881164967348e-10
293,PHL,2805.0,1.127562336227818e-09,1.0101366078561348e-09
294,PHL,2903.0,3.80514411281611e-10,3.2486667804077653e-10
296,PHL,2907.0,1.020252498482748e-11,7.795372731387925e-12
298,PHL,2913.0,4.360669101727752e-12,3.722949888657248e-12
299,PHL,2918.0,2.287858773081591e-10,1.5896835084232912e-10
300,PHL,2919.0,6.111767272196625e-11,4.246667562808384e-11
301,SGP,2907.0,3.6674707488023314e-07,2.8021790204770555e-07
302,SGP,2913.0,1.307264303691972e-08,1.1160854860432551e-08
303,SGP,2918.0,2.6634741891418704e-09,1.8506741077758523e-09
304,SGP,2919.0,1.168671828936992e-06,8.120336600662053e-07
305,THA,2511.0,3.391857251963142e-11,3.0386250664353745e-11
306,THA,2514.0,8.074181349507255e-11,7.233326174135924e-11
307,THA,2555.0,4.0384216982243495e-10,3.4478290512339864e-10
308,THA,2805.0,8.158463720619813e-10,7.308831275470305e-10
309,THA,2903.0,7.141993168008246e-10,6.097523579372743e-10
310,THA,2905.0,2.470347779030449e-10,2.2130827232868605e-10
311,THA,2907.0,1.4322438661807376e-11,1.094324669209495e-11
313,THA,2913.0,1.8947513811722512e-11,1.617656437351206e-11
314,THA,2918.0,2.4987687643815723e-09,1.73623107459132e-09
315,THA,2919.0,3.257846379360463e-10,2.2636644897753758e-10
316,ALB,2511.0,9.506352304136714e-11,7.803545313424051e-11
317,ALB,2514.0,1.1363605274539592e-10,9.328121433617233e-11
318,ALB,2555.0,9.92683621521857e-11,8.933259132188226e-11
319,ALB,2903.0,4.3002401205031553e-10,3.869829066807181e-10
320,ALB,2905.0,2.4962502827680074e-10,2.0491142734896475e-10
321,ALB,2907.0,1.5525383605900742e-10,1.1235588639379513e-10
323,ALB,2913.0,1.4981778284515236e-10,1.3482252026218018e-10
324,ALB,2918.0,3.3396822921020574e-10,2.5921995732593895e-10
325,ALB,2919.0,1.7641494399014675e-10,1.3693001385470196e-10
326,AUT,2511.0,1.145556332840862e-10,9.403607678745029e-11
327,AUT,2514.0,7.728940747170796e-11,6.344509167735286e-11
328,AUT,2555.0,1.236822526262616e-10,1.1130289538466361e-10
329,AUT,2903.0,4.179382831542801e-09,3.761068384461942e-09
330,AUT,2905.0,5.301974538660957e-11,4.3522685925554496e-11
331,AUT,2907.0,1.1748366834655736e-10,8.502193587574338e-11
333,AUT,2913.0,1.6622081470302312e-10,1.4958377258497494e-10
334,AUT,2918.0,2.581662112837257e-10,2.0038383420551324e-10
335,AUT,2919.0,2.241739897146947e-10,1.7399970106393834e-10
336,BGR,2511.0,7.770213637798789e-11,6.378389131566564e-11
337,BGR,2514.0,8.119846598827962e-11,6.665394763923625e-11
338,BGR,2555.0,1.5694338948010407e-10,1.4123492489584137e-10
339,BGR,2805.0,8.334375437651204e-10,6.841496538950934e-10
340,BGR,2903.0,1.159119435400913e-09,1.0431031657112996e-09
341,BGR,2905.0,1.1945022326716612e-10,9.80539327958979e-11
342,BGR,2907.0,6.135485653924266e-10,4.4401990095824113e-10
343,BGR,2913.0,2.942626965883767e-11,2.6480994191587648e-11
344,BGR,2918.0,8.049497305785575e-10,6.247870802068597e-10
345,BGR,2919.0,4.823906596489287e-10,3.744227003399208e-10
346,BLR,2511.0,1.168121286149243e-10,9.588838175158067e-11
347,BLR,2514.0,1.938957377370151e-10,1.591645383111001e-10
348,BLR,2903.0,1.1902176186311207e-09,1.0710887316371093e-09
349,BLR,2905.0,8.265204063680328e-11,6.784715353707185e-11
350,BLR,2907.0,5.16822179307396e-11,3.740198344727886e-11
352,BLR,2913.0,1.5179142927685403e-10,1.365986244133376e-10
353,BLR,2918.0,3.705063777215267e-11,2.8758019183169472e-11
354,BLR,2919.0,1.3137169716287393e-10,1.0196827947655474e-10
355,CAN,2511.0,8.267515942926161e-11,6.752309780680049e-11
356,CAN,2514.0,1.0797448107405726e-10,8.81857561150543e-11
357,CAN,2555.0,1.1047801561378438e-10,9.897972900885027e-11
358,CAN,2903.0,3.5627336622360086e-11,3.1919328968724707e-11
359,CAN,2905.0,1.3000443791489447e-10,1.0617823342882597e-10
360,CAN,2907.0,1.530544561510048e-10,1.076878211861954e-10
362,CAN,2913.0,9.040955537217133e-11,8.09999459243693e-11
363,CAN,2918.0,2.2664511418531903e-10,1.7540015589440755e-10
364,CAN,2919.0,3.5055755194857595e-10,2.7129571922501644e-10
365,CHE,2511.0,5.3490504550276146e-11,4.39091212635109e-11
366,CHE,2514.0,1.8064531231644647e-10,1.4828756974487534e-10
367,CHE,2555.0,7.10587457445741e-10,6.394647555193706e-10
368,CHE,2903.0,8.434944287410368e-10,7.59069067438507e-10
369,CHE,2905.0,2.3908219294258314e-11,1.9625705702579314e-11
370,CHE,2907.0,6.821962208569028e-11,4.9369962787742396e-11
372,CHE,2913.0,5.88638347815123e-11,5.2972153283984205e-11
373,CHE,2918.0,5.434758841189477e-10,4.218359208064616e-10
374,CHE,2919.0,1.7752797423922827e-10,1.3779392733039904e-10
375,CZE,2511.0,4.3725268179412194e-11,3.589306399166192e-11
376,CZE,2514.0,2.615149753721882e-10,2.1467161064163486e-10
377,CZE,2555.0,1.0553225275249324e-09,9.496952908282155e-10
378,CZE,2903.0,8.903633033944539e-10,8.012468362095013e-10
379,CZE,2905.0,2.454390303489241e-11,2.0147523821279423e-11
380,CZE,2907.0,2.777893264418092e-10,2.0103378309597647e-10
382,CZE,2913.0,2.715243352354711e-11,2.443474632567212e-11
383,CZE,2918.0,6.9108247869013595e-09,5.364054271222477e-09
384,CZE,2919.0,1.7133443820121686e-09,1.329866193081157e-09
385,DEU,2511.0,8.91953193316397e-11,7.321838007696127e-11
386,DEU,2514.0,2.5356174747787895e-10,2.081429893286815e-10
387,DEU,2555.0,2.1506178255223044e-10,1.9353624773460511e-10
388,DEU,2903.0,6.6077156986395235e-09,5.946349403577354e-09
389,DEU,2905.0,5.3043339604261564e-11,4.354205387455235e-11
390,DEU,2907.0,8.458170306013732e-11,6.121106222719417e-11
392,DEU,2913.0,7.779337433297236e-11,7.00070351335459e-11
393,DEU,2918.0,5.8328938492569e-10,4.527384231328853e-10
394,DEU,2919.0,6.490535038698884e-10,5.037833148778518e-10
395,DNK,2511.0,7.481617816401741e-11,6.141487479125521e-11
396,DNK,2514.0,2.576618797279328e-09,2.115086933106813e-09
397,DNK,2903.0,9.74095228703391e-09,8.7659803272416e-09
398,DNK,2905.0,3.815813380146468e-11,3.132313180375744e-11
399,DNK,2907.0,7.97948172038164e-11,5.774683347056336e-11
401,DNK,2913.0,9.817901775283477e-11,8.83522794085376e-11
402,DNK,2918.0,8.832556457998015e-10,6.8556668205708e-10
403,DNK,2919.0,4.843857239197456e-09,3.759712322956899e-09
404,ESP,2511.0,1.8621385257842824e-10,1.5285865599055257e-10
405,ESP,2514.0,1.7487431294288942e-10,1.435502894848436e-10
406,ESP,2555.0,5.456023585762746e-10,4.909930159644145e-10
407,ESP,2805.0,1.0328881315577936e-09,8.478740404773061e-10
408,ESP,2903.0,1.1634957077139922e-09,1.0470414169081737e-09
409,ESP,2905.0,6.326828724037263e-11,5.193547751939871e-11
410,ESP,2907.0,1.990556227445284e-10,1.4405486848408737e-10
412,ESP,2913.0,8.144778475021435e-11,7.329567559510027e-11
413,ESP,2918.0,1.0003375549067412e-10,7.764434925672127e-11
414,ESP,2919.0,6.744934495651535e-11,5.235293297999778e-11
415,EST,2511.0,8.745964249189321e-11,7.179360299789927e-11
416,EST,2903.0,3.2855045548902947e-10,2.9566583886841635e-10
417,EST,2905.0,4.0044092806647574e-11,3.2871272045709196e-11
418,EST,2907.0,1.3480603094337012e-10,9.755798299318724e-11
419,EST,2913.0,2.493743932633588e-10,2.2441450907979417e-10
420,EST,2918.0,5.051851221502119e-10,3.921153401782188e-10
421,EST,2919.0,6.029470072024521e-09,4.679963056559093e-09
422,FIN,2511.0,1.6984007628578883e-10,1.394178007430693e-10
423,FIN,2903.0,5.277553326823244e-09,4.749322989753391e-09
424,FIN,2905.0,3.63927567064025e-11,2.987397447023385e-11
425,FIN,2907.0,1.129450395242306e-10,8.173736863225747e-11
427,FIN,2913.0,4.2549177471138866e-10,3.829043009981601e-10
428,FIN,2918.0,5.627058413837742e-10,4.3676185766385776e-10
429,FIN,2919.0,8.076665091590403e-09,6.268957934499194e-09
430,FRA,2511.0,8.126251111584911e-11,6.670652080706162e-11
431,FRA,2514.0,1.3410595448315632e-10,1.1008448447191519e-10
432,FRA,2555.0,1.0958260734366979e-10,9.861448366409664e-11
433,FRA,2805.0,2.1549884608044993e-09,1.7689803160857071e-09
434,FRA,2903.0,2.4270998165085174e-09,2.1841713845663247e-09
435,FRA,2905.0,1.0253786299720685e-10,8.417096638551671e-11
436,FRA,2907.0,1.31117294157137e-10,9.488847541893896e-11
438,FRA,2913.0,8.441171704215915e-11,7.596294789013534e-11
439,FRA,2918.0,4.797061118506039e-10,3.723390040333382e-10
440,FRA,2919.0,2.1796330196895156e-10,1.691790802036141e-10
441,GBR,2511.0,4.529526352372694e-11,3.7181836953073587e-11
442,GBR,2903.0,3.6384259691830384e-10,3.274255896976086e-10
443,GBR,2905.0,2.2970791468846017e-11,1.8856192825333414e-11
444,GBR,2907.0,1.0033366821982436e-10,7.261062601825022e-11
446,GBR,2913.0,4.982517654025271e-11,4.4838174388203374e-11
447,GBR,2918.0,1.4403187332872554e-09,1.1179487386013402e-09
448,GBR,2919.0,2.6573191595394925e-09,2.0625619411949057e-09
449,GRC,2511.0,1.346857757929793e-10,1.1056044640979999e-10
450,GRC,2514.0,7.586690768031415e-11,6.22773944128987e-11
451,GRC,2555.0,1.245138548732023e-10,1.1205126255883356e-10
452,GRC,2805.0,8.793245820029856e-10,7.218172650599124e-10
453,GRC,2903.0,8.083653618211789e-10,7.274560689903239e-10
454,GRC,2905.0,1.2194107121312955e-10,1.0009861241572606e-10
455,GRC,2907.0,1.2049087447178617e-10,8.719822548214331e-11
457,GRC,2913.0,3.954574946188288e-11,3.558761521399942e-11
458,GRC,2918.0,6.175755575390663e-11,4.793507156336642e-11
459,GRC,2919.0,6.129213670992776e-11,4.7573821916942865e-11
460,HRV,2511.0,1.2664055990316313e-10,1.0395631427331898e-10
461,HRV,2514.0,6.3547970395435e-11,5.216506296964347e-11
462,HRV,2555.0,9.552471065729029e-11,8.596364192255259e-11
463,HRV,2903.0,7.480441041338683e-09,6.731723662659729e-09
464,HRV,2905.0,1.4462643170406122e-10,1.1872050153562662e-10
465,HRV,2907.0,2.1587923777043527e-10,1.5622997620809442e-10
467,HRV,2913.0,1.1565042337855784e-10,1.0407497196378279e-10
468,HRV,2918.0,5.769227812439428e-11,4.477967832092417e-11
469,HRV,2919.0,2.1244757339275837e-10,1.6489787378609486e-10
470,HUN,2511.0,8.740327537807116e-11,7.174733253444232e-11
471,HUN,2514.0,8.959740960138152e-11,7.354844670395256e-11
472,HUN,2555.0,1.0616247638614173e-10,9.553667363004195e-11
473,HUN,2805.0,1.8263046506328389e-09,1.499171358411448e-09
474,HUN,2903.0,2.4280332173830274e-09,2.185011361342956e-09
475,HUN,2905.0,7.804738399498877e-11,6.406729712027121e-11
476,HUN,2907.0,2.5342562173019684e-10,1.83401976319431e-10
478,HUN,2913.0,3.676888306286753e-11,3.3088685385798934e-11
479,HUN,2918.0,2.0855556490719878e-10,1.6187696884575115e-10
480,HUN,2919.0,2.0891386115554318e-10,1.6215507176118573e-10
481,IRL,2511.0,5.929717580930967e-10,4.867568375144932e-10
482,IRL,2903.0,6.21468345289136e-09,5.59265575713726e-09
483,IRL,2905.0,1.1030357952923465e-10,9.054566394669536e-11
484,IRL,2907.0,4.262488583778816e-10,3.0847268913334913e-10
486,IRL,2913.0,1.4750296395346092e-09,1.327393916041429e-09
487,IRL,2918.0,1.8552593120266112e-09,1.4400179347281235e-09
488,IRL,2919.0,1.1599853362326071e-08,9.003591451439253e-09
489,ISL,2905.0,2.541779924426092e-10,2.0864885060465685e-10
490,ISL,2907.0,5.931149164266472e-10,4.292322422434045e-10
491,ISL,2918.0,1.1013844502146608e-08,8.54874222195542e-09
492,ISL,2919.0,7.044125855968875e-07,5.467520093456228e-07
493,ITA,2511.0,1.2512669896859226e-10,1.027136207539545e-10
494,ITA,2514.0,7.727553570593994e-11,6.343370466482852e-11
495,ITA,2555.0,8.9877573994368e-11,8.088172719453219e-11
496,ITA,2805.0,1.1935908311424491e-09,9.79791179467908e-10
497,ITA,2903.0,1.2900407777326417e-09,1.1609205902790832e-09
498,ITA,2905.0,2.5294736331766357e-10,2.0763865554420724e-10
499,ITA,2907.0,2.3003650437983473e-10,1.6647547016296062e-10
501,ITA,2913.0,1.41115844065975e-10,1.2699155857595301e-10
502,ITA,2918.0,7.55770247050511e-11,5.86614875468702e-11
503,ITA,2919.0,4.5514789778407825e-11,3.532773728794383e-11
504,LTU,2511.0,6.981894222924873e-11,5.7312759088908574e-11
505,LTU,2514.0,1.4078194097105656e-09,1.1556464777782029e-09
506,LTU,2903.0,3.63442803462681e-10,3.2706581157082166e-10
507,LTU,2905.0,5.458699123065671e-11,4.480920188562211e-11
508,LTU,2907.0,1.610086176117718e-10,1.1652057306934856e-10
510,LTU,2913.0,6.938373093913164e-11,6.243911298617524e-11
511,LTU,2918.0,6.492056891564589e-10,5.039014382801397e-10
512,LTU,2919.0,1.96990782657046e-09,1.5290059894236882e-09
513,LVA,2511.0,5.6270263507796006e-11,4.6190961268111115e-11
514,LVA,2903.0,1.5410881122513765e-09,1.3868405959162084e-09
515,LVA,2905.0,5.1910620765017254e-11,4.261223110903526e-11
516,LVA,2907.0,8.378745680425236e-11,6.063627293785904e-11
517,LVA,2913.0,6.392131935343992e-11,5.7523434201544764e-11
518,LVA,2918.0,4.1557649965228563e-10,3.2256278616767464e-10
519,LVA,2919.0,4.879169110560102e-09,3.787120743839842e-09
520,MDA,2511.0,5.1437575807310715e-11,4.2223919415480263e-11
521,MDA,2514.0,8.844244605305521e-11,7.26003637698922e-11
522,MDA,2555.0,1.4719795469661428e-10,1.3246491072523508e-10
523,MDA,2903.0,3.105208992253821e-10,2.7944086097519716e-10
524,MDA,2905.0,4.2350004464000215e-11,3.4764141732336934e-11
525,MDA,2907.0,2.0565869018377236e-10,1.488334524720044e-10
527,MDA,2913.0,1.5330475003369245e-11,1.3796047688857354e-11
528,MDA,2918.0,9.011156339591548e-10,6.994292742547209e-10
529,MDA,2919.0,8.579395424698989e-11,6.659167912864647e-11
530,MKD,2511.0,6.717994308578026e-11,5.5146465568608244e-11
531,MKD,2514.0,1.4382264249509814e-10,1.1806068951584113e-10
532,MKD,2555.0,1.8517212729118173e-10,1.6663824820789063e-10
533,MKD,2805.0,7.957264423671738e-10,6.531934806792166e-10
534,MKD,2903.0,3.4046734440780535e-10,3.063899663197912e-10
535,MKD,2905.0,3.2619827026582467e-11,2.6776863530212587e-11
536,MKD,2907.0,1.1327550122725115e-10,8.197652096822916e-11
538,MKD,2913.0,1.715967502016557e-10,1.5442163067450294e-10
539,MKD,2918.0,1.9766489948675118e-10,1.5342383594680522e-10
540,MKD,2919.0,9.34646991139233e-11,7.25455692988791e-11
541,MLT,2511.0,4.669890093324236e-10,3.833405052336219e-10
542,MLT,2903.0,7.52925930225258e-09,6.775655703611311e-09
543,MLT,2905.0,1.1410448842725655e-09,9.366574238151243e-10
544,MLT,2907.0,3.7217243807111524e-10,2.6933804170176537e-10
545,MLT,2913.0,5.634813547113238e-08,5.0708250329300834e-08
546,MLT,2918.0,3.404113263604083e-10,2.642209700638037e-10
547,MLT,2919.0,1.1631256919957576e-09,9.027966311552062e-10
548,NLD,2511.0,2.673853570727248e-10,2.1949047156132735e-10
549,NLD,2514.0,1.3910453374534442e-09,1.141877028807525e-09
550,NLD,2903.0,3.750313695476619e-08,3.374944780223658e-08
551,NLD,2905.0,8.506940012361036e-10,6.983150817601425e-10
552,NLD,2907.0,4.207913714935879e-11,3.0452315209173763e-11
554,NLD,2913.0,6.992903202062625e-09,6.29298348798825e-09
555,NLD,2918.0,7.917267764611972e-11,6.145236679950725e-11
556,NLD,2919.0,1.0150048199586638e-09,7.8782795219033e-10
557,NOR,2511.0,8.858129231221414e-11,7.271433946112286e-11
558,NOR,2903.0,5.622229852166916e-09,5.059500840069567e-09
559,NOR,2905.0,2.1408151310849533e-11,1.7573457566700577e-11
560,NOR,2907.0,1.6527309831120898e-10,1.1960674163791387e-10
561,NOR,2913.0,1.2751322352759984e-09,1.1475042439063841e-09
562,NOR,2918.0,2.2361017945619036e-09,1.7356208197814971e-09
563,NOR,2919.0,6.3314682325440895e-09,4.9143684383749825e-09
564,POL,2511.0,1.1778711059850985e-10,9.66887219709697e-11
565,POL,2514.0,1.9734201726528084e-10,1.6199350967689356e-10
566,POL,2903.0,1.1790707798249701e-09,1.0610575799789996e-09
567,POL,2905.0,3.7618623049227355e-11,3.088025987270861e-11
568,POL,2907.0,7.962094341088023e-11,5.762100247906006e-11
570,POL,2913.0,8.65969022927035e-11,7.792941793877193e-11
571,POL,2918.0,2.1813226050011832e-10,1.6931022268786318e-10
572,POL,2919.0,2.5233947925860545e-10,1.9586123266801586e-10
573,PRT,2511.0,1.5180394650309565e-09,1.2461235786285991e-09
574,PRT,2514.0,1.354866851386227e-10,1.1121789441621918e-10
575,PRT,2805.0,1.3070659017446309e-09,1.0729402472762602e-09
576,PRT,2903.0,2.671174979695815e-09,2.40381706353306e-09
577,PRT,2905.0,4.93948108221127e-10,4.0547060761742807e-10
578,PRT,2907.0,1.3430563083557737e-10,9.719584767279982e-11
580,PRT,2913.0,1.4242974896530815e-10,1.2817395472779042e-10
581,PRT,2918.0,8.438838594977926e-11,6.550070303525196e-11
582,PRT,2919.0,8.883494827448355e-11,6.895204240002573e-11
583,ROU,2511.0,7.81281090101984e-11,6.413356242308786e-11
584,ROU,2514.0,3.8783673138399105e-11,3.1836622615472134e-11
585,ROU,2555.0,1.0129245727507114e-10,9.115409475448783e-11
586,ROU,2805.0,1.1705454590274239e-09,9.608737651105561e-10
587,ROU,2903.0,2.1919088032711484e-09,1.9725206409396384e-09
588,ROU,2905.0,7.876971432700477e-11,6.466024142706855e-11
589,ROU,2907.0,7.923244558369464e-11,5.733984989150719e-11
591,ROU,2913.0,3.564388129102134e-11,3.207628504653821e-11
592,ROU,2918.0,1.164025058942623e-10,9.034947031309092e-11
593,ROU,2919.0,1.707858583129576e-10,1.3256082175377728e-10
594,RUS,2511.0,8.13130040406388e-11,6.674796928424802e-11
595,RUS,2514.0,9.75781423651101e-11,8.009964612972847e-11
596,RUS,2555.0,1.9251227165186505e-10,1.732437174853154e-10
597,RUS,2805.0,9.186603732311026e-10,7.541071086789443e-10
598,RUS,2903.0,2.0898886437120305e-10,1.8807116796261046e-10
599,RUS,2905.0,3.105690833694759e-11,2.549389963138297e-11
600,RUS,2907.0,6.017450312917194e-11,4.354777832874075e-11
602,RUS,2913.0,1.9321738487166945e-11,1.7387825591966447e-11
603,RUS,2918.0,5.106432375437661e-11,3.963518283098687e-11
604,RUS,2919.0,5.60266922793042e-11,4.34868814201292e-11
605,SVK,2511.0,7.685169314341439e-11,6.308578208247413e-11
606,SVK,2514.0,7.432762666651418e-11,6.10138341368868e-11
607,SVK,2555.0,1.1503798974338756e-10,1.0352383681401005e-10
608,SVK,2903.0,4.653356653741145e-09,4.187602164588212e-09
609,SVK,2905.0,5.955427075073902e-11,4.888672705818887e-11
610,SVK,2907.0,2.7051879793678386e-10,1.9577216318712604e-10
612,SVK,2913.0,4.5424681418349294e-11,4.087812484355317e-11
613,SVK,2918.0,1.1326747449002998e-09,8.791611697064146e-10
614,SVK,2919.0,9.166457476112383e-10,7.114834609888316e-10
615,SVN,2511.0,2.3530316726942883e-10,1.9315494202546648e-10
616,SVN,2514.0,1.0189350827179643e-10,8.364203045543646e-11
617,SVN,2555.0,7.020404959403551e-11,6.317732594308791e-11
618,SVN,2903.0,3.4900835123506042e-09,3.1407610373391373e-09
619,SVN,2905.0,1.313043739863698e-10,1.0778473166911141e-10
620,SVN,2907.0,1.6398608267974745e-10,1.1867533932447553e-10
621,SVN,2913.0,5.759886525788777e-10,5.183379456587275e-10
622,SVN,2918.0,5.078829260649642e-10,3.942093256369844e-10
623,SVN,2919.0,1.3636168720019521e-10,1.058414173723069e-10
624,SWE,2511.0,4.270836610139625e-11,3.5058312533769976e-11
625,SWE,2903.0,1.7155797499532227e-10,1.5438673647875208e-10
626,SWE,2905.0,1.627912891087898e-11,1.3363161395126925e-11
627,SWE,2907.0,1.185815422786292e-10,8.581645794307374e-11
629,SWE,2913.0,4.867054508838092e-11,4.379911000372887e-11
630,SWE,2918.0,1.8319172662114874e-09,1.4219002708581027e-09
631,SWE,2919.0,6.808150567864208e-09,5.2843604430394e-09
632,UKR,2511.0,7.966715475096148e-11,6.539692956889107e-11
633,UKR,2514.0,9.596082114690036e-11,7.877202445015219e-11
634,UKR,2555.0,1.8943099264463417e-10,1.7047084370827398e-10
635,UKR,2805.0,9.546067417601117e-10,7.836146533916625e-10
636,UKR,2903.0,1.2609937279070154e-10,1.1347808598058341e-10
637,UKR,2905.0,6.59471470887773e-11,5.4134491772872295e-11
638,UKR,2907.0,3.5091831854272854e-11,2.5395661538889836e-11
640,UKR,2913.0,3.22841370127266e-11,2.9052817588711034e-11
641,UKR,2918.0,2.006436600816085e-11,1.5573589477979407e-11
642,UKR,2919.0,2.8419410681447476e-11,2.2058620490622474e-11
643,USA,2511.0,1.2055408457205006e-10,9.845986750751568e-11
644,USA,2514.0,9.668056987297623e-11,7.896170531289758e-11
645,USA,2555.0,9.766250654681195e-11,8.74980273552488e-11
646,USA,2805.0,7.504046448982426e-10,6.128763050707547e-10
647,USA,2903.0,1.5346109554218162e-09,1.3748923318162144e-09
648,USA,2905.0,6.108844625328539e-11,4.9892629898771325e-11
649,USA,2907.0,9.425884924184027e-11,6.631972931488677e-11
651,USA,2913.0,3.799911235917713e-11,3.4044255981539604e-11
652,USA,2918.0,1.6777122419043359e-10,1.298377817822106e-10
653,USA,2919.0,8.224528686568628e-11,6.364944680001436e-11
654,ARG,2511.0,8.180460438103314e-11,7.147277163804746e-11
655,ARG,2514.0,4.7139489198485426e-11,4.118582287770002e-11
656,ARG,2555.0,1.1933255329796331e-10,1.0714096869848915e-10
657,ARG,2805.0,5.075953592549773e-10,4.434866163227263e-10
658,ARG,2903.0,1.6935704123460043e-10,1.5205471560202298e-10
659,ARG,2905.0,1.2946815079868921e-11,1.1311646387694617e-11
660,ARG,2907.0,5.8077477020226394e-11,4.571120416902557e-11
662,ARG,2913.0,1.6148195772344925e-11,1.4498418830123288e-11
663,ARG,2918.0,9.572681010065995e-11,6.862859651199263e-11
664,ARG,2919.0,1.0521667434602624e-10,7.543208305420573e-11
665,BHS,2514.0,7.998907013234281e-10,6.988653739439425e-10
666,BHS,2903.0,1.1137298158821485e-08,9.99945849177099e-09
667,BHS,2907.0,1.343521577953451e-10,1.0574493298655728e-10
669,BHS,2913.0,8.045413781512435e-11,7.223455815774695e-11
670,BHS,2918.0,2.835838145727618e-10,2.0330729883489172e-10
671,BHS,2919.0,6.624822146825343e-11,4.7494766157997656e-11
672,BLZ,2514.0,1.5130990112855377e-10,1.321996248470835e-10
673,BLZ,2555.0,1.2940867960165883e-10,1.1618766972910131e-10
674,BLZ,2805.0,4.901205705153908e-10,4.2821887443389475e-10
675,BLZ,2903.0,3.7903307760461047e-10,3.4030924488750275e-10
676,BLZ,2905.0,1.00721763206878e-09,8.800071383678469e-10
677,BLZ,2907.0,2.1491721516373033e-09,1.691555006490084e-09
679,BLZ,2913.0,2.338386692384e-09,2.0994859197230775e-09
680,BLZ,2918.0,6.504700335556988e-09,4.663358721459017e-09
681,BLZ,2919.0,1.2240552079004462e-10,8.775513451567923e-11
682,BOL,2511.0,1.547796067039142e-10,1.3523111037427825e-10
683,BOL,2514.0,8.401484374748671e-11,7.340386017150152e-11
684,BOL,2555.0,1.0594086910073194e-10,9.511744303225245e-11
685,BOL,2805.0,4.412447560045775e-10,3.855160222462144e-10
686,BOL,2903.0,1.8221861973397217e-10,1.636022937048194e-10
687,BOL,2905.0,2.2434870289197917e-11,1.960137052237655e-11
688,BOL,2907.0,5.930405222640019e-11,4.667660818715378e-11
690,BOL,2913.0,5.388853974701451e-11,4.838302869314966e-11
691,BOL,2918.0,1.1726355475477859e-09,8.406874914525301e-10
692,BOL,2919.0,1.4127085905097542e-10,1.0128009879904205e-10
693,BRA,2511.0,1.1425031653527131e-10,9.982062556363108e-11
694,BRA,2514.0,6.410813034854291e-11,5.601134306818978e-11
695,BRA,2555.0,1.1919795689444246e-10,1.0702012330753744e-10
696,BRA,2805.0,2.448909963844007e-10,2.1396152934460443e-10
697,BRA,2903.0,4.606798885727492e-10,4.13614627002528e-10
698,BRA,2905.0,6.98108664815572e-11,6.099382981732776e-11
699,BRA,2907.0,5.979464987725935e-11,4.706274426836574e-11
701,BRA,2913.0,3.085489656901345e-11,2.7702612708214053e-11
702,BRA,2918.0,8.713121537218756e-10,6.246623090322912e-10
703,BRA,2919.0,2.3086810555114836e-10,1.6551428013424063e-10
704,BRB,2514.0,5.419815183185971e-09,4.735298408191887e-09
705,BRB,2903.0,3.2117027226815313e-10,2.883579805926664e-10
706,BRB,2907.0,2.45267701417281e-10,1.9304354374154992e-10
708,BRB,2913.0,1.4937438402424318e-10,1.34113582260631e-10
709,BRB,2918.0,1.1838549449751933e-09,8.48730917305158e-10
710,BRB,2919.0,5.655958532624011e-10,4.054877579393394e-10
711,CHL,2511.0,1.3957167009741702e-10,1.219439196545577e-10
712,CHL,2514.0,1.2682484866292238e-10,1.1080700793189878e-10
713,CHL,2805.0,5.415576896437e-10,4.731595412459094e-10
714,CHL,2903.0,2.095538905976532e-09,1.8814486250964157e-09
715,CHL,2905.0,5.681627638740219e-11,4.9640442347796605e-11
