,ISO3,FBS Code2,EnergyI-BaU_high,EnergyI-HalfW_high,ProteinI-BaU_high,ProteinI-HalfW_high,IronI-BaU_high,IronI-HalfW_high,ZincI-BaU_high,ZincI-HalfW_high,Vitamin AI-BaU_high,Vitamin AI-HalfW_high,Vitamin BI-BaU_high,Vitamin BI-HalfW_high,FolateI-BaU_high,FolateI-HalfW_high
0,AUS,960.0,2.623343935366317e-09,2.3430897320129435e-09,5.08012619722411e-08,4.537411724621477e-08,5.334132787805334e-06,4.764282561582997e-06,4.324972378244263e-07,3.8629316705621657e-07,3.4787821751596807e-09,3.1071407315823814e-09,3.556088539922959e-07,3.1761883875355797e-07,3.2004796011469067e-08,2.8585694730557904e-08
1,AUS,976.0,5.038463473892952e-08,4.424574785732304e-08,7.137275896982719e-07,6.267666945733546e-07,5.01457761696115e-06,4.403599192505586e-06,3.515264471856333e-06,3.0869630449734556e-06,1.0718614785672538e-08,9.412653870450943e-09,7.700343836964804e-07,6.762130431041703e-07,2.4254209405572177e-07,2.1299065467046e-07
2,AUS,1016.0,1.7793547405567448e-07,1.5625573472417496e-07,1.1571374218401171e-06,1.0161512704874765e-06,7.248832541681681e-06,6.3656314779512504e-06,5.834684891541148e-06,5.123784222625225e-06,inf,inf,1.7649406271110375e-05,1.5498994559538556e-05,4.607656223489096e-06,4.046257287248032e-06
3,AUS,1049.0,5.410791808625803e-09,4.751538466308482e-09,1.0943983626386116e-07,9.610563668800745e-08,3.8703075525229276e-07,3.3987475147241845e-07,6.741314226426783e-07,5.919949425752281e-07,5.48293569940748e-07,4.814892312525929e-07,2.8360013054364176e-06,2.4904616126238637e-06,5.48293569940748e-07,4.814892312525929e-07
4,AUS,1052.0,2.3409812702225292e-08,2.055755044324105e-08,2.6652890960017796e-07,2.3405490566641105e-07,1.9129161236675527e-06,1.6798455505048397e-06,2.5950413297761143e-06,2.2788603103217765e-06,2.0922520102613853e-08,1.8373310708646684e-08,3.761351989016616e-06,3.3030671467800274e-06,7.122560034932376e-08,6.254744071028658e-08
5,AUS,1053.0,4.400822512649058e-09,3.864624290092416e-09,3.6067348708447776e-08,3.1672886488211777e-08,7.445825850785019e-07,6.53862303240687e-07,4.2982998379992126e-07,3.7745930248918244e-07,1.1906532014930262e-06,1.0455834722578796e-06,1.1027320168486139e-06,9.683746448593925e-07,4.946140360175471e-07,4.3435003623071335e-07
6,AUS,2511.0,4.826116148449927e-10,3.941623033670563e-10,1.3517967429548743e-08,1.1040499264782792e-08,4.5414295947106585e-08,3.709111622200409e-08,5.292140548245851e-08,4.322238098038232e-08,inf,inf,inf,inf,3.943290023733477e-09,3.220594429950338e-09
7,AUS,2514.0,2.6199490131462243e-10,2.139785090041076e-10,1.0151607028166775e-08,8.29109927324189e-09,3.5287135658206556e-08,2.8819983279374224e-08,4.32706503752004e-08,3.5340341374829076e-08,1.73869343599704e-08,1.4200391961181687e-08,inf,inf,1.0066119892614438e-08,8.221279556473605e-09
8,AUS,2555.0,4.676751213961242e-10,4.190006176594816e-10,5.3087446994434715e-09,4.756223297538331e-09,1.9365702470044758e-08,1.7350166654440617e-08,6.944266887169026e-08,6.221524262890203e-08,7.63869364947003e-09,6.843676755104867e-09,inf,inf,4.166560172438196e-10,3.7329145936935626e-10
9,AUS,2731.0,2.5502184256198775e-08,2.2394986492557393e-08,4.348265352952166e-07,3.818470718709094e-07,2.9526563410788067e-06,2.5929033455066103e-06,2.0593097806529936e-06,1.8084025375397107e-06,inf,inf,2.774464709853022e-06,2.436422663918788e-06,1.1051114722483777e-06,9.704641863277632e-07
10,AUS,2735.0,1.8622454606369462e-08,1.6353486241733813e-08,1.157917967891932e-07,1.0168367144522603e-07,6.483734308719199e-07,5.693753162723822e-07,8.540642693783527e-07,7.500046891808885e-07,inf,inf,8.25595487549046e-07,7.250045567168657e-07,inf,inf
11,AUS,2805.0,1.1120103057033519e-09,9.082096865918091e-10,5.6458306339898036e-08,4.61110660966679e-08,5.031846558327309e-07,4.109648770589396e-07,3.470239157308502e-07,2.834240655228738e-07,inf,inf,inf,inf,4.472752562940149e-08,3.653021183847054e-08
12,AUS,2903.0,5.221793484786016e-10,4.678321756530644e-10,7.981287660932949e-09,7.150614404430494e-09,4.002260204642471e-08,3.585714572058176e-08,5.732893068569741e-08,5.136227322795515e-08,6.737789606975387e-08,6.036536642262622e-08,inf,inf,5.539831092007767e-10,4.963258773208055e-10
13,AUS,2905.0,3.2363946377021593e-10,2.643253344433487e-10,9.075027753206074e-09,7.411827093039514e-09,3.1539372247423785e-08,2.575908086213055e-08,4.0945315801170975e-08,3.344117607584871e-08,1.28778220780401e-07,1.0517674785472648e-07,inf,inf,5.223575503892773e-09,4.266239122917515e-09
14,AUS,2907.0,9.630620850606769e-10,6.776023398162116e-10,3.688933748311649e-08,2.5955025932990345e-08,9.34291411531927e-08,6.573595371936363e-08,2.487933434700586e-07,1.7504889277765378e-07,1.892171316128648e-09,1.3313157386536642e-09,inf,inf,5.050801665847033e-09,3.5537013447164648e-09
15,AUS,2908.0,2.5668369944972676e-10,2.299686763142145e-10,8.128317330923396e-07,7.28234157938981e-07,1.3738001230810058e-07,1.2308183047950854e-07,3.251326932369358e-06,2.9129366317559236e-06,inf,inf,inf,inf,9.753980579089616e-08,8.73880969994015e-08
16,AUS,2913.0,3.256385178938701e-10,2.9174684281672906e-10,4.71991392459175e-07,4.228676615937521e-07,1.377250124900425e-06,1.23390923870867e-06,2.4059258623921755e-06,2.1555228753153788e-06,3.087898389337836e-07,2.7665173390875917e-07,inf,inf,5.231647592164573e-08,4.687150272073169e-08
17,AUS,2918.0,2.3471831104198042e-09,1.8164798520374274e-09,6.052501743457943e-08,4.684017800999934e-08,1.4325681663518142e-07,1.1086613563706376e-07,3.1393828710089057e-07,2.4295615061745876e-07,4.2700931157963164e-10,3.3046156802740624e-10,inf,inf,2.633599483054079e-09,2.038136853518983e-09
18,AUS,2919.0,9.100211022076264e-10,7.042633315444203e-10,7.275843925237075e-08,5.6307596276109197e-08,2.0395976698365905e-07,1.578440155381834e-07,5.571035092085731e-07,4.311411817358066e-07,1.0878153891689324e-08,8.418579395828234e-09,inf,inf,1.0399433789697532e-08,8.048098960717289e-09
19,AUS,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,NZL,960.0,4.3752221619208406e-09,3.9078132244374185e-09,8.472652184032397e-08,7.567511094404494e-08,8.896285261419848e-06,7.945887067293834e-06,7.213204011828313e-07,6.44261090861098e-07,5.801925040808073e-09,5.18210014544962e-09,5.930856865495637e-07,5.297258066789027e-07,5.337771037543426e-08,4.767532133813651e-08
21,NZL,976.0,2.4451952200023526e-08,2.1472715189212915e-08,3.5298322460737744e-07,3.0997558749345567e-07,2.6290401756244897e-06,2.308716721282019e-06,1.7466270144407132e-06,1.5338171822057882e-06,6.3376772305381036e-09,5.565491745578231e-09,4.420974813803153e-07,3.882321225680598e-07,1.3391963748246428e-07,1.1760280775867175e-07
22,NZL,1016.0,4.230053677147001e-08,3.7146620074111286e-08,2.812437110915511e-07,2.4697684903131567e-07,1.7328218449061482e-06,1.5216940408251083e-06,1.4145754266206718e-06,1.242222911324676e-06,inf,inf,4.207168947234961e-06,3.6945655634313793e-06,1.1154069349692049e-06,9.795052451739875e-07
23,NZL,1049.0,1.5834925898234038e-09,1.390559130304303e-09,3.202806093537789e-08,2.812574738009933e-08,1.1326629348383878e-07,9.946587661470781e-08,1.972875967284541e-07,1.7324998594223955e-07,1.6046058243543827e-07,1.4090999187083606e-07,8.299685537205335e-07,7.288448065110657e-07,1.6046058243543827e-07,1.4090999187083606e-07
24,NZL,1052.0,1.1565530930522014e-09,1.015638136585646e-09,1.3167761686389498e-08,1.1563395595505851e-08,9.450690988940846e-08,8.299214487528423e-08,1.282070520908339e-07,1.1258624637718747e-07,1.0336693269154047e-09,9.077265845734211e-10,1.8582819658961628e-07,1.6318680434399254e-07,3.518874304392868e-09,3.0901330538669652e-09
25,NZL,1053.0,5.306036811724051e-10,4.659546866017523e-10,4.3550965191295676e-09,3.824469572483125e-09,9.154952508155788e-08,8.03950891815544e-08,5.173822115956573e-08,4.5434412690975055e-08,4.015436687463607e-07,3.5261940496570914e-07,1.348202596040375e-07,1.1839369767009684e-07,6.943937847566334e-08,6.097885292457122e-08
26,NZL,2511.0,1.5354405398951581e-09,1.254036913476724e-09,4.3007740737814627e-08,3.512561577548216e-08,1.444866823405821e-07,1.1800628448513376e-07,1.683707331248034e-07,1.3751305179297842e-07,inf,inf,inf,inf,1.2545672704021413e-08,1.0246399171090303e-08
27,NZL,2514.0,5.1265816226694935e-09,4.187021527527156e-09,1.9864143069206232e-07,1.6223597082481847e-07,6.904805409352852e-07,5.639346258431785e-07,8.466978551924911e-07,6.91521643062423e-07,3.402185985953392e-07,2.778659740995295e-07,inf,inf,1.9696866234467008e-07,1.6086977447867495e-07
28,NZL,2731.0,1.5114741069302512e-08,1.3273154122210336e-08,2.587418750663733e-07,2.2721664697258e-07,1.6312780540810788e-06,1.4325223917975258e-06,1.2174729771781422e-06,1.0691355142385814e-06,inf,inf,1.6435920588893433e-06,1.4433360526424134e-06,6.625002172742655e-07,5.817808885749536e-07
29,NZL,2735.0,2.162174770885254e-09,1.898734410435993e-09,1.4565944744557958e-08,1.2791223392028583e-08,8.970089420292639e-08,7.877169633250408e-08,1.2619654151909372e-07,1.1082069733068493e-07,2.766931582980783e-08,2.4298073766612073e-08,7.942422437015344e-08,6.974714064028015e-08,3.064319052372927e-08,2.6909610211171358e-08
30,NZL,2903.0,1.8248437224324327e-08,1.634918369291631e-08,2.6938991400811866e-07,2.4135245856927e-07,1.2778786274007327e-06,1.1448800880755914e-06,1.8167764982862732e-06,1.627690762465021e-06,9.808401851631243e-07,8.78756693710232e-07,inf,inf,2.2904363120555587e-08,2.0520532000848434e-08
31,NZL,2905.0,6.890558928369486e-10,5.627710761923721e-10,1.8759556721904934e-08,1.5321450748809537e-08,6.432812493759179e-08,5.253856541523315e-08,8.065097068046646e-08,6.586988666323727e-08,3.0012462742570713e-07,2.45120114817982e-07,inf,inf,8.276342357609157e-09,6.759518558577032e-09
32,NZL,2907.0,2.2961056458188126e-09,1.6155205175313455e-09,8.708817497740965e-08,6.127450353452395e-08,2.2048683586520592e-07,1.5513267337434803e-07,5.91242127681389e-07,4.159929617513532e-07,9.030072419009106e-09,6.353482599665318e-09,inf,inf,1.1912853364381654e-08,8.381782897292504e-09
33,NZL,2913.0,1.204829517226462e-07,1.0794337538957367e-07,1.91888992572726e-05,1.7191764695545376e-05,6.125043347560529e-05,5.4875635423103985e-05,8.086750521752896e-05,7.245100943914951e-05,inf,inf,inf,inf,4.034080287166411e-06,3.614222896793743e-06
34,NZL,2918.0,1.0806341404539176e-08,8.363003869805636e-09,2.281215725272485e-07,1.765427837612244e-07,4.781530601515262e-07,3.700416026766409e-07,1.0047151189857633e-06,7.775468230719366e-07,2.9283394292207644e-09,2.2662354502691203e-09,inf,inf,1.1074565807316658e-08,8.570582145785529e-09
35,NZL,2919.0,2.2375427365762923e-09,1.7316294076164255e-09,1.8357195440175e-07,1.4206593217615322e-07,5.062164930885251e-07,3.9175983176697587e-07,1.3871861504928796e-06,1.0735403140085642e-06,3.396619517122339e-08,2.6286363814139367e-08,inf,inf,1.3633315198070795e-08,1.0550792677330564e-08
36,NZL,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,BGD,946.0,1.858503885739586e-07,1.6604936917509994e-07,2.950404188255676e-06,2.6360598868291767e-06,5.43042645867263e-05,4.851853658920524e-05,3.893390782092737e-05,3.47857805560292e-05,3.980298455891442e-07,3.5562263431393617e-07,3.312708523843393e-05,2.9597633067432188e-05,2.8764037343073017e-06,2.569943647895898e-06
38,BGD,960.0,3.6056909695401216e-08,3.204292127147392e-08,6.98244896771318e-07,6.205136947247974e-07,7.331571801938315e-05,6.515394137496771e-05,5.944517467767043e-06,5.2827518172156365e-06,4.7814597639553784e-08,4.249169994695455e-08,4.887714554856827e-06,4.343596109643577e-06,4.398942982838948e-07,3.909236395119818e-07
39,BGD,976.0,7.726340391732678e-08,6.903154510052359e-08,1.2881957601397669e-06,1.1509477864778536e-06,2.1128036337378e-05,1.887699634447678e-05,1.029175138507028e-05,9.195239452070416e-06,3.825085869594494e-08,3.417550539228477e-08,2.7863275577506396e-06,2.489464438733596e-06,6.628402477181418e-07,5.922193966985691e-07
40,BGD,1016.0,3.709685949653444e-08,3.314445649020283e-08,4.826969344950066e-07,4.312690551290095e-07,4.2882564025655115e-06,3.831373590180703e-06,4.200651466623132e-06,3.7531023287565276e-06,inf,inf,1.0757083788334758e-05,9.610994041617865e-06,3.2648915484984235e-06,2.9170408854837458e-06
41,BGD,1052.0,1.710404946148885e-08,1.5281736267609233e-08,1.9473558847759558e-07,1.7398791506846222e-07,1.3976451845673744e-06,1.2487361635817829e-06,1.8960303452098632e-06,1.6940219774340544e-06,1.5286744206205662e-08,1.3658051789175752e-08,2.748178777871818e-06,2.4553801363961965e-06,5.203998027644479e-08,4.649549545251319e-08
42,BGD,1053.0,9.295540844858858e-09,8.305167964800624e-09,8.172645967251558e-08,7.30190944321597e-08,1.0745417062369858e-06,9.60057032121741e-07,1.0448361648184253e-06,9.335164020407131e-07,3.616437825444924e-07,3.2311324403668373e-07,2.484243060069248e-06,2.219564867027236e-06,3.5351129769329545e-07,3.1584721683206516e-07
43,BGD,2511.0,2.593939756946857e-10,2.3238036806295572e-10,7.2656339114178745e-09,6.508981860601356e-09,2.4409264959109285e-08,2.1867254087737216e-08,2.8444184402512792e-08,2.5481972058158034e-08,inf,inf,inf,inf,2.119438581895603e-09,1.8987176414900042e-09
44,BGD,2514.0,2.1064844850205906e-10,1.8871126001945125e-10,8.162068267572734e-09,7.312060440470674e-09,2.837146960183242e-08,2.541682986624523e-08,3.479035401633704e-08,3.1167243763874977e-08,1.3979397036954828e-08,1.252356543765449e-08,inf,inf,8.093335126658057e-09,7.250485253378915e-09
45,BGD,2555.0,2.8059298162371765e-10,2.3955810113638927e-10,3.185109568046172e-09,2.7193082151132135e-09,1.1618920803583043e-08,9.919729954946143e-09,4.166380596095906e-08,3.557074800789913e-08,4.583018699854054e-09,3.912782318561025e-09,inf,inf,2.4998283817385754e-10,2.1342449010332865e-10
46,BGD,2731.0,6.01430221074551e-08,5.373521657853746e-08,1.0288224962317961e-06,9.192088744245911e-07,6.57109003645345e-06,5.870987753741876e-06,4.846616942996512e-06,4.330244839373384e-06,inf,inf,6.540576315763373e-06,5.843725050065815e-06,2.6307282393855488e-06,2.3504431062690853e-06
47,BGD,2735.0,8.188079687908897e-09,7.315698812174732e-09,1.0605436651004251e-07,9.475503813783771e-08,3.780038031075448e-07,3.3773022232244856e-07,2.569815161659321e-07,2.2960198779478327e-07,1.498754679991988e-09,1.339073171008531e-09,3.3401301533542705e-07,2.984263359269192e-07,1.666321798539341e-08,1.4887872208029683e-08
48,BGD,2805.0,9.713289072604406e-10,8.70173520317396e-10,4.9315716519571345e-08,4.417991715272189e-08,4.395263239858967e-07,3.9375351207623717e-07,3.0312161598797845e-07,2.715541581198235e-07,inf,inf,inf,inf,3.9069007158697733e-08,3.500031270609972e-08
49,BGD,2903.0,5.018213427434796e-10,4.2843326758098694e-10,8.70726644095589e-09,7.433885917650072e-09,1.0426785628416705e-08,8.901936718607387e-09,4.4688848704993366e-08,3.8153398120613196e-08,2.9425954988848047e-08,2.512260235612911e-08,inf,inf,8.7717416006123e-10,7.48893200871185e-10
50,BGD,2905.0,3.3613384264680925e-11,3.011284508959452e-11,1.147406854055588e-09,1.0279144931925199e-09,4.189541497754216e-09,3.753237493877145e-09,7.44629840175878e-09,6.670831728736846e-09,6.226690183204769e-07,5.578235009938056e-07,inf,inf,1.5259331446795887e-10,1.3670205903990504e-10
51,BGD,2907.0,4.215008146360699e-10,3.2205321345041303e-10,1.598341432689962e-08,1.2212336885592569e-08,4.046592755167639e-08,3.091852150872156e-08,1.0852757571892183e-07,8.292191448891878e-08,1.696047123267247e-09,1.2958870000836367e-09,inf,inf,2.1863372741069424e-09,1.670499606081432e-09
52,BGD,2908.0,3.2553593616144945e-10,2.7792844378079724e-10,1.0308638208861917e-06,8.801067583111102e-07,1.742305063097632e-07,1.4875043919512832e-07,4.1234552835447685e-06,3.520427033244442e-06,inf,inf,inf,inf,1.237036557413508e-07,1.0561280863670295e-07
53,BGD,2913.0,3.574690724976039e-10,3.051915686806112e-10,3.335169814699975e-08,2.847423136364703e-08,8.09832008157887e-08,6.913993963467472e-08,1.3471980809358565e-07,1.1501792106702571e-07,inf,inf,inf,inf,4.2910738069051786e-09,3.663532448565747e-09
54,BGD,2918.0,1.7838014460395356e-09,1.2394470211337392e-09,4.427400917301582e-08,3.076311486627535e-08,1.4061693837985662e-07,9.770551861745549e-08,2.3608800331832967e-07,1.6404212088066134e-07,3.79839128121308e-09,2.6392538076771885e-09,inf,inf,2.2747119190486713e-09,1.5805486189407422e-09
55,BGD,2919.0,1.3311951924355537e-09,9.249605215171649e-10,9.693425260873375e-08,6.735327572946567e-08,3.253161613976952e-07,2.260409352544607e-07,8.775219441672807e-07,6.097326370557934e-07,5.131099010071637e-09,3.5652652918830596e-09,inf,inf,4.216533748517874e-09,2.9297936750268375e-09
56,BGD,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,IND,946.0,6.957545770322876e-09,6.2162694145202274e-09,1.619894544608416e-07,1.4473064561571927e-07,4.288217511353143e-06,3.831338842546707e-06,2.5674853858239752e-06,2.293938322936047e-06,1.306880316261494e-08,1.1676416378124443e-08,1.7195249565257266e-06,1.5363219657639504e-06,1.1160330945107275e-07,9.971278120211992e-08
58,IND,960.0,6.9257958047295455e-09,6.154790623711098e-09,1.3411858136443103e-07,1.1918800529515017e-07,1.408245178438407e-05,1.2514741214605499e-05,1.1418203747131848e-06,1.0147087113726182e-06,9.184207480184832e-09,8.161787566225586e-09,9.388301228449546e-07,8.343160844271109e-07,8.449470881770045e-08,7.508844560927538e-08
59,IND,976.0,4.688742237582795e-08,4.189190545950583e-08,7.144046494334061e-07,6.382899830578965e-07,6.61264140839901e-06,5.908112126485248e-06,4.090098699135368e-06,3.654328161843234e-06,1.4975681501786145e-08,1.3380130573949417e-08,1.0553411017254443e-06,9.429021136338882e-07,2.995444112099992e-07,2.676301131409987e-07
60,IND,1016.0,2.4176855668021754e-08,2.160098594959285e-08,3.3203071646162316e-07,2.9665523671083845e-07,4.170063767912302e-06,3.7257735288846337e-06,3.7698142817909085e-06,3.368167740739255e-06,inf,inf,1.1230614553764698e-05,1.0034073516931166e-05,2.972978882253154e-06,2.656229409886754e-06
61,IND,1049.0,4.827166821480842e-09,4.3128669881198154e-09,9.76353120293824e-08,8.72329732323447e-08,3.452844032306296e-07,3.084968386796291e-07,6.014174915232749e-07,5.373407924760397e-07,4.891529045767253e-07,4.3703718812947456e-07,2.5301013033720638e-06,2.2605372450262226e-06,4.891529045767253e-07,4.3703718812947456e-07
62,IND,1052.0,2.3969374397863016e-09,2.1415610313362764e-09,2.728997153169692e-08,2.4382421755558608e-08,1.9586403079396635e-07,1.7499612998919287e-07,2.6570702637624793e-07,2.3739785778069545e-07,2.1422628368090067e-09,1.914020171756797e-09,3.851259094367544e-07,3.4409351955436487e-07,7.292809657222152e-09,6.515813350661436e-09
63,IND,1053.0,3.018369202830123e-09,2.6967837189538125e-09,2.4905545964121318e-08,2.225203954662743e-08,5.025691125164055e-07,4.490239958095636e-07,2.97349543998659e-07,2.656690932116746e-07,1.260899544268681e-06,1.1265597856722626e-06,7.739700823845368e-07,6.915091484417822e-07,3.4336221868988184e-07,3.0677944904768717e-07
64,IND,2511.0,7.302993838238054e-10,6.542451078697218e-10,2.0455710100388914e-08,1.8325427294088397e-08,6.87219936835053e-08,6.15652007469511e-08,8.00819305340227e-08,7.174209980339762e-08,inf,inf,inf,inf,5.967080331243287e-09,5.345661247228215e-09
65,IND,2514.0,7.880357228387619e-10,7.059687135354723e-10,3.053429262277775e-08,2.7354413837948113e-08,1.0613765121303249e-07,9.508434568755258e-08,1.3015069405940868e-07,1.1659664072065092e-07,5.2296916152026924e-08,4.685065098917225e-08,inf,inf,3.0277161982752436e-08,2.7124061098994463e-08
66,IND,2555.0,2.4986266399237575e-09,2.1332189060652442e-09,2.83627893033641e-08,2.4214917668742847e-08,1.034642594372824e-07,8.833329109961982e-08,3.7100819447533583e-07,3.167506830008292e-07,4.081090178542137e-08,3.484257546573232e-08,inf,inf,2.226049188295711e-09,1.900504116312672e-09
67,IND,2731.0,8.399531923063848e-08,7.504622335701143e-08,1.4270009232896534e-06,1.2749642599226397e-06,1.0416409306480597e-05,9.306615970417727e-06,6.798169317281327e-06,6.0738733738556e-06,inf,inf,9.142125255194642e-06,8.16809770048298e-06,3.6025651114325274e-06,3.2187377640458444e-06
68,IND,2735.0,3.874149437932838e-07,3.461386737982613e-07,7.508885267246753e-06,6.708867661787786e-06,0.0005346326144680849,0.0004776713627237427,2.708832229573487e-07,2.4202256792315536e-07,1.4257012301120055e-09,1.2738030396856221e-09,1.1609281395771535e-06,1.0372396136136993e-06,8.12649701163843e-08,7.260677326208046e-08
69,IND,2805.0,1.3656256922359054e-09,1.2234077531990651e-09,6.933471145226783e-08,6.211410933375398e-08,6.179456165286399e-07,5.535920000734133e-07,4.261694093227038e-07,3.8178760293241177e-07,inf,inf,inf,inf,5.492850006548865e-08,4.920817851756241e-08
70,IND,2903.0,6.833820284627855e-10,5.834418955952995e-10,1.21157894081544e-08,1.0343934789780616e-08,2.817365791411434e-08,2.4053445502861243e-08,7.801727526663318e-08,6.660776121539975e-08,6.350710595223449e-08,5.421960885317746e-08,inf,inf,6.231758423266263e-10,5.320404687171897e-10
71,IND,2905.0,7.65588801720845e-10,6.858594423880138e-10,2.5096953545389795e-08,2.248332593892258e-08,8.74335537688164e-08,7.832811595348874e-08,1.564296418695532e-07,1.4013886658797933e-07,3.296169179090657e-06,2.952902067149087e-06,inf,inf,4.6072671466539025e-09,4.127460679981135e-09
72,IND,2907.0,3.4115959037868253e-10,2.6066744966020067e-10,1.5463524317452354e-08,1.1815108120263088e-08,4.105694869997233e-08,3.13700989515557e-08,9.864755753264994e-08,7.537295729749633e-08,2.100143262917854e-09,1.6046419438427613e-09,inf,inf,1.822660004180195e-09,1.392627228681857e-09
73,IND,2908.0,3.146220833125817e-10,2.686106702234285e-10,9.963032860922893e-07,8.506004747199259e-07,1.6838928911552566e-07,1.4376346164750994e-07,3.985213144369157e-06,3.4024018988797036e-06,inf,inf,inf,inf,1.1955639165878104e-07,1.0207205468490283e-07
74,IND,2913.0,6.152221762289322e-10,5.252499740426238e-10,2.8223467839109924e-08,2.409597105350274e-08,1.0852877780655899e-07,9.265715692368113e-08,1.5876300936804218e-07,1.3554496208287257e-07,6.3791413989179e-06,5.4462338707196315e-06,inf,inf,3.161776490068025e-09,2.6993874465260355e-09
75,IND,2918.0,1.2241628829756576e-09,8.505907661726607e-10,2.7046699453814016e-08,1.879298345898208e-08,8.703399150002555e-08,6.047423144632598e-08,1.3448922714855283e-07,9.34477726396899e-08,1.5335231946617007e-09,1.065545024466144e-09,inf,inf,1.0640339665469815e-09,7.393276494700985e-10
76,IND,2919.0,6.881223189730164e-10,4.781312182027699e-10,5.160454736098468e-08,3.585662666970941e-08,1.702612880302517e-07,1.183034393945725e-07,4.5330047949206167e-07,3.149688718059706e-07,2.8933196651676668e-09,2.0103787045031082e-09,inf,inf,2.3339762371269197e-09,1.6217275195771863e-09
77,IND,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,IRN,946.0,6.84750215128393e-09,6.1179501499581815e-09,1.307787072642762e-07,1.1684517858366716e-07,2.7750698533288573e-06,2.4794061615788358e-06,1.8613920932948332e-06,1.663074181607789e-06,1.3649975231671278e-08,1.2195668751979928e-08,1.432386976923869e-06,1.2797764683617351e-06,1.0799177870773475e-07,9.648603302962894e-08
79,IRN,960.0,2.4462312740892937e-09,2.1739077694020437e-09,4.737146133388963e-08,4.209789521230366e-08,4.974003701825877e-06,4.420279229918429e-06,4.0329758323344375e-07,3.584010060122582e-07,3.243915385205368e-09,2.882790737685319e-09,3.316002481609554e-07,2.9468528321432664e-07,2.984402154388938e-08,2.6521674786704934e-08
80,IRN,976.0,1.9971693204940558e-08,1.7843853238538173e-08,3.0032141968059377e-07,2.6832433695928563e-07,2.644168828616097e-06,2.3624516975892264e-06,1.7557831435155734e-06,1.5687171042583793e-06,5.006238986778976e-09,4.472860304855558e-09,3.6756646333711147e-07,3.284049058781574e-07,1.1014258843351633e-07,9.840768948093939e-08
81,IRN,1016.0,3.234751116920552e-08,2.890111699655441e-08,3.5206685973463325e-07,3.145566733272127e-07,3.170413173099165e-06,2.832628500036986e-06,2.678197905308456e-06,2.3928552214222083e-06,inf,inf,8.056154360069884e-06,7.197829177174381e-06,2.113926743693353e-06,1.888703085132204e-06
82,IRN,1049.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
83,IRN,1052.0,1.996015706456037e-09,1.783354619076957e-09,2.2725337299942855e-08,2.030411640191549e-08,1.6310299772755042e-07,1.4572554887314564e-07,2.2126376315019845e-07,1.9768970392966556e-07,1.783939037645083e-09,1.5938731908000302e-09,3.207081467539102e-07,2.865390051988519e-07,6.072983957940708e-09,5.4259512878298904e-09
84,IRN,1053.0,4.798240052677492e-09,4.287022158044796e-09,3.9447048645917856e-08,3.5244249924543607e-08,8.315475026329602e-07,7.429521095479719e-07,4.68180247934248e-07,4.18299016893295e-07,5.5552279058195295e-06,4.963358411371636e-06,1.2249250902172899e-06,1.0944181504166818e-06,6.524634932215913e-07,5.829482106038928e-07
85,IRN,2511.0,4.789616324177851e-10,4.290819789904599e-10,1.3415731300015759e-08,1.201860054375676e-08,4.507082849408189e-08,4.037709698657305e-08,5.252116190337238e-08,4.705154351219501e-08,inf,inf,inf,inf,3.913466996584341e-09,3.5059137307757087e-09
86,IRN,2514.0,5.459597716754508e-10,4.891028496314756e-10,2.11544920432675e-08,1.8951437226073106e-08,7.353332614629733e-08,6.587547513008806e-08,9.016982498725506e-08,8.0779428522171e-08,3.6231875756643546e-08,3.245864365736155e-08,inf,inf,2.0976349122267324e-08,1.879184632794617e-08
87,IRN,2555.0,1.0039362682058513e-09,8.571171833366265e-10,1.13960334826163e-08,9.729438440635307e-09,4.157144603057498e-08,3.549189511066747e-08,1.4906932323699426e-07,1.272689138755082e-07,1.6397625714028904e-08,1.39995806611649e-08,inf,inf,8.944159480379406e-10,7.636134906089945e-10
88,IRN,2731.0,6.42081226941694e-09,5.736720999666593e-09,1.1014481248783518e-07,9.84096765783003e-08,6.691824468834016e-07,5.97885880253728e-07,5.165122896206178e-07,4.614816278877974e-07,inf,inf,6.980299498443268e-07,6.236598896905298e-07,2.831364905995022e-07,2.5297033821260816e-07
89,IRN,2735.0,7.771194512917927e-08,6.943229747908266e-08,6.640582068884768e-07,5.933075910976607e-07,3.401521929563356e-06,3.03911428420014e-06,1.6753754599623754e-06,1.4968762798550106e-06,1.3460545022761022e-08,1.2026420966524058e-08,2.7626190947635973e-06,2.4682819416007316e-06,5.778692158405383e-07,5.16301415844746e-07
90,IRN,2805.0,1.5285620303308444e-09,1.3693757006655793e-09,7.760721544156027e-08,6.952510458407054e-08,6.916743084179567e-07,6.196424953177819e-07,4.770167852602745e-07,4.273396706077069e-07,inf,inf,inf,inf,6.148216166441841e-08,5.507933373788219e-08
