,ISO3,FBS Code2,EnergyI-BaU_high,EnergyI-HalfW_high,ProteinI-BaU_high,ProteinI-HalfW_high,IronI-BaU_high,IronI-HalfW_high,ZincI-BaU_high,ZincI-HalfW_high,Vitamin AI-BaU_high,Vitamin AI-HalfW_high,Vitamin BI-BaU_high,Vitamin BI-HalfW_high,FolateI-BaU_high,FolateI-HalfW_high
888,PRT,2908.0,1.675657005198546e-08,1.5079404877413394e-08,5.306247301732598e-05,4.775144984580383e-05,8.968305369286521e-06,8.070667643091309e-06,0.00021224989206930392,0.0001910057993832153,inf,inf,inf,inf,6.3674966197544736e-06,5.730173853417088e-06
889,PRT,2913.0,7.553971993723094e-10,6.797894901677403e-10,8.227164086076464e-08,7.403707194370724e-08,5.623182719278177e-08,5.0603583347072224e-08,5.297094382896281e-07,4.766908181433036e-07,5.6862542661881e-09,5.117117050193082e-09,inf,inf,1.550862784451624e-08,1.3956369211303932e-08
890,PRT,2918.0,4.475662624494248e-10,3.4739264787862785e-10,9.685798287124524e-09,7.517937333720917e-09,2.671784005138624e-08,2.0737892865858138e-08,5.100631800746585e-08,3.959015984399667e-08,1.24375930604487e-10,9.653829497468802e-11,inf,inf,4.323235298212734e-10,3.3556152097549604e-10
891,PRT,2919.0,4.711492621479933e-10,3.6569733569260785e-10,3.921478765860693e-08,3.043779226380137e-08,1.0600290088272614e-07,8.227748941337409e-08,3.190247508768567e-07,2.4762110606684597e-07,6.73611108956927e-09,5.228444733531466e-09,inf,inf,1.0172448740114532e-08,7.895666406797861e-09
892,PRT,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,ROU,960.0,2.39914892520897e-09,2.2473428759296798e-09,4.6459707938731486e-08,4.351997183534049e-08,4.878269590296062e-06,4.569597283195475e-06,3.9553535824780436e-07,3.705078747702466e-07,3.1814800964727646e-09,2.9801720746024015e-09,3.252179740325501e-07,3.0463982014066696e-07,2.9269616887549435e-08,2.7417583086342092e-08
894,ROU,976.0,1.0191234121373866e-08,9.01370484393305e-09,1.7076479447984197e-07,1.5103405896131876e-07,2.938120677884657e-06,2.5986403875037873e-06,1.4112354169484506e-06,1.2481765566546816e-06,5.001852561187778e-09,4.423921786357642e-09,3.68423217120721e-07,3.258543663336784e-07,8.746138408355868e-08,7.735580323070684e-08
895,ROU,1016.0,1.2675793027909626e-07,1.121118950419708e-07,1.006576774146057e-06,8.902735269207715e-07,5.4107779439416305e-06,4.785598562637873e-06,4.952672793723857e-06,4.380424413720177e-06,inf,inf,1.2860834002438833e-05,1.1374850225614707e-05,3.854877027997175e-06,3.409471642610074e-06
896,ROU,1049.0,1.9437710457882963e-09,1.7191812377436444e-09,3.9315130300593113e-08,3.4772528646662325e-08,1.39036799510504e-07,1.2297202265272181e-07,2.421747475665131e-07,2.141930672204272e-07,1.9696879930654735e-07,1.742103654246893e-07,1.01880416365995e-06,9.010881229527556e-07,1.9696879930654735e-07,1.742103654246893e-07
897,ROU,1052.0,6.64562887582825e-09,5.877770687595508e-09,7.56628103100367e-08,6.692047613417263e-08,5.430428167105371e-07,4.802978333292331e-07,7.36686013446342e-07,6.515668474274888e-07,5.939530807771498e-09,5.253257552038487e-09,1.0677808365372668e-06,9.444058672314518e-07,2.0219679345605105e-08,1.7883429964386334e-08
898,ROU,1053.0,3.949765605003893e-09,3.493396476051549e-09,3.2386265150196396e-08,2.8644247751014484e-08,6.888005932222468e-07,6.092142688205017e-07,3.842288915120272e-07,3.3983380023989684e-07,inf,inf,1.008600855555116e-06,8.92063739193796e-07,5.648164815155568e-07,4.995556960753715e-07
899,ROU,2511.0,4.1217148014671094e-10,3.3834206005875626e-10,1.15449369070856e-08,9.476972387806485e-09,3.878580001923861e-08,3.183836852289028e-08,4.519720072662379e-08,3.710133946504944e-08,inf,inf,inf,inf,3.367742581686541e-09,2.7645021980410576e-09
900,ROU,2514.0,1.773431459790228e-10,1.4557689757303342e-10,6.871576195125651e-09,5.640718384692623e-09,2.3885700136965373e-08,1.9607220245830662e-08,2.9289704599560974e-08,2.4043242849312336e-08,1.1769136051335148e-08,9.661012293483124e-09,inf,inf,6.8137103455098214e-09,5.593217643595493e-09
901,ROU,2555.0,5.787609774530735e-10,5.208327885233486e-10,6.569719300283886e-09,5.912156064910158e-09,2.396559572630154e-08,2.1566879138400338e-08,8.59372352182227e-08,7.733577694484931e-08,9.453095965066869e-09,8.506935545881363e-09,inf,inf,5.156234162763747e-10,4.6401466613898343e-10
902,ROU,2731.0,8.152319168653478e-09,7.210372944496153e-09,1.3917318804081573e-07,1.2309265239605681e-07,9.230177578117301e-07,8.163691988171336e-07,6.577911056600713e-07,5.81787721170021e-07,inf,inf,8.867847845104837e-07,7.84322704441091e-07,3.5452204640191897e-07,3.135593833755678e-07
903,ROU,2735.0,2.394580338900175e-08,2.1179025172882246e-08,2.0711010283010174e-07,1.8317990881907995e-07,9.922302006088954e-07,8.775846044756925e-07,1.8092736962518723e-06,1.6002241618317044e-06,4.359063935922797e-08,3.855403108818423e-08,1.0699255773690398e-06,9.463027975339154e-07,1.0069476685671251e-07,8.906015669598829e-08
904,ROU,2805.0,2.598151742853137e-09,2.132762831405217e-09,1.319117693992611e-07,1.0828332855212416e-07,1.1756636461222913e-06,9.650751668301202e-07,8.108025499795607e-07,6.65569109641771e-07,inf,inf,inf,inf,1.0450343676809285e-07,8.578446055207651e-08
905,ROU,2903.0,1.18685944538618e-08,1.0680666779679004e-08,2.557177294015163e-07,2.3012294067432997e-07,7.180193538114556e-07,6.461527933432157e-07,1.5780564700984407e-06,1.4201087906541247e-06,1.5457926423399413e-06,1.3910742495662906e-06,inf,inf,2.0729028292774336e-08,1.8654259754374034e-08
906,ROU,2905.0,4.28040539850713e-10,3.513686051014562e-10,1.201537048054875e-08,9.863140456275629e-09,4.2049416286684483e-08,3.4517395831562546e-08,5.364562074321679e-08,4.4036452568067275e-08,1.6194002128329086e-07,1.3293282783040876e-07,inf,inf,6.930159291682908e-09,5.688807897258481e-09
907,ROU,2907.0,4.389497150427183e-10,3.1766419154489594e-10,1.6487379924131142e-08,1.1931777228248028e-08,4.172731846765878e-08,3.019770700859263e-08,1.1266375571744226e-07,8.15338059233276e-08,inf,inf,inf,inf,2.253275203885954e-09,1.6306761832637992e-09
908,ROU,2908.0,5.470724484969405e-10,4.923159645780717e-10,1.7323961256290492e-06,1.559000589343606e-06,2.927993474811687e-07,2.6349305942762677e-07,6.929584502516197e-06,6.236002357374425e-06,inf,inf,inf,inf,2.078875304288373e-07,1.8708006653966725e-07
909,ROU,2913.0,1.9297942082947194e-10,1.7366410969955922e-10,8.011749739664843e-09,7.209853670895056e-09,3.1592968690462e-08,2.8430828307042048e-08,3.327360624841718e-08,2.994325084399141e-08,5.580486736695358e-08,5.021935793220038e-08,inf,inf,7.36390805846441e-10,6.626854466584269e-10
910,ROU,2918.0,6.302144255045652e-10,4.891607709865721e-10,1.5058468129769367e-08,1.1688104210463441e-08,4.537945367299072e-08,3.5222691908166704e-08,8.592016079746883e-08,6.668963831688054e-08,2.2186672257607131e-10,1.7220884302145945e-10,inf,inf,5.534375059983488e-10,4.295679473066534e-10
911,ROU,2919.0,9.24651155523878e-10,7.176971104200921e-10,7.738633432872414e-08,6.006584018408687e-08,2.1350872113480336e-07,1.6572151702024295e-07,6.148599551527654e-07,4.772429153307553e-07,6.303547216230669e-09,4.892696662366891e-09,inf,inf,1.6888735540036316e-08,1.3108723893678375e-08
912,ROU,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,RUS,960.0,2.2628756664374434e-09,2.1196923019857398e-09,4.3820765547177845e-08,4.1048008414757776e-08,4.601180624600537e-06,4.310041110374597e-06,3.730686861452808e-07,3.4946278041827486e-07,3.0007699054931312e-09,2.8108963135028284e-09,3.06745376243053e-07,2.873360752143178e-07,2.7607083130536807e-08,2.586024608422602e-08
914,RUS,976.0,5.9434634041554416e-08,5.256735763082704e-08,8.338734985694346e-07,7.375249654523151e-07,5.699156531687802e-06,5.0406569238036365e-06,4.110438823428228e-06,3.63550497340854e-06,1.1472929835219903e-08,1.0147309148058769e-08,8.355126943843657e-07,7.389747631001006e-07,2.6780338001555087e-07,2.3686048175511848e-07
915,RUS,1016.0,3.3106206772189584e-08,2.9281004909983e-08,5.076091635195819e-07,4.4895830294441844e-07,8.597370341138304e-06,7.604001415930363e-06,8.205551808205525e-06,7.257454906824866e-06,inf,inf,2.5068274078613247e-05,2.217180184464024e-05,6.485592373844067e-06,5.736225338331521e-06
916,RUS,1049.0,2.749083670570149e-09,2.4314453482945724e-09,5.560355626753671e-08,4.9178935396789264e-08,1.9664033784784123e-07,1.739198555015412e-07,3.425087771536131e-07,3.0293416743750745e-07,2.7857381195110846e-07,2.4638646196051667e-07,1.4408990687946944e-06,1.2744127709493236e-06,2.7857381195110846e-07,2.4638646196051667e-07
917,RUS,1052.0,6.338482062107429e-09,5.606112644059093e-09,7.216583635345322e-08,6.382755424501139e-08,5.179445342179213e-07,4.580994903431145e-07,7.026379547944753e-07,6.21452815354259e-07,5.665018343008514e-09,5.010463175627816e-09,1.0184302802810385e-06,9.007574393099877e-07,1.9285168827263027e-08,1.705689591703086e-08
918,RUS,1053.0,5.448793861215253e-09,4.819221993676234e-09,4.467760884709655e-08,3.9515408485791075e-08,9.502164987198284e-07,8.404253062279165e-07,5.300527258427558e-07,4.6880866100882856e-07,inf,inf,1.391388426493666e-06,1.230622753860122e-06,7.791775221537812e-07,6.891487450957014e-07
919,RUS,2511.0,4.060286138399144e-10,3.3329952281147447e-10,1.1372875016933992e-08,9.335730751313885e-09,3.820774938838097e-08,3.136386009452201e-08,4.4523596717422876e-08,3.654839347262961e-08,inf,inf,inf,inf,3.3175508691797883e-09,2.723300979069364e-09
920,RUS,2514.0,4.600763052282005e-10,3.77666025897092e-10,1.7826735673908826e-08,1.4633556086622805e-08,6.196599595737194e-08,5.0866456646508194e-08,7.598545181433402e-08,6.23747045579332e-08,3.053233661968966e-08,2.5063290809534286e-08,inf,inf,1.7676615937715067e-08,1.4510326258151426e-08
921,RUS,2555.0,1.0641612776543237e-09,9.576493704159763e-10,1.2079668735073326e-08,1.0870614635100675e-08,4.406527039898068e-08,3.9654777279446656e-08,1.580118245538054e-07,1.4219642029803812e-07,1.7381300868353953e-08,1.5641606383460943e-08,inf,inf,9.4807095645567e-10,8.531785300069605e-10
922,RUS,2731.0,9.159656516786197e-09,8.101319166141241e-09,1.5595171275005557e-07,1.379325302405408e-07,1.0893974429229247e-06,9.63524818613322e-07,7.403204783934259e-07,6.54781374138236e-07,inf,inf,9.966829116647655e-07,8.815228344029941e-07,3.9528997754321156e-07,3.4961685139454995e-07
923,RUS,2735.0,2.0619715683142227e-08,1.8237244765465744e-08,1.508887927641376e-07,1.334545969639611e-07,8.589342448709093e-07,7.596901093043659e-07,9.64187096210398e-07,8.527816941563698e-07,1.567619298350035e-08,1.3864913213352608e-08,9.399941848746695e-07,8.313841127154384e-07,1.828398407024545e-07,1.6171391395544633e-07
924,RUS,2805.0,2.0069022761947653e-09,1.6474197831995786e-09,1.0189321350936214e-07,8.364178849175377e-08,9.081232664460401e-07,7.454574407896277e-07,6.262919352476325e-07,5.141086023090288e-07,inf,inf,inf,inf,8.072206933138945e-08,6.626288461313861e-08
925,RUS,2903.0,1.069558997373735e-09,9.625068323435238e-10,1.595447421074705e-08,1.4357590812661499e-08,6.090801372755788e-08,5.481173034979625e-08,1.016420330014509e-07,9.146868144478555e-08,5.8547324655867556e-08,5.268732265828986e-08,inf,inf,1.536779701390799e-09,1.382963413918739e-09
926,RUS,2905.0,1.6180048332485215e-10,1.328182843391955e-10,4.513185260089093e-09,3.7047696696089373e-09,1.607361379641232e-08,1.3194458778494862e-08,1.9860456627660556e-08,1.6302990703574213e-08,7.227407743408509e-08,5.932812294336894e-08,inf,inf,1.9273275152967254e-09,1.5820986976132044e-09
927,RUS,2907.0,3.2739857382392896e-10,2.3693557531210346e-10,1.2297410132111579e-08,8.899531572387659e-09,3.112307421017202e-08,2.25235052411503e-08,8.403229727566493e-08,6.081346191359667e-08,inf,inf,inf,inf,1.6806460122961682e-09,1.2162692866021306e-09
928,RUS,2908.0,3.5880755435965844e-10,3.2289450457211624e-10,1.1362239475355025e-06,1.0224992873330083e-06,1.9203785179909224e-07,1.7281678231781696e-07,4.544895790142011e-06,4.089997149332033e-06,inf,inf,inf,inf,1.3634687065667018e-07,1.2269991173740417e-07
929,RUS,2913.0,9.888140816414634e-11,8.898436756030858e-11,2.9956628766456647e-09,2.69582696536541e-09,1.1725882677989752e-08,1.0552239026118885e-08,1.2462140440142237e-08,1.1214804745427302e-08,2.1406771412543917e-08,1.9264167562128274e-08,inf,inf,2.7916367181947827e-10,2.512221786064435e-10
930,RUS,2918.0,2.613280499131206e-10,2.0283799481989717e-10,6.684840088648562e-09,5.188649131709837e-09,1.8563455308347576e-08,1.440861037659681e-08,3.3383507257382404e-08,2.591166036096822e-08,7.063090650563001e-11,5.48224021595713e-11,inf,inf,2.5419909639341083e-10,1.9730463306411587e-10
931,RUS,2919.0,2.867235901695101e-10,2.2254954306237076e-10,2.3365920911065382e-08,1.813619527753132e-08,4.3002763340173135e-08,3.337794886746814e-08,1.422607076656981e-07,1.1042012785907602e-07,1.606169741921055e-09,1.2466792213846515e-09,inf,inf,2.825065431967443e-09,2.192763492651435e-09
932,RUS,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,SVK,960.0,1.2909246877634125e-09,1.2092414813949727e-09,2.4998858276028975e-08,2.3417056549799618e-08,2.6248802571229184e-06,2.4587910671280413e-06,2.128281214560124e-07,1.9936143084990257e-07,1.7118783902949604e-09,1.6035593557628987e-09,1.7499201786585684e-07,1.639194051536998e-07,1.5749281190713635e-08,1.4752746073018667e-08
934,SVK,976.0,2.6376044556564678e-08,2.332846814741323e-08,4.5183864993969726e-07,3.996317010415791e-07,9.643790030275802e-06,8.52951427418016e-06,3.803056671340142e-06,3.363638783286961e-06,2.2686937779881922e-08,2.0065613106821844e-08,1.5328461784217972e-06,1.3557360039906752e-06,2.913730328640631e-07,2.5770681807908614e-07
935,SVK,1016.0,1.6245222000234048e-08,1.4368194714237169e-08,2.818344505189111e-07,2.4927035544219797e-07,7.343247193379966e-06,6.494783851383432e-06,8.761652588372648e-06,7.749301942837381e-06,inf,inf,2.5656831030202352e-05,2.2692354957471096e-05,6.898943146687286e-06,6.1018161803284e-06
936,SVK,1049.0,9.614007317398455e-10,8.503172755564177e-10,1.9445497514399277e-08,1.719869969139716e-08,6.876842881150897e-08,6.082269453391788e-08,1.1978107196515783e-07,1.0594116627342163e-07,9.742194081630434e-08,8.616548392305033e-08,5.039066049288997e-07,4.4568355035740986e-07,9.742194081630434e-08,8.616548392305033e-08
937,SVK,1052.0,3.950384773564246e-09,3.4939441038054784e-09,4.49765130371649e-08,3.977977628598128e-08,3.228028700683926e-07,2.8550514676810476e-07,4.3791088319741215e-07,3.873131950534955e-07,3.5306563913730447e-09,3.1227125427761464e-09,6.347247547185366e-07,5.613865335672834e-07,1.2019255800418875e-08,1.0630510783918796e-08
938,SVK,1053.0,2.802023653037945e-09,2.478268468117412e-09,2.3048373416162248e-08,2.0385287260777088e-08,4.801083719805035e-07,4.246350448428404e-07,2.740195008177973e-07,2.4235837116854783e-07,1.939959394761414e-06,1.7158099976254003e-06,7.149195501110917e-07,6.323153540692155e-07,3.5867318814239984e-07,3.1723088831485187e-07
939,SVK,2511.0,4.3314056387636427e-10,3.555550971764872e-10,1.2132281641786969e-08,9.959110131623185e-09,4.075901439068303e-08,3.345813468219468e-08,4.7496592926310136e-08,3.898885747927011e-08,inf,inf,inf,inf,3.539075338989805e-09,2.9051453061981274e-09
940,SVK,2514.0,3.924538752377979e-10,3.2215633303579084e-10,1.5206545998049766e-08,1.248270282438524e-08,5.285817802413901e-08,4.339005900474695e-08,6.481704162408247e-08,5.320681426623743e-08,2.6044666265781127e-08,2.1379465737829746e-08,inf,inf,1.5078490995978544e-08,1.237758542716459e-08
941,SVK,2555.0,6.583166172857366e-10,5.924257039945109e-10,7.47278333330684e-09,6.7248324146604704e-09,2.7259871560804297e-08,2.4531430889279686e-08,9.77500422310972e-08,8.796624004876933e-08,1.0752504749000364e-08,9.676286498577012e-09,inf,inf,5.865002590363835e-10,5.277974453769279e-10
942,SVK,2731.0,1.5528942297372778e-08,1.3734676364015891e-08,2.622354751026484e-07,2.319359111990628e-07,2.1864752970120264e-06,1.93384262799768e-06,1.261678196998697e-06,1.115899678128362e-06,inf,inf,1.691426902614708e-06,1.4959937808985965e-06,6.54787459456e-07,5.791311262947923e-07
943,SVK,2735.0,1.2676933027877296e-09,1.121219778475548e-09,9.308714138518655e-09,8.23315417169932e-09,5.077896238949935e-08,4.491179123244613e-08,9.62599184859543e-08,8.513772553941481e-08,1.4929347301427614e-09,1.3204360579393296e-09,4.3573384008033326e-08,3.8538769477981335e-08,5.554369117840864e-09,4.9125987320292375e-09
944,SVK,2903.0,2.7361215803734153e-08,2.4622631586462527e-08,4.00197669716917e-07,3.601418830904303e-07,1.7226553524780663e-06,1.5502347702226874e-06,2.637758306983472e-06,2.373745065748184e-06,1.582051319594148e-06,1.4237037956451947e-06,inf,inf,3.647355185161144e-08,3.282291387685341e-08
945,SVK,2905.0,3.4956351390853464e-10,2.8694862481774037e-10,9.912489532353044e-09,8.136933995271602e-09,3.4590935035631365e-08,2.839490062521619e-08,4.428341624811094e-08,3.6351234865867315e-08,1.27743559405035e-07,1.0486174112035429e-07,inf,inf,5.871373632316575e-09,4.819675173608697e-09
946,SVK,2907.0,1.5858863721671277e-09,1.1476925375097034e-09,5.956744073037352e-08,4.31084524116187e-08,1.5075709913263683e-07,1.0910163596065254e-07,4.0704415268174786e-07,2.9457440625548855e-07,inf,inf,inf,inf,8.140883377124586e-09,5.891488359216476e-09
947,SVK,2908.0,1.3419495347810945e-10,1.2076337995927135e-10,4.249506955124015e-07,3.8241737841872044e-07,7.18226533279275e-08,6.463392362171356e-08,1.6998027820496056e-06,1.5296695136748813e-06,inf,inf,inf,inf,5.099408232168158e-08,4.589008438452311e-08
948,SVK,2913.0,2.670920377667801e-10,2.403587944623216e-10,2.4101469911222083e-08,2.1689153675519144e-08,9.342812039093575e-08,8.407689938572549e-08,9.933988230591765e-08,8.939695302309396e-08,1.7162720480222475e-07,1.5444903707395912e-07,inf,inf,2.2456773291190104e-09,2.0209074747848803e-09
949,SVK,2918.0,6.660000605313713e-09,5.169369184556525e-09,1.6115943294098574e-07,1.2508896857772783e-07,4.6852404741370733e-07,3.63659692612e-07,8.624697106361645e-07,6.694330239578051e-07,2.066976448502301e-09,1.604348856900528e-09,inf,inf,6.471680830085604e-09,5.023198861068852e-09
950,SVK,2919.0,5.389774303201622e-09,4.183443042400847e-09,5.582092547710964e-07,4.332716903727735e-07,1.3583075881862587e-06,1.0542932059070878e-06,4.313655911275611e-06,3.3481798669412984e-06,7.758812136357262e-08,6.022246354519534e-08,inf,inf,1.223729924810514e-07,9.498365148027143e-08
951,SVK,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,SVN,960.0,1.9744885112265687e-09,1.8495528321250535e-09,3.823612556772685e-08,3.5816736299643845e-08,4.014793395898313e-06,3.760757509380421e-06,3.2552377738541175e-07,3.0492627379899045e-07,2.6183434605395807e-09,2.452667886078875e-09,2.6765289416775965e-07,2.507171683297996e-07,2.4088759836964135e-08,2.2564544551925653e-08
953,SVN,976.0,3.016438404969722e-08,2.667909022448788e-08,4.3447543526972713e-07,3.8427469027006513e-07,3.236162578115157e-06,2.8622455297081464e-06,2.263860734831779e-06,2.00228669349735e-06,6.471413606772175e-09,5.7236848334314434e-09,4.712379304702175e-07,4.167895238139985e-07,1.4740507176032053e-07,1.303733967370759e-07
954,SVN,1016.0,2.008252200119374e-08,1.77621202383043e-08,2.5313970341371867e-07,2.2389109539408915e-07,2.56805801306538e-06,2.2713360007421744e-06,2.314269927367707e-06,2.0468714393218917e-06,inf,inf,6.623748120069894e-06,5.858418107542974e-06,1.8184282391827144e-06,1.6083209582527251e-06
955,SVN,1049.0,9.352653579975693e-10,8.272016703124282e-10,1.8916877836501165e-08,1.6731158499180276e-08,6.689898090147319e-08,5.9169248888230147e-08,1.1652486154248155e-07,1.0306118929416784e-07,9.477355627708703e-08,8.382310259165938e-08,4.902080638146392e-07,4.3356778450158823e-07,9.477355627708703e-08,8.382310259165938e-08
956,SVN,1052.0,2.3996455777787192e-09,2.1223825015248204e-09,2.7320804630421255e-08,2.4164067482356933e-08,1.960853243556325e-07,1.734289701245996e-07,2.6600723082924604e-07,2.3527186565345638e-07,2.1446832351397304e-09,1.896879360737808e-09,3.8556103723354125e-07,3.4101202538906234e-07,7.301049311113975e-09,6.4574616535755174e-09
957,SVN,1053.0,6.550467633332945e-10,5.793604693347992e-10,5.252839631085376e-09,4.645908970712069e-09,1.137152709558481e-07,1.0057622820127202e-07,6.249044350985698e-08,5.5270088652265106e-08,5.894950017289019e-08,5.213827775199631e-08,1.5067236946881085e-07,1.3326317994005668e-07,6.001405715134509e-08,5.30798322564912e-08
958,SVN,2511.0,1.2489196843271843e-09,1.0252093587183222e-09,3.498228201631593e-08,2.871614833404713e-08,1.1752474746472664e-07,9.64733541266538e-08,1.3695191536269086e-07,1.124206681071478e-07,inf,inf,inf,inf,1.0204587664624556e-08,8.376710613917999e-09
959,SVN,2514.0,5.19886015577392e-10,4.2676243742915626e-10,2.0144203200516707e-08,1.6535911719750757e-08,7.002154723787384e-08,5.7479072866785787e-08,8.586352597751789e-08,7.048338777054942e-08,3.450152648831784e-08,2.8321507211207648e-08,inf,inf,1.9974567966920855e-08,1.6396662069646536e-08
960,SVN,2555.0,3.970820672423409e-10,3.5733812128205016e-10,4.507418126976517e-09,4.056270625647382e-09,1.6442553427793285e-08,1.4796818178599618e-08,5.896067002255691e-08,5.30592962853015e-08,6.485673764958236e-09,5.836522647606819e-09,inf,inf,3.5376402354317645e-10,3.1835578077855376e-10
961,SVN,2731.0,1.3210295704608098e-08,1.1683933953855812e-08,2.2513844295366225e-07,1.9912519422460288e-07,1.5426225235489393e-06,1.364382757502467e-06,1.0670480454448975e-06,9.437577452728926e-07,inf,inf,1.4372712983942759e-06,1.2712041652749287e-06,5.716962199158181e-07,5.056405264899109e-07
962,SVN,2735.0,9.42825317211979e-08,8.338881265530855e-08,5.862354874581144e-07,5.184998784302594e-07,3.2826117638893458e-06,2.903327821197403e-06,2.8771419684139e-06,2.544707362083382e-06,4.525526434217157e-08,4.002631973285605e-08,3.754049107085616e-06,3.3202937169241026e-06,2.5795500675037793e-06,2.281500224772795e-06
963,SVN,2903.0,1.857429709160707e-08,1.6715195609170492e-08,5.489990261533495e-07,4.940497110678749e-07,2.6748517648438735e-06,2.407125839238519e-06,3.119809721381714e-06,2.807547951833428e-06,4.446814910028483e-06,4.001733184966027e-06,inf,inf,5.9521268335299164e-08,5.3563784310309554e-08
964,SVN,2905.0,7.005181129147082e-10,5.750391593025074e-10,1.9893684128366068e-08,1.633026639240961e-08,7.150995797559884e-08,5.8700874906645985e-08,8.733065053978684e-08,7.168771648000839e-08,2.758654332509094e-07,2.264515704771497e-07,inf,inf,9.380749142770231e-09,7.700440575678727e-09
965,SVN,2907.0,8.819704332619113e-10,6.382745336134475e-10,3.30991736803678e-08,2.395359169319629e-08,7.792970861747725e-08,5.6397070181241686e-08,2.2806061659944488e-07,1.6504553690903448e-07,1.7645648009128743e-06,1.2770006032604834e-06,inf,inf,4.510732585637079e-09,3.264378973231984e-09
966,SVN,2913.0,3.0653174662704267e-09,2.7585098267901096e-09,2.073147806989857e-06,1.8656464333294494e-06,3.779010908885664e-06,3.4007696894088905e-06,9.268739972331809e-06,8.34103174531807e-06,5.620473248159647e-07,5.05792005456557e-07,inf,inf,2.2127070531715797e-07,1.991237193910637e-07
967,SVN,2918.0,2.702869921338026e-09,2.0979175992989816e-09,5.405846167481846e-08,4.19591772594401e-08,1.1272069216052229e-07,8.749171464813085e-08,3.0931267495427703e-07,2.40082772518918e-07,5.146267068433459e-10,3.99443723440996e-10,inf,inf,1.782662928876463e-09,1.3836699659806102e-09
968,SVN,2919.0,7.256946115750463e-10,5.632707239518419e-10,7.419165095649281e-08,5.758618608831222e-08,1.799343659517667e-07,1.3966172403222563e-07,5.846013528118658e-07,4.537567483199e-07,9.597451899913172e-09,7.449364503374195e-09,inf,inf,1.71574723230336e-08,1.3317312409972904e-08
969,SVN,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,SWE,960.0,1.2657925093194163e-09,1.1856995405053347e-09,2.451217166057827e-08,2.296116500986606e-08,2.573778159811239e-06,2.4109224529158304e-06,2.086847083064815e-07,1.954801919964952e-07,1.6785509362713999e-09,1.5723406950179437e-09,1.7158521136431002e-07,1.6072816419300987e-07,1.5442668613696882e-08,1.4465534394165082e-08
971,SWE,976.0,5.473357700943944e-08,4.8409476452029435e-08,7.903621923827964e-07,6.990411011166105e-07,5.892406053178293e-06,5.211577749211164e-06,3.911155710648112e-06,3.459247698029801e-06,1.4235789568603816e-08,1.2590938826792213e-08,9.924863874003773e-07,8.778111905884077e-07,3.004257401398351e-07,2.657135452772377e-07
972,SWE,1049.0,9.375421026870423e-10,8.29215352305354e-10,1.8962927763174243e-08,1.6771887663300384e-08,6.706183510984963e-08,5.931328637666532e-08,1.1680852152992776e-07,1.033120742578948e-07,9.500426640562028e-08,8.402715570027586e-08,4.914013921000111e-07,4.3462323164549197e-07,9.500426640562028e-08,8.402715570027586e-08
973,SWE,1052.0,2.5355431985465484e-09,2.242578056646542e-09,2.8868046598617992e-08,2.5532535938421742e-08,2.071901013669466e-07,1.8325066405740313e-07,2.8107185125131526e-07,2.4859586944467857e-07,2.2661417337009775e-09,2.0043041381278467e-09,4.073962732809066e-07,3.603243452302659e-07,7.714525050896947e-09,6.823163023413948e-09
974,SWE,1053.0,1.8017646122513342e-09,1.5935827025125431e-09,1.4704473200325268e-08,1.3005469184078352e-08,3.139110728196439e-07,2.776407375142515e-07,1.7455467969123068e-07,1.543860481591922e-07,7.759283363942397e-07,6.862749811265081e-07,4.4974010667875483e-07,3.977756304880935e-07,2.3062400327805175e-07,2.0397693456132384e-07
975,SWE,2511.0,2.4445919119597724e-10,2.0067091085512198e-10,6.847310099452194e-09,5.62079890652587e-09,2.300388493453518e-08,1.888335848791582e-08,2.6806491147858852e-08,2.2004830209710362e-08,inf,inf,inf,inf,1.997410464650058e-09,1.639628174060143e-09
976,SWE,2731.0,1.2617919159112388e-08,1.116000257577388e-08,2.130783920336624e-07,1.8845860192566867e-07,1.776409477847658e-06,1.5711571851442723e-06,1.0251634520505869e-06,9.067126378925543e-07,inf,inf,1.3743547286384592e-06,1.2155571864284445e-06,5.320496070784003e-07,4.7057481590745245e-07
977,SWE,2735.0,5.94846015335176e-09,5.261155171164039e-09,3.843269749941441e-08,3.399205508284259e-08,2.429725269672008e-07,2.1489866852079253e-07,3.297950246016912e-07,2.9168940437966727e-07,inf,inf,2.145965272608365e-07,1.8980132673092314e-07,1.498857779146998e-07,1.325674738050541e-07
978,SWE,2903.0,1.099686619720016e-09,9.896189808288008e-10,1.4779968720619434e-08,1.330064158251278e-08,6.047412149301069e-08,5.442126639102638e-08,1.1669278064651381e-07,1.0501299968793272e-07,9.543253584396147e-08,8.58806928867193e-08,inf,inf,9.758528711925435e-10,8.781797527683842e-10
