,ISO3,FBS Code2,EnergyI-BaU_low,EnergyI-HalfW_low,ProteinI-BaU_low,ProteinI-HalfW_low,IronI-BaU_low,IronI-HalfW_low,ZincI-BaU_low,ZincI-HalfW_low,Vitamin AI-BaU_low,Vitamin AI-HalfW_low,Vitamin BI-BaU_low,Vitamin BI-HalfW_low,FolateI-BaU_low,FolateI-HalfW_low
615,GBR,2731.0,6.655042145420348e-09,5.886096316533969e-09,1.1289066934144407e-07,9.984690381547655e-08,8.508818116572718e-07,7.525680811575503e-07,5.39148108298173e-07,4.768531325536316e-07,inf,inf,7.244749344218138e-07,6.407666773163737e-07,2.842041631281831e-07,2.513662635305154e-07
616,GBR,2735.0,8.20908517754195e-09,7.260580018849949e-09,7.816591923357968e-08,6.913436748043383e-08,3.5576621766494215e-07,3.146597989294284e-07,6.779149103749203e-07,5.995863541791647e-07,1.2753585593615769e-08,1.1279993656665406e-08,3.808000216184061e-07,3.3680111344247277e-07,2.9524926437230325e-08,2.611351768338667e-08
617,GBR,2903.0,5.821481550692864e-11,5.2388094351617383e-11,8.202575429051951e-10,7.381579616142351e-10,3.6678453238150957e-09,3.3007306682659556e-09,5.409289713089449e-09,4.86787388050445e-09,5.753846747860105e-09,5.177944200059622e-09,inf,inf,8.42983431369098e-11,7.586092157959062e-11
618,GBR,2905.0,3.750415326718234e-12,3.0786294269222896e-12,1.0231065508713791e-10,8.39844566533853e-11,3.57566266705092e-10,2.9351789998050624e-10,4.5468188307891614e-10,3.7323786919356225e-10,1.6139919892218798e-09,1.3248887922989847e-09,inf,inf,5.329047044784595e-11,4.3744917883223285e-11
619,GBR,2907.0,1.625807908948739e-11,1.1765834156043076e-11,6.106693263461033e-10,4.4193622004316e-10,1.5455210940811348e-09,1.1184805275909274e-09,4.1729068004853445e-09,3.0198973133844513e-09,inf,inf,inf,inf,8.345813932603529e-11,6.039794866768779e-11
620,GBR,2908.0,1.3081011728670318e-11,1.177173320380329e-11,4.14232047333368e-08,3.727715597858645e-08,7.001105080453716e-09,6.300364440332964e-09,1.6569281893334717e-07,1.4910862391434578e-07,inf,inf,inf,inf,4.970784456894721e-09,4.473258617445249e-09
621,GBR,2913.0,7.972028246440436e-12,7.174107902112542e-12,1.0334784210253091e-08,9.30037561049911e-09,3.2988344160227546e-08,2.9686540639537717e-08,4.355373410634426e-08,3.9194440656723465e-08,inf,inf,inf,inf,2.1726806053713397e-09,1.955216993457206e-09
622,GBR,2918.0,2.3045099732596095e-10,1.7887179817621443e-10,5.928712471997803e-09,4.601756872572799e-09,1.3177061315030695e-08,1.0227791068154557e-08,2.8399649255571367e-08,2.204328203766717e-08,2.8136406198145402e-11,2.1838957649465092e-11,inf,inf,2.2389912733985053e-10,1.7378635797664487e-10
623,GBR,2919.0,4.25171065526319e-10,3.3000991059118494e-10,4.959080391010744e-08,3.849146400463718e-08,9.064869460134595e-08,7.035983872412882e-08,2.6518523470284436e-07,2.0583187025216506e-07,6.690303055665196e-09,5.1928893855815116e-09,inf,inf,2.773908787623834e-09,2.15305665228806e-09
624,GBR,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,GRC,946.0,3.561265800745113e-07,3.149785238608763e-07,2.9918367167728355e-06,2.6461498955924896e-06,4.211743289024289e-05,3.7251043822122464e-05,3.377506343345432e-05,2.987257963545169e-05,1.2544166819907597e-06,1.1094771828523419e-06,3.567054597195619e-05,3.154905178155343e-05,5.0186487137351176e-06,4.4387772552608505e-06
626,GRC,960.0,1.2534457931059113e-09,1.1741340622509452e-09,2.427307652844432e-08,2.2737198612355366e-08,2.548673169615971e-06,2.387405979939604e-06,2.066491686326502e-07,1.9357345101156087e-07,1.6621781169447952e-09,1.5570038651588622e-09,1.699115453443646e-07,1.5916039932143886e-07,1.5292038675892122e-08,1.432443555946153e-08
627,GRC,976.0,2.381640417013818e-09,2.1064577172573284e-09,4.133108211172131e-08,3.6555550642692405e-08,1.0361621466978567e-06,9.164405065724735e-07,3.597114604434228e-07,3.181491951614608e-07,2.9528475912694547e-09,2.611665704058367e-09,1.865934132621641e-07,1.6503378618687218e-07,2.9935472308523044e-08,2.6476627711539866e-08
628,GRC,1016.0,2.600010826375044e-09,2.2995968791280974e-09,3.663072321340987e-08,3.23982869329836e-08,5.543921864990955e-07,4.903358589716981e-07,4.784704841914681e-07,4.2318640408726356e-07,inf,inf,1.573409542799681e-06,1.391612541574316e-06,3.805473585632597e-07,3.365776439218109e-07
629,GRC,1049.0,1.2287643265724812e-09,1.086788786379623e-09,2.485325095905311e-08,2.1981623215511116e-08,8.789278947718453e-08,7.773736260221304e-08,1.5309194529427986e-07,1.354031898817921e-07,1.2451478509267807e-07,1.1012793035313513e-07,6.440420103907669e-07,5.6962724235532e-07,1.2451478509267807e-07,1.1012793035313513e-07
