,ISO3,FBS Code2,EnergyI-BaU_high,EnergyI-HalfW_high
474,HUN,2903.0,1.4342456130376936e-08,1.2906919629466022e-08
475,HUN,2905.0,4.6032745972852316e-10,3.7787219283276143e-10
476,HUN,2907.0,1.4922041041425885e-09,1.079895473485613e-09
478,HUN,2913.0,2.1719561204085296e-10,1.954565022197699e-10
479,HUN,2918.0,1.2319480438689243e-09,9.56215266687762e-10
480,HUN,2919.0,1.234064517540916e-09,9.57858034373277e-10
481,IRL,2511.0,3.121137170969143e-09,2.5620695050899073e-09
482,IRL,2903.0,3.266229974988168e-08,2.9393130015742404e-08
483,IRL,2905.0,5.831145656753856e-10,4.786652956450345e-10
484,IRL,2907.0,2.249607674607411e-09,1.6280220233832715e-09
486,IRL,2913.0,7.751138062957387e-09,6.975326618123439e-09
487,IRL,2918.0,9.749208208889138e-09,7.567154941194351e-09
488,IRL,2919.0,6.095610726155865e-08,4.7313002079461645e-08
489,ISL,2905.0,1.629280931557125e-09,1.3374391323758504e-09
490,ISL,2907.0,3.779720000354343e-09,2.7353513558193948e-09
491,ISL,2918.0,7.059874325875977e-08,5.4797437642734246e-08
492,ISL,2919.0,4.51528467367605e-06,3.504680379905442e-06
493,ITA,2511.0,6.590255980024342e-10,5.409789109625679e-10
494,ITA,2514.0,3.9678475266302326e-10,3.2571145040924694e-10
495,ITA,2555.0,5.137266467231123e-10,4.623077442591442e-10
496,ITA,2805.0,2.161969675158386e-09,1.774711033905788e-09
497,ITA,2903.0,6.866396074433703e-09,6.179138459353103e-09
498,ITA,2905.0,1.3487083672971435e-09,1.1071235866377026e-09
499,ITA,2907.0,1.23420863139379e-09,8.931863346836559e-10
501,ITA,2913.0,7.510825858152286e-10,6.759067263016894e-10
502,ITA,2918.0,4.022552358979081e-10,3.122230678354741e-10
503,ITA,2919.0,2.422503739808311e-10,1.8803025591389036e-10
504,LTU,2511.0,3.895805642841386e-10,3.1979769835562213e-10
505,LTU,2514.0,8.209156528538705e-09,6.738707225016955e-09
506,LTU,2903.0,2.138239582713322e-09,1.9242231729174897e-09
507,LTU,2905.0,3.202221573894543e-10,2.6286298209920386e-10
508,LTU,2907.0,9.422608237250186e-10,6.81906178624369e-10
510,LTU,2913.0,4.083722294612518e-10,3.6749825111186933e-10
511,LTU,2918.0,3.821033707344616e-09,2.9658156313288534e-09
512,LTU,2919.0,1.159429797275493e-08,8.999279460891632e-09
513,LVA,2511.0,3.099481433018153e-10,2.5442928093616576e-10
514,LVA,2903.0,8.958190888039835e-09,8.061565520319727e-09
515,LVA,2905.0,3.011662625705963e-10,2.4722043762480096e-10
516,LVA,2907.0,4.842756537867652e-10,3.504661895727108e-10
517,LVA,2913.0,3.7165038445225373e-10,3.3445189574090897e-10
518,LVA,2918.0,2.416238704509502e-09,1.8754397547139338e-09
519,LVA,2919.0,2.836839248765659e-08,2.2019021113015226e-08
520,MDA,2511.0,2.6388806774054994e-10,2.1661962742420174e-10
521,MDA,2514.0,3.85588183323883e-10,3.1652044492180514e-10
522,MDA,2555.0,8.419723008646337e-10,7.576992893483445e-10
523,MDA,2903.0,1.6950338821984533e-09,1.5253779330320494e-09
524,MDA,2905.0,2.322227526299479e-10,1.9062630070708572e-10
525,MDA,2907.0,1.1339222478510708e-09,8.206099281857982e-10
527,MDA,2913.0,8.362647466290305e-11,7.525630042427744e-11
528,MDA,2918.0,4.9155113403250405e-09,3.815328909841366e-09
529,MDA,2919.0,4.679989328112377e-10,3.632521083781186e-10
530,MKD,2511.0,3.4721818716017477e-10,2.8502340019213427e-10
531,MKD,2514.0,7.213949485464888e-10,5.921764720846787e-10
532,MKD,2555.0,1.0591845681055593e-09,9.531707797491342e-10
533,MKD,2805.0,2.568256770438113e-09,2.1082227381685413e-09
534,MKD,2903.0,1.8098914065066357e-09,1.6287393671971047e-09
535,MKD,2905.0,1.751350298571392e-10,1.437643059855196e-10
536,MKD,2907.0,6.153844740798459e-10,4.453485325279929e-10
538,MKD,2913.0,9.111369272676942e-10,8.199412279724849e-10
539,MKD,2918.0,1.0495524474408044e-09,8.146431811203735e-10
540,MKD,2919.0,4.96274775941753e-10,3.851992943933299e-10
541,MLT,2511.0,2.6345385355714197e-09,2.1626319101751808e-09
542,MLT,2903.0,4.27356472757327e-08,3.845823614079929e-08
543,MLT,2905.0,6.477456680718053e-09,5.3171947668853964e-09
544,MLT,2907.0,2.113715305966434e-09,1.529677866997942e-09
545,MLT,2913.0,3.198222999810302e-07,2.8781128448587714e-07
546,MLT,2918.0,1.9321159861971743e-09,1.4996726625021452e-09
547,MLT,2919.0,6.601700852580757e-09,5.124117995689582e-09
548,NLD,2511.0,1.319419331448203e-09,1.083080892750348e-09
549,NLD,2514.0,6.7967998955837815e-09,5.579336245342366e-09
550,NLD,2903.0,1.8320712733231997e-07,1.648699251040663e-07
551,NLD,2905.0,4.1621868946720986e-09,3.416643208287134e-09
552,NLD,2907.0,2.2261732854132337e-10,1.611062754376815e-10
554,NLD,2913.0,3.415921535182009e-08,3.0740219328108684e-08
555,NLD,2918.0,3.867458861573151e-10,3.001849976650954e-10
556,NLD,2919.0,4.958136445800738e-09,3.848413727665368e-09
557,NOR,2511.0,5.359659037633501e-10,4.399620467092913e-10
558,NOR,2903.0,3.603849335238993e-08,3.243140038484592e-08
559,NOR,2905.0,1.3212398679322456e-10,1.0845753291538657e-10
560,NOR,2907.0,1.0417102087972995e-09,7.538768564172655e-10
561,NOR,2913.0,8.17359762811915e-09,7.355502203439922e-09
562,NOR,2918.0,1.4333412503141803e-08,1.1125329454799395e-08
563,NOR,2919.0,4.058471137060761e-08,3.1501101689983637e-08
564,POL,2511.0,6.563582880874758e-10,5.387893777830259e-10
565,POL,2514.0,1.0795259840451047e-09,8.861579777396721e-10
566,POL,2903.0,6.7247056161616975e-09,6.0516297997096774e-09
567,POL,2905.0,2.1460273720923912e-10,1.76162436507681e-10
568,POL,2907.0,4.5454063367196504e-10,3.2894720732568973e-10
570,POL,2913.0,4.938948443239691e-10,4.4446090705452756e-10
571,POL,2918.0,1.244090677488575e-09,9.656401541273668e-10
572,POL,2919.0,1.4391873672797811e-09,1.1170705932493974e-09
573,PRT,2511.0,8.028841584064087e-09,6.5906908466124935e-09
574,PRT,2514.0,6.989433240728596e-10,5.737464514695469e-10
575,PRT,2805.0,2.377767617503301e-09,1.951854586738289e-09
576,PRT,2903.0,1.4167726554821774e-08,1.2749678737942242e-08
577,PRT,2905.0,2.6229195228045027e-09,2.1530941306228245e-09
578,PRT,2907.0,7.238169371453803e-10,5.238201877917003e-10
580,PRT,2913.0,7.553971993723093e-10,6.797894901677403e-10
581,PRT,2918.0,4.475662624494248e-10,3.473926478786279e-10
582,PRT,2919.0,4.711492621479933e-10,3.6569733569260795e-10
583,ROU,2511.0,4.1217148014671094e-10,3.3834206005875626e-10
584,ROU,2514.0,1.7734314597902283e-10,1.4557689757303344e-10
585,ROU,2555.0,5.787609774530735e-10,5.208327885233486e-10
586,ROU,2805.0,2.5981517428531375e-09,2.132762831405217e-09
587,ROU,2903.0,1.18685944538618e-08,1.0680666779679004e-08
588,ROU,2905.0,4.28040539850713e-10,3.513686051014562e-10
589,ROU,2907.0,4.389497150427183e-10,3.1766419154489594e-10
591,ROU,2913.0,1.9297942082947197e-10,1.736641096995592e-10
592,ROU,2918.0,6.302144255045652e-10,4.891607709865722e-10
593,ROU,2919.0,9.246511555238778e-10,7.176971104200923e-10
594,RUS,2511.0,4.060286138399144e-10,3.332995228114744e-10
595,RUS,2514.0,4.600763052282005e-10,3.77666025897092e-10
596,RUS,2555.0,1.0641612776543237e-09,9.57649370415976e-10
597,RUS,2805.0,2.0069022761947653e-09,1.6474197831995784e-09
598,RUS,2903.0,1.069558997373735e-09,9.625068323435236e-10
599,RUS,2905.0,1.6180048332485215e-10,1.3281828433919547e-10
600,RUS,2907.0,3.2739857382392896e-10,2.3693557531210346e-10
602,RUS,2913.0,9.888140816414634e-11,8.898436756030857e-11
603,RUS,2918.0,2.613280499131206e-10,2.0283799481989725e-10
604,RUS,2919.0,2.867235901695101e-10,2.2254954306237079e-10
605,SVK,2511.0,4.331405638763643e-10,3.5555509717648727e-10
606,SVK,2514.0,3.924538752377979e-10,3.2215633303579084e-10
607,SVK,2555.0,6.583166172857366e-10,5.924257039945109e-10
608,SVK,2903.0,2.736121580373415e-08,2.4622631586462527e-08
609,SVK,2905.0,3.4956351390853464e-10,2.8694862481774037e-10
610,SVK,2907.0,1.5858863721671275e-09,1.1476925375097034e-09
612,SVK,2913.0,2.670920377667801e-10,2.4035879446232153e-10
613,SVK,2918.0,6.660000605313713e-09,5.169369184556526e-09
614,SVK,2919.0,5.389774303201622e-09,4.183443042400848e-09
615,SVN,2511.0,1.2489196843271843e-09,1.025209358718322e-09
616,SVN,2514.0,5.19886015577392e-10,4.2676243742915626e-10
617,SVN,2555.0,3.970820672423409e-10,3.573381212820501e-10
618,SVN,2903.0,1.857429709160707e-08,1.671519560917049e-08
619,SVN,2905.0,7.005181129147082e-10,5.750391593025074e-10
620,SVN,2907.0,8.819704332619115e-10,6.382745336134475e-10
621,SVN,2913.0,3.0653174662704267e-09,2.7585098267901096e-09
622,SVN,2918.0,2.7028699213380257e-09,2.097917599298982e-09
623,SVN,2919.0,7.256946115750461e-10,5.632707239518421e-10
624,SWE,2511.0,2.444591911959773e-10,2.0067091085512198e-10
625,SWE,2903.0,1.0996866197200157e-09,9.896189808288008e-10
626,SWE,2905.0,9.894925263062809e-11,8.122515891784748e-11
627,SWE,2907.0,7.448703549415615e-10,5.390563679606064e-10
629,SWE,2913.0,3.1197819401652177e-10,2.8075229512390207e-10
630,SWE,2918.0,1.1742589676415636e-08,9.11438073620044e-09
631,SWE,2919.0,4.364024514000958e-08,3.3872750439882554e-08
632,UKR,2511.0,4.374388075055301e-10,3.590834262195563e-10
633,UKR,2514.0,4.847293548067049e-10,3.979031455982243e-10
634,UKR,2555.0,1.087315445234167e-09,9.78486037254878e-10
635,UKR,2805.0,2.478843314271362e-09,2.0348252945956294e-09
636,UKR,2903.0,7.263260077422693e-10,6.536280342433935e-10
637,UKR,2905.0,3.796015076428482e-10,3.116061209561975e-10
638,UKR,2907.0,2.0083828520464974e-10,1.453449662100576e-10
640,UKR,2913.0,1.859670129423884e-10,1.6735357375056465e-10
641,UKR,2918.0,1.1557720163464684e-10,8.970888442423446e-11
642,UKR,2919.0,1.637049462380979e-10,1.2706474887817883e-10
643,USA,2511.0,6.836262900209794e-10,5.58336568844268e-10
644,USA,2514.0,5.435429752798452e-10,4.439266369171381e-10
645,USA,2555.0,5.607639141096132e-10,5.024009523355922e-10
646,USA,2805.0,1.8003198792143636e-09,1.4703712230725167e-09
647,USA,2903.0,9.147841249410386e-09,8.195755896340058e-09
648,USA,2905.0,3.6296291450368917e-10,2.964418882946792e-10
649,USA,2907.0,5.571853458776925e-10,3.9203089804354887e-10
651,USA,2913.0,2.2654247061721236e-10,2.0296447420883402e-10
652,USA,2918.0,1.0002156699693524e-09,7.740647093641066e-10
653,USA,2919.0,4.903285715481753e-10,3.7946420419506674e-10
654,ARG,2511.0,4.488546976103329e-10,3.9216483648695827e-10
655,ARG,2514.0,2.4183803828951733e-10,2.1129415654343827e-10
656,ARG,2555.0,6.845651367726521e-10,6.146266870524379e-10
657,ARG,2805.0,1.0022545473418153e-09,8.756708858549888e-10
658,ARG,2903.0,9.832970701242267e-10,8.828387367899713e-10
659,ARG,2905.0,7.506215524288163e-11,6.558188650782141e-11
660,ARG,2907.0,3.361621654908225e-10,2.6458410676657263e-10
662,ARG,2913.0,9.388252239539525e-11,8.429103472029641e-11
663,ARG,2918.0,5.565373692401004e-10,3.9899353710065175e-10
664,ARG,2919.0,6.117096253301989e-10,4.385477069082759e-10
665,BHS,2514.0,3.927869310962533e-09,3.4317836802791277e-09
666,BHS,2903.0,5.473264135597561e-08,4.914089284307888e-08
667,BHS,2907.0,6.602542522568316e-10,5.196681825188158e-10
669,BHS,2913.0,3.953802266801661e-10,3.5498629099947546e-10
670,BHS,2918.0,1.39363165069587e-09,9.991243220303415e-10
671,BHS,2919.0,3.255673049590732e-10,2.3340616057339046e-10
672,BLZ,2514.0,8.516301608992081e-10,7.440701959330713e-10
673,BLZ,2555.0,7.402176473214884e-10,6.645934708504594e-10
674,BLZ,2805.0,2.6731515616312047e-09,2.3355354208235107e-09
675,BLZ,2903.0,2.3611351311848498e-09,2.1199102691746108e-09
676,BLZ,2905.0,6.235181826769355e-09,5.447685129685869e-09
677,BLZ,2907.0,1.3437707222950358e-08,1.05764542460746e-08
679,BLZ,2913.0,1.4628402476915597e-08,1.313389488930733e-08
680,BLZ,2918.0,4.069189018658249e-08,2.9172885944791652e-08
681,BLZ,2919.0,7.65740426656169e-10,5.48975681093389e-10
682,BOL,2511.0,6.751791011862256e-10,5.899047135426753e-10
683,BOL,2514.0,3.3112634700671817e-10,2.893054487827735e-10
684,BOL,2555.0,6.059817712561866e-10,5.44071774144484e-10
685,BOL,2805.0,1.112999614726277e-09,9.724289714309764e-10
686,BOL,2903.0,8.045724084985253e-10,7.223734417160064e-10
687,BOL,2905.0,1.0528650033034842e-10,9.198892961610536e-11
688,BOL,2907.0,3.024125975720448e-10,2.380207388500503e-10
690,BOL,2913.0,2.3409167132495775e-10,2.1017574615519744e-10
691,BOL,2918.0,5.093925655978199e-09,3.6519441955561945e-09
692,BOL,2919.0,6.136802307133866e-10,4.3996047603309e-10
693,BRA,2511.0,6.161694784878236e-10,5.383479421423102e-10
694,BRA,2514.0,3.2850716780843025e-10,2.870170690743844e-10
695,BRA,2555.0,6.793265591899173e-10,6.099233076198787e-10
696,BRA,2805.0,7.523035213451389e-10,6.572884031460064e-10
697,BRA,2903.0,2.584778597213041e-09,2.3207052486762944e-09
698,BRA,2905.0,3.923228558042936e-10,3.4277290494162246e-10
699,BRA,2907.0,3.354342125969664e-10,2.6401115482265643e-10
701,BRA,2913.0,1.730019228762431e-10,1.5532721869597628e-10
702,BRA,2918.0,4.885405390426979e-09,3.5024515596474006e-09
703,BRA,2919.0,1.2944663775426544e-09,9.280306178519897e-10
704,BRB,2514.0,2.5679086764143655e-08,2.243584597779418e-08
705,BRB,2903.0,1.5233481407503232e-09,1.3677156061305663e-09
706,BRB,2907.0,1.1633333754755761e-09,9.15628091497258e-10
708,BRB,2913.0,7.085001627705727e-10,6.361163962756838e-10
709,BRB,2918.0,5.6151623766732485e-09,4.025629943093375e-09
710,BRB,2919.0,2.6826872406297935e-09,1.9232758305792926e-09
711,CHL,2511.0,7.796966585337601e-10,6.812218168400891e-10
712,CHL,2514.0,6.996889779805635e-10,6.113190195007953e-10
713,CHL,2805.0,1.257286652932708e-09,1.0984927133204182e-09
714,CHL,2903.0,1.185853957822664e-08,1.0647014436942077e-08
715,CHL,2905.0,3.2174737721145816e-10,2.8111103269276444e-10
716,CHL,2907.0,1.0610023739972686e-09,8.35086140617286e-10
718,CHL,2913.0,1.654561512800412e-10,1.4855235922928947e-10
719,CHL,2918.0,1.419476392679906e-09,1.0176529700414249e-09
720,CHL,2919.0,1.1033253655201428e-09,7.909975403140134e-10
721,COL,2511.0,9.038933193042383e-08,7.897325741577363e-08
722,COL,2514.0,9.747502738982466e-10,8.516403722943319e-10
723,COL,2555.0,1.5515312575504218e-09,1.3930194008743663e-09
724,COL,2805.0,1.7373130317263302e-09,1.517892281490815e-09
725,COL,2903.0,2.14332330300163e-09,1.9243511394937973e-09
726,COL,2905.0,1.330657632321921e-08,1.1625970176492951e-08
727,COL,2907.0,2.0897578585457081e-10,1.6447916307132334e-10
729,COL,2913.0,1.3322972976284285e-10,1.196183431237496e-10
730,COL,2918.0,1.1501929263696999e-09,8.245978965743265e-10
731,COL,2919.0,4.0045684238139525e-10,2.8709607086416364e-10
732,CRI,2514.0,2.100916282751453e-08,1.83557283656475e-08
733,CRI,2805.0,1.2374220477931122e-09,1.081136986249003e-09
734,CRI,2903.0,6.0801495183526e-09,5.4589723526771135e-09
735,CRI,2907.0,4.226491559425574e-10,3.3265566705709597e-10
737,CRI,2913.0,1.1298193784038176e-10,1.0143916250099703e-10
738,CRI,2918.0,6.862206575454603e-09,4.9196625872480624e-09
739,CRI,2919.0,2.4895305413347714e-10,1.7847976637463314e-10
740,ECU,2511.0,4.734595512643691e-08,4.13662123830484e-08
741,ECU,2514.0,4.1563205752302665e-10,3.631381797829791e-10
742,ECU,2555.0,1.8043945229688595e-09,1.6200489452565107e-09
743,ECU,2805.0,1.5418654340128081e-09,1.347129503230593e-09
744,ECU,2903.0,1.324301681932609e-09,1.1890046858967176e-09
745,ECU,2905.0,4.6232390571189285e-09,4.039328982247073e-09
746,ECU,2907.0,8.291823664899861e-10,6.52626911371843e-10
748,ECU,2913.0,5.489290462675632e-11,4.928478285132634e-11
749,ECU,2918.0,1.1315117373073228e-08,8.112049527879619e-09
750,ECU,2919.0,1.7088356780314309e-10,1.2251008273397792e-10
751,GRD,2514.0,8.905217778635554e-10,7.780498438876027e-10
752,GRD,2903.0,1.4869022061347326e-10,1.3349931625733077e-10
753,GRD,2907.0,5.851801859389963e-11,4.60579424719327e-11
755,GRD,2913.0,1.3639863986144246e-11,1.2246350220481473e-11
756,GRD,2918.0,9.229633563238555e-10,6.616921603247664e-10
757,GRD,2919.0,5.171815466454896e-11,3.7077850657364494e-11
758,GTM,2511.0,1.9376451158519006e-07,1.6929226408308425e-07
759,GTM,2514.0,3.8667488607744733e-10,3.378382676609966e-10
760,GTM,2555.0,2.0471573438738447e-09,1.838009954862947e-09
761,GTM,2805.0,1.269306215254393e-08,1.1089942179668518e-08
762,GTM,2903.0,7.833288657145495e-10,7.033002409039877e-10
763,GTM,2905.0,5.018669463732217e-09,4.384816957703435e-09
764,GTM,2907.0,8.738073896726174e-10,6.877500546350799e-10
766,GTM,2913.0,1.25478547529945e-10,1.1265905875381258e-10
767,GTM,2918.0,3.27604434118348e-09,2.348666220153593e-09
768,GTM,2919.0,3.372913755959391e-10,2.4181139743827194e-10
769,GUY,2514.0,1.0699003770494104e-08,9.34773120692985e-09
770,GUY,2805.0,1.7174836478442582e-09,1.5005673272703274e-09
771,GUY,2903.0,1.4314978392379244e-08,1.2852491708845632e-08
772,GUY,2907.0,1.2849778065280355e-09,1.011371118039671e-09
774,GUY,2913.0,2.928641262283825e-10,2.6294372586496087e-10
775,GUY,2918.0,5.554974569944613e-09,3.982480017815619e-09
776,GUY,2919.0,1.9942935329688173e-09,1.4297516657734077e-09
777,HND,2511.0,9.539306121589109e-08,8.334502112351099e-08
778,HND,2514.0,5.111089616723366e-10,4.465564545684208e-10
779,HND,2555.0,2.0533242972785672e-08,1.8435468628016435e-08
780,HND,2805.0,3.808859948910484e-09,3.3278050714820418e-09
781,HND,2903.0,1.0995181476936757e-09,9.87186113007434e-10
782,HND,2905.0,2.408237902569051e-09,2.1040800693648483e-09
783,HND,2907.0,2.172442205867134e-09,1.7098702339155736e-09
785,HND,2913.0,5.2728489012785306e-11,4.734149429226935e-11
786,HND,2918.0,4.0399961403282284e-09,2.8963595959485765e-09
787,HND,2919.0,6.355670727872566e-10,4.556516209905983e-10
788,JAM,2514.0,8.328488483326028e-09,7.276609427584785e-09
789,JAM,2805.0,6.804416222277634e-07,5.94502583888583e-07
790,JAM,2903.0,3.511916108818714e-09,3.153121956145118e-09
791,JAM,2907.0,6.564265101037776e-11,5.166554706717826e-11
793,JAM,2913.0,3.188727768992584e-11,2.862952083431776e-11
794,JAM,2918.0,1.119924085598435e-09,8.028975175687738e-10
795,JAM,2919.0,3.5249803682308483e-10,2.527133779446207e-10
796,LCA,2903.0,3.820461896539194e-09,3.4301452299341898e-09
797,LCA,2907.0,3.077854336342198e-10,2.422495521319919e-10
798,LCA,2913.0,5.991539865326565e-11,5.379415485763007e-11
799,LCA,2918.0,9.663881967752809e-09,6.92824356736668e-09
800,LCA,2919.0,4.774027727804266e-10,3.4226025323942683e-10
801,MEX,2511.0,4.22556067589412e-10,3.6918769489326843e-10
802,MEX,2514.0,8.735466172932978e-10,7.632186276726079e-10
803,MEX,2555.0,6.978613931337863e-10,6.265645342468938e-10
804,MEX,2805.0,1.172524747640463e-09,1.0244361446664044e-09
805,MEX,2903.0,8.514873104852703e-10,7.644952928483102e-10
806,MEX,2905.0,1.2963873726118038e-10,1.1326550545437845e-10
807,MEX,2907.0,3.702345138330089e-10,2.914015263842572e-10
809,MEX,2913.0,1.1174622614644344e-10,1.0032969702605639e-10
810,MEX,2918.0,1.4928461451409871e-09,1.0702533140050602e-09
811,MEX,2919.0,1.055653306573689e-09,7.568204221702892e-10
812,NIC,2514.0,5.317866117737251e-10,4.6462253990542977e-10
813,NIC,2555.0,3.574845348613161e-09,3.209622043713022e-09
814,NIC,2805.0,5.621380446760479e-10,4.911406197754938e-10
815,NIC,2903.0,5.284452521314193e-10,4.744567567921462e-10
816,NIC,2905.0,7.699483663476092e-10,6.727047233762978e-10
817,NIC,2907.0,1.6994438151042133e-10,1.3375860521448256e-10
819,NIC,2913.0,1.4213669179374793e-10,1.2761532729762397e-10
820,NIC,2918.0,1.1098194259042066e-08,7.956532710267968e-09
821,NIC,2919.0,1.3770262103761168e-09,9.872195268908192e-10
822,PAN,2514.0,5.673317215298056e-10,4.956783408798148e-10
823,PAN,2555.0,2.7741965563253696e-08,2.490771362802858e-08
824,PAN,2805.0,4.593210506410387e-10,4.0130930049001706e-10
825,PAN,2903.0,2.8996980407338624e-09,2.6034510150939634e-09
827,PAN,2907.0,5.300838377055544e-10,4.172145860196452e-10
829,PAN,2913.0,3.7969070777418334e-10,3.408996884124767e-10
830,PAN,2918.0,7.009473498408788e-09,5.025241392437098e-09
831,PAN,2919.0,3.0832190360209473e-10,2.2104256368584218e-10
832,PER,2511.0,1.8376540807345903e-09,1.6055603649190416e-09
833,PER,2514.0,5.402530954003375e-10,4.72019715839483e-10
834,PER,2555.0,2.852577284413898e-08,2.5611443406920454e-08
835,PER,2805.0,1.0054153179175135e-09,8.784324545376621e-10
836,PER,2903.0,9.968165486826404e-10,8.949770007340112e-10
837,PER,2905.0,5.066130364663665e-10,4.4262835983610836e-10
838,PER,2907.0,1.7810771029660265e-10,1.4018373950043062e-10
840,PER,2913.0,4.3152409960814644e-10,3.8743753293636443e-10
841,PER,2918.0,2.0869595823163867e-09,1.4961859374716653e-09
842,PER,2919.0,3.8128695368443517e-10,2.7335276786284057e-10
843,PRY,2511.0,3.085499472048053e-10,2.695804237715224e-10
844,PRY,2514.0,2.1617382146215797e-10,1.8887130244555226e-10
845,PRY,2555.0,5.664849967709765e-10,5.086101791156328e-10
846,PRY,2805.0,9.929367780415848e-10,8.675299407039137e-10
847,PRY,2903.0,2.1121283083290674e-09,1.896343174731515e-09
848,PRY,2905.0,4.891171720058951e-09,4.273422040670643e-09
849,PRY,2907.0,4.8746621722810376e-11,3.8367141488353795e-11
851,PRY,2913.0,2.2543605488742204e-10,2.024044289062941e-10
852,PRY,2918.0,1.627771657155285e-08,1.1669842978691034e-08
853,PRY,2919.0,3.321717376029265e-09,2.381410195186434e-09
854,SLV,2514.0,3.611985568771042e-10,3.1557957118676704e-10
855,SLV,2555.0,6.451111497682419e-10,5.792035081306284e-10
856,SLV,2805.0,4.34139696553565e-09,3.793083240920662e-09
857,SLV,2903.0,1.1288629818209213e-09,1.0135329384779256e-09
858,SLV,2905.0,5.543945276531174e-10,4.84375100547782e-10
859,SLV,2907.0,1.0947090838060748e-09,8.616157760799255e-10
861,SLV,2913.0,8.096185668555348e-10,7.269040603915828e-10
862,SLV,2918.0,1.8595393408210934e-08,1.3331435047840141e-08
863,SLV,2919.0,3.2861027122777547e-09,2.355877281408752e-09
864,SUR,2514.0,1.7247303353381078e-07,1.5068987659992245e-07
865,SUR,2555.0,3.0401348625074306e-07,2.7295401392258105e-07
866,SUR,2805.0,1.6029372657979464e-09,1.400488028948352e-09
867,SUR,2903.0,1.0025306764674532e-07,9.001073458847024e-08
868,SUR,2907.0,1.2907411690589742e-09,1.0159073040943805e-09
870,SUR,2913.0,9.305901180731655e-10,8.355165791403714e-10
871,SUR,2918.0,1.3968980142693746e-08,1.0014660479012004e-08
872,SUR,2919.0,6.228363549506879e-10,4.465246972291653e-10
873,TTO,2514.0,8.76050070973648e-09,7.65405897870367e-09
874,TTO,2805.0,1.2962200683250585e-08,1.1325088806068638e-08
875,TTO,2903.0,1.5902934187637345e-08,1.427821434237983e-08
876,TTO,2907.0,1.627288801644193e-09,1.2807948015376222e-09
877,TTO,2913.0,5.589041008885429e-10,5.018037838278502e-10
878,TTO,2918.0,3.06783157263855e-08,2.1993940354219675e-08
879,TTO,2919.0,1.285595324903978e-09,9.216707705789406e-10
880,URY,2511.0,3.6360003475046946e-10,3.176777450112793e-10
881,URY,2514.0,7.356066898525053e-10,6.427003633482289e-10
882,URY,2555.0,5.913535686706176e-10,5.30938058724667e-10
883,URY,2805.0,1.2401035146282763e-09,1.0834797867333378e-09
884,URY,2903.0,4.549400570347864e-08,4.0846120411709006e-08
885,URY,2905.0,6.163763309528824e-11,5.3852866936554886e-11
886,URY,2907.0,3.0682330893916233e-09,2.4149228992591293e-09
888,URY,2913.0,2.3349955807730173e-09,2.0964412602992724e-09
889,URY,2918.0,3.2070757118044485e-08,2.2992211354102318e-08
890,URY,2919.0,5.795446775756497e-09,4.154879682733513e-09
891,VCT,2514.0,7.852662072681607e-09,6.860879376144972e-09
892,VCT,2903.0,3.605313101837049e-09,3.2369770654925623e-09
893,VCT,2907.0,3.260437445546803e-10,2.5662017257020497e-10
895,VCT,2913.0,8.433092462556163e-10,7.571527387888509e-10
896,VCT,2918.0,1.8437523835189666e-08,1.3218254976165295e-08
897,VCT,2919.0,3.0666897829928615e-10,2.1985754620169506e-10
898,VEN,2511.0,2.0234004542576303e-06,1.7678471730743754e-06
899,VEN,2514.0,4.220724772970842e-10,3.6876518152997497e-10
900,VEN,2555.0,6.549582893746023e-09,5.880446168405074e-09
901,VEN,2805.0,2.0016146417049136e-09,1.748812885000847e-09
902,VEN,2903.0,7.699104970442506e-09,6.912527569781256e-09
903,VEN,2905.0,4.079650785580922e-09,3.5643953193961247e-09
904,VEN,2907.0,4.3088542666234857e-10,3.3913821195712005e-10
906,VEN,2913.0,4.281575203139733e-10,3.84414899490507e-10
907,VEN,2918.0,4.398419785042106e-09,3.153321168861753e-09
908,VEN,2919.0,8.425059367606347e-10,6.040105163026357e-10
909,BDI,2511.0,1.2255495303543445e-09,1.1030824796715274e-09
910,BDI,2514.0,2.629830455298323e-10,2.3670360339556657e-10
911,BDI,2555.0,1.504372701492517e-09,1.2837656836128867e-09
912,BDI,2805.0,1.2385466141604193e-09,1.1147807873108428e-09
913,BDI,2903.0,1.7988370379712896e-10,1.535048633538954e-10
914,BDI,2905.0,1.5549209800855554e-10,1.3995404085464717e-10
915,BDI,2907.0,8.228603956520339e-12,6.2071537785198656e-12
917,BDI,2913.0,6.542311966932452e-11,5.582922095239565e-11
918,BDI,2918.0,4.4613206245254483e-10,3.06927023501645e-10
919,BDI,2919.0,2.980423627378214e-11,2.0504523877892675e-11
920,BEN,2514.0,2.1543019481227e-10,1.9390262702881594e-10
921,BEN,2555.0,9.617505778614083e-10,8.207157620105759e-10
922,BEN,2805.0,4.1363189515087e-10,3.7229837332019785e-10
923,BEN,2903.0,9.453193719154896e-11,8.066940915077683e-11
924,BEN,2905.0,1.1671643536294346e-10,1.050531632951238e-10
925,BEN,2907.0,1.2305085100516081e-12,9.28220095173663e-13
927,BEN,2913.0,1.0393396515769018e-11,8.869268745629638e-12
928,BEN,2918.0,4.948432470713387e-10,3.4043902625727717e-10
929,BEN,2919.0,1.9451435774215524e-10,1.3382071784290186e-10
930,BFA,2514.0,3.002124518949896e-10,2.7021273939768543e-10
