,ISO3,FBS Code2,EnergyI-BaU_low,EnergyI-HalfW_low
57,IND,946.0,3.1929202390277894e-09,2.8527376003090213e-09
58,IND,960.0,3.009109217560593e-09,2.674124060272927e-09
59,IND,976.0,1.6977792495092205e-08,1.516893107099388e-08
60,IND,1016.0,7.769519061220673e-09,6.941732803513652e-09
61,IND,1049.0,2.5524311035628555e-09,2.2804879659471613e-09
62,IND,1052.0,8.685526232166525e-10,7.760146012452941e-10
63,IND,1053.0,1.1706324725178143e-09,1.0459100198228347e-09
64,IND,2511.0,3.027196739130072e-11,2.711940747868484e-11
65,IND,2514.0,4.442326542675916e-11,3.979697193345482e-11
66,IND,2555.0,8.488381934482202e-11,7.24701183250517e-11
67,IND,2731.0,3.935631865511094e-08,3.51631865603271e-08
68,IND,2735.0,1.3763352363995805e-07,1.2296966368013042e-07
69,IND,2805.0,2.62425767375385e-10,2.350964252295275e-10
70,IND,2903.0,2.4916014006961496e-11,2.1272210619293866e-11
71,IND,2905.0,2.8029216181132552e-11,2.511021913768053e-11
72,IND,2907.0,1.179738671190035e-11,9.013947705332803e-12
74,IND,2913.0,2.2780940294184404e-11,1.9449377412777673e-11
75,IND,2918.0,4.532928529716681e-11,3.149635726354802e-11
76,IND,2919.0,2.548034526276038e-11,1.7704626321223182e-11
78,IRN,946.0,3.5033639789335683e-09,3.130105797229414e-09
79,IRN,960.0,1.086068012344606e-09,9.651629079977131e-10
80,IRN,976.0,7.010924859368207e-09,6.263961346353834e-09
81,IRN,1016.0,1.0625968010194558e-08,9.49384770463069e-09
83,IRN,1052.0,8.078819817374587e-10,7.218079793362967e-10
84,IRN,1053.0,1.2550559989518062e-09,1.121338827991956e-09
85,IRN,2511.0,3.272824079827918e-11,2.9319881552333883e-11
86,IRN,2514.0,3.706161598704257e-11,3.320197371975174e-11
87,IRN,2555.0,4.111339428178673e-11,3.5100830421426364e-11
88,IRN,2731.0,3.0641649804199854e-09,2.7377002865113434e-09
89,IRN,2735.0,2.7150101514623815e-08,2.4257453880701262e-08
90,IRN,2805.0,4.105684297066916e-10,3.6781132851970624e-10
91,IRN,2903.0,3.737919316540719e-11,3.191273169021543e-11
92,IRN,2905.0,1.1252818910405338e-11,1.0080936510351476e-11
93,IRN,2907.0,4.607611250351593e-11,3.520505673962277e-11
95,IRN,2913.0,5.572718281840306e-11,4.757744837523988e-11
96,IRN,2918.0,9.443582557336643e-11,6.561728210002818e-11
97,IRN,2919.0,6.399378191209606e-11,4.4465095898499274e-11
99,KAZ,960.0,1.9485584311935505e-09,1.7427435794245134e-09
100,KAZ,976.0,1.1797203694457147e-08,1.0335002816533203e-08
101,KAZ,1016.0,5.529086998740812e-08,4.843785966982312e-08
102,KAZ,1049.0,3.254677938151025e-09,2.8512778560824156e-09
103,KAZ,1052.0,5.841673471190096e-09,5.117629002742677e-09
104,KAZ,1053.0,1.1100784307804587e-08,9.724900922139007e-09
105,KAZ,2511.0,1.739169537478459e-11,1.4689673616380295e-11
106,KAZ,2514.0,2.066531928067536e-11,1.7454698283845246e-11
107,KAZ,2555.0,2.4744644487447676e-11,2.0947260332425442e-11
108,KAZ,2731.0,5.879013755256235e-09,5.150341156485941e-09
109,KAZ,2735.0,1.320889202592892e-08,1.1571719860647886e-08
110,KAZ,2805.0,4.910222819803053e-10,4.1473570604960493e-10
111,KAZ,2903.0,5.317379007259607e-11,4.501358765034731e-11
112,KAZ,2905.0,1.3311965440013808e-12,1.1243781775861465e-12
113,KAZ,2907.0,5.871717743799686e-12,4.824239234891216e-12
115,KAZ,2913.0,1.3516187353970663e-12,1.1441954453986325e-12
116,KAZ,2918.0,1.3042486788668673e-11,9.321712556035709e-12
117,KAZ,2919.0,6.806512710376613e-11,4.864743666082016e-11
119,KGZ,960.0,2.125066217306887e-09,1.9006078785099832e-09
120,KGZ,976.0,6.771852508422392e-09,5.932517277850846e-09
121,KGZ,1016.0,1.9402034889742573e-08,1.6997255487432017e-08
122,KGZ,1049.0,9.967088253772088e-10,8.731720485912115e-10
123,KGZ,1052.0,3.4635629934269066e-09,3.0342727157560045e-09
124,KGZ,1053.0,8.84297636050423e-09,7.746936304514933e-09
125,KGZ,2511.0,2.798381964435531e-11,2.3636176247154528e-11
126,KGZ,2514.0,4.100916257794135e-11,3.463786597966999e-11
127,KGZ,2731.0,4.054476628043442e-09,3.551945736944844e-09
128,KGZ,2735.0,1.1189806858548243e-08,9.80288959949845e-09
129,KGZ,2805.0,1.0590143348948288e-09,8.944829471442932e-10
130,KGZ,2903.0,5.940502398249508e-11,5.028855852208907e-11
131,KGZ,2905.0,1.6623124854429102e-11,1.4040510331726483e-11
132,KGZ,2907.0,1.559156456079499e-11,1.2810124867966179e-11
134,KGZ,2913.0,1.1342201501407493e-10,9.60159470924433e-11
135,KGZ,2918.0,1.4586923740670532e-10,1.042555092373022e-10
136,KGZ,2919.0,2.97632315128537e-10,2.1272345787814785e-10
138,LKA,946.0,1.2811901206832579e-08,1.1446885474127787e-08
139,LKA,960.0,5.3736730098055535e-09,4.775455873685286e-09
140,LKA,976.0,8.270707720905771e-08,7.389523423791568e-08
141,LKA,1016.0,5.621925813527772e-09,5.022950137734077e-09
142,LKA,1049.0,6.461673679060001e-09,5.773228920617944e-09
143,LKA,1052.0,6.046112150301984e-10,5.401942477618395e-10
144,LKA,1053.0,3.1534857733814316e-10,2.8175045927561257e-10
145,LKA,2514.0,8.45926720376954e-11,7.578308713956493e-11
146,LKA,2555.0,2.382767036788402e-11,2.0343030088645733e-11
147,LKA,2731.0,8.75800348177271e-09,7.824901333488302e-09
148,LKA,2735.0,9.980405850636986e-09,8.917065540329792e-09
149,LKA,2805.0,2.3456014099969504e-10,2.1013275945376791e-10
150,LKA,2903.0,1.533158419154569e-10,1.3089440709050578e-10
151,LKA,2905.0,6.88532964169928e-10,6.1682829452297e-10
152,LKA,2907.0,2.408297762306329e-11,1.8400914218062827e-11
154,LKA,2913.0,2.3026839237422572e-12,1.9659315250754588e-12
155,LKA,2918.0,2.296421318683841e-10,1.59563306164492e-10
156,LKA,2919.0,5.6934384192255265e-11,3.955998188242898e-11
158,MDV,2514.0,1.1017150708412596e-10,9.869811084739171e-11
159,MDV,2903.0,5.355251252278452e-12,4.572080932603263e-12
160,MDV,2905.0,7.68199190618926e-11,6.881979821759906e-11
161,MDV,2907.0,8.491916529460964e-12,6.488359954954991e-12
162,MDV,2913.0,1.2979603034497825e-11,1.1081421347231554e-11
163,MDV,2918.0,8.826557115960754e-11,6.132997564574176e-11
164,MDV,2919.0,1.3694063917181672e-11,9.515109861049895e-12
166,PAK,946.0,2.7056214630849688e-09,2.417356996771011e-09
167,PAK,960.0,3.320619851695283e-09,2.9509561795290566e-09
168,PAK,976.0,1.2244010312291479e-08,1.0939499261366076e-08
169,PAK,1016.0,1.2544583192014692e-08,1.120804826711282e-08
170,PAK,1052.0,1.3196267987027905e-09,1.1790300744190022e-09
171,PAK,1053.0,1.2732756095505194e-09,1.1376172703979472e-09
172,PAK,2511.0,4.2696906071962654e-11,3.825039776494472e-11
173,PAK,2514.0,3.71088215955683e-11,3.32442632781521e-11
174,PAK,2555.0,0.0,0.0
175,PAK,2731.0,1.3079208639050392e-08,1.168571322604244e-08
176,PAK,2735.0,2.678654421983667e-07,2.393263099535987e-07
177,PAK,2805.0,3.2898263157172926e-10,2.9472197573678823e-10
178,PAK,2903.0,1.2456687984353155e-10,1.0634979188402772e-10
179,PAK,2905.0,3.38905852722572e-11,3.036117804333982e-11
180,PAK,2907.0,2.749709210282336e-11,2.1009513065596877e-11
182,PAK,2913.0,1.9291504791764876e-11,1.6470248932228153e-11
183,PAK,2918.0,1.3541518337795312e-10,9.40911590954967e-11
184,PAK,2919.0,9.983983455742708e-11,6.937217469322853e-11
186,BRN,946.0,1.004528029504785e-08,8.975028080266708e-09
187,BRN,960.0,9.443291209311932e-09,8.392029137266223e-09
188,BRN,976.0,1.150081087663619e-08,1.0275482369021829e-08
189,BRN,1016.0,2.1340744132900502e-08,1.906704165746294e-08
190,BRN,1049.0,2.0269003726757517e-09,1.8109487467100364e-09
191,BRN,1052.0,7.088662225059752e-10,6.33341635601758e-10
192,BRN,1053.0,1.3833965212520268e-09,1.2360055926464396e-09
193,BRN,2731.0,2.273168175229005e-10,2.0309784898592288e-10
194,BRN,2805.0,1.5873896439091053e-09,1.4220769342195613e-09
195,BRN,2903.0,3.261988352497954e-08,2.7849439823172566e-08
196,BRN,2907.0,1.6565642098511997e-10,1.2657195633895907e-10
197,BRN,2913.0,8.380953249935846e-10,7.155293887428349e-10
198,BRN,2918.0,1.2514221964041128e-09,8.695314811844486e-10
199,BRN,2919.0,6.084391362483439e-10,4.227645832660015e-10
201,CPR,946.0,1.6783582805450316e-08,1.4910344476976716e-08
202,CPR,960.0,1.8951749165026876e-09,1.7903037518293296e-09
203,CPR,976.0,6.162061598902552e-09,5.474305587371386e-09
204,CPR,1016.0,1.1590870118268033e-08,1.0297197461030148e-08
205,CPR,1049.0,5.508837369338073e-10,4.893988595676908e-10
206,CPR,1052.0,1.7334731775965243e-09,1.5399978967047575e-09
207,CPR,1053.0,1.8296581505414272e-09,1.6254475350055534e-09
208,CPR,2511.0,2.5319797941578662e-11,2.0845211262470854e-11
209,CPR,2514.0,1.2661940008715742e-11,1.0424285971136593e-11
210,CPR,2555.0,6.295155341557224e-11,5.7158522121411986e-11
211,CPR,2731.0,5.053093891339647e-09,4.489111262341068e-09
212,CPR,2735.0,1.0622425829979525e-09,9.436842546794971e-10
213,CPR,2805.0,1.0213991845290256e-10,8.408946166928019e-11
214,CPR,2903.0,8.458350441662836e-11,7.679982218053502e-11
215,CPR,2905.0,1.6558433786815897e-11,1.3632180290625652e-11
216,CPR,2907.0,3.538498330790689e-11,2.580386601816872e-11
218,CPR,2913.0,2.0670012911757897e-11,1.876788301739234e-11
219,CPR,2918.0,1.0280552367326273e-10,7.954327251932825e-11
220,CPR,2919.0,1.0803398779049491e-10,8.358866941314022e-11
222,IDN,946.0,1.272479142280188e-08,1.136905660974787e-08
223,IDN,960.0,3.5383690236823167e-09,3.144464709068931e-09
224,IDN,976.0,1.2649168790863531e-08,1.1301491024197717e-08
225,IDN,1016.0,1.2065747826973381e-08,1.0780229359044208e-08
226,IDN,1049.0,1.4393550643490789e-09,1.2860021562937925e-09
227,IDN,1052.0,8.501785504713852e-10,7.595981535211887e-10
228,IDN,1053.0,2.0723524281569325e-09,1.8515582132722126e-09
229,IDN,2514.0,3.4075148077678855e-11,3.05265202512294e-11
230,IDN,2555.0,7.1579588060197e-11,6.111154347695323e-11
231,IDN,2731.0,1.675319079638039e-08,1.496825906447875e-08
232,IDN,2735.0,1.4708604922854282e-09,1.3141509079566953e-09
233,IDN,2805.0,3.3676387822524755e-10,3.016928737944267e-10
234,IDN,2903.0,9.457266578237111e-11,8.074203461230191e-11
235,IDN,2907.0,5.931760298369402e-12,4.53223908275685e-12
237,IDN,2913.0,4.30573563263942e-12,3.676050078592565e-12
238,IDN,2918.0,1.9424973395442e-10,1.3497144238803978e-10
239,IDN,2919.0,2.3077027900108318e-11,1.6034718186216504e-11
241,JPN,960.0,3.478753109087949e-10,3.286253257499394e-10
242,JPN,976.0,9.130040737313544e-08,8.111024568482948e-08
243,JPN,1016.0,7.521090959386814e-08,6.681651846750837e-08
244,JPN,1049.0,2.818738506471809e-10,2.504135297522125e-10
245,JPN,1052.0,2.574182105370631e-10,2.2868741664074906e-10
246,JPN,1053.0,3.039856439277108e-10,2.700573959420545e-10
247,JPN,2511.0,3.691656945119592e-11,3.0392568340056703e-11
248,JPN,2514.0,1.9142728938104824e-11,1.5759771455353485e-11
249,JPN,2555.0,9.342685199076952e-11,8.482937269229163e-11
250,JPN,2731.0,3.3180101090081324e-09,2.9476825226695058e-09
251,JPN,2735.0,1.4310541621027885e-09,1.2713322756827996e-09
252,JPN,2805.0,3.1758851843289404e-10,2.614633725175783e-10
253,JPN,2903.0,2.257620955830506e-10,2.0498664503754754e-10
254,JPN,2905.0,4.068749246300287e-11,3.34970831160829e-11
255,JPN,2907.0,4.244837281653783e-11,3.095471644895369e-11
257,JPN,2913.0,1.7542964311619086e-11,1.592859682208853e-11
258,JPN,2918.0,1.3342825444708514e-10,1.0323686535554352e-10
259,JPN,2919.0,1.4593073397613832e-10,1.1291035468582007e-10
261,KOR,960.0,3.183119359533559e-10,3.0069786605290477e-10
262,KOR,976.0,2.255978797229394e-06,2.0041859589433087e-06
263,KOR,1016.0,9.229416170881798e-09,8.199308575790993e-09
264,KOR,1049.0,3.377824214201098e-10,3.000820694855221e-10
265,KOR,1052.0,7.481722516346022e-10,6.646677368770497e-10
266,KOR,1053.0,6.442882025347507e-10,5.723783267018313e-10
267,KOR,2511.0,1.5051401574577968e-09,1.2391475095586889e-09
268,KOR,2514.0,6.955440231949286e-10,5.726255059104643e-10
269,KOR,2555.0,1.9103675374140262e-11,1.734568556656075e-11
270,KOR,2731.0,6.052110605775292e-09,5.376626372979763e-09
271,KOR,2735.0,1.257822594171734e-09,1.117435316846333e-09
272,KOR,2805.0,2.970088948000726e-10,2.445206384832026e-10
273,KOR,2903.0,4.5922808370994507e-10,4.16968242359773e-10
274,KOR,2905.0,1.6970972172454804e-10,1.3971813719864048e-10
275,KOR,2907.0,6.412909053974745e-11,4.676499196722494e-11
276,KOR,2913.0,1.0180392271147992e-10,9.243555484543787e-11
277,KOR,2918.0,5.136836681296417e-11,3.974502394698759e-11
278,KOR,2919.0,7.046291426407268e-11,5.4518965436395934e-11
280,MNG,960.0,7.250624537057582e-09,6.849404874856878e-09
281,MNG,976.0,1.7140076636330015e-08,1.5227049550258643e-08
282,MNG,1016.0,2.981317358427482e-08,2.648568504390403e-08
283,MNG,1049.0,1.1060839765237803e-08,9.826324511044291e-09
284,MNG,1052.0,7.054962841463879e-09,6.267548917167841e-09
285,MNG,1053.0,6.370043956214656e-08,5.65907475308552e-08
286,MNG,2511.0,8.702902911871947e-11,7.164901166009562e-11
287,MNG,2731.0,1.8386852624069365e-08,1.6334671187325295e-08
288,MNG,2735.0,3.4969616252648605e-08,3.106661018679227e-08
289,MNG,2903.0,4.1295433231962425e-09,3.749527701596844e-09
290,MNG,2905.0,8.788176370154858e-10,7.235104856303228e-10
291,MNG,2907.0,2.4221139076148564e-10,1.7662832340200937e-10
292,MNG,2913.0,0.0,0.0
293,MNG,2918.0,4.003488203922281e-09,3.097601586512101e-09
294,MNG,2919.0,6.936493621789813e-08,5.3669431638730794e-08
296,MYS,946.0,1.572672566066087e-08,1.4051156390794363e-08
297,MYS,960.0,1.2271594509832731e-08,1.0905475263293951e-08
298,MYS,976.0,2.964419022197189e-08,2.648581541225158e-08
299,MYS,1016.0,4.6243548756596254e-08,4.131663193372913e-08
300,MYS,1049.0,5.904946886313316e-10,5.275817355068939e-10
301,MYS,1052.0,4.829931061325501e-10,4.3153367181320913e-10
302,MYS,1053.0,2.9273845621749003e-10,2.6154928359949607e-10
303,MYS,2514.0,1.475312600918441e-11,1.3216717323183676e-11
304,MYS,2731.0,1.1527466439668667e-08,1.0299297973931305e-08
305,MYS,2735.0,2.2046614112101028e-09,1.9697706277888234e-09
306,MYS,2805.0,4.0668008406560954e-10,3.643279199755767e-10
307,MYS,2903.0,9.044066115101309e-10,7.72143085172055e-10
308,MYS,2907.0,9.388712815075187e-12,7.17356889302507e-12
310,MYS,2913.0,2.9570923167469177e-12,2.524636989085045e-12
311,MYS,2918.0,4.697962201439541e-11,3.264306836896737e-11
312,MYS,2919.0,4.5266474096110396e-11,3.145271386578308e-11
314,PHL,946.0,6.012899299152314e-08,5.3722682163794184e-08
315,PHL,960.0,3.375656231463792e-08,2.9998657061326134e-08
316,PHL,976.0,9.7101273519054e-07,8.675583267624654e-07
317,PHL,1016.0,1.0026694890727576e-08,8.958422816823756e-09
318,PHL,1049.0,5.063591974081481e-10,4.5241027447286326e-10
319,PHL,1052.0,2.163926281983698e-09,1.933375532985893e-09
320,PHL,1053.0,7.295290016540806e-10,6.518029445571704e-10
321,PHL,2514.0,3.6825680726479985e-11,3.2990609047377484e-11
322,PHL,2555.0,2.613625335806878e-11,2.2313997980444496e-11
323,PHL,2731.0,7.3088618409430416e-09,6.530155289901859e-09
324,PHL,2735.0,2.6621525047498373e-09,2.3785193426470062e-09
325,PHL,2805.0,6.734778943321392e-10,6.033410781728236e-10
326,PHL,2903.0,1.0804970971261987e-10,9.224814939172159e-11
328,PHL,2907.0,2.846178549449178e-12,2.1746599676092373e-12
330,PHL,2913.0,1.2456308114776063e-12,1.0634654872256155e-12
331,PHL,2918.0,6.535298399345744e-11,4.5409516576373744e-11
332,PHL,2919.0,1.745834285800816e-11,1.2130661233251468e-11
334,SGP,976.0,0.0,0.0
335,SGP,1016.0,9.903482866713186e-09,8.848338145926038e-09
336,SGP,1049.0,0.0,0.0
337,SGP,1052.0,2.6085123105929787e-10,2.3305941245696075e-10
338,SGP,1053.0,1.7796434500451617e-11,1.590035267098733e-11
339,SGP,2731.0,1.9240986370552417e-09,1.7190997950835614e-09
340,SGP,2735.0,0.0,0.0
341,SGP,2907.0,7.85482783887391e-08,6.001584003564177e-08
342,SGP,2913.0,2.7998412935560845e-09,2.390382895132447e-09
343,SGP,2918.0,5.704512085290875e-10,3.9636925549271493e-10
344,SGP,2919.0,2.50301001567354e-07,1.7391780428715511e-07
346,THA,946.0,4.924159447574303e-08,4.3995257489705974e-08
347,THA,960.0,2.5247377633081398e-09,2.243674626145736e-09
348,THA,976.0,1.1081653999899028e-06,9.900983636457095e-07
349,THA,1016.0,2.757924818583624e-07,2.4640878067140666e-07
350,THA,1049.0,9.51635418247988e-10,8.502455232794837e-10
351,THA,1052.0,2.1692313105756513e-09,1.938115349016997e-09
352,THA,1053.0,9.100013840729886e-10,8.130472953714367e-10
353,THA,2511.0,1.2962420762067007e-11,1.1612498322711595e-11
354,THA,2514.0,2.3721092958732574e-11,2.1250749165794118e-11
355,THA,2555.0,8.165068432294757e-11,6.970980806327738e-11
356,THA,2731.0,1.8050220438219225e-08,1.612709954623022e-08
357,THA,2735.0,1.2638009175568578e-10,1.1291520385480293e-10
358,THA,2805.0,4.682028882840964e-10,4.194436637019643e-10
359,THA,2903.0,1.5489782872220683e-10,1.3224503871804964e-10
360,THA,2905.0,5.3050314254952026e-11,4.752558928712924e-11
361,THA,2907.0,3.1145067225918114e-12,2.3796796198119906e-12
363,THA,2913.0,4.122761832433122e-12,3.5198349948029405e-12
364,THA,2918.0,5.437034426909796e-10,3.7778398146256323e-10
365,THA,2919.0,7.088700312991993e-11,4.925474472596094e-11
367,ALB,946.0,9.813193077262404e-07,8.679343926508303e-07
368,ALB,960.0,2.2428397808446092e-09,2.100924186227325e-09
369,ALB,976.0,4.378238598272478e-09,3.872362266545908e-09
370,ALB,1016.0,3.077513930596267e-09,2.7219276775625146e-09
371,ALB,1049.0,1.903427349017221e-09,1.6834989866367896e-09
372,ALB,1052.0,1.4873454522287532e-09,1.315492583890203e-09
373,ALB,1053.0,2.2814779275558632e-09,2.0178683368491146e-09
374,ALB,2511.0,3.709768922627394e-11,3.045263731437536e-11
375,ALB,2514.0,4.8584838756259727e-11,3.98821733773629e-11
376,ALB,2555.0,1.6875621565871575e-11,1.5186540524719987e-11
377,ALB,2731.0,2.493303201241886e-09,2.2052186099123885e-09
378,ALB,2735.0,1.0402984201446032e-07,9.200988611504118e-08
379,ALB,2903.0,1.8939252612631454e-10,1.7043622730395215e-10
380,ALB,2905.0,1.0913201565150066e-10,8.958395418516152e-11
381,ALB,2907.0,6.236092410228052e-11,4.5130072671343856e-11
383,ALB,2913.0,6.700790609761977e-11,6.030108446411925e-11
384,ALB,2918.0,1.4937153198719843e-10,1.1593941806680227e-10
385,ALB,2919.0,7.890382420975137e-11,6.12436877390255e-11
387,AUT,960.0,9.344984445594813e-10,8.753680940274233e-10
388,AUT,976.0,7.73962404453225e-09,6.84536199537495e-09
389,AUT,1016.0,8.5934558458129e-09,7.600539214487835e-09
390,AUT,1049.0,5.539403946718738e-10,4.899362686833211e-10
391,AUT,1052.0,2.805830256134185e-09,2.4816352435598045e-09
392,AUT,1053.0,1.9583286585700575e-09,1.7320568152531298e-09
393,AUT,2511.0,4.300119160481004e-11,3.5298686234608036e-11
394,AUT,2514.0,3.001113221897949e-11,2.4635446140162203e-11
395,AUT,2555.0,2.1499208879997185e-11,1.9347352963033483e-11
396,AUT,2731.0,4.774278450943579e-09,4.2226423499879316e-09
397,AUT,2735.0,5.271172486118932e-09,4.6621235863563626e-09
398,AUT,2903.0,1.7537619065861383e-09,1.5782278691851568e-09
399,AUT,2905.0,2.137439220227293e-11,1.7545745493226964e-11
400,AUT,2907.0,4.3418603617688636e-11,3.142167574907544e-11
402,AUT,2913.0,6.974994745821474e-11,6.27686748921571e-11
403,AUT,2918.0,1.0833227899104222e-10,8.40855095812255e-11
404,AUT,2919.0,9.406838747622834e-11,7.301414103064216e-11
406,BGR,946.0,1.7225178456816867e-08,1.5234923724124072e-08
407,BGR,960.0,1.1966006262398955e-09,1.120885770973551e-09
408,BGR,976.0,3.1656435039173555e-09,2.799874465211326e-09
409,BGR,1016.0,2.410784687100932e-09,2.1322345608984888e-09
410,BGR,1049.0,1.240728884780837e-09,1.0973709195142153e-09
411,BGR,1052.0,4.328019462285978e-09,3.827945617501384e-09
412,BGR,1053.0,2.87887377924512e-09,2.5462390736987016e-09
413,BGR,2511.0,1.8845948839595555e-11,1.5470204663071398e-11
414,BGR,2514.0,2.3439951688375786e-11,1.9241315626932445e-11
415,BGR,2555.0,2.773379556937816e-11,2.495791984162738e-11
416,BGR,2731.0,6.183594380513366e-09,5.469121203255872e-09
417,BGR,2735.0,3.711132539307928e-09,3.282335872932331e-09
418,BGR,2805.0,4.802496332394703e-10,3.942258455021374e-10
419,BGR,2903.0,2.5869292906097375e-10,2.3280035258601084e-10
420,BGR,2905.0,2.6444241941165203e-11,2.170746819231955e-11
421,BGR,2907.0,1.351082562312591e-10,9.77767008746474e-11
422,BGR,2913.0,6.567814703284888e-12,5.910442099033664e-12
423,BGR,2918.0,1.7966125972448137e-10,1.3944974403415884e-10
424,BGR,2919.0,1.0766748568206647e-10,8.356950932098878e-11
426,BLR,960.0,1.172453277304928e-09,1.0982663445463815e-09
427,BLR,976.0,4.437265337312192e-08,3.924568858727711e-08
428,BLR,1016.0,1.5095046887122502e-08,1.3350914680734496e-08
429,BLR,1049.0,8.397597019653807e-10,7.42731057220057e-10
430,BLR,1052.0,3.0600130172790443e-09,2.7064488783060188e-09
431,BLR,1053.0,2.1743019313437242e-09,1.9230758137154712e-09
432,BLR,2511.0,3.6772651286998474e-11,3.018582116801664e-11
433,BLR,2514.0,6.644824391978648e-11,5.4545830602119326e-11
434,BLR,2731.0,6.319605483500844e-09,5.589417128482016e-09
435,BLR,2735.0,6.882343319996003e-09,6.087134353135178e-09
436,BLR,2903.0,3.863940590775793e-10,3.477198759042949e-10
437,BLR,2905.0,2.6406520462821528e-11,2.16765035009083e-11
438,BLR,2907.0,1.2570295046969759e-11,9.097016074353413e-12
440,BLR,2913.0,4.9473027047671085e-11,4.452127153997491e-11
441,BLR,2918.0,1.2075828084416622e-11,9.373034219813721e-12
442,BLR,2919.0,4.281767131385971e-11,3.323428386293821e-11
444,CAN,960.0,1.1303971850990536e-09,1.0096358322653872e-09
445,CAN,976.0,5.4593044185183033e-08,4.7941402776806665e-08
446,CAN,1049.0,1.0414080749506324e-09,9.145224400176896e-10
447,CAN,1052.0,4.0104185866563776e-09,3.5217873565414267e-09
448,CAN,1053.0,1.3271989019799079e-09,1.1654923823065242e-09
449,CAN,2511.0,1.9676417150151363e-11,1.607027611303081e-11
450,CAN,2514.0,2.6493656439113198e-11,2.163810469006297e-11
451,CAN,2555.0,1.9495840868043932e-11,1.74667605604412e-11
452,CAN,2731.0,6.823154328040622e-09,5.991818092050775e-09
453,CAN,2735.0,1.075420296395933e-08,9.443905968860265e-09
454,CAN,2903.0,7.438735331660668e-12,6.6645296189087796e-12
455,CAN,2905.0,2.6769066711983446e-11,2.1863039905433526e-11
456,CAN,2907.0,3.055860727589521e-11,2.1500777689079836e-11
458,CAN,2913.0,1.8926886732370636e-11,1.695702180513737e-11
459,CAN,2918.0,4.744726801245982e-11,3.671933646601532e-11
460,CAN,2919.0,7.338785210916008e-11,5.6794697503063165e-11
462,CHE,960.0,8.032347514909352e-10,7.524101057232488e-10
463,CHE,976.0,7.505979028433956e-09,6.638713105919146e-09
464,CHE,1016.0,2.315610559656044e-09,2.0480571704715633e-09
465,CHE,1049.0,4.696410361148285e-10,4.1537713997363206e-10
466,CHE,1052.0,1.1170279411082458e-09,9.879627966214e-10
467,CHE,1053.0,6.393579676774769e-10,5.654844096040419e-10
468,CHE,2511.0,1.1080302682638947e-11,9.095564871165288e-12
469,CHE,2514.0,3.3727800414282016e-11,2.7686373325385967e-11
470,CHE,2555.0,1.1468762724541392e-10,1.0320854210009093e-10
471,CHE,2731.0,4.294819432542314e-09,3.798581630239864e-09
472,CHE,2735.0,6.985044857335153e-09,6.177969411339932e-09
473,CHE,2903.0,1.3495910859856595e-10,1.2145105079016116e-10
474,CHE,2905.0,3.865203626870238e-12,3.1728564945744427e-12
475,CHE,2907.0,1.1113764701915936e-11,8.04293739821826e-12
477,CHE,2913.0,9.418213565041972e-12,8.475544525437475e-12
478,CHE,2918.0,8.695614145903166e-11,6.749374732903385e-11
479,CHE,2919.0,2.840447587827653e-11,2.2047028372863847e-11
481,CZE,960.0,6.007437269399631e-10,5.627316923981186e-10
482,CZE,976.0,2.2560145861529643e-08,1.995347115080235e-08
483,CZE,1016.0,1.373334459418374e-08,1.2146548025265859e-08
484,CZE,1049.0,4.6165001648782606e-10,4.0830942948223907e-10
485,CZE,1052.0,2.464569156371374e-09,2.1798045926942057e-09
486,CZE,1053.0,1.224461351390622e-09,1.0829829913426217e-09
487,CZE,2511.0,9.265668277074141e-12,7.605973347720354e-12
488,CZE,2514.0,4.824442181493803e-11,3.9602732962988073e-11
489,CZE,2555.0,1.6988210413860604e-10,1.5287860354389244e-10
490,CZE,2731.0,7.012529643765551e-09,6.2022785136166206e-09
491,CZE,2735.0,3.7213458442006454e-10,3.291369098416865e-10
492,CZE,2903.0,1.4245812854311265e-10,1.2819949379352027e-10
493,CZE,2905.0,3.982579301772252e-12,3.2692074784731792e-12
494,CZE,2907.0,4.46860032337964e-11,3.233888211831982e-11
496,CZE,2913.0,4.344389363767537e-12,3.90955941210754e-12
497,CZE,2918.0,1.1057319659042176e-09,8.582486833955964e-10
498,CZE,2919.0,2.741351011219471e-10,2.1277859089298515e-10
500,DEU,960.0,8.226372686991773e-10,7.705849294554804e-10
501,DEU,976.0,1.2748568799614418e-08,1.127555651982286e-08
502,DEU,1016.0,3.6438459553709794e-08,3.2228238059597766e-08
503,DEU,1049.0,5.241908151528022e-10,4.6362405508657595e-10
504,DEU,1052.0,2.3564070019830245e-09,2.084139855398477e-09
505,DEU,1053.0,1.6468746479938878e-09,1.4565892427925003e-09
506,DEU,2511.0,2.679898057917452e-11,2.1998664957131588e-11
507,DEU,2514.0,8.458113645078984e-11,6.943070379028832e-11
508,DEU,2555.0,5.462416063023099e-11,4.915682813825726e-11
509,DEU,2731.0,4.673417913249857e-09,4.133435576171902e-09
510,DEU,2735.0,1.7833188051413703e-09,1.5772681856525458e-09
511,DEU,2903.0,2.2029320440647055e-09,1.9824405655108113e-09
512,DEU,2905.0,1.6632096305342647e-11,1.3652904186971476e-11
513,DEU,2907.0,2.4874928765413493e-11,1.8001775294996943e-11
515,DEU,2913.0,2.5935364799261886e-11,2.333949401567093e-11
516,DEU,2918.0,1.9446158636639827e-10,1.5093748360028644e-10
517,DEU,2919.0,2.163865437312689e-10,1.6795522964737395e-10
