,ISO3,FBS Code2,EnergyI-BaU_low,EnergyI-HalfW_low
39,BGD,976.0,3.5370987466108565e-08,3.1602463685516694e-08
40,BGD,1016.0,1.1924612609704966e-08,1.0654131081953519e-08
41,BGD,1052.0,5.866007838601925e-09,5.24102698224073e-09
42,BGD,1053.0,4.113240588229706e-09,3.675004449448119e-09
43,BGD,2511.0,1.3330071757513799e-11,1.1941861691355116e-11
44,BGD,2514.0,1.3304276692464548e-11,1.1918752956102882e-11
45,BGD,2555.0,8.339301901404199e-12,7.119733775032551e-12
46,BGD,2731.0,2.8305184773867224e-08,2.528947134385421e-08
47,BGD,2735.0,1.722126151926465e-09,1.5386460225426737e-09
48,BGD,2805.0,1.940931495549974e-10,1.7388005026445433e-10
49,BGD,2903.0,2.12676427258679e-11,1.815738967373162e-11
50,BGD,2905.0,9.989991826915662e-13,8.94962179236201e-13
51,BGD,2907.0,1.6073003053558908e-11,1.2280788324611652e-11
53,BGD,2913.0,1.531935134096671e-11,1.307899683251729e-11
54,BGD,2918.0,7.644488202426877e-11,5.311655146163619e-11
55,BGD,2919.0,5.704842299738455e-11,3.9639219993612796e-11
