,ISO3,FBS Code2,EnergyI-BaU,EnergyI-HalfW,ProteinI-BaU,ProteinI-HalfW,IronI-BaU,IronI-HalfW,ZincI-BaU,ZincI-HalfW,Vitamin AI-BaU,Vitamin AI-HalfW,Vitamin BI-BaU,Vitamin BI-HalfW,FolateI-BaU,FolateI-HalfW
834,PER,2555.0,4.459793974240591e-09,4.004160083650677e-09,5.062468910187336e-08,4.5452628646027056e-08,1.8467316141387872e-07,1.6580606766278846e-07,6.622118261596191e-07,5.945570976025368e-07,7.284330157926301e-08,6.540128136629441e-08,,,3.973270995232527e-09,3.567342619979695e-09
835,PER,2805.0,4.5245163402884216e-10,3.9530748373990797e-10,2.2971597319712503e-08,2.0070309511498183e-08,2.0473436134727128e-07,1.7887663372683872e-07,1.4119611744083596e-07,1.2336320106167046e-07,inf,inf,,,1.819861016871565e-08,1.5900145457094074e-08
836,PER,2903.0,1.560767797511855e-10,1.401312291720498e-10,2.1860890407621093e-09,1.9627477248691435e-09,6.290458839446998e-09,5.6477954672895435e-09,1.2166541802905654e-08,1.092354968069071e-08,2.455940191412656e-08,2.2050295908484156e-08,,,1.67780272666628e-10,1.506390372551089e-10
837,PER,2905.0,7.948198549140407e-11,6.944349699321876e-11,2.189102362965404e-09,1.9126211105644417e-09,7.274249661674356e-09,6.3555198248417855e-09,9.787146808337138e-09,8.551040789367986e-09,2.8940792629294298e-08,2.5285601932416738e-08,,,4.118472180755167e-10,3.598313614496425e-10
838,PER,2907.0,2.961561246046383e-11,2.3309643896885015e-11,1.435537313525677e-09,1.1298724152217124e-09,3.4911675968615904e-09,2.7478031587503083e-09,8.988456374049734e-09,7.074569791237206e-09,9.76745830918802e-11,7.68770104851911e-11,,,1.6014577652082608e-10,1.2604638946008556e-10
839,PER,2908.0,1.989130796735993e-11,1.78591167741258e-11,6.298914330455686e-08,5.655387104880925e-08,1.064605247329053e-08,9.558400815871598e-09,2.519565732182274e-07,2.2621548419523694e-07,inf,inf,,,7.558697027596773e-09,6.786464374167804e-09
840,PER,2913.0,6.732045235696512e-11,6.044267284498665e-11,3.519173315411872e-08,3.159637731790131e-08,4.2068351742541586e-08,3.7770447649690953e-08,1.9385938272012028e-07,1.7405378064829628e-07,5.697545820529159e-09,5.115457279216205e-09,,,5.178004318633554e-09,4.648994622935197e-09
841,PER,2918.0,3.255787179900759e-10,2.334143428192925e-10,7.528852629151089e-09,5.397595394027475e-09,1.9112015993741295e-08,1.3701812823241445e-08,4.175748092295977e-08,2.993683072282045e-08,1.5533853225848371e-10,1.1136551444597999e-10,,,4.28116685922337e-10,3.069260039827963e-10
842,PER,2919.0,5.948314410053591e-11,4.264473757610618e-11,4.8377362943005464e-09,3.468276565612686e-09,1.2498535265195033e-08,8.960467112651311e-09,3.5024061505876345e-08,2.5109498402490168e-08,1.81535378744001e-10,1.30146593701109e-10,,,2.440797329308059e-10,1.749859782275114e-10
843,PRY,2511.0,5.672379280235157e-11,4.9559639339156627e-11,1.5888353284430198e-09,1.388167150975175e-09,5.337772723094826e-09,4.663617821761747e-09,6.220121412453724e-09,5.434526829351799e-09,inf,inf,,,4.63474892409458e-10,4.0493851655164556e-10
844,PRY,2514.0,4.54426962489896e-11,3.970333303603431e-11,1.7607838637520235e-09,1.5383987729067957e-09,6.1205106632480645e-09,5.347496809653768e-09,7.505241558633014e-09,6.557337695932101e-09,3.0157425692511284e-09,2.6348575560277315e-09,,,1.7459562243032853e-09,1.5254438482265817e-09
845,PRY,2555.0,9.895672949362906e-11,8.884683654349264e-11,1.1232926216073003e-09,1.008531672915488e-09,4.0976449101280026e-09,3.679009900654164e-09,1.4693574843873358e-08,1.3192408935435153e-08,1.6162932483959413e-09,1.4511649968770463e-09,,,8.816144991250591e-11,7.915445437511163e-11
846,PRY,2805.0,3.647114770505678e-10,3.186488133552295e-10,1.851690779427961e-08,1.6178242438028076e-08,1.650319409062144e-07,1.4418858589466402e-07,1.1381513663042724e-07,9.944040840842656e-08,inf,inf,,,1.4669506076922837e-08,1.2816763381621454e-08
847,PRY,2903.0,3.314224482288418e-10,2.9756274520499193e-10,4.993182851947253e-09,4.4830554015761925e-09,2.0399351444906926e-08,1.831525609923872e-08,3.99237633964937e-08,3.5844960710001196e-08,1.0799205901833826e-07,9.695907357382127e-08,,,2.862171142118121e-10,2.569758043990753e-10
848,PRY,2905.0,7.728346716342183e-10,6.752264914379907e-10,2.3941865320865054e-08,2.0918033717229558e-08,7.567339729348603e-08,6.611592935087377e-08,1.5225306197703616e-07,1.3302366550410498e-07,inf,inf,,,1.2713130348382892e-08,1.1107475784154946e-08
849,PRY,2907.0,7.606884680638427e-12,5.987172249335093e-12,8.784100233714411e-10,6.913726625636044e-10,4.286073752139216e-09,3.3734521955784074e-09,3.543793618122543e-09,2.7892236702099418e-09,6.07853889078163e-11,4.7842528040450714e-11,,,4.522850122760296e-11,3.559812443563898e-11
850,PRY,2908.0,2.0156507016235443e-11,1.8097221819305668e-11,6.382894031143356e-08,5.730787037539867e-08,1.0787989996696648e-08,9.685837322777008e-09,2.553157612457342e-07,2.2923148150159467e-07,inf,inf,,,7.659472666169467e-09,6.876944291336154e-09
851,PRY,2913.0,3.5169431339691426e-11,3.157635396354042e-11,1.960172105461726e-09,1.7599115445936803e-09,5.024936838633629e-09,4.511565249053623e-09,7.182316188526545e-09,6.448536402436201e-09,2.6606848126518462e-08,2.3888565219675242e-08,,,2.1618940633743033e-10,1.9410246221337573e-10
852,PRY,2918.0,2.5394253621767314e-09,1.8205683274088977e-09,8.231021795907887e-08,5.900995479936973e-08,2.31988590386919e-07,1.6631757966559505e-07,4.428191963599233e-07,3.1746654801088477e-07,1.1026657029358259e-09,7.905246141057177e-10,,,4.786456612255469e-09,3.4315130653494443e-09
853,PRY,2919.0,5.182086390061256e-10,3.715148510431254e-10,3.388343016573072e-08,2.429175541147779e-08,1.403367922405053e-07,1.006104463350814e-07,2.540657617454102e-07,1.8214517575591504e-07,2.735237672842491e-09,1.960950358802511e-09,,,2.034291744670129e-09,1.4584272387833524e-09
854,SLV,2514.0,7.667546850048237e-11,6.699144005206992e-11,2.9709708891729275e-09,2.595740490548433e-09,1.032713860100627e-08,9.022832204727597e-09,1.266359525773676e-08,1.1064196921692263e-08,5.088462909577466e-09,4.445795567091912e-09,,,2.945952210808006e-09,2.573881644105844e-09
855,SLV,2555.0,1.1278166953990244e-10,1.0125935456829169e-10,1.2802243757952958e-09,1.1494305282452012e-09,4.6701142662124114e-09,4.192993048303202e-09,1.6746368952181657e-08,1.5035479775908453e-08,1.8421006024850731e-09,1.6539027912820976e-09,,,1.00478214681004e-10,9.021287952447805e-11
856,SLV,2805.0,7.880565036085153e-10,6.885258225556399e-10,4.001072226191007e-08,3.49574114676835e-08,3.565955625691652e-07,3.115579300638521e-07,2.459279849267368e-07,2.1486754735958607e-07,inf,inf,,,3.1697383811809184e-08,2.76940386405713e-08
857,SLV,2903.0,1.934368202675758e-10,1.7367438919768198e-10,3.044805307518769e-09,2.733733429228735e-09,1.2331328644744842e-08,1.1071501110333979e-08,2.4325437196986566e-08,2.1840234146266964e-08,inf,inf,,,1.6594267389073472e-10,1.489891763622747e-10
858,SLV,2905.0,9.534981329246218e-11,8.330723536587006e-11,2.9538690123600313e-09,2.580798562214708e-09,9.336336176381158e-09,8.157167050920274e-09,1.8784484658301003e-08,1.6412024634550255e-08,inf,inf,,,1.5685044286610024e-09,1.3704040217685618e-09
859,SLV,2907.0,1.8711557152730278e-10,1.4727358232709786e-10,1.5425280934215657e-08,1.2140819510856927e-08,3.3559754735715757e-08,2.6413971117451717e-08,5.439987957147354e-08,4.281666713924235e-08,4.407037095329181e-09,3.4686591563697432e-09,,,1.0886104751434089e-09,8.56815726903736e-10
860,SLV,2908.0,1.0555462668098125e-11,9.477066098610612e-12,3.3425632529431835e-08,3.001070998305857e-08,5.649402725493406e-09,5.072232713113152e-09,1.3370253011772734e-07,1.2004283993223428e-07,inf,inf,,,4.011075813877286e-09,3.601285117472031e-09
861,SLV,2913.0,1.3836627567994493e-10,1.2423011493381427e-10,1.2422445580074963e-08,1.1153309103595726e-08,1.501133973240455e-08,1.3477709442586712e-08,3.592029648970053e-08,3.225050713726025e-08,1.0020533503614082e-08,8.996787856974496e-09,,,1.8091707855274711e-09,1.6243372419797882e-09
862,SLV,2918.0,3.1780092947851784e-09,2.278382799696682e-09,8.010806023378642e-08,5.743118085060926e-08,2.779433297124389e-07,1.9926351466195152e-07,4.33359210800234e-07,3.106844821371498e-07,5.120208792007298e-09,3.6707871376297276e-09,,,4.092443288792791e-09,2.933960077844862e-09
863,SLV,2919.0,5.616049488163121e-10,4.026265932284235e-10,4.5472297466341186e-08,3.2600062114357654e-08,1.3305052947941176e-07,9.538676880330499e-08,3.5123359481602277e-07,2.5180687243979683e-07,1.8734227440199982e-09,1.3430968133226467e-09,,,2.2077052278134432e-09,1.5827510719066676e-09
864,SUR,2514.0,2.6916088417317558e-08,2.3516615664808087e-08,1.0429269843685663e-06,9.11206438230936e-07,3.625229569752536e-06,3.16736700990018e-06,4.445417241059593e-06,3.883965868549056e-06,1.7862495040583468e-06,1.5606481304827184e-06,,,1.0341444497179902e-06,9.035331281742054e-07
865,SUR,2555.0,4.742800097515492e-08,4.258252947310157e-08,5.383719108906618e-07,4.83369260597784e-07,1.9639200667590932e-06,1.7632765962325378e-06,7.042339470895748e-06,6.3228603760065e-06,7.746573492608637e-07,6.955146480606588e-07,,,4.2254037232410764e-08,3.7937162621490496e-08
866,SUR,2805.0,8.503798369591395e-10,7.429777865495377e-10,4.317496438123786e-08,3.772201324179394e-08,3.8479687049009044e-07,3.3619744340393354e-07,2.653771636526957e-07,2.3186031592250482e-07,inf,inf,,,3.420416677546761e-08,2.988421763677029e-08
867,SUR,2903.0,1.564010415705855e-08,1.4042236285252766e-08,2.235746355420363e-07,2.0073318106731786e-07,9.679437642118358e-07,8.690539980685057e-07,1.1575319551929424e-06,1.0392729523616476e-06,inf,inf,,,2.2669791959903076e-07,2.0353737548148904e-07
868,SUR,2907.0,2.0136367692027678e-10,1.5848787895388149e-10,1.9244509417227853e-08,1.5146830479520868e-08,4.0875180510468196e-08,3.217174398104567e-08,8.978665867235146e-08,7.066863949336326e-08,6.52199569009119e-10,5.13328560184244e-10,,,1.1738506949925268e-09,9.239059879283095e-10
869,SUR,2908.0,7.081528296067752e-11,6.358045483297384e-11,2.2424840105448773e-07,2.0133811147134126e-07,3.7901138504686834e-08,3.402897685452491e-08,8.969936042179511e-07,8.053524458853653e-07,inf,inf,,,2.690980752505745e-08,2.4160572836530053e-08
870,SUR,2913.0,1.4517786553403516e-10,1.3034580017790504e-10,1.6783462890761196e-08,1.5068784020244287e-08,2.347662211638988e-08,2.107813807551636e-08,5.1606590104546804e-08,4.63342139442966e-08,inf,inf,,,2.1385230350039694e-09,1.9200412898419796e-09
871,SUR,2918.0,2.179248072183112e-09,1.562349528707021e-09,4.28839843991482e-08,3.0744445146150744e-08,1.064718761062219e-07,7.633196402852242e-08,2.0964137372612846e-07,1.5029638232530152e-07,4.318238281167852e-09,3.095837334695288e-09,,,1.4603324424314728e-09,1.046943545487591e-09
872,SUR,2919.0,9.71663580266284e-11,6.966063919331752e-11,7.531898417010822e-09,5.399778984453887e-09,2.5927155955692628e-08,1.8587732349126597e-08,6.023349443275645e-08,4.318267976950481e-08,6.316246017186541e-10,4.528251792033621e-10,,,4.5135035195860265e-10,3.2358271582998525e-10
873,TTO,2514.0,1.7894637743562323e-09,1.5634564419307353e-09,6.93369715870524e-08,6.05797873336356e-08,2.4101633521991936e-07,2.1057623367965777e-07,2.955449169076384e-07,2.5821791468528803e-07,1.1875532320727726e-07,1.0375665478267607e-07,,,6.875308185684474e-08,6.006964224260194e-08
874,TTO,2805.0,3.812048725218339e-09,3.330591108803298e-09,1.9354300369983163e-07,1.6909873240322295e-07,1.7249520224575103e-06,1.5070924542760649e-06,1.1896221364111738e-06,1.0393741517928011e-06,inf,inf,,,1.5332907094767097e-07,1.3396377570964375e-07
875,TTO,2903.0,3.2274178732939124e-09,2.897689421562298e-09,4.706729325965115e-08,4.225867338364376e-08,1.167993165658565e-07,1.0486653955137434e-07,2.1224387374750374e-07,1.905600241104997e-07,3.7774708570676526e-07,3.3915463607485537e-07,,,2.8300132207484555e-09,2.5408855297299305e-09
876,TTO,2907.0,3.302498080838608e-10,2.599306508932097e-10,2.464324483121891e-08,1.9396028437578653e-08,4.680770052950858e-08,3.684106929854772e-08,1.1977896326225715e-07,9.427476753042167e-08,3.2378657922356706e-10,2.548436190663772e-10,,,1.8745956371367777e-09,1.4754432923055685e-09
877,TTO,2913.0,1.1342668361585764e-10,1.0183847092013448e-10,1.20579720480372e-08,1.0826071931438846e-08,1.652388678885809e-08,1.4835727454870762e-08,3.650276829974528e-08,3.277347084031562e-08,inf,inf,,,1.5443479230774467e-09,1.3865699502202928e-09
878,TTO,2918.0,6.226004794439772e-09,4.463555930360966e-09,1.2575955008661218e-07,9.015970981743112e-08,2.7541047241324966e-07,1.9744765511930375e-07,5.830949397901025e-07,4.180332271488038e-07,1.8809992483514305e-09,1.3485285712406892e-09,,,5.124151217573937e-09,3.673613546795634e-09
879,TTO,2919.0,2.609048921703813e-10,1.8704829455758293e-10,1.888493673171505e-08,1.3539014846024269e-08,4.134944019889013e-08,2.9644297605053438e-08,2.6532052368950964e-07,1.902139551865461e-07,2.803109971182413e-09,2.0096094603876794e-09,,,2.0143484756691987e-09,1.444129482909572e-09
880,URY,2511.0,6.617973209647292e-11,5.782130376386317e-11,1.853696503478722e-09,1.6195766470829609e-09,6.2275872496246705e-09,5.441049739391439e-09,7.257024757107864e-09,6.34047040702621e-09,inf,inf,,,5.407368354224006e-10,4.724423600218088e-10
881,URY,2514.0,1.31514233234789e-10,1.1490412832217492e-10,5.09582746729482e-09,4.452229989163021e-09,1.7713171385606683e-08,1.5476017065398763e-08,2.1720676154805405e-08,1.8977378331974804e-08,8.727762751035996e-09,7.625455788653426e-09,,,5.052915276915576e-09,4.414737561851984e-09
882,URY,2555.0,1.0338349102633177e-10,9.282133893787885e-11,1.1735423478537614e-09,1.0536476467054464e-09,4.280950249296446e-09,3.843587889336547e-09,1.5350881853003383e-08,1.3782562315583265e-08,1.6885970200967521e-09,1.5160818693186878e-09,,,9.210529200527739e-11,8.269537469011025e-11
883,URY,2805.0,5.389442332363772e-10,4.70876161546198e-10,2.7362946605908536e-08,2.390703614919783e-08,2.4387226190548084e-07,2.1307145992464246e-07,1.6818777417710445e-07,1.4694584084876749e-07,inf,inf,,,2.167753471461873e-08,1.893968560885819e-08
884,URY,2903.0,7.742338430669974e-09,6.951344092858516e-09,1.1607063754879649e-07,1.0421230586911047e-07,5.079187094769822e-07,4.560273039458976e-07,8.647939606842656e-07,7.764424719964214e-07,8.367411538047686e-07,7.51255674088258e-07,,,7.626539841550291e-09,6.847376041649367e-09
885,URY,2905.0,1.053197542655374e-11,9.201798361537364e-12,2.9898017993450023e-10,2.6121930772047576e-10,1.0316883015749559e-09,9.013871888757445e-10,1.367185581557536e-09,1.194511526543719e-09,4.047050951123961e-09,3.5359128086473677e-09,,,1.8883418581957638e-10,1.649846331103148e-10
886,URY,2907.0,5.224781097957903e-10,4.1122832423323534e-10,2.3226476370451158e-08,1.8280928476403745e-08,5.9178073503120976e-08,4.6577453756964536e-08,1.4140387851300486e-07,1.112951507647096e-07,1.2844975928692957e-10,1.0109931549165182e-10,,,3.229189363503387e-09,2.5416072093514243e-09
887,URY,2908.0,8.061068587917324e-10,7.237511252255797e-10,2.5526717765638125e-06,2.291878614441814e-06,4.3143748675845415e-07,3.8735976886980167e-07,1.0210687106255252e-05,9.167514457767259e-06,inf,inf,,,3.063206063408583e-07,2.750254275857203e-07
888,URY,2913.0,3.973586822488057e-10,3.5676261808117027e-10,4.1864469181838576e-08,3.758739470687907e-08,1.2354552485522535e-07,1.1092352292421809e-07,1.9986840559200193e-07,1.7944889299301615e-07,4.955144415494513e-08,4.4489031537889e-08,,,7.002200549283962e-09,6.286822238673919e-09
889,URY,2918.0,5.457652208030646e-09,3.912707536100575e-09,1.4796783075606517e-07,1.0608130097550176e-07,3.907842253685512e-07,2.801615649562421e-07,7.166573620889054e-07,5.137869828570567e-07,1.256403721179476e-09,9.007426858402954e-10,,,6.424991463251212e-09,4.6062137269674324e-09
890,URY,2919.0,9.862421637197741e-10,7.070580900571797e-10,6.904698699833096e-08,4.950126099568618e-08,2.1935081661236184e-07,1.572572894890821e-07,6.23486977572945e-07,4.46991142495413e-07,5.0761792973580855e-09,3.6392214516977475e-09,,,9.541501806321775e-09,6.84050661351758e-09
891,VCT,2514.0,1.2686250168369516e-09,1.1083990541701638e-09,4.9155852165094854e-08,4.2947521390177705e-08,1.7086646665219513e-07,1.492862173716946e-07,2.0952403762569214e-07,1.8306137908998748e-07,8.419056929917952e-08,7.355739177674723e-08,,,4.8741908541630246e-08,4.258585839706418e-08
892,VCT,2903.0,5.810862576971425e-10,5.217197053648756e-10,9.206192664675556e-09,8.265643974409945e-09,1.282745512892773e-08,1.1516940939142515e-08,3.82629616322991e-08,3.435383440025343e-08,4.940369489260371e-08,4.435637704710456e-08,,,3.401607867733757e-09,3.0540833327465312e-09
893,VCT,2907.0,5.255009315898394e-11,4.1360750513577747e-11,2.4781226337535025e-09,1.9504629932174722e-09,2.388406830612317e-09,1.87985012218751e-09,1.84470480917506e-08,1.4519170337653869e-08,2.706526435921086e-11,2.1302334200600165e-11,,,2.7832844964042664e-10,2.1906476039120987e-10
894,VCT,2908.0,1.0742334741720077e-10,9.644846427089453e-11,3.4017394109128253e-07,3.0542014368450483e-07,5.749418767919396e-08,5.1620306381114825e-08,1.3606957643651301e-06,1.2216805747380193e-06,inf,inf,,,4.0820872018536295e-08,3.665041642293992e-08
895,VCT,2913.0,1.35920348703801e-10,1.2203407556025382e-10,8.450945980891663e-09,7.587556905369507e-09,2.005394609764728e-08,1.8005139014870027e-08,3.763843692711515e-08,3.379311412703115e-08,inf,inf,,,9.777741740284173e-10,8.778800861839743e-10
896,VCT,2918.0,2.971667487390521e-09,2.130451947009201e-09,6.805454038198357e-08,4.8789754800907765e-08,1.613877058554609e-07,1.1570229631076173e-07,2.970880181961069e-07,2.1298875109166082e-07,5.994202299327054e-10,4.297371766375602e-10,,,2.223746007674549e-09,1.5942510498926463e-09
897,VCT,2919.0,4.942736564570159e-11,3.543553503958443e-11,4.016013384687231e-09,2.8791658457504763e-09,1.1716100323017165e-08,8.399522776501965e-09,3.694571041101921e-08,2.6487169581651846e-08,3.224780416060487e-10,2.3119140163646296e-10,,,2.4506319338734377e-10,1.7569104205222532e-10
898,VEN,2511.0,3.156682940556747e-07,2.7579973114134767e-07,8.841879445765891e-06,7.725159668700668e-06,2.97047416315646e-05,2.5953065004887012e-05,3.461501810942094e-05,3.0243178893181452e-05,inf,inf,,,2.5792409392353906e-06,2.2534856081061336e-06
899,VEN,2514.0,7.913145569389846e-11,6.913723872867469e-11,3.0661338741343415e-09,2.6788844937986836e-09,1.0657926539374652e-08,9.311841985515748e-09,1.3069222094896692e-08,1.1418593529584385e-08,5.25145115059508e-09,4.5881985701756845e-09,,,3.040313824028731e-09,2.656325487996449e-09
900,VEN,2555.0,1.034863104717373e-09,9.291365385679526e-10,1.174709487521501e-08,1.0546955458004721e-08,4.285207843290146e-08,3.8474105071571076e-08,1.5366148982628653e-07,1.3796269682199416e-07,1.690276404371709e-08,1.5175896796609893e-08,,,9.219689478391142e-10,8.277761889059941e-10
901,VEN,2805.0,8.557580158889459e-10,7.4767670731796e-10,4.344802198871906e-08,3.7960583969825726e-08,3.872304964195639e-07,3.383237050199608e-07,2.6705552643598134e-07,2.333267033079487e-07,inf,inf,,,3.442048908353316e-08,3.0073218672122395e-08
902,VEN,2903.0,1.202357163835133e-09,1.0795186032197536e-09,1.6156254969882696e-08,1.4505654661480834e-08,3.204966571134903e-08,2.8775318518516056e-08,6.471597027128551e-08,5.810427711049819e-08,4.187113404487374e-06,3.759337865561808e-06,,,1.7944080811601863e-09,1.611082766123808e-09
903,VEN,2905.0,6.423582419966926e-10,5.612290932451718e-10,1.98997988601001e-08,1.7386475863218996e-08,6.289757982593171e-08,5.495368376265844e-08,1.265484233819048e-07,1.1056549486384298e-07,inf,inf,,,1.056679308084559e-08,9.232218583883074e-09
904,VEN,2907.0,6.808180576492129e-11,5.358533950144599e-11,4.304722570251554e-09,3.388130173617074e-09,1.0178823818592611e-08,8.011475663968392e-09,2.2919773947338585e-08,1.8039531332427418e-08,6.379546378856381e-10,5.021167619387318e-10,,,3.777828524185413e-10,2.9734261859286054e-10
905,VEN,2908.0,3.120980309325903e-11,2.802126028386879e-11,9.883104533769958e-08,8.873399288227713e-08,1.6703838780090034e-08,1.4997294689686154e-08,3.9532418135079827e-07,3.5493597152910847e-07,inf,inf,,,1.1859725175438429e-08,1.064807890787014e-08
906,VEN,2913.0,6.679524497877898e-11,5.997112316544572e-11,8.087727016028826e-09,7.2614461278024035e-09,1.347723670600285e-08,1.2100337721380381e-08,2.389525169213195e-08,2.1453998450839514e-08,1.9304981570065315e-07,1.7332692286896529e-07,,,1.03370873151384e-09,9.28100101654068e-10
907,VEN,2918.0,6.861809337039166e-10,4.919377798536275e-10,1.903120213046247e-08,1.3643875637099909e-08,4.583798635526962e-08,3.2862232296157276e-08,1.008463376021155e-07,7.229889521786187e-08,1.251027520130103e-10,8.968883723810167e-11,,,8.191250078619103e-10,5.872482285613138e-10
908,VEN,2919.0,1.3143618358200228e-10,9.422940971959995e-11,1.0181358066408869e-08,7.299233244573336e-09,2.9329763332964353e-08,2.1027134315388304e-08,7.02006045051557e-08,5.032831404719594e-08,4.847856464788985e-10,3.475531932174606e-10,,,4.732091070021027e-10,3.3925372459500523e-10
909,BDI,2511.0,2.1131712835261326e-10,1.9020057220606216e-10,5.918999813740261e-09,5.3275243717225665e-09,1.988517953257431e-08,1.7898087840777424e-08,2.317225506172131e-08,2.0856691581999296e-08,inf,inf,,,1.726615560929889e-09,1.5540778460739227e-09
910,BDI,2514.0,7.332068525400035e-11,6.599387564353578e-11,2.840981942777113e-09,2.5570875174947206e-09,9.875295107379158e-09,8.888473900672396e-09,1.210952473111693e-08,1.089944081181443e-08,4.8658272941291145e-09,4.379593565434648e-09,,,2.817057907127382e-09,2.5355541694621644e-09
911,BDI,2555.0,2.5377159288576757e-10,2.1655754727489589e-10,2.8806505562662804e-09,2.4582208431102796e-09,1.0508288635290731e-08,8.967312641409716e-09,3.768123615641572e-08,3.215551428560689e-08,4.144936017134205e-09,3.537106605489967e-09,,,2.2608741911641115e-10,1.9293308757218001e-10
912,BDI,2805.0,5.502683891284658e-10,4.952810181316662e-10,2.7937889714904198e-08,2.5146104584280487e-08,2.489964423702946e-07,2.2411465736501026e-07,1.7172169189339183e-07,1.5456183941613893e-07,inf,inf,,,2.2133017429389406e-08,1.992130317374035e-08
913,BDI,2903.0,3.099509126366141e-11,2.644985147979703e-11,4.858544932304638e-10,4.1460691557324267e-10,1.998216075660582e-09,1.705189959796294e-09,3.87157398118073e-09,3.3038314333125834e-09,2.9132298554067956e-08,2.486022588110875e-08,,,2.685707980346074e-11,2.291865398749203e-11
914,BDI,2905.0,2.5784995170677422e-11,2.320834507844449e-11,8.073166568745967e-10,7.266428958508727e-10,2.6244598525609365e-09,2.362202106286358e-09,4.721884039177777e-09,4.2500343116704995e-09,2.369006255471704e-07,2.1322755465358688e-07,,,2.1402692610226067e-10,1.9263958454057397e-10
915,BDI,2907.0,1.4015762559083704e-12,1.0572631030384752e-12,1.3878899557781806e-10,1.0469389982430622e-10,5.475240303307535e-10,4.130185231487464e-10,6.058023510564525e-10,4.569801113610057e-10,1.5101933865364899e-12,1.1391971998005485e-12,,,8.472885315116234e-12,6.391424642209808e-12
916,BDI,2908.0,1.9541217525971968e-11,1.6675617984139757e-11,6.188052354871538e-08,5.2806124796751433e-08,1.045868011871588e-08,8.924978909130109e-09,2.475220941948615e-07,2.1122449918700568e-07,inf,inf,,,7.425662659869347e-09,6.3367348339731066e-09
917,BDI,2913.0,1.0206414925011624e-11,8.709706856847994e-12,1.0460933334641764e-09,8.926901704778122e-10,7.484477851789587e-09,6.386925139199598e-09,8.190221848505288e-09,6.989176112977939e-09,inf,inf,,,1.1120057020746047e-10,9.489368950187201e-11
918,BDI,2918.0,6.959938571802571e-11,4.7882530967495325e-11,1.333090348396745e-09,9.171307940587805e-10,3.603248572109902e-09,2.4789394268023123e-09,5.891742869433892e-09,4.05336279175124e-09,1.584987237946696e-09,1.0904291714806297e-09,,,3.9527680505708606e-11,2.7193995555590975e-11
919,BDI,2919.0,4.649646844583797e-12,3.1988336782983893e-12,3.780049387339095e-10,2.600573697319986e-10,1.4425131452755596e-09,9.92410775427105e-10,2.9311778689756514e-09,2.016572612452144e-09,1.4119825903588387e-10,9.714065635914234e-11,,,2.2010791231499388e-11,1.5142840441598658e-11
920,BEN,2514.0,6.842845799468713e-11,6.159052021590198e-11,2.6514211216319984e-09,2.3864691822432137e-09,9.21637889907153e-09,8.295402052531273e-09,1.1301532460154552e-08,1.0172189814826236e-08,4.541161303283783e-09,4.087370887055314e-09,,,2.629093386111663e-09,2.3663726188214972e-09
921,BEN,2555.0,1.6775302191219275e-10,1.4315307146930763e-10,1.9042235200227138e-09,1.624980835206851e-09,6.946392831640044e-09,5.927746982716965e-09,2.490878180155927e-08,2.125606192249961e-08,2.739966024565814e-09,2.338166833998691e-09,,,1.4945269224904443e-10,1.2753637276356497e-10
922,BEN,2805.0,1.5189763130951816e-10,1.367187630129393e-10,7.712053527555555e-09,6.941401320659708e-09,6.873367714334538e-08,6.186523934149115e-08,4.740253803127239e-08,4.2665684167935245e-08,inf,inf,,,6.109660281560619e-09,5.499132467853782e-09
923,BEN,2903.0,1.5846577322699604e-11,1.3522774076807532e-11,3.051438579286547e-10,2.6039638514139947e-10,1.1325665704176331e-09,9.6648263828957e-10,1.6021785014738666e-09,1.367228863681092e-09,4.428679322876434e-07,3.779240697996009e-07,,,3.17508483306184e-11,2.7094781414210715e-11
924,BEN,2905.0,1.9739309963914682e-11,1.776679476651126e-11,6.231696854806958e-10,5.608974136830038e-10,2.0187251556696376e-09,1.816997432855701e-09,3.984540202678161e-09,3.586371972946948e-09,inf,inf,,,2.134214271604494e-10,1.920945920636248e-10
925,BEN,2907.0,1.919670062483008e-13,1.4480812717217833e-13,1.8391029559410425e-11,1.387306391506519e-11,6.539248534639444e-11,4.9328077356674995e-11,9.163444293411511e-11,6.912339951059955e-11,2.45429927753846e-12,1.85137273767075e-12,,,1.0693800847320423e-12,8.066747006773365e-13
926,BEN,2908.0,2.9404900290983706e-10,2.5092852247433074e-10,9.311551966940912e-07,7.946070055962311e-07,1.573783443418465e-07,1.3429977665071306e-07,3.724620786776365e-06,3.178428022384925e-06,inf,inf,,,1.117386211057381e-07,9.535283854024569e-08
927,BEN,2913.0,1.6214347138485205e-12,1.3836612707690543e-12,1.0246378445601827e-10,8.743809972571353e-11,5.419212244212894e-10,4.6245180495718375e-10,6.85723203759576e-10,5.851661071556673e-10,inf,inf,,,1.1205062873784733e-11,9.561909216923652e-12
928,BEN,2918.0,7.719863448850839e-11,5.311061252063606e-11,1.629584712324243e-09,1.121111050723163e-09,5.4005886937924416e-09,3.715461748770117e-09,8.068488131925343e-09,5.550905785332596e-09,5.406321007724684e-11,3.7194054286825805e-11,,,7.687284104502734e-11,5.288647527451598e-11
929,BEN,2919.0,3.034545362592126e-11,2.087686705817502e-11,2.541657111907046e-09,1.7485926652097482e-09,5.401646493452677e-09,3.716189486873924e-09,1.982382202325457e-08,1.3638263644570694e-08,4.4490097278323163e-10,3.0608006646881326e-10,,,1.3147518907123393e-10,9.045144216740134e-11
