,ISO3,FBS Code2,EnergyI-BaU,EnergyI-HalfW,ProteinI-BaU,ProteinI-HalfW,IronI-BaU,IronI-HalfW,ZincI-BaU,ZincI-HalfW,Vitamin AI-BaU,Vitamin AI-HalfW,Vitamin BI-BaU,Vitamin BI-HalfW,FolateI-BaU,FolateI-HalfW
687,IRL,1049.0,9.255545845685425e-10,8.186129121254309e-10,1.8720465649217605e-08,1.6557440432963715e-08,6.620437499031459e-08,5.855490006732495e-08,1.1531499471740168e-07,1.0199111452875109e-07,9.378953123627898e-08,8.2952775095377e-08,4.851182789743479e-07,4.2906609042576547e-07,9.378953123627898e-08,8.2952775095377e-08
688,IRL,1052.0,5.346045960964102e-09,4.7283459294854035e-09,6.086660405073433e-08,5.383387303557489e-08,4.368483270959238e-07,3.8637341023795016e-07,5.926237170733857e-07,5.241499906287969e-07,4.778028577611667e-09,4.225959174477578e-09,8.589714434893839e-07,7.597230098700422e-07,1.626562920038014e-08,1.4386243998221546e-08
689,IRL,1053.0,1.5332487261608976e-09,1.3560920400175813e-09,1.2273056251550119e-08,1.0854986282029095e-08,2.512186232325083e-07,2.22191983242535e-07,1.4708593919790045e-07,1.3009113781833422e-07,5.997261619348804e-08,5.30431795255143e-08,3.2684792221994626e-07,2.890828200644087e-07,9.125857406747201e-08,8.071425318325483e-08
690,IRL,2511.0,5.929717580930967e-10,4.867568375144932e-10,1.660915872304333e-08,1.3634075254787337e-08,5.5799309593834125e-08,4.580436606412982e-08,6.502309079272805e-08,5.3375955275625365e-08,inf,inf,inf,inf,4.845013145394812e-09,3.977159526033054e-09
691,IRL,2731.0,9.501685406263706e-09,8.403828893729846e-09,1.6159475411595444e-07,1.4292355573250156e-07,1.1543707673789412e-06,1.0209909078426286e-06,7.685066598492327e-07,6.797108299131107e-07,inf,inf,1.0340396639704816e-06,9.145632625985782e-07,4.0874994659487343e-07,3.615216106018478e-07
692,IRL,2735.0,4.0318983118873335e-08,3.5660392952688934e-08,2.506977516514221e-07,2.21731294906109e-07,1.4037761383566287e-06,1.2415791480607277e-06,1.8491119236086552e-06,1.635459347151059e-06,inf,inf,1.7874749182700514e-06,1.5809440875692099e-06,inf,inf
693,IRL,2903.0,6.21468345289136e-09,5.59265575713726e-09,9.709351335507439e-08,8.737542315100643e-08,4.023691410670637e-07,3.6209601186302395e-07,7.673383005523336e-07,6.905354064750222e-07,3.4221977883830474e-06,3.079669995799773e-06,inf,inf,5.465685248455757e-09,4.9186247864731986e-09
694,IRL,2905.0,1.1030357952923464e-10,9.054566394669536e-11,3.047501241384715e-09,2.5016234691316004e-09,1.060760906067375e-08,8.70754158101573e-09,1.3600554067415373e-08,1.1164381095634945e-08,4.419387081343994e-08,3.6277729084184744e-08,inf,inf,1.705361599851676e-09,1.399891997945935e-09
695,IRL,2907.0,4.262488583778816e-10,3.0847268913334913e-10,1.6010323345623704e-08,1.1586535422320462e-08,4.05199530845553e-08,2.932394690537549e-08,1.0940386930300374e-07,7.917465373144152e-08,inf,inf,inf,inf,2.188077473006459e-09,1.583493137551192e-09
696,IRL,2908.0,1.5448193621155546e-09,1.3901983849640972e-09,4.891928089375703e-06,4.402294984118603e-06,8.268047540073465e-07,7.440498623266689e-07,1.956771235750281e-05,1.760917993647441e-05,inf,inf,inf,inf,5.870313576039108e-07,5.282753862863569e-07
697,IRL,2913.0,1.4750296395346092e-09,1.327393916041429e-09,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
698,IRL,2918.0,1.8552593120266112e-09,1.440017934728123e-09,3.8850730771315396e-08,3.015521804705296e-08,7.710846901996679e-08,5.985016627507828e-08,1.450732897636366e-07,1.1260320201893697e-07,2.5309278301205746e-10,1.9644593309681133e-10,inf,inf,1.7659500846215084e-09,1.3706977656464353e-09
699,IRL,2919.0,1.1599853362326075e-08,9.003591451439252e-09,1.1314100603837995e-06,8.781795449956649e-07,2.164447693438223e-06,1.6800042329000594e-06,8.979537817741048e-06,6.969751031186882e-06,2.6687878537972874e-07,2.0714637293773333e-07,inf,inf,7.360317846948729e-08,5.7129424637290944e-08
700,IRL,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,ISL,960.0,1.752074066714091e-09,1.641211652414654e-09,3.3929052328200944e-08,3.1782192941685e-08,3.5625506819478635e-06,3.337130434500473e-06,2.8885545051943085e-07,2.705781338029102e-07,2.3234025667295555e-09,2.176389365158563e-09,2.3750337977960103e-07,2.2247536322090419e-07,2.137530361391191e-08,2.002278215945878e-08
702,ISL,976.0,8.986933660383654e-09,7.948553286280985e-09,1.2623398230819554e-07,1.1164848577209918e-07,8.652736236890105e-07,7.652970150902317e-07,6.204595851574762e-07,5.487696094106313e-07,1.7681809033150304e-09,1.5638793676356095e-09,1.2834700519609622e-07,1.1351736292801364e-07,4.1010690333493755e-08,3.627217800214936e-08
703,ISL,1049.0,4.6042588518075127e-10,4.0722673840078825e-10,9.312672759926834e-09,8.236655400749428e-09,3.2933992728223156e-08,2.9128689052668144e-08,5.7364535169066954e-08,5.073644490601515e-08,4.665648969831613e-08,4.12656428246132e-08,2.4132667779745147e-07,2.134429862690582e-07,4.665648969831613e-08,4.12656428246132e-08
704,ISL,1052.0,4.955102254587123e-10,4.38257316654938e-10,5.6415573147535194e-09,4.9897129130485085e-09,4.049026413748335e-08,3.581188358951779e-08,5.492865452399826e-08,4.858201405807201e-08,4.4286226400372415e-10,3.9169247676035086e-10,7.961568919045779e-08,7.041662616738658e-08,1.5076162178850186e-09,1.3334211974820454e-09
705,ISL,1053.0,4.413510683507924e-13,3.903558897077196e-13,3.6188761950386998e-12,3.200739135253715e-12,7.696732112765425e-11,6.807425940866945e-11,4.29341507114336e-11,3.797339533454173e-11,inf,inf,1.1270214733117938e-10,9.968016426883549e-11,6.31132027741633e-11,5.5820892228203904e-11
706,ISL,2731.0,1.185787982830885e-08,1.0487780731387488e-08,2.0203740087673537e-07,1.78693323816289e-07,1.3913570668291727e-06,1.230595017596154e-06,9.579645070482441e-07,8.47278083758972e-07,inf,inf,1.2901697776969505e-06,1.141099246295729e-06,5.127892017027016e-07,4.535398221899648e-07
707,ISL,2735.0,5.333658322272087e-08,4.717389600001328e-08,3.3163935348473457e-07,2.9332063333475796e-07,1.8570067258090182e-06,1.642441957499109e-06,2.446125977703835e-06,2.1634924005776046e-06,inf,inf,2.3645885228739583e-06,2.0913760560005887e-06,inf,inf
708,ISL,2905.0,2.541779924426092e-10,2.0864885060465685e-10,7.209856780856905e-09,5.918405114044822e-09,2.4994169918975955e-08,2.051713751964312e-08,3.2483397091788915e-08,2.6664871343913567e-08,8.997900932468367e-08,7.386169311404853e-08,inf,inf,4.735737332878088e-09,3.887457532318344e-09
709,ISL,2907.0,5.931149164266472e-10,4.292322422434045e-10,2.2277975427877305e-08,1.6122382156837672e-08,5.638252892645112e-08,4.080355871044305e-08,1.5223282250031724e-07,1.1016960446472705e-07,inf,inf,inf,inf,3.0446565709901223e-09,2.2033921768494762e-09
710,ISL,2918.0,1.101384450214661e-08,8.548742221955418e-09,2.3605733717189256e-07,1.8322333538397197e-07,5.402763921152533e-07,4.1935253433995925e-07,8.91048471898375e-07,6.91615329419429e-07,2.4325313626380472e-09,1.8880858143549814e-09,inf,inf,1.3701365116799823e-08,1.0634745973541312e-08
711,ISL,2919.0,7.044125855968875e-07,5.467520093456227e-07,4.69608371737365e-05,3.645013250797671e-05,8.042074218114587e-05,6.242109138829399e-05,0.0002582846204919699,0.0002004757412410436,7.292742062650129e-06,5.6604913908723285e-06,inf,inf,5.165692294377175e-06,4.009514735201232e-06
712,ISL,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,ITA,946.0,8.258378444332085e-09,7.3041777767218505e-09,1.8752410115361123e-07,1.6585693928642985e-07,4.800734441136315e-06,4.2460415265853164e-06,2.9264875355310194e-06,2.5883513773275584e-06,1.5616512200272116e-08,1.3812128147435433e-08,1.9990537066163444e-06,1.7680763550333362e-06,1.3220798261822031e-07,1.1693223010480894e-07
714,ITA,960.0,1.3952548832798964e-09,1.3069701880937028e-09,2.7019220731212702e-08,2.530958065397021e-08,2.8370183260814243e-06,2.6575061085237528e-06,2.3002850481949265e-07,2.1547346066556306e-07,1.8502293017407324e-09,1.7331561189938234e-09,1.8913455585496288e-07,1.7716707463491548e-07,1.702210957601474e-08,1.5945036294743173e-08
715,ITA,976.0,4.151714982283447e-09,3.6720119468114907e-09,7.300632847433704e-08,6.45709330950183e-08,2.24244775364856e-06,1.983347839780955e-06,6.677194920679511e-07,5.905689486044351e-07,7.770499155338862e-09,6.872669692609661e-09,4.507360561759568e-07,3.9865650464919387e-07,5.859006129765206e-08,5.18203696466338e-08
716,ITA,1016.0,1.2851498896209354e-08,1.1366593728782513e-08,2.180487545759145e-07,1.9285467215520446e-07,5.910766200021702e-06,5.227816503278316e-06,6.3452214472572196e-06,5.612073338107168e-06,inf,inf,2.137149148448778e-05,1.8902157876227113e-05,5.056428451251331e-06,4.472191795540935e-06
717,ITA,1049.0,9.051718783535224e-10,8.005852919614048e-10,1.8308200659234055e-08,1.619280991884323e-08,6.474641200458138e-08,5.726539500147459e-08,1.1277551006819851e-07,9.974505042983994e-08,9.172408367315693e-08,8.112597625208901e-08,4.7443492920251386e-07,4.196171306196267e-07,9.172408367315693e-08,8.112597625208901e-08
718,ITA,1052.0,2.3280427384371592e-09,2.059052893733868e-09,2.6505581247956155e-08,2.3443037736214415e-08,1.9023434948372218e-07,1.682540364593961e-07,2.580698615822463e-07,2.282516065977139e-07,2.080688197478211e-09,1.8402785237746445e-09,3.7405631117689014e-07,3.3083659386134674e-07,7.083193863755613e-09,6.264777953275386e-09
719,ITA,1053.0,1.1544630604075076e-09,1.021072537025978e-09,8.992270839479356e-09,7.95327378985248e-09,1.9919480956730103e-07,1.7617917501448363e-07,1.0735163745134881e-07,9.494787019660013e-08,4.432093218183376e-08,3.919994343542448e-08,2.343205984986663e-07,2.072464128059882e-07,7.132894628760922e-08,6.308736125655706e-08
720,ITA,2511.0,1.2512669896859224e-10,1.0271362075395452e-10,3.5048030117709694e-09,2.877011943380056e-09,1.1774563153995597e-08,9.665467276864394e-09,1.3720931219040884e-08,1.1263195922537777e-08,inf,inf,inf,inf,1.0223766866945952e-09,8.392454378676771e-10
721,ITA,2514.0,7.727553570593994e-11,6.343370466482852e-11,2.9942219006610474e-09,2.4578876873822144e-09,1.0407959459644253e-08,8.543653829058257e-09,1.2762701378194413e-08,1.0476607150683962e-08,5.1282855513941944e-09,4.209691309574982e-09,inf,inf,2.969007424491375e-09,2.4371897055434107e-09
722,ITA,2555.0,8.9877573994368e-11,8.088172719453219e-11,1.0202319360436984e-09,9.181169168118251e-10,3.7216911421510293e-09,3.349187058393778e-09,1.3345457828181706e-08,1.2009710891982527e-08,1.468000375241344e-09,1.3210682108440257e-09,inf,inf,8.007274774043694e-11,7.205826604603776e-11
723,ITA,2731.0,3.88776178900874e-09,3.4385567883432947e-09,6.579233662283277e-08,5.8190469990984364e-08,5.223490784352455e-07,4.6199511878950136e-07,3.1543810488085744e-07,2.7899133118358295e-07,inf,inf,4.233483637239612e-07,3.744332777878897e-07,1.6491657879332132e-07,1.4586156567599619e-07
724,ITA,2735.0,4.448582199249383e-09,3.934578132584686e-09,2.5243692119135226e-08,2.2326951498032073e-08,1.615137222194042e-07,1.428518865323096e-07,2.433282516680338e-07,2.1521329159988362e-07,1.226460814222256e-08,1.0847514295509994e-08,1.4225256234733578e-07,1.2581622549548636e-07,1.2666248653840383e-07,1.1202747919031272e-07
725,ITA,2805.0,1.1935908311424491e-09,9.79791179467908e-10,6.06002628244624e-08,4.974535782250747e-08,5.400998430438436e-07,4.433555021027166e-07,3.7248266664354905e-07,3.0576242859767653e-07,inf,inf,inf,inf,4.800887565261851e-08,3.9409378551931414e-08
726,ITA,2903.0,1.2900407777326417e-09,1.1609205902790832e-09,2.8935490899542433e-08,2.6039337480596814e-08,1.1922310489863492e-07,1.0729006377387026e-07,2.0222908950207606e-07,1.819879789916282e-07,2.395140314415736e-07,2.155410709186909e-07,inf,inf,2.311495591393817e-09,2.080137986881954e-09
727,ITA,2905.0,2.5294736331766357e-10,2.0763865554420724e-10,6.804007037979515e-09,5.5852524222802805e-09,2.296767615786642e-08,1.8853635538414426e-08,2.824012070206747e-08,2.3181663639717227e-08,1.2281180668229556e-07,1.0081337907619223e-07,inf,inf,2.4488958255208475e-09,2.0102420919105985e-09
728,ITA,2907.0,2.3003650437983468e-10,1.6647547016296062e-10,8.654599600476296e-09,6.263260439666822e-09,2.1904925391015243e-08,1.5852409004322813e-08,5.907498327201578e-08,4.275206511936533e-08,5.343490944268089e-09,3.867039145185917e-09,inf,inf,1.182975412183071e-09,8.561092878077249e-10
729,ITA,2908.0,8.116139285539742e-11,7.303794866636983e-11,2.5701108312007037e-07,2.3128684261316822e-07,4.343849326357739e-08,3.909073427044604e-08,1.028044332480282e-06,9.251473704526731e-07,inf,inf,inf,inf,3.0841329285051e-08,2.7754420493220532e-08
730,ITA,2913.0,1.41115844065975e-10,1.2699155857595301e-10,1.1847118941188668e-08,1.066134075116938e-08,1.1300316570799734e-08,1.0169267832580227e-08,6.451595268326731e-08,5.8058550678619325e-08,1.2424153368431358e-09,1.1180619799900946e-09,inf,inf,1.636175347251923e-09,1.4724105491225389e-09
731,ITA,2918.0,7.55770247050511e-11,5.86614875468702e-11,1.5947045802320374e-09,1.2377801751167161e-09,4.078940318158219e-09,3.1659979684549994e-09,8.331326597745723e-09,6.466621481460696e-09,2.254588359112401e-11,1.749969748975198e-11,inf,inf,6.943154222963013e-11,5.38914778103355e-11
732,ITA,2919.0,4.551478977840783e-11,3.532773728794383e-11,3.458262225166832e-09,2.684239122235218e-09,9.518573076379974e-09,7.388140220697514e-09,2.756742848819036e-08,2.1397327683516676e-08,3.668576196249499e-10,2.847480933403978e-10,inf,inf,7.265101107257038e-10,5.639036992966307e-10
733,ITA,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,LTU,960.0,1.4584523414601882e-09,1.3661688297144897e-09,2.8243044487493608e-08,2.6455967012554363e-08,2.9655198272535833e-06,2.7778766825098452e-06,2.4044754508791413e-07,2.2523323659077867e-07,1.934034626718945e-09,1.8116586654909537e-09,1.9770132263523308e-07,1.8519177960053757e-07,1.7793118565814297e-08,1.6667259722516777e-08
735,LTU,976.0,1.1871210051691468e-07,1.0499570736174311e-07,1.6785734805876768e-06,1.4846254862439595e-06,1.173022010985057e-05,1.0374871243788807e-05,8.26369150369929e-06,7.308876947438952e-06,2.4822128421201675e-08,2.1954096679779923e-08,1.7874274282162753e-06,1.5809020846750883e-06,5.648148982069843e-07,4.995542957075671e-07
736,LTU,1016.0,1.780246454309941e-08,1.5745508245124032e-08,2.898251512854551e-07,2.563377839153363e-07,6.326288480875402e-06,5.5953279499870095e-06,6.345388654941363e-06,5.612221226056218e-06,inf,inf,2.034837057355817e-05,1.7997251777422642e-05,5.036240097428282e-06,4.454336071643454e-06
737,LTU,1049.0,1.9318698599868615e-09,1.708655154756113e-09,3.9074414362608124e-08,3.4559625833285036e-08,1.381855146908249e-07,1.2221909812843725e-07,2.4069197691127064e-07,2.1288162084617798e-07,1.9576281247866863e-07,1.7314372234861947e-07,1.0125663005776364e-06,8.955710034350207e-07,1.9576281247866863e-07,1.7314372234861947e-07
738,LTU,1052.0,5.780093647483644e-09,5.112242294526588e-09,6.580838885158138e-08,5.8204667491532776e-08,4.723162237658064e-07,4.177432274956013e-07,6.407390821956723e-07,5.667059455313321e-07,5.165958697438507e-09,4.569066550733138e-09,9.287116908713353e-07,8.214052358062903e-07,1.758624237425875e-08,1.5554269108878774e-08
739,LTU,1053.0,4.017343393723427e-09,3.5531661010321035e-09,3.283185736886251e-08,2.903835475434454e-08,6.926716724533493e-07,6.12638070609478e-07,3.900741213740194e-07,3.450036526928438e-07,7.190385592092885e-07,6.359584390791806e-07,9.858358415183332e-07,8.719290710219407e-07,4.452003979080591e-07,3.9376045485292227e-07
740,LTU,2511.0,6.981894222924872e-11,5.731275908890858e-11,1.955630900685362e-09,1.605332293774733e-09,6.570041017623339e-09,5.3931951133105256e-09,7.656087086211484e-09,6.28470527804592e-09,inf,inf,inf,inf,5.704718450438615e-10,4.6828717792157e-10
741,LTU,2514.0,1.4078194097105654e-09,1.1556464777782029e-09,5.454926543339466e-08,4.4778233648910396e-08,1.8961405066832264e-07,1.5564980016659606e-07,2.3251315641388385e-07,1.908646864742688e-07,9.342801537170115e-08,7.669290261618981e-08,inf,inf,5.408990363624803e-08,4.440115414621516e-08
742,LTU,2731.0,7.379379338409345e-09,6.526741167523382e-09,1.2544024682622832e-07,1.109464611425595e-07,9.049528461612492e-07,8.003915674812332e-07,5.970346853486199e-07,5.280513008759562e-07,inf,inf,8.03122543399066e-07,7.103270784963676e-07,3.170158188362207e-07,2.803867507914962e-07
743,LTU,2735.0,6.133262153796492e-09,5.42460453036222e-09,6.58702451152078e-08,5.825937667556652e-08,2.6891955233671007e-07,2.3784768779298158e-07,3.734071078267725e-07,3.302624016377199e-07,3.157083873840074e-09,2.7923038434229355e-09,2.837611787886324e-07,2.5097446308322503e-07,1.7050116053825428e-08,1.5080088616712984e-08
744,LTU,2903.0,3.63442803462681e-10,3.270658115708217e-10,5.490925595576779e-09,4.9413388271332825e-09,2.1993440860874192e-08,1.9792117262641875e-08,3.790895437759178e-08,3.4114646957320843e-08,2.6111542688648227e-08,2.349803825928778e-08,inf,inf,4.1579802803896726e-10,3.741808014753445e-10
745,LTU,2905.0,5.458699123065671e-11,4.480920188562211e-11,1.5150800418958968e-09,1.2436942564451595e-09,5.709819169722333e-09,4.68705884201204e-09,6.45864051668021e-09,5.301749011879006e-09,2.641396956947878e-08,2.1682618300726856e-08,inf,inf,5.560960705546682e-10,4.5648643626452365e-10
746,LTU,2907.0,1.610086176117718e-10,1.1652057306934856e-10,6.0476408997465455e-09,4.376626504894465e-09,1.530575743162304e-08,1.1076647036951922e-08,4.1325543544891873e-08,2.990694589940421e-08,inf,inf,inf,inf,8.265109037404286e-10,5.981389417559893e-10
747,LTU,2908.0,4.959858370035549e-11,4.463426122670718e-11,1.570621852284058e-07,1.4134183037714212e-07,2.6545721655978137e-08,2.3888760251754798e-08,6.282487409136232e-07,5.653673215085685e-07,inf,inf,inf,inf,1.8847461806135088e-08,1.6961019266148725e-08
748,LTU,2913.0,6.938373093913166e-11,6.243911298617524e-11,7.865522950744423e-07,7.078262721958951e-07,2.198126507059111e-06,1.978116014726496e-06,3.8090478547141284e-06,3.427800237189442e-06,1.2879432139652948e-05,1.1590329716789826e-05,inf,inf,9.855850282971173e-08,8.869378182230193e-08
749,LTU,2918.0,6.49205689156459e-10,5.039014382801397e-10,1.6849913701687554e-08,1.3078591101394873e-08,3.9774873328612937e-08,3.0872520392944587e-08,8.062900533660649e-08,6.258274139434016e-08,8.679054887183425e-11,6.736521742818575e-11,inf,inf,5.478836491097293e-10,4.2525714639883364e-10
750,LTU,2919.0,1.96990782657046e-09,1.529005989423688e-09,2.8415511509762636e-07,2.2055594025739447e-07,5.742168449063418e-07,4.4569648551440267e-07,1.5454340026591553e-06,1.1995372648672264e-06,3.190149384991778e-08,2.4761348988093147e-08,inf,inf,2.0063126150641424e-08,1.5572627123524204e-08
751,LTU,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,LVA,960.0,1.5714675771131032e-09,1.4720330309932704e-09,3.043159342911631e-08,2.8506035610172087e-08,3.1953174782175547e-06,2.9931338965880724e-06,2.5907978640138e-07,2.4268652360370267e-07,2.0839026566065065e-09,1.952043801969337e-09,2.1302116609624333e-07,1.995422605984858e-07,1.917190444077986e-08,1.7958802978117895e-08
753,LVA,976.0,7.02408081787007e-08,6.212495026429396e-08,1.0622592039435326e-06,9.395222225360388e-07,9.33915800670447e-06,8.260080453528036e-06,5.319355960829505e-06,4.704739781237544e-06,3.7949549628643095e-08,3.3564731733065584e-08,2.2519865638094915e-06,1.991784503911026e-06,5.726134752603294e-07,5.064517990839341e-07
754,LVA,1016.0,2.5139579214682102e-08,2.2234868146790358e-08,4.872558971050761e-07,4.309567210078865e-07,3.4692618799301e-05,3.068411758534171e-05,,,,,,,,
755,LVA,1049.0,1.9723327804542408e-09,1.744442854054628e-09,3.98928260752244e-08,3.528347551924892e-08,1.4107980359013862e-07,1.247789712076722e-07,2.457332586873439e-07,2.1734041606405267e-07,1.9986305508602968e-07,1.7677020921086896e-07,1.0337744526052785e-06,9.143286946415746e-07,1.9986305508602968e-07,1.7677020921086896e-07
756,LVA,1052.0,3.843305535993847e-09,3.399237159496475e-09,4.375737844632112e-08,3.8701504583455285e-08,3.1405296665549725e-07,2.7776623646171203e-07,4.260408588366582e-07,3.7681467300956206e-07,3.4349543227945005e-09,3.038068211299975e-09,6.175198881806887e-07,5.461695748550724e-07,1.169346152440681e-08,1.0342359868255235e-08
757,LVA,1053.0,6.162262042191319e-09,5.45025367465474e-09,5.052772047297274e-08,4.46895786472946e-08,1.0746383899021603e-06,9.504710759438133e-07,5.994581325732815e-07,5.301947349024726e-07,inf,inf,1.573577621931531e-06,1.3917612002810905e-06,8.812034720333586e-07,7.793862754756278e-07
758,LVA,2511.0,5.6270263507796006e-11,4.619096126811112e-11,1.5761319577748325e-09,1.2938103658413272e-09,5.295095106207707e-09,4.34662142514969e-09,6.170389066697692e-09,5.0651300459881735e-09,inf,inf,inf,inf,4.5976922622223563e-10,3.774139518248103e-10
759,LVA,2731.0,1.1040203356558786e-08,9.764581334100945e-09,1.875252639246157e-07,1.6585796770698326e-07,1.3745084961887696e-06,1.215693187161679e-06,8.936527849461491e-07,7.903971531347243e-07,inf,inf,1.2016546132306643e-06,1.0628114199923394e-06,4.73247524782637e-07,4.185669228779849e-07
760,LVA,2735.0,2.2528045149132538e-08,1.9925079462084236e-08,1.4530043444591448e-07,1.2851193625744694e-07,8.431642227777495e-07,7.457422083105182e-07,6.648159227155761e-07,5.880008673667264e-07,5.836897537373727e-09,5.162482872984369e-09,6.775294244229472e-07,5.992454085634341e-07,1.227112071160814e-07,1.0853274380845895e-07
761,LVA,2903.0,1.5410881122513765e-09,1.3868405959162088e-09,2.3289100622626837e-08,2.0958094432804225e-08,1.0308413980121431e-07,9.276644776824188e-08,1.687964505376153e-07,1.519016130168829e-07,3.08901403353384e-07,2.779834604525725e-07,inf,inf,1.6239138292805528e-09,1.4613762865420496e-09
762,LVA,2905.0,5.1910620765017254e-11,4.261223110903527e-11,1.4733801139067325e-09,1.2094637474950165e-09,5.31729671061294e-09,4.364846210058153e-09,6.357929297708179e-09,5.219077495436635e-09,2.1307240937983028e-08,1.7490622569420327e-08,inf,inf,6.305832824288098e-10,5.176312702170318e-10
763,LVA,2907.0,8.378745680425238e-11,6.063627293785904e-11,3.1471386946315597e-09,2.2775576218622225e-09,7.964980438194368e-09,5.7641888919410475e-09,2.1505446391875107e-08,1.5563309435620132e-08,inf,inf,inf,inf,4.301089449284954e-10,3.112662010810097e-10
764,LVA,2913.0,6.392131935343992e-11,5.7523434201544764e-11,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
765,LVA,2918.0,4.1557649965228573e-10,3.225627861676746e-10,1.0241148039341581e-08,7.948989531144365e-09,2.5395876496096617e-08,1.9711809225510025e-08,5.275398024072309e-08,4.0946662917946116e-08,6.166231624718663e-11,4.7861148421257696e-11,inf,inf,2.716259944885254e-10,2.1083106877095596e-10
766,LVA,2919.0,4.879169110560103e-09,3.787120743839841e-09,6.209298308145666e-07,4.81954240458139e-07,1.1372425359123986e-06,8.827066045342429e-07,3.762387934690172e-06,2.92029586820413e-06,7.873993192677291e-08,6.111647758283728e-08,inf,inf,4.854636955688088e-08,3.768079339350331e-08
767,LVA,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,MDA,960.0,1.5866332117673177e-09,1.4862390607403117e-09,3.072527713892559e-08,2.8781136495357442e-08,3.226154269370379e-06,3.022019491052699e-06,2.6158006667701466e-07,2.450285987480314e-07,2.104013606908834e-09,1.970882232720848e-09,2.1507695218160765e-07,2.014679669040985e-07,1.9356925183561273e-08,1.8132116541031804e-08
769,MDA,976.0,1.2870510855848415e-08,1.1383408983014764e-08,2.2120684249693765e-07,1.956478640348407e-07,4.890156335390468e-06,4.325131316084104e-06,1.853652870322441e-06,1.6394756176932352e-06,1.3068040679093976e-08,1.1558115549796068e-08,8.497455560073869e-07,7.515631122859359e-07,1.5076282227955957e-07,1.3334318153051013e-07
770,MDA,1016.0,1.635053447376227e-08,1.4461339032330798e-08,3.169064316918899e-07,2.802900026036931e-07,2.2563737237566047e-05,1.9956647567239276e-05,,,,,,,,
771,MDA,1049.0,1.789518291691716e-09,1.5827513627911766e-09,3.619518099397457e-08,3.201306871835856e-08,1.2800319074688982e-07,1.1321327395023943e-07,2.2295637209697368e-07,1.9719524713316195e-07,1.813378535580939e-07,1.603854714295059e-07,9.379544419449745e-07,8.295800485062559e-07,1.813378535580939e-07,1.603854714295059e-07
772,MDA,1052.0,6.416402599708793e-09,5.6750299821218385e-09,7.305298894140951e-08,6.461220225565794e-08,5.2431175529049e-07,4.6373102139624157e-07,7.11275658055326e-07,6.290924894894549e-07,5.7346598234897345e-09,5.072058046521393e-09,1.0309500971979966e-06,9.118306747047924e-07,1.9522246207624627e-08,1.7266580583902612e-08
773,MDA,1053.0,6.7998112479593205e-09,6.014138312750171e-09,5.563540699288731e-08,4.920710598280036e-08,1.1853032298109803e-06,1.0483493301041382e-06,6.602320054189113e-07,5.839465912065427e-07,6.3904366682489306e-06,5.652064241232211e-06,1.7182545778603303e-06,1.519721696814665e-06,9.228144056079938e-07,8.16189342607178e-07
774,MDA,2511.0,5.14375758073107e-11,4.2223919415480263e-11,1.4407682140876376e-09,1.1826933912265651e-09,4.840333756296408e-09,3.973318323466571e-09,5.64045439977175e-09,4.630118902469817e-09,inf,inf,inf,inf,4.2028263159631915e-10,3.4500031717526555e-10
775,MDA,2514.0,8.844244605305521e-11,7.26003637698922e-11,3.426910036933404e-09,2.8130713971751953e-09,1.1911989798877787e-08,9.778277639483012e-09,1.4607010068847033e-08,1.1990557610229494e-08,5.8693623289754826e-09,4.818024141092847e-09,inf,inf,3.3980518746700166e-09,2.7893823974748063e-09
776,MDA,2555.0,1.471979546966143e-10,1.3246491072523508e-10,1.6708957265714576e-09,1.5036557655142191e-09,6.095239332689006e-09,5.485166799482451e-09,2.1856665789859498e-08,1.9669032009122283e-08,2.4042332600447014e-09,2.163593541845507e-09,inf,inf,1.3113999600243824e-10,1.180141931915731e-10
777,MDA,2731.0,4.716123643794394e-09,4.171206943769638e-09,7.986361103732371e-08,7.063590229483078e-08,6.247645855677291e-07,5.525771956743643e-07,3.8248629834929415e-07,3.38292552119712e-07,inf,inf,5.135092681471716e-07,4.5417668974900367e-07,2.0042997210098566e-07,1.7727162273772528e-07
778,MDA,2735.0,3.506905828955689e-08,3.101706199780015e-08,2.0564397333470832e-07,1.8188318082941038e-07,1.2898574519022007e-06,1.1408230076679542e-06,9.61487470990367e-07,8.503939926638134e-07,7.929860625479438e-09,7.013618005467058e-09,9.157398447850994e-07,8.099322002043471e-07,2.073239194339052e-07,1.8336902033731835e-07
