,ISO3,FBS Code2,EnergyI-BaU,EnergyI-HalfW,ProteinI-BaU,ProteinI-HalfW,IronI-BaU,IronI-HalfW,ZincI-BaU,ZincI-HalfW,Vitamin AI-BaU,Vitamin AI-HalfW,Vitamin BI-BaU,Vitamin BI-HalfW,FolateI-BaU,FolateI-HalfW
950,SVK,2919.0,9.166457476112383e-10,7.114834609888315e-10,9.493535552299781e-08,7.368706557983658e-08,2.3100909326006606e-07,1.79304981909184e-07,7.336289286510693e-07,5.694291939917049e-07,1.3195510147951181e-08,1.0242110710755507e-08,inf,inf,2.0812129946440472e-08,1.6153990004787348e-08
951,SVK,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,SVN,960.0,1.3758896596045411e-09,1.2888302981476027e-09,2.664421164917047e-08,2.4958300256125324e-08,2.7976423703947456e-06,2.6206216648089166e-06,2.2683585987632252e-07,2.1248283019947748e-07,1.8245493312147178e-09,1.7091010475435601e-09,1.8650949213165206e-07,1.7470811171041501e-07,1.67858538471754e-08,1.5723729637400755e-08
953,SVN,976.0,1.662562469017261e-08,1.470464440503106e-08,2.3946868969686033e-07,2.1179967632810178e-07,1.7836672670484735e-06,1.577576385105387e-06,1.2477662022244848e-06,1.103595121762407e-06,3.566832117765402e-09,3.1547084047426285e-09,2.5973097805887844e-07,2.2972079212062854e-07,8.124486800318567e-08,7.18575642109077e-08
954,SVN,1016.0,1.1637286344476549e-08,1.0292675356505645e-08,1.466877125097239e-07,1.2973892357367544e-07,1.4881211854513539e-06,1.3161786863016364e-06,1.3410577526860463e-06,1.1861074544473949e-06,inf,inf,3.8382855272041865e-06,3.394797179313011e-06,1.0537307074775598e-06,9.31979137077372e-07
955,SVN,1049.0,7.116913314408442e-10,6.294601345816897e-10,1.4394821596929392e-08,1.2731595762643818e-08,5.090686229600391e-08,4.502491315596086e-08,8.866973757553014e-08,7.842453951858421e-08,7.211805491933888e-08,6.378529363761123e-08,3.7302443273023015e-07,3.2992394210178185e-07,7.211805491933888e-08,6.378529363761123e-08
956,SVN,1052.0,1.8145616263768693e-09,1.6049011068232928e-09,2.0659419100545783e-08,1.8272360717224773e-08,1.4827560718393847e-07,1.311433475861319e-07,2.0114908546133407e-07,1.779076473351698e-07,1.621764453574327e-09,1.434380364223318e-09,2.9155316487931885e-07,2.57866137038804e-07,5.5209002674870695e-09,4.8829969845900186e-09
957,SVN,1053.0,4.96746316780237e-10,4.39350585850766e-10,3.983423604905696e-09,3.5231655180673424e-09,8.623451816102283e-08,7.627069350041177e-08,4.738882685187849e-08,4.1913363293973524e-08,4.470359785904276e-08,3.9538394640370454e-08,1.142604601132888e-07,1.0105842437994447e-07,4.551089099848095e-08,4.025241043029002e-08
958,SVN,2511.0,2.3530316726942883e-10,1.931549420254665e-10,6.590849563866028e-09,5.410276368908495e-09,2.2142292781531133e-08,1.8176097364768516e-08,2.580247541363416e-08,2.118065685417379e-08,inf,inf,inf,inf,1.9225990496404557e-09,1.5782172092324704e-09
959,SVN,2514.0,1.0189350827179642e-10,8.364203045543646e-11,3.948102995540271e-09,3.2409066739886157e-09,1.3723664205051464e-08,1.1265439367709193e-08,1.6828565555315325e-08,1.3814181262110915e-08,6.762023730764673e-09,5.550789293860785e-09,inf,inf,3.914855844126916e-09,3.2136148543404544e-09
960,SVN,2555.0,7.020404959403551e-11,6.317732594308791e-11,7.969108449669422e-10,7.171480347813943e-10,2.9070409658990808e-09,2.616075222078341e-09,1.04242375665757e-08,9.380875579970629e-09,1.1466661433692467e-09,1.0318963237371026e-09,inf,inf,6.254542600195891e-11,5.628525402202378e-11
961,SVN,2731.0,8.72747083781431e-09,7.71906966606772e-09,1.4873922880194144e-07,1.3155340081169577e-07,1.0191439608223586e-06,9.013886588144858e-07,7.049524785367683e-07,6.234999112818805e-07,inf,inf,9.495429643098729e-07,8.398295942364868e-07,3.7769495846058346e-07,3.340548196675427e-07
962,SVN,2735.0,4.7797543439453305e-08,4.227485539996807e-08,2.971983851726409e-07,2.628590896976255e-07,1.6641553373145668e-06,1.4718732634696058e-06,1.4585980637791714e-06,1.2900667648547071e-06,2.2942642966518383e-08,2.0291773260926244e-08,1.9031555686303522e-06,1.6832586086648553e-06,1.307730649091548e-06,1.156631075872796e-06
963,SVN,2903.0,3.4900835123506042e-09,3.1407610373391377e-09,1.031561216031225e-07,9.28312249112617e-08,5.026007711851347e-07,4.5229545765559824e-07,5.862077265462419e-07,5.275341924650873e-07,8.355500788763607e-07,7.51919867588799e-07,inf,inf,1.1183960083479549e-08,1.0064557466618024e-08
964,SVN,2905.0,1.3130437398636978e-10,1.0778473166911141e-10,3.728851106917384e-09,3.0609278563323445e-09,1.3403750870494403e-08,1.100282989114916e-08,1.6369164747557774e-08,1.3437069736505067e-08,5.170792496253356e-08,4.244584280057398e-08,inf,inf,1.7583176951551435e-09,1.4433624349865216e-09
965,SVN,2907.0,1.6398608267974742e-10,1.1867533932447553e-10,6.154178901106387e-09,4.45372715426495e-09,1.4489587358717343e-08,1.0485991666900036e-08,4.240365177702589e-08,3.068716369707477e-08,3.280881744142784e-07,2.3743463341947896e-07,inf,inf,8.386872607495347e-10,6.069508682083925e-10
966,SVN,2913.0,5.759886525788777e-10,5.183379456587275e-10,3.895549564064622e-07,3.5056439900480327e-07,7.100952594441338e-07,6.390218216180375e-07,1.7416431108726134e-06,1.5673220437910602e-06,1.0561153448820304e-07,9.504087550923479e-08,inf,inf,4.157788444858062e-08,3.7416353800410876e-08
967,SVN,2918.0,5.078829260649643e-10,3.942093256369843e-10,1.0157858310985996e-08,7.884341585796144e-09,2.1180788061829367e-08,1.6440135609610198e-08,5.812141575314562e-08,4.511276700446436e-08,9.670096057504191e-11,7.505749553758346e-11,inf,inf,3.3497137888793293e-10,2.599985835361833e-10
968,SVN,2919.0,1.3636168720019524e-10,1.0584141737230688e-10,1.3940986386322533e-08,1.0820735567242958e-08,3.381057725263668e-08,2.6243144185662583e-08,1.0984955039961577e-07,8.526318756188979e-08,1.803409744292335e-09,1.3997732600558273e-09,inf,inf,3.2239758112322266e-09,2.5023903446859318e-09
969,SVN,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,SWE,960.0,8.832990397169104e-10,8.274083294143243e-10,1.710515548935136e-08,1.602282748133901e-08,1.796041420902372e-06,1.682396974080296e-06,1.456249749414528e-07,1.3641056065896634e-07,1.1713313352767723e-09,1.097215393353778e-09,1.197360952224378e-07,1.1215979873627284e-07,1.0776248284546307e-08,1.0094381618854757e-08
971,SWE,976.0,3.035856551280743e-08,2.6850835311863268e-08,4.3838286673939e-07,3.8773064403836974e-07,3.2682862141939937e-06,2.8906574934291323e-06,2.1693644625496337e-06,1.918708836580413e-06,7.896033364866057e-09,6.983699259688434e-09,5.504932193133948e-07,4.868873914956758e-07,1.6663435887254196e-07,1.4738086769933108e-07
972,SWE,1049.0,7.138401933235029e-10,6.313607097750358e-10,1.443828493850851e-08,1.2770037204363182e-08,5.1060569122434094e-08,4.5160860181555495e-08,8.893746462348458e-08,7.866133248793987e-08,7.233580625678162e-08,6.39778852572036e-08,3.7415073278389475e-07,3.3092010568006196e-07,7.233580625678162e-08,6.39778852572036e-08
973,SWE,1052.0,1.9216990592492096e-09,1.6996595223544026e-09,2.1879216265266912e-08,1.9351218437626205e-08,1.5703026598436402e-07,1.3888646382667404e-07,2.130255609293932e-07,1.8841187510389317e-07,1.717518534203981e-09,1.519070698104247e-09,3.087673818984155e-07,2.730913658463853e-07,5.846871605800787e-09,5.171304504184672e-09
974,SWE,1053.0,1.3821250201252833e-09,1.222429672447254e-09,1.1279731092363283e-08,9.976433234151912e-09,2.407996832040557e-07,2.1297688239364478e-07,1.3390006027466084e-07,1.1842879944925972e-07,5.952109172655174e-07,5.264382570572106e-07,3.4499348570167856e-07,3.0513178444921825e-07,1.7691057034013218e-07,1.564697313226713e-07
975,SWE,2511.0,4.2708366101396246e-11,3.5058312533769976e-11,1.196262759058022e-09,9.81984503457626e-10,4.01890530166611e-09,3.2990266538159443e-09,4.683241535061714e-09,3.844364942866746e-09,inf,inf,inf,inf,3.4895860107238395e-10,2.864520658247059e-10
976,SWE,2731.0,8.347268900364896e-09,7.382797532148914e-09,1.4096005947841775e-07,1.2467306273113285e-07,1.1751674267181065e-06,1.03938465160227e-06,6.781874961461197e-07,5.998274444786307e-07,inf,inf,9.091917882631493e-07,8.041407280345085e-07,3.519725465517492e-07,3.11304461265508e-07
977,SWE,2735.0,2.990743014830399e-09,2.6451825636306334e-09,1.9323038000464236e-08,1.7090389559297752e-08,1.2216075574002004e-07,1.0804589342550603e-07,1.6581302399706954e-07,1.466544326025247e-07,inf,inf,1.0789398405074182e-07,9.542755225588934e-08,7.535897219858212e-08,6.665174449437587e-08
978,SWE,2903.0,1.715579749953223e-10,1.5438673647875208e-10,2.3057673511106765e-09,2.0749830861954416e-09,9.434340326522727e-09,8.490057159286488e-09,1.8204801972935074e-08,1.638268325864785e-08,1.488807111450257e-08,1.3397924007288503e-08,inf,inf,1.5223913747153565e-10,1.3700152149272764e-10
979,SWE,2905.0,1.6279128910878978e-11,1.3363161395126925e-11,4.637590257048862e-10,3.80689086183211e-10,1.6809300703925996e-09,1.3798367190008034e-09,1.9784202210623018e-09,1.6240395211669056e-09,6.799361657246012e-09,5.581439136396036e-09,inf,inf,1.8474218469098173e-10,1.51650597770261e-10
980,SWE,2907.0,1.185815422786292e-10,8.581645794307374e-11,4.454038520897344e-09,3.2233499586916987e-09,1.1272566331578465e-08,8.157860792798549e-09,3.0435927975433046e-08,2.2026223330145454e-08,inf,inf,inf,inf,6.087185836969633e-10,4.405244841077787e-10
981,SWE,2908.0,6.010667019655436e-11,5.4090593296544324e-11,1.9033779321013668e-07,1.7128688260095054e-07,3.2169768119688715e-08,2.894989587871016e-08,7.613511728405467e-07,6.851475304038022e-07,inf,inf,inf,inf,2.2840534674690654e-08,2.0554425452686842e-08
982,SWE,2913.0,4.867054508838092e-11,4.379911000372887e-11,2.353646260292802e-07,2.11806979513446e-07,7.512773492545911e-07,6.760819958674987e-07,9.918937959003001e-07,8.926151412474071e-07,inf,inf,inf,inf,4.948068075354351e-08,4.4528159186390905e-08
983,SWE,2918.0,1.8319172662114876e-09,1.4219002708581027e-09,5.04056262063037e-08,3.912391398752244e-08,1.0805158270997648e-07,8.386763832391614e-08,2.3547748896713196e-07,1.8277326794118252e-07,1.9860999481580208e-10,1.5415740144626865e-10,inf,inf,2.1909277286396903e-09,1.700557546043488e-09
984,SWE,2919.0,6.808150567864209e-09,5.2843604430393995e-09,6.842810733103891e-07,5.311263021693626e-07,1.2349796628095398e-06,9.585683531902513e-07,3.590057873666523e-06,2.7865364648915183e-06,1.2967156109614075e-07,1.0064866533328999e-07,inf,inf,2.7344599411132553e-08,2.1224371878760923e-08
985,SWE,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,UKR,960.0,1.4174867243913289e-09,1.327795310375858e-09,2.7449742085733222e-08,2.571286078754217e-08,2.882223070685074e-06,2.6998505247772724e-06,2.3369375425279032e-07,2.1890679159215787e-07,1.879710656258067e-09,1.7607720420201594e-09,1.9214820550768038e-07,1.7999003573016837e-07,1.7293338037574216e-08,1.6199102786585468e-08
987,UKR,976.0,4.710777787732002e-08,4.166478765797208e-08,7.610319107819187e-07,6.730997383541474e-07,9.689071287443954e-06,8.569563583440943e-06,5.090683298013353e-06,4.502488722734419e-06,2.353307158057752e-08,2.0813981778085115e-08,1.61426552172522e-06,1.4277478840420551e-06,3.944914463792102e-07,3.4891058519211874e-07
988,UKR,1016.0,1.4189159752635134e-08,1.2549696775725296e-08,2.442870438083485e-07,2.160613016893932e-07,6.52577760257513e-06,5.771767431325741e-06,7.480782011147185e-06,6.6164274362872304e-06,inf,inf,2.3238582045606492e-05,2.05535185489764e-05,5.921334041457568e-06,5.2371633009679705e-06
989,UKR,1049.0,3.248502316906262e-09,2.873159493806073e-09,6.570490498234239e-08,5.8113140494672585e-08,2.3236345984458907e-07,2.0551540849812853e-07,4.047314267133547e-07,3.5796740394835537e-07,3.291815681131679e-07,2.911468287056821e-07,1.7026633323375238e-06,1.5059319159482702e-06,3.291815681131679e-07,2.911468287056821e-07
990,UKR,1052.0,7.132874407820818e-09,6.308718241110654e-09,8.121027119754705e-08,7.182696483591e-08,5.828577373247867e-07,5.15512404845042e-07,7.906985042489389e-07,6.993385543848622e-07,6.375006501989855e-09,5.638416927992646e-09,1.1460686030483366e-06,1.013648003347387e-06,2.170214979400802e-08,1.9194610818698374e-08
991,UKR,1053.0,6.3200340762795196e-09,5.58979620021751e-09,5.247297538781179e-08,4.6410072302895726e-08,1.0077076859585723e-06,8.912737693998596e-07,6.304365075100137e-07,5.575937647843173e-07,1.3343137297453143e-06,1.1801426584742576e-06,1.6272107834294054e-06,1.439197406910368e-06,5.990625794015784e-07,5.298448852672518e-07
992,UKR,2511.0,7.966715475096148e-11,6.539692956889107e-11,2.2314796619103595e-09,1.8317701785704033e-09,7.496768896219282e-09,6.153924651041823e-09,8.736005662780302e-09,7.171185525931965e-09,inf,inf,inf,inf,6.509389473554169e-10,5.343407659897197e-10
993,UKR,2514.0,9.596082114690036e-11,7.877202445015219e-11,3.718227116235714e-09,3.052206867456544e-09,1.2924612260363027e-08,1.0609516058887317e-08,1.584873263078618e-08,1.3009859017203079e-08,6.368309039748841e-09,5.227597986237371e-09,inf,inf,3.686915759854593e-09,3.026504097295321e-09
994,UKR,2555.0,1.8943099264463417e-10,1.70470843708274e-10,2.1502977860152884e-09,1.9350744705947833e-09,7.844044026139268e-09,7.058933623017596e-09,2.8127631970217406e-08,2.5312337155271744e-08,3.094039546529025e-09,2.7843571139018087e-09,inf,inf,1.6876579344703777e-10,1.518740243946441e-10
995,UKR,2731.0,4.276961841538733e-09,3.782787365029886e-09,7.249876196269475e-08,6.412201251581061e-08,5.549483605773021e-07,4.908277708366496e-07,3.4664997765057426e-07,3.06596879777799e-07,inf,inf,4.6563531449959404e-07,4.118342528319305e-07,1.822770417288772e-07,1.6121614265769402e-07
996,UKR,2735.0,6.118224932299484e-09,5.411304759732615e-09,4.3115672339538956e-08,3.813394334659262e-08,2.365790085676381e-07,2.0924387862179013e-07,2.465945382947951e-07,2.1810218054490013e-07,2.478280191374322e-09,2.191931408853028e-09,2.0586347160677653e-07,1.8207731753695857e-07,2.9685022406661575e-08,2.625511562902999e-08
997,UKR,2805.0,9.546067417601117e-10,7.836146533916625e-10,4.846670897203168e-08,3.978520336251426e-08,4.319595442097519e-07,3.545856253759897e-07,2.979031469489231e-07,2.4454182128469464e-07,inf,inf,inf,inf,3.839640450190672e-08,3.1518722725309095e-08
998,UKR,2903.0,1.2609937279070154e-10,1.1347808598058342e-10,2.226776979934184e-09,2.0038988616380202e-09,8.924857420573242e-09,8.031568399767165e-09,1.410188031193756e-08,1.2690423045815085e-08,7.836135240492005e-09,7.051816427762616e-09,inf,inf,2.0618757302188663e-10,1.8555025787749835e-10
999,UKR,2905.0,6.59471470887773e-11,5.413449177287231e-11,1.868060767448471e-09,1.5334479914730714e-09,6.601528163475902e-09,5.419042184993736e-09,8.332065700273396e-09,6.839600528818636e-09,2.734791596847583e-08,2.2449273355338205e-08,inf,inf,8.569849488280244e-10,7.03479175518436e-10
1000,UKR,2907.0,3.5091831854272854e-11,2.5395661538889832e-11,1.3180834710390863e-09,9.538858458435798e-10,3.3358901787970707e-09,2.4141554725169404e-09,9.00690315136119e-09,6.518219535970952e-09,inf,inf,inf,inf,1.8013807018526728e-10,1.3036439589963446e-10
1001,UKR,2908.0,1.1167705027959684e-10,1.0049929379680874e-10,3.5364400045661607e-07,3.1824777080328644e-07,5.977081744899915e-08,5.378835605205665e-08,1.4145760018264643e-06,1.2729910832131455e-06,inf,inf,inf,inf,4.243727910624679e-08,3.8189731642787314e-08
1002,UKR,2913.0,3.22841370127266e-11,2.9052817588711034e-11,1.070477047772679e-09,9.633329950737605e-10,4.2145662660157626e-09,3.792730308814585e-09,4.452189609328325e-09,4.006569930587907e-09,7.494982031642747e-09,6.744809245176511e-09,inf,inf,9.867677631857996e-11,8.88002173171183e-11
1003,UKR,2918.0,2.006436600816085e-11,1.5573589477979404e-11,5.00118435175495e-10,3.881826715394203e-10,1.4609607343353554e-09,1.1339706777045429e-09,2.545037065720231e-09,1.9754106584602343e-09,6.550875634032649e-12,5.084668401893552e-12,inf,inf,2.10268120662087e-11,1.632062229210572e-11
1004,UKR,2919.0,2.8419410681447476e-11,2.205862049062247e-11,2.4624853984764173e-09,1.9113355824844964e-09,6.190582922668945e-09,4.805015868820528e-09,1.8034834930444188e-08,1.3998305024720091e-08,1.09304010778863e-10,8.483974980691062e-11,inf,inf,3.397907047760943e-10,2.6373925507857316e-10
1005,UKR,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,USA,960.0,1.455818091828888e-09,1.3002917294436368e-09,2.819203203586048e-08,2.518025177609077e-08,2.9601635195502173e-06,2.6439265756317597e-06,2.400132498840265e-07,2.1437241749690403e-07,1.930541382642656e-09,1.724299902088301e-09,1.9734423545353064e-07,1.7626177243836868e-07,1.7760980720312437e-08,1.5863559099212368e-08
1007,USA,976.0,8.15549136726458e-08,7.161822578615563e-08,1.244968604087389e-06,1.0932810614219488e-06,1.1370191553225546e-05,9.984842227401856e-06,6.249822046046337e-06,5.488340876843682e-06,5.5939541590136225e-08,4.9123842323680406e-08,3.0811839144649374e-06,2.7057710607182565e-06,7.351531784948247e-07,6.455817798567751e-07
1008,USA,1016.0,4.365009406104986e-07,3.8331746687872885e-07,4.7241397018822095e-06,4.148548365495017e-06,3.932241239665579e-05,3.453135173171788e-05,3.4300778200647945e-05,3.0121555736975788e-05,inf,inf,9.850963969581557e-05,8.650718025606949e-05,2.6960262471372943e-05,2.3675411792832627e-05
1009,USA,1049.0,1.5771821912246214e-09,1.3850175935495431e-09,3.190042545912292e-08,2.8013663068497417e-08,1.1281491438406704e-07,9.906949375036731e-08,1.9650138315097767e-07,1.725595649857064e-07,1.5982112871076165e-07,1.4034844947968703e-07,8.26661034359792e-07,7.259402768180975e-07,1.5982112871076165e-07,1.4034844947968703e-07
1010,USA,1052.0,3.070862267197182e-09,2.696707007662247e-09,3.496284152374242e-08,3.070295296275713e-08,2.509333166909697e-07,2.203594869118293e-07,3.4041342418212293e-07,2.989372972862436e-07,2.7445831513074816e-09,2.4101818880981335e-09,4.934082149072564e-07,4.332911329145851e-07,9.343261791685044e-09,8.204874512674497e-09
1011,USA,1053.0,8.366608481846282e-10,7.347217087646906e-10,6.697386049314706e-09,5.881373477779178e-09,1.442015259589879e-07,1.266319462527111e-07,7.977047325435669e-08,7.005120240247647e-08,6.546068394879544e-08,5.748492435390144e-08,1.902875264606396e-07,1.6710280742922442e-07,7.188436900295543e-08,6.312594469063546e-08
1012,USA,2511.0,1.2055408457205006e-10,9.845986750751567e-11,3.376723930002089e-09,2.7578641730613367e-09,1.1344274994595896e-08,9.265184310442652e-09,1.3219515229141716e-08,1.079674506753832e-08,inf,inf,inf,inf,9.850150812594337e-10,8.044891613418966e-10
1013,USA,2514.0,9.668056987297623e-11,7.896170531289758e-11,3.74611546898412e-09,3.0595564974290865e-09,1.3021552585573254e-08,1.063506348100079e-08,1.596760515589164e-08,1.3041186398970966e-08,6.416074182479333e-09,5.240185898037749e-09,inf,inf,3.7145692635406655e-09,3.0337918357060645e-09
1014,USA,2555.0,9.766250654681197e-11,8.74980273552488e-11,1.108601441994618e-09,9.93220865688295e-10,4.044053142314602e-09,3.6231578011231548e-09,1.4501402347560817e-08,1.2992131209413087e-08,1.5951542735979288e-09,1.4291344468023975e-09,inf,inf,8.700841492352338e-11,7.795278800740348e-11
1015,USA,2731.0,6.984317351803238e-09,6.1333449394770386e-09,1.1812303257343621e-07,1.0373086839802816e-07,9.508360661502665e-07,8.349857660876926e-07,5.669016838426126e-07,4.978301240678008e-07,inf,inf,7.605968965497413e-07,6.679254236966863e-07,2.957615655967236e-07,2.597258415206639e-07
1016,USA,2735.0,2.7659475925183432e-08,2.4289432760455985e-08,1.7856688123346968e-07,1.5681021096338532e-07,1.1258885272566024e-06,9.887097554754808e-07,1.511337434610377e-06,1.3271953921189613e-06,7.69622041267699e-07,6.758509406650185e-07,9.999744049285968e-07,8.781370672528049e-07,6.998211343044853e-07,6.145546080487462e-07
1017,USA,2805.0,7.504046448982427e-10,6.128763050707547e-10,3.809908514629307e-08,3.1116580487321624e-08,3.39558096756645e-07,2.773265239120293e-07,2.341780079911191e-07,1.9125968001689117e-07,inf,inf,inf,inf,3.0182942383684876e-08,2.465124693729036e-08
1018,USA,2903.0,1.5346109554218166e-09,1.3748923318162142e-09,2.9551003382368366e-08,2.647540590294138e-08,1.3419225451869424e-07,1.2022584686694693e-07,2.09613586624258e-07,1.8779750781524302e-07,2.115451791612145e-07,1.8952806483874933e-07,inf,inf,2.269943000029648e-09,2.0336927827696966e-09
1019,USA,2905.0,6.108844625328539e-11,4.989262989877131e-11,1.7945576037052649e-09,1.4656650127007843e-09,5.950430835833552e-09,4.859882050356016e-09,9.546732783542529e-09,7.797081686066582e-09,6.047589261783356e-08,4.9392340339923665e-08,inf,inf,9.43001154394828e-10,7.701752209454001e-10
1020,USA,2907.0,9.425884924184028e-11,6.631972931488675e-11,3.611780384754214e-09,2.5412181390751765e-09,9.147648731969258e-09,6.436208299290114e-09,2.4354155470571888e-08,1.7135377860989703e-08,1.8251930951685276e-10,1.2841904287247145e-10,inf,inf,4.944991383241883e-10,3.47925412456103e-10
1021,USA,2908.0,3.095618928466271e-11,2.7734343430407234e-11,9.802793492586032e-08,8.78254228260074e-08,1.656810180800665e-08,1.4843733552206639e-08,3.921117397034413e-07,3.5130169130402963e-07,inf,inf,inf,inf,1.1763351928171827e-08,1.0539050503554746e-08
1022,USA,2913.0,3.799911235917713e-11,3.40442559815396e-11,1.171545116968689e-09,1.0496135141002145e-09,6.747009968803098e-09,6.0447973709695964e-09,7.615475547561416e-09,6.822875137495728e-09,1.6201197348196945e-08,1.4515015627628237e-08,inf,inf,1.2537274060583073e-10,1.1232424678628713e-10
1023,USA,2918.0,1.6777122419043359e-10,1.298377817822106e-10,3.756868406510076e-09,2.9074322053897852e-09,9.600096211643597e-09,7.429493365326957e-09,2.0880271798267328e-08,1.6159196467562434e-08,4.729895929829147e-11,3.660456067797712e-11,inf,inf,1.8496543719338878e-10,1.4314434544690992e-10
1024,USA,2919.0,8.224528686568626e-11,6.364944680001437e-11,6.303224929159504e-09,4.878051923537594e-09,1.774584073762356e-08,1.373346715654955e-08,4.700759879981652e-08,3.637907742837046e-08,8.911693719309469e-10,6.896740189034018e-10,inf,inf,9.108343619631283e-10,7.048927114823483e-10
1025,USA,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,ARG,960.0,1.609801144516423e-09,1.4247759182317384e-09,3.117392598175382e-08,2.759089789868665e-08,3.2732624003465085e-06,2.89704443182519e-06,2.6539964472966935e-07,2.3489548619477586e-07,2.1347363003369955e-09,1.889376761133392e-09,2.1821749425968232e-07,1.931362962544447e-07,1.963957396310036e-08,1.7382266202427205e-08
1027,ARG,976.0,4.975240178642767e-08,4.427989058287359e-08,7.061702646094169e-07,6.284951264064205e-07,4.99091140345495e-06,4.441936528059007e-06,3.4797234011765996e-06,3.096971521579843e-06,1.078871395354777e-08,9.602010279699473e-09,7.730260936729294e-07,6.879971542375113e-07,2.426063623902737e-07,2.1592089619039962e-07
1028,ARG,1016.0,2.8094766086658434e-07,2.500448468013523e-07,1.8142422970767227e-06,1.6146848698929259e-06,1.1425094564906776e-05,1.016839225982985e-05,9.155226830576931e-06,8.148198433908073e-06,inf,inf,2.7842911431023107e-05,2.4780332755928792e-05,7.2333208465938195e-06,6.437692335194307e-06
1029,ARG,1049.0,7.729455233653822e-09,6.879254462540911e-09,1.563376202779382e-07,1.3914127703041697e-07,5.528833861248853e-07,4.920690250852793e-07,9.630140721010882e-07,8.570874211350415e-07,7.832514636769208e-07,6.97097785537479e-07,4.051300790765757e-06,3.6056783048080793e-06,7.832514636769208e-07,6.97097785537479e-07
1030,ARG,1052.0,1.1791937501007239e-08,1.049488433837026e-08,1.3425533489715403e-07,1.1948793075221468e-07,9.635697500823057e-07,8.5758197736397e-07,1.3071683042701925e-06,1.16338643780358e-06,1.0539044141525218e-08,9.379802877418421e-09,1.8946596514015272e-06,1.6862567241674648e-06,3.587759707753266e-08,3.193124383802015e-08
1031,ARG,1053.0,3.516122662471403e-09,3.1293670492239174e-09,2.8762689782951915e-08,2.5598940166255138e-08,6.042320062069245e-07,5.37769558068081e-07,3.4202687605566594e-07,3.0440565890988706e-07,1.1430553134525027e-06,1.0173250414547138e-06,8.79087935830487e-07,7.823927330864469e-07,4.2144224247679096e-07,3.750857388550029e-07
1032,ARG,2511.0,8.180460438103315e-11,7.147277163804746e-11,2.2913496973443187e-09,2.0019547175900825e-09,7.697905311270725e-09,6.725668225728012e-09,8.97039048712334e-09,7.837439905019961e-09,inf,inf,inf,inf,6.684034748206367e-10,5.839848414328269e-10
1033,ARG,2514.0,4.7139489198485426e-11,4.118582287770003e-11,1.8265300868464966e-09,1.595841319385083e-09,6.349045503782404e-09,5.547167947879278e-09,7.785481113327894e-09,6.802183299039733e-09,3.1283479195358517e-09,2.7332409727928198e-09,inf,inf,1.8111487955207561e-09,1.582402668459001e-09
1034,ARG,2555.0,1.1933255329796334e-10,1.0714096869848915e-10,1.3545857600901423e-09,1.2161947977334869e-09,4.941376217020786e-09,4.436541580346111e-09,1.771907592506903e-08,1.5908810350464315e-08,1.949098370533401e-09,1.7499691554086561e-09,inf,inf,1.0631445657454916e-10,9.545286302229034e-11
1035,ARG,2731.0,1.5134906519867612e-08,1.347014376428716e-08,2.580411326899525e-07,2.2965792024353802e-07,1.7545097277558508e-06,1.561522579454846e-06,1.2222009733226117e-06,1.0877650811979567e-06,inf,inf,1.6465887097847276e-06,1.4654723246778531e-06,6.557287503994329e-07,5.836019222624175e-07
1036,ARG,2735.0,2.2609443872438896e-08,2.012252001639699e-08,1.4243011333249667e-07,1.2676352512874494e-07,8.643188507600316e-07,7.692481722723533e-07,1.1806484985359454e-06,1.0507831673418273e-06,inf,inf,8.564546926099425e-07,7.622490315292152e-07,8.692859436250144e-07,7.736689101800539e-07
1037,ARG,2805.0,5.075953592549773e-10,4.4348661632272637e-10,2.5771320771529905e-08,2.251643093015791e-08,2.2968689664027584e-07,2.0067769089570307e-07,1.584047632220959e-07,1.3839841355894172e-07,inf,inf,inf,inf,2.0416613338922425e-08,1.7838017234314105e-08
1038,ARG,2903.0,1.6935704123460046e-10,1.5205471560202298e-10,2.7126786020823823e-09,2.4355383771020863e-09,1.0863325431933742e-08,9.753476129502868e-09,2.0897304205628616e-08,1.876233562343691e-08,4.462962107974888e-08,4.0070045456845306e-08,inf,inf,1.487604877685044e-10,1.3356240458360603e-10
1039,ARG,2905.0,1.2946815079868921e-11,1.1311646387694617e-11,3.639557073024539e-10,3.1798849650599343e-10,1.2593273309766612e-09,1.1002756559423629e-09,1.6517750927734875e-09,1.4431576913852331e-09,5.1678285204536126e-09,4.515137387457468e-09,inf,inf,2.142239759025665e-10,1.8716772026378385e-10
