,ISO3,FBS Code2,EnergyI-BaU,EnergyI-HalfW
452,CAN,2731.0,9.851148645790996e-09,8.650880200782785e-09
453,CAN,2735.0,1.5696261338297446e-08,1.3783821696346628e-08
454,CAN,2903.0,3.56273366223601e-11,3.1919328968724707e-11
455,CAN,2905.0,1.3000443791489447e-10,1.0617823342882597e-10
456,CAN,2907.0,1.530544561510048e-10,1.0768782118619538e-10
458,CAN,2913.0,9.040955537217135e-11,8.099994592436929e-11
459,CAN,2918.0,2.2664511418531898e-10,1.7540015589440757e-10
460,CAN,2919.0,3.5055755194857595e-10,2.7129571922501644e-10
462,CHE,960.0,1.1682808270508422e-09,1.0943579059100118e-09
463,CHE,976.0,1.076713439465698e-08,9.523063673402726e-09
464,CHE,1016.0,3.3111939279283447e-09,2.928607506403348e-09
465,CHE,1049.0,6.879286169042939e-10,6.084430435628614e-10
466,CHE,1052.0,1.6188183417675988e-09,1.4317746560287255e-09
467,CHE,1053.0,9.378098931654384e-10,8.294522013761859e-10
468,CHE,2511.0,5.349050455027614e-11,4.39091212635109e-11
469,CHE,2514.0,1.8064531231644647e-10,1.4828756974487536e-10
470,CHE,2555.0,7.10587457445741e-10,6.394647555193708e-10
471,CHE,2731.0,6.228041037758674e-09,5.508432345060419e-09
472,CHE,2735.0,1.0000663674516299e-08,8.845153543914546e-09
473,CHE,2903.0,8.434944287410369e-10,7.590690674385071e-10
474,CHE,2905.0,2.390821929425831e-11,1.9625705702579314e-11
475,CHE,2907.0,6.821962208569028e-11,4.9369962787742396e-11
477,CHE,2913.0,5.88638347815123e-11,5.2972153283984205e-11
478,CHE,2918.0,5.434758841189477e-10,4.218359208064615e-10
479,CHE,2919.0,1.7752797423922827e-10,1.3779392733039902e-10
481,CZE,960.0,8.709574892242681e-10,8.158476900200232e-10
482,CZE,976.0,3.23302554516259e-08,2.8594709600354866e-08
483,CZE,1016.0,1.962275135665196e-08,1.735547303184745e-08
484,CZE,1049.0,6.755177720852877e-10,5.974661892653275e-10
485,CZE,1052.0,3.5317782939080214e-09,3.123704816939756e-09
486,CZE,1053.0,1.7655328889338798e-09,1.5615373136929848e-09
487,CZE,2511.0,4.3725268179412194e-11,3.589306399166192e-11
488,CZE,2514.0,2.6151497537218815e-10,2.1467161064163486e-10
489,CZE,2555.0,1.0553225275249324e-09,9.496952908282157e-10
490,CZE,2731.0,1.0187778612953148e-08,9.010648596513054e-09
491,CZE,2735.0,5.447540269102307e-10,4.818113245788959e-10
492,CZE,2903.0,8.903633033944539e-10,8.012468362095015e-10
493,CZE,2905.0,2.454390303489241e-11,2.0147523821279423e-11
494,CZE,2907.0,2.777893264418092e-10,2.0103378309597647e-10
496,CZE,2913.0,2.7152433523547102e-11,2.443474632567212e-11
497,CZE,2918.0,6.9108247869013595e-09,5.364054271222476e-09
498,CZE,2919.0,1.7133443820121688e-09,1.3298661930811569e-09
500,DEU,960.0,1.1957787325847214e-09,1.1201158826055053e-09
501,DEU,976.0,1.824695191396868e-08,1.613863805846712e-08
502,DEU,1016.0,5.205825221880728e-08,4.604326763598033e-08
503,DEU,1049.0,7.64653192615034e-10,6.763026051720081e-10
504,DEU,1052.0,3.3855966993016033e-09,2.9944135327140044e-09
505,DEU,1053.0,2.371503443320917e-09,2.0974920034104758e-09
506,DEU,2511.0,8.91953193316397e-11,7.321838007696127e-11
507,DEU,2514.0,2.5356174747787895e-10,2.081429893286815e-10
508,DEU,2555.0,2.1506178255223044e-10,1.935362477346051e-10
509,DEU,2731.0,6.77346538873375e-09,5.990836542219647e-09
510,DEU,2735.0,2.6464921430287124e-09,2.3407075889875496e-09
511,DEU,2903.0,6.6077156986395235e-09,5.946349403577354e-09
512,DEU,2905.0,5.3043339604261564e-11,4.354205387455235e-11
513,DEU,2907.0,8.458170306013734e-11,6.121106222719417e-11
515,DEU,2913.0,7.779337433297236e-11,7.000703513354592e-11
516,DEU,2918.0,5.8328938492569e-10,4.527384231328851e-10
517,DEU,2919.0,6.490535038698886e-10,5.037833148778517e-10
519,DNK,960.0,1.0006492223698643e-09,9.373331841005301e-10
520,DNK,976.0,7.332391533994325e-08,6.485182491192597e-08
521,DNK,1049.0,8.355667400525335e-10,7.390225641509993e-10
522,DNK,1052.0,7.44911263751789e-09,6.588417248012974e-09
523,DNK,1053.0,2.863837135222968e-09,2.5329398138205764e-09
524,DNK,2511.0,7.481617816401741e-11,6.141487479125521e-11
525,DNK,2514.0,2.576618797279328e-09,2.115086933106813e-09
526,DNK,2731.0,7.407355190071499e-09,6.551484595712462e-09
527,DNK,2735.0,8.399392703785558e-09,7.428898776981637e-09
528,DNK,2903.0,9.74095228703391e-09,8.7659803272416e-09
529,DNK,2905.0,3.815813380146468e-11,3.1323131803757435e-11
530,DNK,2907.0,7.97948172038164e-11,5.774683347056336e-11
532,DNK,2913.0,9.817901775283477e-11,8.835227940853762e-11
533,DNK,2918.0,8.832556457998015e-10,6.8556668205708e-10
534,DNK,2919.0,4.843857239197456e-09,3.7597123229568986e-09
536,ESP,960.0,1.2623804882202902e-09,1.182503414900512e-09
537,ESP,976.0,7.706360418960103e-09,6.815941760359682e-09
538,ESP,1016.0,4.714300798614455e-09,4.169594716218736e-09
539,ESP,1049.0,1.1274196445268448e-09,9.971538078694388e-10
540,ESP,1052.0,3.0723854265197328e-09,2.7173917380005106e-09
541,ESP,1053.0,1.6113442916960716e-09,1.425164182701238e-09
542,ESP,2511.0,1.8621385257842824e-10,1.5285865599055257e-10
543,ESP,2514.0,1.748743129428894e-10,1.435502894848436e-10
544,ESP,2555.0,5.456023585762746e-10,4.909930159644146e-10
545,ESP,2731.0,8.12600446823009e-09,7.187098732575587e-09
546,ESP,2735.0,2.093185280666873e-09,1.8513316521721595e-09
547,ESP,2805.0,1.0328881315577936e-09,8.478740404773062e-10
548,ESP,2903.0,1.1634957077139924e-09,1.0470414169081737e-09
549,ESP,2905.0,6.326828724037263e-11,5.1935477519398724e-11
550,ESP,2907.0,1.990556227445284e-10,1.4405486848408737e-10
552,ESP,2913.0,8.144778475021437e-11,7.329567559510027e-11
553,ESP,2918.0,1.0003375549067412e-10,7.764434925672124e-11
554,ESP,2919.0,6.744934495651535e-11,5.2352932979997776e-11
556,EST,960.0,1.1398909078987102e-09,1.0677643577211656e-09
557,EST,976.0,4.4903095533463913e-08,3.9714841686220573e-08
558,EST,1016.0,6.097882561090596e-08,5.3933128141332025e-08
559,EST,1049.0,1.3425570554111522e-09,1.1874335227208601e-09
560,EST,1052.0,3.971924526128323e-09,3.5129950813133678e-09
561,EST,1053.0,3.81746466933737e-09,3.376382033004541e-09
562,EST,2511.0,8.74596424918932e-11,7.179360299789927e-11
563,EST,2731.0,9.92331731962627e-09,8.776744045572178e-09
564,EST,2735.0,1.574407585251788e-07,1.3924952668633114e-07
565,EST,2903.0,3.285504554890295e-10,2.9566583886841635e-10
566,EST,2905.0,4.0044092806647574e-11,3.28712720457092e-11
567,EST,2907.0,1.348060309433701e-10,9.755798299318724e-11
568,EST,2913.0,2.4937439326335883e-10,2.2441450907979423e-10
569,EST,2918.0,5.051851221502119e-10,3.921153401782188e-10
570,EST,2919.0,6.029470072024521e-09,4.679963056559093e-09
572,FIN,960.0,9.52468234432014e-10,8.922008461870133e-10
573,FIN,976.0,4.993599919992071e-08,4.41662268292865e-08
575,FIN,1049.0,8.652343358863707e-10,7.652622667317166e-10
576,FIN,1052.0,2.2454939197155557e-09,1.986042041631928e-09
577,FIN,1053.0,1.2051736503241814e-09,1.0659238557697973e-09
578,FIN,2511.0,1.6984007628578883e-10,1.394178007430693e-10
579,FIN,2731.0,7.138259475130816e-09,6.3134810997319905e-09
580,FIN,2735.0,1.5650086988783713e-07,1.384182359258337e-07
581,FIN,2903.0,5.277553326823244e-09,4.749322989753391e-09
582,FIN,2905.0,3.63927567064025e-11,2.987397447023385e-11
583,FIN,2907.0,1.129450395242306e-10,8.173736863225747e-11
585,FIN,2913.0,4.254917747113887e-10,3.8290430099816016e-10
586,FIN,2918.0,5.627058413837742e-10,4.367618576638577e-10
587,FIN,2919.0,8.076665091590405e-09,6.268957934499193e-09
589,FRA,960.0,1.3677734824959376e-09,1.2812276718107593e-09
590,FRA,976.0,8.449850105917756e-09,7.473526162104445e-09
591,FRA,1016.0,6.043315611470498e-09,5.345050712384624e-09
592,FRA,1049.0,1.3883074896179508e-09,1.2278977987359681e-09
593,FRA,1052.0,5.838594490301517e-09,5.16398375429501e-09
594,FRA,1053.0,2.373098764075317e-09,2.0989029954689742e-09
595,FRA,2511.0,8.126251111584911e-11,6.670652080706164e-11
596,FRA,2514.0,1.341059544831563e-10,1.1008448447191519e-10
597,FRA,2555.0,1.0958260734366977e-10,9.861448366409664e-11
598,FRA,2731.0,9.829296415374257e-09,8.693586631073187e-09
599,FRA,2735.0,5.249042932835617e-09,4.642550955677066e-09
600,FRA,2805.0,2.154988460804499e-09,1.7689803160857071e-09
601,FRA,2903.0,2.4270998165085174e-09,2.1841713845663247e-09
602,FRA,2905.0,1.0253786299720685e-10,8.417096638551671e-11
603,FRA,2907.0,1.31117294157137e-10,9.488847541893896e-11
605,FRA,2913.0,8.441171704215915e-11,7.596294789013534e-11
606,FRA,2918.0,4.797061118506039e-10,3.723390040333382e-10
607,FRA,2919.0,2.179633019689516e-10,1.6917908020361407e-10
609,GBR,960.0,1.024137473221916e-09,9.59335216848793e-10
610,GBR,976.0,1.792265102992087e-08,1.585180798326525e-08
611,GBR,1049.0,8.365196091348219e-10,7.39865335552418e-10
612,GBR,1052.0,1.4991937519544086e-09,1.3259718914360408e-09
613,GBR,1053.0,4.5597239074124546e-10,4.032878156046165e-10
614,GBR,2511.0,4.529526352372694e-11,3.718183695307359e-11
615,GBR,2731.0,9.650142617997603e-09,8.535132862668812e-09
616,GBR,2735.0,1.1936189547948385e-08,1.0557042284093999e-08
617,GBR,2903.0,3.6384259691830384e-10,3.274255896976086e-10
618,GBR,2905.0,2.2970791468846017e-11,1.8856192825333414e-11
619,GBR,2907.0,1.0033366821982436e-10,7.261062601825022e-11
621,GBR,2913.0,4.982517654025272e-11,4.4838174388203374e-11
622,GBR,2918.0,1.4403187332872556e-09,1.11794873860134e-09
623,GBR,2919.0,2.657319159539493e-09,2.0625619411949053e-09
625,GRC,946.0,5.104374959503305e-07,4.514598403860736e-07
626,GRC,960.0,1.8179583764796006e-09,1.7029271351974352e-09
627,GRC,976.0,3.4177345753757163e-09,3.022838091093584e-09
628,GRC,1016.0,3.7202445697113333e-09,3.2903950688655287e-09
629,GRC,1049.0,1.7724591373449777e-09,1.5676632801961442e-09
630,GRC,1052.0,3.3263872762306045e-09,2.9420453644249222e-09
631,GRC,1053.0,2.1427891964369277e-09,1.8952041656018e-09
632,GRC,2511.0,1.346857757929793e-10,1.105604464098e-10
633,GRC,2514.0,7.586690768031416e-11,6.22773944128987e-11
634,GRC,2555.0,1.2451385487320229e-10,1.1205126255883359e-10
635,GRC,2731.0,7.182978724217057e-09,6.353033337204419e-09
636,GRC,2735.0,2.3681863200405166e-09,2.0945581516488167e-09
637,GRC,2805.0,8.793245820029856e-10,7.218172650599124e-10
638,GRC,2903.0,8.083653618211789e-10,7.274560689903239e-10
639,GRC,2905.0,1.2194107121312952e-10,1.0009861241572606e-10
640,GRC,2907.0,1.2049087447178617e-10,8.719822548214331e-11
642,GRC,2913.0,3.954574946188288e-11,3.558761521399943e-11
643,GRC,2918.0,6.175755575390663e-11,4.793507156336641e-11
644,GRC,2919.0,6.129213670992776e-11,4.757382191694285e-11
646,HRV,960.0,1.964497118470744e-09,1.8401936443337152e-09
647,HRV,976.0,1.9838062534956474e-08,1.754590643645014e-08
648,HRV,1016.0,1.4257709169911879e-08,1.2610325764049713e-08
649,HRV,1049.0,1.8731278347751327e-09,1.6567003796143156e-09
650,HRV,1052.0,4.091911908885503e-09,3.6191187205398465e-09
651,HRV,1053.0,3.915416338300816e-09,3.463016038512808e-09
652,HRV,2511.0,1.2664055990316313e-10,1.0395631427331898e-10
653,HRV,2514.0,6.354797039543499e-11,5.216506296964348e-11
654,HRV,2555.0,9.552471065729029e-11,8.59636419225526e-11
655,HRV,2731.0,6.726733506418074e-09,5.9495042178928525e-09
656,HRV,2735.0,6.1828561057306646e-09,5.4684682312109035e-09
657,HRV,2903.0,7.480441041338683e-09,6.731723662659729e-09
658,HRV,2905.0,1.4462643170406122e-10,1.1872050153562662e-10
659,HRV,2907.0,2.1587923777043527e-10,1.562299762080944e-10
661,HRV,2913.0,1.1565042337855784e-10,1.0407497196378279e-10
662,HRV,2918.0,5.769227812439428e-11,4.4779678320924165e-11
663,HRV,2919.0,2.1244757339275837e-10,1.6489787378609484e-10
665,HUN,960.0,1.1144989780340738e-09,1.0439791011713139e-09
666,HUN,976.0,1.415153867975377e-07,1.2516422567437462e-07
667,HUN,1016.0,9.392103109513308e-08,8.306908102070588e-08
668,HUN,1049.0,1.2287471598110627e-09,1.0867736031232378e-09
669,HUN,1052.0,7.230905269102908e-09,6.39542228879219e-09
670,HUN,1053.0,2.209052956212229e-09,1.9538115889374275e-09
671,HUN,2511.0,8.740327537807116e-11,7.174733253444232e-11
672,HUN,2514.0,8.959740960138152e-11,7.354844670395256e-11
673,HUN,2555.0,1.0616247638614175e-10,9.553667363004195e-11
674,HUN,2731.0,1.7789639190828678e-08,1.5734164776952167e-08
675,HUN,2735.0,4.8707527818302235e-09,4.307969714002107e-09
676,HUN,2805.0,1.8263046506328389e-09,1.499171358411448e-09
677,HUN,2903.0,2.4280332173830274e-09,2.185011361342956e-09
678,HUN,2905.0,7.804738399498877e-11,6.406729712027121e-11
679,HUN,2907.0,2.5342562173019684e-10,1.8340197631943098e-10
681,HUN,2913.0,3.676888306286753e-11,3.3088685385798934e-11
682,HUN,2918.0,2.085555649071988e-10,1.6187696884575112e-10
683,HUN,2919.0,2.0891386115554318e-10,1.6215507176118568e-10
685,IRL,960.0,1.813099497486263e-09,1.6983757015719756e-09
686,IRL,976.0,1.3179719699954245e-08,1.1656890803048539e-08
687,IRL,1049.0,9.255545845685425e-10,8.186129121254309e-10
688,IRL,1052.0,5.346045960964102e-09,4.7283459294854035e-09
689,IRL,1053.0,1.5332487261608976e-09,1.3560920400175813e-09
690,IRL,2511.0,5.929717580930967e-10,4.867568375144932e-10
691,IRL,2731.0,9.501685406263706e-09,8.403828893729846e-09
692,IRL,2735.0,4.0318983118873335e-08,3.5660392952688934e-08
693,IRL,2903.0,6.21468345289136e-09,5.59265575713726e-09
694,IRL,2905.0,1.1030357952923464e-10,9.054566394669536e-11
695,IRL,2907.0,4.262488583778816e-10,3.0847268913334913e-10
697,IRL,2913.0,1.4750296395346092e-09,1.327393916041429e-09
698,IRL,2918.0,1.8552593120266112e-09,1.440017934728123e-09
699,IRL,2919.0,1.1599853362326075e-08,9.003591451439252e-09
701,ISL,960.0,1.752074066714091e-09,1.641211652414654e-09
702,ISL,976.0,8.986933660383654e-09,7.948553286280985e-09
703,ISL,1049.0,4.6042588518075127e-10,4.0722673840078825e-10
704,ISL,1052.0,4.955102254587123e-10,4.38257316654938e-10
705,ISL,1053.0,4.413510683507924e-13,3.903558897077196e-13
706,ISL,2731.0,1.185787982830885e-08,1.0487780731387488e-08
707,ISL,2735.0,5.333658322272087e-08,4.717389600001328e-08
708,ISL,2905.0,2.541779924426092e-10,2.0864885060465685e-10
709,ISL,2907.0,5.931149164266472e-10,4.292322422434045e-10
710,ISL,2918.0,1.101384450214661e-08,8.548742221955418e-09
711,ISL,2919.0,7.044125855968875e-07,5.467520093456227e-07
713,ITA,946.0,8.258378444332085e-09,7.3041777767218505e-09
714,ITA,960.0,1.3952548832798964e-09,1.3069701880937028e-09
715,ITA,976.0,4.151714982283447e-09,3.6720119468114907e-09
716,ITA,1016.0,1.2851498896209354e-08,1.1366593728782513e-08
717,ITA,1049.0,9.051718783535224e-10,8.005852919614048e-10
718,ITA,1052.0,2.3280427384371592e-09,2.059052893733868e-09
719,ITA,1053.0,1.1544630604075076e-09,1.021072537025978e-09
720,ITA,2511.0,1.2512669896859224e-10,1.0271362075395452e-10
721,ITA,2514.0,7.727553570593994e-11,6.343370466482852e-11
722,ITA,2555.0,8.9877573994368e-11,8.088172719453219e-11
723,ITA,2731.0,3.88776178900874e-09,3.4385567883432947e-09
724,ITA,2735.0,4.448582199249383e-09,3.934578132584686e-09
725,ITA,2805.0,1.1935908311424491e-09,9.79791179467908e-10
726,ITA,2903.0,1.2900407777326417e-09,1.1609205902790832e-09
727,ITA,2905.0,2.5294736331766357e-10,2.0763865554420724e-10
728,ITA,2907.0,2.3003650437983468e-10,1.6647547016296062e-10
730,ITA,2913.0,1.41115844065975e-10,1.2699155857595301e-10
731,ITA,2918.0,7.55770247050511e-11,5.86614875468702e-11
732,ITA,2919.0,4.551478977840783e-11,3.532773728794383e-11
734,LTU,960.0,1.4584523414601882e-09,1.3661688297144897e-09
735,LTU,976.0,1.1871210051691468e-07,1.0499570736174311e-07
736,LTU,1016.0,1.780246454309941e-08,1.5745508245124032e-08
737,LTU,1049.0,1.9318698599868615e-09,1.708655154756113e-09
738,LTU,1052.0,5.780093647483644e-09,5.112242294526588e-09
739,LTU,1053.0,4.017343393723427e-09,3.5531661010321035e-09
740,LTU,2511.0,6.981894222924872e-11,5.731275908890858e-11
741,LTU,2514.0,1.4078194097105654e-09,1.1556464777782029e-09
742,LTU,2731.0,7.379379338409345e-09,6.526741167523382e-09
743,LTU,2735.0,6.133262153796492e-09,5.42460453036222e-09
744,LTU,2903.0,3.63442803462681e-10,3.270658115708217e-10
745,LTU,2905.0,5.458699123065671e-11,4.480920188562211e-11
746,LTU,2907.0,1.610086176117718e-10,1.1652057306934856e-10
748,LTU,2913.0,6.938373093913166e-11,6.243911298617524e-11
749,LTU,2918.0,6.49205689156459e-10,5.039014382801397e-10
750,LTU,2919.0,1.96990782657046e-09,1.529005989423688e-09
752,LVA,960.0,1.5714675771131032e-09,1.4720330309932704e-09
753,LVA,976.0,7.02408081787007e-08,6.212495026429396e-08
754,LVA,1016.0,2.5139579214682102e-08,2.2234868146790358e-08
755,LVA,1049.0,1.9723327804542408e-09,1.744442854054628e-09
756,LVA,1052.0,3.843305535993847e-09,3.399237159496475e-09
757,LVA,1053.0,6.162262042191319e-09,5.45025367465474e-09
758,LVA,2511.0,5.6270263507796006e-11,4.619096126811112e-11
759,LVA,2731.0,1.1040203356558786e-08,9.764581334100945e-09
760,LVA,2735.0,2.2528045149132538e-08,1.9925079462084236e-08
761,LVA,2903.0,1.5410881122513765e-09,1.3868405959162088e-09
762,LVA,2905.0,5.1910620765017254e-11,4.261223110903527e-11
763,LVA,2907.0,8.378745680425238e-11,6.063627293785904e-11
764,LVA,2913.0,6.392131935343992e-11,5.7523434201544764e-11
765,LVA,2918.0,4.1557649965228573e-10,3.225627861676746e-10
766,LVA,2919.0,4.879169110560103e-09,3.787120743839841e-09
768,MDA,960.0,1.5866332117673177e-09,1.4862390607403117e-09
769,MDA,976.0,1.2870510855848415e-08,1.1383408983014764e-08
770,MDA,1016.0,1.635053447376227e-08,1.4461339032330798e-08
771,MDA,1049.0,1.789518291691716e-09,1.5827513627911766e-09
772,MDA,1052.0,6.416402599708793e-09,5.6750299821218385e-09
773,MDA,1053.0,6.7998112479593205e-09,6.014138312750171e-09
774,MDA,2511.0,5.14375758073107e-11,4.2223919415480263e-11
775,MDA,2514.0,8.844244605305521e-11,7.26003637698922e-11
776,MDA,2555.0,1.471979546966143e-10,1.3246491072523508e-10
777,MDA,2731.0,4.716123643794394e-09,4.171206943769638e-09
778,MDA,2735.0,3.506905828955689e-08,3.101706199780015e-08
779,MDA,2903.0,3.1052089922538217e-10,2.7944086097519716e-10
780,MDA,2905.0,4.2350004464000215e-11,3.476414173233693e-11
781,MDA,2907.0,2.0565869018377236e-10,1.488334524720044e-10
783,MDA,2913.0,1.533047500336925e-11,1.3796047688857355e-11
784,MDA,2918.0,9.011156339591549e-10,6.994292742547208e-10
785,MDA,2919.0,8.57939542469899e-11,6.659167912864644e-11
787,MKD,960.0,3.819160465965748e-09,3.57750324501961e-09
788,MKD,976.0,4.835821145445869e-09,4.27707419572294e-09
789,MKD,1016.0,5.104902659602469e-09,4.515065131725421e-09
790,MKD,1049.0,3.0190108490385317e-09,2.670184237725723e-09
791,MKD,1052.0,2.189732618565193e-09,1.9367235877236903e-09
792,MKD,1053.0,7.826415779415907e-09,6.922125522914115e-09
793,MKD,2511.0,6.717994308578026e-11,5.514646556860825e-11
794,MKD,2514.0,1.4382264249509814e-10,1.1806068951584116e-10
795,MKD,2555.0,1.8517212729118175e-10,1.6663824820789065e-10
796,MKD,2731.0,1.798895361350094e-08,1.591044974457339e-08
797,MKD,2805.0,7.957264423671737e-10,6.531934806792166e-10
798,MKD,2903.0,3.4046734440780535e-10,3.063899663197912e-10
799,MKD,2905.0,3.2619827026582467e-11,2.6776863530212587e-11
800,MKD,2907.0,1.1327550122725116e-10,8.197652096822916e-11
802,MKD,2913.0,1.7159675020165573e-10,1.5442163067450294e-10
803,MKD,2918.0,1.9766489948675124e-10,1.534238359468052e-10
804,MKD,2919.0,9.34646991139233e-11,7.254556929887908e-11
806,MLT,960.0,1.3737303832477816e-09,1.2868076499132483e-09
807,MLT,976.0,1.846701013037705e-09,1.6333270012513525e-09
808,MLT,1016.0,1.6334719241526212e-09,1.4447351144925183e-09
809,MLT,1049.0,8.631074449191053e-10,7.633811238607123e-10
810,MLT,1052.0,4.2182963541275383e-10,3.730900284255149e-10
811,MLT,1053.0,2.5894531216841186e-10,2.290259046949968e-10
812,MLT,2511.0,4.669890093324236e-10,3.8334050523362193e-10
813,MLT,2731.0,6.550259423935931e-09,5.793420541161117e-09
814,MLT,2735.0,5.550659361903516e-10,4.909317613701071e-10
815,MLT,2903.0,7.529259302252582e-09,6.775655703611311e-09
816,MLT,2905.0,1.1410448842725655e-09,9.366574238151243e-10
817,MLT,2907.0,3.7217243807111524e-10,2.6933804170176537e-10
818,MLT,2913.0,5.634813547113238e-08,5.070825032930084e-08
819,MLT,2918.0,3.4041132636040835e-10,2.6422097006380367e-10
820,MLT,2919.0,1.1631256919957578e-09,9.02796631155206e-10
822,NLD,960.0,1.1441167255191056e-09,1.0717227869059428e-09
823,NLD,976.0,1.4652725203047162e-08,1.2959700323489503e-08
824,NLD,1016.0,3.7123186515453337e-09,3.2833849377945863e-09
825,NLD,1049.0,8.942625408291391e-10,7.909364557835169e-10
826,NLD,1052.0,8.719998138807732e-10,7.712460387698618e-10
827,NLD,1053.0,3.7989366281050266e-10,3.359994783627716e-10
828,NLD,2511.0,2.6738535707272486e-10,2.1949047156132735e-10
829,NLD,2514.0,1.391045337453444e-09,1.141877028807525e-09
830,NLD,2731.0,5.897100766435105e-09,5.215730019595675e-09
831,NLD,2735.0,1.0331227307364825e-07,9.137522748973411e-08
832,NLD,2903.0,3.750313695476619e-08,3.374944780223658e-08
833,NLD,2905.0,8.506940012361034e-10,6.983150817601425e-10
834,NLD,2907.0,4.207913714935879e-11,3.0452315209173763e-11
836,NLD,2913.0,6.992903202062627e-09,6.29298348798825e-09
837,NLD,2918.0,7.917267764611972e-11,6.145236679950723e-11
838,NLD,2919.0,1.015004819958664e-09,7.878279521903299e-10
840,NOR,960.0,1.1080940273397013e-09,1.037979423467928e-09
841,NOR,976.0,1.7416805378546823e-08,1.540440943037458e-08
842,NOR,1016.0,2.062752751868596e-09,1.8244153995402176e-09
843,NOR,1049.0,7.879746667874817e-10,6.969294382142376e-10
844,NOR,1052.0,1.0844451204978383e-09,9.591447040854745e-10
845,NOR,1053.0,6.854601174897662e-10,6.062597628271841e-10
846,NOR,2511.0,8.858129231221414e-11,7.271433946112286e-11
847,NOR,2731.0,7.339745976198557e-09,6.491687176545834e-09
848,NOR,2735.0,2.8960939694186175e-09,2.5614695855024456e-09
849,NOR,2903.0,5.622229852166916e-09,5.059500840069567e-09
850,NOR,2905.0,2.1408151310849533e-11,1.757345756670058e-11
851,NOR,2907.0,1.6527309831120898e-10,1.1960674163791387e-10
852,NOR,2913.0,1.2751322352759984e-09,1.1475042439063841e-09
853,NOR,2918.0,2.2361017945619045e-09,1.7356208197814967e-09
854,NOR,2919.0,6.3314682325440895e-09,4.914368438374982e-09
856,POL,960.0,1.2215662702227381e-09,1.1442717148631956e-09
857,POL,976.0,1.3231077465520505e-07,1.1702314520602755e-07
858,POL,1016.0,6.070466101268751e-08,5.3690641437801806e-08
859,POL,1049.0,6.508096584109988e-10,5.75612933687252e-10
860,POL,1052.0,3.6704900441220027e-09,3.2463893475788814e-09
861,POL,1053.0,1.3235813213427253e-09,1.17065030843565e-09
862,POL,2511.0,1.1778711059850985e-10,9.66887219709697e-11
863,POL,2514.0,1.9734201726528084e-10,1.6199350967689356e-10
864,POL,2731.0,8.867724769516949e-09,7.843118189388102e-09
865,POL,2735.0,7.88969661760604e-09,6.978094681401631e-09
866,POL,2903.0,1.1790707798249701e-09,1.0610575799789996e-09
867,POL,2905.0,3.7618623049227355e-11,3.0880259872708616e-11
868,POL,2907.0,7.962094341088023e-11,5.762100247906006e-11
870,POL,2913.0,8.659690229270351e-11,7.792941793877193e-11
871,POL,2918.0,2.1813226050011837e-10,1.6931022268786318e-10
872,POL,2919.0,2.5233947925860545e-10,1.9586123266801583e-10
874,PRT,960.0,1.0479899199603233e-09,9.816784010037253e-10
875,PRT,976.0,5.607979489797481e-09,4.96001478229708e-09
876,PRT,1016.0,5.756678036499138e-09,5.091532201554431e-09
877,PRT,1049.0,7.656933100772969e-10,6.772225439837557e-10
878,PRT,1052.0,9.4528374226226e-10,8.360624969502573e-10
879,PRT,1053.0,2.380930350333956e-10,2.1058296940566482e-10
880,PRT,2511.0,1.5180394650309565e-09,1.2461235786285993e-09
881,PRT,2514.0,1.3548668513862268e-10,1.1121789441621918e-10
882,PRT,2731.0,1.343143797662167e-08,1.1879524708096907e-08
883,PRT,2735.0,1.0928636148835057e-08,9.665904974721233e-09
884,PRT,2805.0,1.3070659017446307e-09,1.0729402472762604e-09
885,PRT,2903.0,2.6711749796958158e-09,2.40381706353306e-09
886,PRT,2905.0,4.93948108221127e-10,4.0547060761742807e-10
887,PRT,2907.0,1.3430563083557737e-10,9.719584767279982e-11
889,PRT,2913.0,1.4242974896530815e-10,1.2817395472779042e-10
890,PRT,2918.0,8.438838594977926e-11,6.550070303525195e-11
891,PRT,2919.0,8.883494827448355e-11,6.895204240002571e-11
893,ROU,960.0,1.714430288121665e-09,1.6059497823598829e-09
894,ROU,976.0,5.595933365826928e-09,4.94936050778127e-09
895,ROU,1016.0,6.972910466552544e-08,6.167237068654763e-08
896,ROU,1049.0,1.4747347976972671e-09,1.3043390065626814e-09
897,ROU,1052.0,5.0724625000227856e-09,4.486373216687566e-09
898,ROU,1053.0,3.020469162494108e-09,2.671474052766959e-09
899,ROU,2511.0,7.81281090101984e-11,6.413356242308786e-11
900,ROU,2514.0,3.87836731383991e-11,3.183662261547213e-11
901,ROU,2555.0,1.0129245727507114e-10,9.115409475448783e-11
902,ROU,2731.0,5.747609449390071e-09,5.0835114293320354e-09
903,ROU,2735.0,1.1869686175791774e-08,1.0498222933993038e-08
904,ROU,2805.0,1.1705454590274237e-09,9.608737651105561e-10
905,ROU,2903.0,2.1919088032711484e-09,1.9725206409396384e-09
906,ROU,2905.0,7.876971432700477e-11,6.466024142706855e-11
907,ROU,2907.0,7.923244558369464e-11,5.733984989150719e-11
909,ROU,2913.0,3.5643881291021336e-11,3.207628504653822e-11
910,ROU,2918.0,1.164025058942623e-10,9.034947031309091e-11
911,ROU,2919.0,1.7078585831295762e-10,1.3256082175377726e-10
913,RUS,960.0,1.6225136197347557e-09,1.5198491373736531e-09
914,RUS,976.0,3.52534609474121e-08,3.118015815578731e-08
