,ISO3,FBS Code2,EnergyI-BaU,EnergyI-HalfW
915,RUS,1016.0,2.3095953307651206e-08,2.0427369612460907e-08
916,RUS,1049.0,2.0965875104453883e-09,1.8543407769424811e-09
917,RUS,1052.0,4.852040668329182e-09,4.291419660682182e-09
918,RUS,1053.0,4.1663870029334645e-09,3.6849887131214694e-09
919,RUS,2511.0,8.13130040406388e-11,6.674796928424802e-11
920,RUS,2514.0,9.75781423651101e-11,8.009964612972847e-11
921,RUS,2555.0,1.9251227165186505e-10,1.7324371748531545e-10
922,RUS,2731.0,6.437625065203231e-09,5.6938003329693575e-09
923,RUS,2735.0,1.0307995288654266e-08,9.116975035409797e-09
924,RUS,2805.0,9.186603732311026e-10,7.541071086789445e-10
925,RUS,2903.0,2.0898886437120305e-10,1.8807116796261049e-10
926,RUS,2905.0,3.105690833694759e-11,2.5493899631382974e-11
927,RUS,2907.0,6.017450312917194e-11,4.354777832874075e-11
929,RUS,2913.0,1.9321738487166945e-11,1.738782559196645e-11
930,RUS,2918.0,5.106432375437661e-11,3.963518283098686e-11
931,RUS,2919.0,5.60266922793042e-11,4.3486881420129194e-11
933,SVK,960.0,9.234183899596269e-10,8.649891294253298e-10
934,SVK,976.0,1.5348245793269504e-08,1.3574858138380046e-08
935,SVK,1016.0,1.1150498357598094e-08,9.862132481811756e-09
936,SVK,1049.0,7.304174075051528e-10,6.460225371836195e-10
937,SVK,1052.0,3.0164678180103463e-09,2.6679350370083194e-09
938,SVK,1053.0,2.1418949615991206e-09,1.8944132536481383e-09
939,SVK,2511.0,7.685169314341438e-11,6.308578208247411e-11
940,SVK,2514.0,7.432762666651418e-11,6.10138341368868e-11
941,SVK,2555.0,1.1503798974338756e-10,1.0352383681401005e-10
942,SVK,2731.0,1.0853784911030958e-08,9.599702299291162e-09
943,SVK,2735.0,6.511852375383802e-10,5.759451171460403e-10
944,SVK,2903.0,4.653356653741146e-09,4.187602164588212e-09
945,SVK,2905.0,5.955427075073902e-11,4.888672705818886e-11
946,SVK,2907.0,2.705187979367839e-10,1.9577216318712604e-10
948,SVK,2913.0,4.54246814183493e-11,4.0878124843553174e-11
949,SVK,2918.0,1.1326747449002998e-09,8.791611697064144e-10
950,SVK,2919.0,9.166457476112383e-10,7.114834609888315e-10
952,SVN,960.0,1.3758896596045411e-09,1.2888302981476027e-09
953,SVN,976.0,1.662562469017261e-08,1.470464440503106e-08
954,SVN,1016.0,1.1637286344476549e-08,1.0292675356505645e-08
955,SVN,1049.0,7.116913314408442e-10,6.294601345816897e-10
956,SVN,1052.0,1.8145616263768693e-09,1.6049011068232928e-09
957,SVN,1053.0,4.96746316780237e-10,4.39350585850766e-10
958,SVN,2511.0,2.3530316726942883e-10,1.931549420254665e-10
959,SVN,2514.0,1.0189350827179642e-10,8.364203045543646e-11
960,SVN,2555.0,7.020404959403551e-11,6.317732594308791e-11
961,SVN,2731.0,8.72747083781431e-09,7.71906966606772e-09
962,SVN,2735.0,4.7797543439453305e-08,4.227485539996807e-08
963,SVN,2903.0,3.4900835123506042e-09,3.1407610373391377e-09
964,SVN,2905.0,1.3130437398636978e-10,1.0778473166911141e-10
965,SVN,2907.0,1.6398608267974742e-10,1.1867533932447553e-10
966,SVN,2913.0,5.759886525788777e-10,5.183379456587275e-10
967,SVN,2918.0,5.078829260649643e-10,3.942093256369843e-10
968,SVN,2919.0,1.3636168720019524e-10,1.0584141737230688e-10
970,SWE,960.0,8.832990397169104e-10,8.274083294143243e-10
971,SWE,976.0,3.035856551280743e-08,2.6850835311863268e-08
972,SWE,1049.0,7.138401933235029e-10,6.313607097750358e-10
973,SWE,1052.0,1.9216990592492096e-09,1.6996595223544026e-09
974,SWE,1053.0,1.3821250201252833e-09,1.222429672447254e-09
975,SWE,2511.0,4.2708366101396246e-11,3.5058312533769976e-11
976,SWE,2731.0,8.347268900364896e-09,7.382797532148914e-09
977,SWE,2735.0,2.990743014830399e-09,2.6451825636306334e-09
978,SWE,2903.0,1.715579749953223e-10,1.5438673647875208e-10
979,SWE,2905.0,1.6279128910878978e-11,1.3363161395126925e-11
980,SWE,2907.0,1.185815422786292e-10,8.581645794307374e-11
982,SWE,2913.0,4.867054508838092e-11,4.379911000372887e-11
983,SWE,2918.0,1.8319172662114876e-09,1.4219002708581027e-09
984,SWE,2919.0,6.808150567864209e-09,5.2843604430393995e-09
986,UKR,960.0,1.4174867243913289e-09,1.327795310375858e-09
987,UKR,976.0,4.710777787732002e-08,4.166478765797208e-08
988,UKR,1016.0,1.4189159752635134e-08,1.2549696775725296e-08
989,UKR,1049.0,3.248502316906262e-09,2.873159493806073e-09
990,UKR,1052.0,7.132874407820818e-09,6.308718241110654e-09
991,UKR,1053.0,6.3200340762795196e-09,5.58979620021751e-09
992,UKR,2511.0,7.966715475096148e-11,6.539692956889107e-11
993,UKR,2514.0,9.596082114690036e-11,7.877202445015219e-11
994,UKR,2555.0,1.8943099264463417e-10,1.70470843708274e-10
995,UKR,2731.0,4.276961841538733e-09,3.782787365029886e-09
996,UKR,2735.0,6.118224932299484e-09,5.411304759732615e-09
997,UKR,2805.0,9.546067417601117e-10,7.836146533916625e-10
998,UKR,2903.0,1.2609937279070154e-10,1.1347808598058342e-10
999,UKR,2905.0,6.59471470887773e-11,5.413449177287231e-11
1000,UKR,2907.0,3.5091831854272854e-11,2.5395661538889832e-11
1002,UKR,2913.0,3.22841370127266e-11,2.9052817588711034e-11
1003,UKR,2918.0,2.006436600816085e-11,1.5573589477979404e-11
1004,UKR,2919.0,2.8419410681447476e-11,2.205862049062247e-11
1006,USA,960.0,1.455818091828888e-09,1.3002917294436368e-09
1007,USA,976.0,8.15549136726458e-08,7.161822578615563e-08
1008,USA,1016.0,4.365009406104986e-07,3.8331746687872885e-07
1009,USA,1049.0,1.5771821912246214e-09,1.3850175935495431e-09
1010,USA,1052.0,3.070862267197182e-09,2.696707007662247e-09
1011,USA,1053.0,8.366608481846282e-10,7.347217087646906e-10
1012,USA,2511.0,1.2055408457205006e-10,9.845986750751567e-11
1013,USA,2514.0,9.668056987297623e-11,7.896170531289758e-11
1014,USA,2555.0,9.766250654681197e-11,8.74980273552488e-11
1015,USA,2731.0,6.984317351803238e-09,6.1333449394770386e-09
1016,USA,2735.0,2.7659475925183432e-08,2.4289432760455985e-08
1017,USA,2805.0,7.504046448982427e-10,6.128763050707547e-10
1018,USA,2903.0,1.5346109554218166e-09,1.3748923318162142e-09
1019,USA,2905.0,6.108844625328539e-11,4.989262989877131e-11
1020,USA,2907.0,9.425884924184028e-11,6.631972931488675e-11
1022,USA,2913.0,3.799911235917713e-11,3.40442559815396e-11
1023,USA,2918.0,1.6777122419043359e-10,1.298377817822106e-10
1024,USA,2919.0,8.224528686568626e-11,6.364944680001437e-11
1026,ARG,960.0,1.609801144516423e-09,1.4247759182317384e-09
1027,ARG,976.0,4.975240178642767e-08,4.427989058287359e-08
1028,ARG,1016.0,2.8094766086658434e-07,2.500448468013523e-07
1029,ARG,1049.0,7.729455233653822e-09,6.879254462540911e-09
1030,ARG,1052.0,1.1791937501007239e-08,1.049488433837026e-08
1031,ARG,1053.0,3.516122662471403e-09,3.1293670492239174e-09
1032,ARG,2511.0,8.180460438103315e-11,7.147277163804746e-11
1033,ARG,2514.0,4.7139489198485426e-11,4.118582287770003e-11
1034,ARG,2555.0,1.1933255329796334e-10,1.0714096869848915e-10
1035,ARG,2731.0,1.5134906519867612e-08,1.347014376428716e-08
1036,ARG,2735.0,2.2609443872438896e-08,2.012252001639699e-08
1037,ARG,2805.0,5.075953592549773e-10,4.4348661632272637e-10
1038,ARG,2903.0,1.6935704123460046e-10,1.5205471560202298e-10
1039,ARG,2905.0,1.2946815079868921e-11,1.1311646387694617e-11
1040,ARG,2907.0,5.8077477020226394e-11,4.5711204169025576e-11
1042,ARG,2913.0,1.6148195772344928e-11,1.449841883012329e-11
1043,ARG,2918.0,9.572681010065995e-11,6.862859651199263e-11
1044,ARG,2919.0,1.0521667434602623e-10,7.543208305420573e-11
1046,BHS,960.0,4.852181831590002e-09,4.29448807890351e-09
1047,BHS,976.0,2.7141978465917665e-08,2.4156498852712784e-08
1048,BHS,1016.0,3.891220198169989e-09,3.4632057633816304e-09
1049,BHS,1049.0,8.300888063937569e-10,7.387832587252242e-10
1050,BHS,1052.0,4.2764312730946335e-10,3.8060455788782874e-10
1051,BHS,1053.0,8.424700346914919e-10,7.498026148692494e-10
1052,BHS,2514.0,7.998907013234281e-10,6.988653739439425e-10
1053,BHS,2731.0,1.113512234567181e-09,9.910315510190397e-10
1054,BHS,2903.0,1.1137298158821485e-08,9.99945849177099e-09
1055,BHS,2907.0,1.3435215779534507e-10,1.057449329865573e-10
1057,BHS,2913.0,8.045413781512435e-11,7.223455815774696e-11
1058,BHS,2918.0,2.8358381457276173e-10,2.033072988348917e-10
1059,BHS,2919.0,6.624822146825342e-11,4.749476615799764e-11
1061,BLZ,960.0,8.731879374858775e-09,7.728266001413733e-09
1062,BLZ,976.0,9.256778272774628e-08,8.238579733857167e-08
1063,BLZ,1016.0,1.456683017257314e-06,1.2964552926504135e-06
1064,BLZ,1049.0,2.079568478260753e-09,1.8508265203409563e-09
1065,BLZ,1052.0,2.547622626834297e-09,2.2673970926454757e-09
1066,BLZ,1053.0,3.7582651335095886e-10,3.344875079752053e-10
1067,BLZ,2514.0,1.5130990112855377e-10,1.321996248470835e-10
1068,BLZ,2555.0,1.2940867960165886e-10,1.1618766972910131e-10
1069,BLZ,2731.0,5.2994583723771206e-08,4.7165448993734166e-08
1070,BLZ,2805.0,4.901205705153908e-10,4.2821887443389475e-10
1071,BLZ,2903.0,3.7903307760461047e-10,3.4030924488750275e-10
1072,BLZ,2905.0,1.00721763206878e-09,8.80007138367847e-10
1073,BLZ,2907.0,2.1491721516373033e-09,1.6915550064900843e-09
1075,BLZ,2913.0,2.338386692384e-09,2.099485919723078e-09
1076,BLZ,2918.0,6.504700335556988e-09,4.663358721459016e-09
1077,BLZ,2919.0,1.224055207900446e-10,8.775513451567923e-11
1079,BOL,960.0,3.362637849016943e-09,2.9761473616377073e-09
1080,BOL,976.0,3.035810597640492e-08,2.7018868691183467e-08
1081,BOL,1016.0,3.1358410693811086e-08,2.7909144976264448e-08
1082,BOL,1049.0,2.263679066869439e-09,2.014685880412393e-09
1083,BOL,1052.0,3.723201064792275e-09,3.3136678802914507e-09
1084,BOL,1053.0,2.1440766788111334e-09,1.9082391468575745e-09
1085,BOL,2511.0,1.547796067039142e-10,1.3523111037427828e-10
1086,BOL,2514.0,8.401484374748671e-11,7.340386017150152e-11
1087,BOL,2555.0,1.0594086910073195e-10,9.511744303225246e-11
1088,BOL,2731.0,3.852332882796731e-08,3.4285958549558775e-08
1089,BOL,2735.0,1.6812896731071752e-07,1.4963563584906183e-07
1090,BOL,2805.0,4.4124475600457756e-10,3.855160222462144e-10
1091,BOL,2903.0,1.8221861973397222e-10,1.636022937048194e-10
1092,BOL,2905.0,2.2434870289197917e-11,1.960137052237655e-11
1093,BOL,2907.0,5.930405222640019e-11,4.6676608187153795e-11
1095,BOL,2913.0,5.388853974701451e-11,4.838302869314966e-11
1096,BOL,2918.0,1.1726355475477857e-09,8.4068749145253e-10
1097,BOL,2919.0,1.4127085905097542e-10,1.0128009879904204e-10
1099,BRA,960.0,4.250708067624923e-09,3.762145722666041e-09
1100,BRA,976.0,4.076405700225004e-08,3.6280218018862777e-08
1101,BRA,1016.0,2.4211251706295986e-08,2.1548137133786703e-08
1102,BRA,1049.0,1.386565170768027e-09,1.2340500527228942e-09
1103,BRA,1052.0,3.7041709690173765e-09,3.2967309982829934e-09
1104,BRA,1053.0,7.97790686369977e-10,7.100377676668281e-10
1105,BRA,2511.0,1.1425031653527131e-10,9.982062556363108e-11
1106,BRA,2514.0,6.410813034854291e-11,5.601134306818978e-11
1107,BRA,2555.0,1.191979568944425e-10,1.0702012330753744e-10
1108,BRA,2731.0,2.0657496646019377e-08,1.83852770591539e-08
1109,BRA,2735.0,3.600848119187087e-08,3.204773136533212e-08
1110,BRA,2805.0,2.448909963844007e-10,2.1396152934460445e-10
1111,BRA,2903.0,4.6067988857274926e-10,4.1361462700252807e-10
1112,BRA,2905.0,6.98108664815572e-11,6.099382981732776e-11
1113,BRA,2907.0,5.979464987725935e-11,4.706274426836575e-11
1115,BRA,2913.0,3.085489656901345e-11,2.770261270821406e-11
1116,BRA,2918.0,8.713121537218754e-10,6.246623090322912e-10
1117,BRA,2919.0,2.3086810555114836e-10,1.655142801342406e-10
1119,BRB,960.0,2.1877162663410184e-09,1.936267384840796e-09
1120,BRB,976.0,1.7979512846366865e-08,1.6001857859808438e-08
1121,BRB,1016.0,3.472138739609673e-08,3.0902211342169705e-08
1122,BRB,1049.0,5.885560762913227e-10,5.238179007304649e-10
1123,BRB,1052.0,1.7418115289734744e-09,1.5502211179676822e-09
1124,BRB,1053.0,4.4733332359022106e-10,3.9812893270313865e-10
1125,BRB,2514.0,5.419815183185971e-09,4.735298408191887e-09
1126,BRB,2731.0,2.1071285087207917e-08,1.875355087594248e-08
1127,BRB,2903.0,3.2117027226815323e-10,2.8835798059266645e-10
1128,BRB,2907.0,2.4526770141728093e-10,1.9304354374154997e-10
1130,BRB,2913.0,1.4937438402424318e-10,1.34113582260631e-10
1131,BRB,2918.0,1.183854944975193e-09,8.487309173051579e-10
1132,BRB,2919.0,5.65595853262401e-10,4.0548775793933935e-10
1134,CHL,960.0,1.6257955602629853e-09,1.4389319886628686e-09
1135,CHL,976.0,3.329605915380264e-08,2.9633661958676846e-08
1136,CHL,1016.0,1.0712512082607917e-08,9.53419022707344e-09
1137,CHL,1049.0,3.8560089337512854e-10,3.431867558998296e-10
1138,CHL,1052.0,8.104413056256124e-10,7.212968831332483e-10
1139,CHL,1053.0,4.0784167322450254e-10,3.629811630610275e-10
1140,CHL,2511.0,1.3957167009741702e-10,1.219439196545577e-10
1141,CHL,2514.0,1.2682484866292238e-10,1.108070079318988e-10
1142,CHL,2731.0,8.565127438885035e-09,7.623006974623277e-09
1143,CHL,2735.0,5.452234923135595e-08,4.85251680642333e-08
1144,CHL,2805.0,5.415576896437001e-10,4.731595412459094e-10
1145,CHL,2903.0,2.0955389059765326e-09,1.881448625096416e-09
1146,CHL,2905.0,5.681627638740219e-11,4.9640442347796605e-11
1147,CHL,2907.0,1.8722329042645198e-10,1.4735836494584278e-10
1149,CHL,2913.0,2.92383881214182e-11,2.625125449791754e-11
1150,CHL,2918.0,2.508410922004336e-10,1.7983334122540056e-10
1151,CHL,2919.0,1.949728372847444e-10,1.3978019498135214e-10
1153,COL,960.0,4.661441841032969e-09,4.125671112835911e-09
1154,COL,976.0,2.2992873670861505e-08,2.046377448674897e-08
1155,COL,1016.0,4.109134859014499e-08,3.65715091963801e-08
1156,COL,1049.0,2.033653993892318e-09,1.8099623957760597e-09
1157,COL,1052.0,6.217108911098538e-10,5.533258545125171e-10
1158,COL,1053.0,4.2626525646966097e-10,3.7937824583387625e-10
1159,COL,2511.0,1.4110211649752955e-08,1.2328107233547546e-08
1160,COL,2514.0,1.6696537956891605e-10,1.4587783335281184e-10
1161,COL,2555.0,2.4863991247086753e-10,2.2323766937861175e-10
1162,COL,2731.0,1.7522444989709138e-08,1.559506514317473e-08
1163,COL,2735.0,7.400949943526131e-08,6.586883083864725e-08
1164,COL,2805.0,7.182342217189374e-10,6.275220190839342e-10
1165,COL,2903.0,3.352834038953373e-10,3.010292471675985e-10
1166,COL,2905.0,2.0768471274215438e-09,1.8145435894284584e-09
1167,COL,2907.0,3.336809821104778e-11,2.6263123474287532e-11
1169,COL,2913.0,2.078466922977268e-11,1.8661207975623966e-11
1170,COL,2918.0,1.7943727400463334e-10,1.286424175622974e-10
1171,COL,2919.0,6.247376636215214e-11,4.478877860595376e-11
1173,CRI,960.0,4.4997773131181266e-09,3.98258777177234e-09
1174,CRI,976.0,9.325753409766781e-08,8.299967956521515e-08
1175,CRI,1016.0,9.515756371945545e-08,8.469071559033277e-08
1176,CRI,1049.0,5.953093309896374e-10,5.298283317525352e-10
1177,CRI,1052.0,2.9527660328862055e-10,2.6279767842020985e-10
1178,CRI,1053.0,5.031989879761805e-10,4.4784965808578034e-10
1179,CRI,2514.0,3.3022462232917855e-09,2.885176109532793e-09
1180,CRI,2731.0,5.482317028617055e-09,4.8792900332705385e-09
1181,CRI,2805.0,2.685874000348925e-10,2.3466510293400593e-10
1182,CRI,2903.0,9.510343624765363e-10,8.538721417186439e-10
1183,CRI,2907.0,6.628305734942752e-11,5.216959349648937e-11
1185,CRI,2913.0,1.7625887338593102e-11,1.582514235584977e-11
1186,CRI,2918.0,1.070547047652824e-09,7.674980635332389e-10
1187,CRI,2919.0,3.883822997402138e-11,2.7843957312735277e-11
1189,ECU,960.0,2.5211733069204946e-09,2.2313979746039064e-09
1190,ECU,976.0,8.587159517883856e-09,7.64261563696623e-09
1191,ECU,1016.0,2.003081246247955e-08,1.782752494908932e-08
1192,ECU,1049.0,5.856712868099595e-10,5.212504234227817e-10
1193,ECU,1052.0,1.2959346972975746e-09,1.1533884704746092e-09
1194,ECU,1053.0,1.6177566134824411e-09,1.4398116123564555e-09
1195,ECU,2511.0,7.403353020205803e-09,6.468317569318899e-09
1196,ECU,2514.0,7.981064039169264e-11,6.97306431363214e-11
1197,ECU,2555.0,2.946677672461363e-10,2.645630982867003e-10
1198,ECU,2731.0,1.3835199424332802e-08,1.2313397840198614e-08
1199,ECU,2735.0,2.0047592340684026e-07,1.7842459126017653e-07
1200,ECU,2805.0,7.40212175672494e-10,6.467241813079261e-10
1201,ECU,2903.0,2.069219925798323e-10,1.8578185178581273e-10
1202,ECU,2905.0,7.221511492517214e-10,6.309442429207427e-10
1203,ECU,2907.0,1.319665205367629e-10,1.0386726271926408e-10
1205,ECU,2913.0,8.563635667200676e-12,7.688733674153876e-12
1206,ECU,2918.0,1.7652289193561973e-09,1.265530347563123e-09
1207,ECU,2919.0,2.6658902933407655e-11,1.9112337399996553e-11
1209,GRD,960.0,5.856583823487579e-09,5.183447423450091e-09
1210,GRD,976.0,1.800349885817501e-08,1.6023205532287514e-08
1211,GRD,1016.0,4.331027182634009e-08,3.8546362159907144e-08
1212,GRD,1049.0,8.184053183037904e-10,7.283848949141499e-10
1213,GRD,1052.0,4.450520199881023e-10,3.960985608967329e-10
1214,GRD,1053.0,4.2355796969601163e-10,3.7696874683866677e-10
1215,GRD,2514.0,2.4306674721105936e-10,2.123676808618245e-10
1216,GRD,2731.0,2.3062010470740415e-08,2.0525306590204595e-08
1217,GRD,2903.0,3.852078254235059e-11,3.4585315092572746e-11
1218,GRD,2907.0,1.5160108444015447e-11,1.193210944868723e-11
1220,GRD,2913.0,3.5336435197264892e-12,3.1726295907983093e-12
1221,GRD,2918.0,2.391096778041076e-10,1.7142283946237468e-10
1222,GRD,2919.0,1.3398485664390922e-11,9.60566079206334e-12
1224,GTM,960.0,8.093832463812824e-09,7.163554094817655e-09
1225,GTM,976.0,4.244680507844809e-08,3.777787236352031e-08
1226,GTM,1016.0,2.602245226257062e-08,2.3160114838898394e-08
1227,GTM,1049.0,2.9709250840083744e-09,2.6441384320403297e-09
1228,GTM,1052.0,6.073061298723343e-10,5.405055437623376e-10
1229,GTM,1053.0,4.656993878636576e-10,4.1447482329866857e-10
1230,GTM,2511.0,3.023542110659517e-08,2.6416720238218267e-08
1231,GTM,2514.0,8.122150918153914e-11,7.096332072936071e-11
1232,GTM,2555.0,3.3036294712913966e-10,2.9661148780688895e-10
1233,GTM,2731.0,2.753766986209713e-08,2.4508666207419083e-08
1234,GTM,2735.0,4.698693311700208e-08,4.1818609404566034e-08
1235,GTM,2805.0,2.081383611125599e-09,1.8185071201645698e-09
1236,GTM,2903.0,1.2395619919912188e-10,1.112922408122434e-10
1237,GTM,2905.0,7.854436322108498e-10,6.86242953979501e-10
1238,GTM,2907.0,1.3849729751427263e-10,1.0900745983384175e-10
1240,GTM,2913.0,1.957543643212871e-11,1.7575516186242215e-11
1241,GTM,2918.0,5.110833605590451e-10,3.6640658660742474e-10
1242,GTM,2919.0,5.261955937534151e-11,3.7724086963848964e-11
1244,GUY,960.0,6.507410749012806e-09,5.759470451874323e-09
1245,GUY,976.0,3.1538303102392276e-08,2.8069250134661796e-08
1246,GUY,1016.0,6.298627839376776e-08,5.605810805819812e-08
1247,GUY,1049.0,1.5031969822085685e-08,1.3378529579824017e-08
1248,GUY,1052.0,1.1926294825195731e-08,1.0614463040110389e-08
1249,GUY,1053.0,3.0766114397409427e-09,2.7381998260616618e-09
1250,GUY,2514.0,1.930700366994817e-09,1.6868550062166103e-09
1251,GUY,2731.0,2.98131951242228e-08,2.6533895261847895e-08
1252,GUY,2805.0,9.204914118173445e-10,8.042343456019302e-10
1253,GUY,2903.0,2.5524371067182388e-09,2.2916679195904575e-09
1254,GUY,2907.0,2.2911840624486188e-10,1.8033287229562578e-10
1256,GUY,2913.0,5.221923795636937e-11,4.688427076032249e-11
1257,GUY,2918.0,9.904816361267464e-10,7.10097458452887e-10
1258,GUY,2919.0,3.5559318887604544e-10,2.5493235861641504e-10
1260,HND,960.0,3.5859027998017007e-09,3.1737509764362743e-09
1261,HND,976.0,5.1935566598738967e-08,4.6222918367311037e-08
1262,HND,1016.0,5.27907518245501e-08,4.698403756693402e-08
1263,HND,1049.0,2.6759305224842837e-09,2.381591772224745e-09
1264,HND,1052.0,6.201942131319124e-10,5.519760033997809e-10
1265,HND,1053.0,8.513362091133343e-10,7.576935551895407e-10
1266,HND,2511.0,1.490913435977276e-08,1.3026126872438861e-08
1267,HND,2514.0,1.0711139569959621e-10,9.358334268095014e-11
1268,HND,2555.0,3.2134053928786004e-09,2.885108523189861e-09
1269,HND,2731.0,3.26791997796673e-08,2.90846539789418e-08
1270,HND,2735.0,2.978753421873449e-07,2.651105692547658e-07
1271,HND,2805.0,6.4143039555574e-10,5.604184328026313e-10
1272,HND,2903.0,1.7421021980401965e-10,1.5641207022843402e-10
1273,HND,2905.0,3.803055657968052e-10,3.3227338561856883e-10
1274,HND,2907.0,3.3974980420006413e-10,2.674078397167098e-10
1276,HND,2913.0,8.225973324927505e-12,7.385568532335313e-12
1277,HND,2918.0,6.302646084755425e-10,4.5185017097481687e-10
1278,HND,2919.0,9.915242945199009e-11,7.10844962543835e-11
1280,JAM,960.0,3.3985135324376536e-09,3.0078996125054925e-09
1281,JAM,976.0,3.080451744537192e-08,2.7416177168584268e-08
1282,JAM,1016.0,1.2789790898442799e-09,1.1382978936212344e-09
1283,JAM,1049.0,1.3734793749959815e-09,1.2224036279439786e-09
1284,JAM,1052.0,7.478500199322041e-10,6.655903205869239e-10
1285,JAM,1053.0,3.019731698839629e-10,2.6875765674237346e-10
1286,JAM,2514.0,1.7617145708122934e-09,1.5392119326755385e-09
1287,JAM,2731.0,1.3697613147279947e-08,1.2190945353989854e-08
1288,JAM,2735.0,3.5345679348454255e-07,3.1457834354317457e-07
1289,JAM,2805.0,1.418523360058471e-07,1.2393653993417726e-07
1290,JAM,2903.0,7.309972673086892e-10,6.563150889752904e-10
1291,JAM,2907.0,1.3389212508308996e-11,1.053828537380562e-11
1293,JAM,2913.0,6.637263570936956e-12,5.959168968100138e-12
1294,JAM,2918.0,2.331096247173762e-10,1.671212731414367e-10
1295,JAM,2919.0,7.337165628823224e-11,5.2601708858018056e-11
1297,LCA,960.0,3.4956214986639495e-09,3.0938463098469512e-09
1298,LCA,976.0,1.1955788109458675e-08,1.064071221307894e-08
1299,LCA,1016.0,4.0077001818605786e-08,3.5668735411716304e-08
1300,LCA,1049.0,1.863288621912838e-09,1.6583363483995918e-09
1301,LCA,1052.0,3.213580815810582e-10,2.860103267258396e-10
1302,LCA,1053.0,6.415311906055625e-10,5.709660218507133e-10
1303,LCA,2731.0,1.974973035953274e-08,1.7577360448152925e-08
1304,LCA,2903.0,8.210016981780756e-10,7.371242365548622e-10
1305,LCA,2907.0,6.61418358646827e-11,5.205844190290385e-11
1306,LCA,2913.0,1.287557509365748e-11,1.1560144738042294e-11
1307,LCA,2918.0,2.076728867183492e-09,1.4888513190910232e-09
1308,LCA,2919.0,1.0259191107826588e-10,7.355033415801658e-11
1310,MEX,960.0,1.326917401228515e-09,1.1744058980160218e-09
1311,MEX,976.0,1.976358244356671e-08,1.758968887338156e-08
1312,MEX,1016.0,2.0366467586969373e-08,1.8126259716704997e-08
1313,MEX,1049.0,1.2853279285240916e-09,1.1439483923303657e-09
1314,MEX,1052.0,1.2101039136740762e-09,1.0769986365967277e-09
1315,MEX,1053.0,1.00943930341113e-09,8.984061130751369e-10
1316,MEX,2511.0,7.666623619768596e-11,6.698337377909601e-11
1317,MEX,2514.0,1.6630584661985259e-10,1.4530159869936106e-10
1318,MEX,2555.0,1.2200374005835426e-10,1.0953925423896746e-10
1319,MEX,2731.0,1.6295990666569427e-08,1.4503514559011102e-08
1320,MEX,2735.0,8.116828796134355e-08,7.224018902958643e-08
1321,MEX,2805.0,3.951823035745193e-10,3.4527120756209995e-10
1322,MEX,2903.0,1.5019735496298676e-10,1.348524745507132e-10
1323,MEX,2905.0,2.284680362014983e-11,1.9961277120739766e-11
1324,MEX,2907.0,6.519780490238774e-11,5.131542078226671e-11
1326,MEX,2913.0,1.9737028296102523e-11,1.772059905224542e-11
1327,MEX,2918.0,2.636719612326075e-10,1.890320655198938e-10
1328,MEX,2919.0,1.864533586612063e-10,1.3367239863534904e-10
1330,NIC,960.0,7.73291141646951e-09,6.844116120512945e-09
1331,NIC,976.0,1.837884929823689e-07,1.635726933261459e-07
1332,NIC,1016.0,1.6879102527075615e-07,1.5022487080008738e-07
1333,NIC,1049.0,4.914321277689661e-09,4.373770926664047e-09
1334,NIC,1052.0,1.1609601736700813e-09,1.0332604580952888e-09
1335,NIC,1053.0,7.080790094093749e-10,6.301939189844267e-10
1336,NIC,2514.0,1.2215643203261798e-10,1.0672820725492404e-10
1337,NIC,2555.0,5.702798040619342e-10,5.120172907372377e-10
1338,NIC,2731.0,3.793601486970451e-08,3.3763246140189903e-08
1339,NIC,2735.0,9.693610808176575e-08,8.627362911675816e-08
1340,NIC,2805.0,1.4165602049932092e-10,1.2376501886304542e-10
1341,NIC,2903.0,8.536311713049433e-11,7.664201265892003e-11
1342,NIC,2905.0,1.2432791037319088e-10,1.086254302379951e-10
1343,NIC,2907.0,2.6641314651600923e-11,2.0968654904662305e-11
1345,NIC,2913.0,2.2174210888260204e-11,1.9908787409925735e-11
1346,NIC,2918.0,1.7313875599129585e-09,1.241268753551945e-09
1347,NIC,2919.0,2.1482468180594647e-10,1.5401240669123542e-10
1349,PAN,960.0,4.000691774251283e-09,3.5408654762345292e-09
1350,PAN,1049.0,9.154759295009014e-10,8.147782324875192e-10
1351,PAN,1052.0,9.92930901969084e-10,8.837135518458343e-10
1352,PAN,1053.0,5.290746730101521e-10,4.708791493449084e-10
1353,PAN,2514.0,1.10503451783562e-10,9.654698576323301e-11
1354,PAN,2555.0,4.346235100911691e-09,3.902202928151054e-09
1355,PAN,2731.0,1.7488550359632535e-08,1.5564898750051e-08
1356,PAN,2805.0,1.2468130587890427e-10,1.0893419227491076e-10
1357,PAN,2903.0,4.5440595161472727e-10,4.079816654622071e-10
1359,PAN,2907.0,8.328777537390247e-11,6.555354502700736e-11
1361,PAN,2913.0,5.923411977756371e-11,5.3182478691494034e-11
1362,PAN,2918.0,1.0935216066160352e-09,7.839690159808265e-10
1363,PAN,2919.0,4.810014096756548e-11,3.4484019295763204e-11
1365,PER,960.0,3.2045440069708183e-09,2.836224303603285e-09
1366,PER,976.0,3.9020709937167985e-08,3.47286302659502e-08
1367,PER,1016.0,2.1278669580433296e-08,1.8938124129471504e-08
1368,PER,1049.0,2.2160223988044803e-09,1.972271203498517e-09
