,ISO3,FBS Code2,EnergyI-BaU_low,EnergyI-HalfW_low
208,LKA,2913.0,2.3026839237422572e-12,1.9659315250754588e-12
209,LKA,2918.0,2.2964213186838415e-10,1.5956330616449202e-10
210,LKA,2919.0,5.6934384192255284e-11,3.955998188242898e-11
211,MDV,2514.0,1.1017150708412596e-10,9.86981108473917e-11
212,MDV,2903.0,5.355251252278451e-12,4.572080932603262e-12
213,MDV,2905.0,7.68199190618926e-11,6.881979821759905e-11
214,MDV,2907.0,8.491916529460964e-12,6.488359954954991e-12
215,MDV,2913.0,1.2979603034497825e-11,1.1081421347231553e-11
216,MDV,2918.0,8.826557115960757e-11,6.132997564574176e-11
217,MDV,2919.0,1.3694063917181677e-11,9.515109861049896e-12
218,PAK,2511.0,4.2696906071962654e-11,3.8250397764944707e-11
219,PAK,2514.0,3.71088215955683e-11,3.32442632781521e-11
220,PAK,2555.0,0.0,0.0
221,PAK,2805.0,3.289826315717293e-10,2.947219757367882e-10
222,PAK,2903.0,1.2456687984353152e-10,1.0634979188402772e-10
223,PAK,2905.0,3.38905852722572e-11,3.0361178043339806e-11
224,PAK,2907.0,2.749709210282336e-11,2.1009513065596874e-11
226,PAK,2913.0,1.9291504791764872e-11,1.6470248932228153e-11
227,PAK,2918.0,1.3541518337795314e-10,9.409115909549671e-11
228,PAK,2919.0,9.98398345574271e-11,6.937217469322854e-11
229,BRN,2805.0,1.5873896439091053e-09,1.422076934219561e-09
230,BRN,2903.0,3.261988352497954e-08,2.7849439823172566e-08
231,BRN,2907.0,1.6565642098511997e-10,1.2657195633895905e-10
232,BRN,2913.0,8.380953249935844e-10,7.15529388742835e-10
233,BRN,2918.0,1.251422196404113e-09,8.695314811844487e-10
234,BRN,2919.0,6.084391362483441e-10,4.227645832660015e-10
235,CPR,2511.0,2.5319797941578662e-11,2.0845211262470854e-11
236,CPR,2514.0,1.2661940008715742e-11,1.0424285971136594e-11
237,CPR,2555.0,6.295155341557224e-11,5.7158522121411986e-11
238,CPR,2805.0,1.0213991845290254e-10,8.40894616692802e-11
239,CPR,2903.0,8.458350441662836e-11,7.679982218053502e-11
240,CPR,2905.0,1.6558433786815897e-11,1.3632180290625653e-11
241,CPR,2907.0,3.538498330790689e-11,2.5803866018168718e-11
243,CPR,2913.0,2.0670012911757897e-11,1.876788301739234e-11
244,CPR,2918.0,1.0280552367326273e-10,7.954327251932825e-11
245,CPR,2919.0,1.0803398779049491e-10,8.358866941314022e-11
246,IDN,2514.0,3.4075148077678855e-11,3.0526520251229394e-11
247,IDN,2555.0,7.1579588060197e-11,6.111154347695323e-11
248,IDN,2805.0,3.3676387822524755e-10,3.016928737944267e-10
249,IDN,2903.0,9.45726657823711e-11,8.074203461230191e-11
250,IDN,2907.0,5.9317602983694016e-12,4.53223908275685e-12
252,IDN,2913.0,4.30573563263942e-12,3.676050078592565e-12
253,IDN,2918.0,1.9424973395442006e-10,1.349714423880398e-10
254,IDN,2919.0,2.307702790010832e-11,1.6034718186216507e-11
255,JPN,2511.0,3.691656945119592e-11,3.039256834005671e-11
256,JPN,2514.0,1.914272893810482e-11,1.5759771455353485e-11
257,JPN,2555.0,9.342685199076952e-11,8.482937269229163e-11
258,JPN,2805.0,3.1758851843289404e-10,2.6146337251757834e-10
259,JPN,2903.0,2.2576209558305054e-10,2.0498664503754754e-10
260,JPN,2905.0,4.068749246300286e-11,3.3497083116082905e-11
261,JPN,2907.0,4.244837281653783e-11,3.095471644895368e-11
263,JPN,2913.0,1.7542964311619086e-11,1.5928596822088528e-11
264,JPN,2918.0,1.3342825444708516e-10,1.0323686535554353e-10
265,JPN,2919.0,1.4593073397613832e-10,1.1291035468582008e-10
266,KOR,2511.0,1.5051401574577966e-09,1.2391475095586889e-09
267,KOR,2514.0,6.955440231949286e-10,5.726255059104644e-10
268,KOR,2555.0,1.9103675374140262e-11,1.734568556656075e-11
269,KOR,2805.0,2.970088948000726e-10,2.445206384832026e-10
270,KOR,2903.0,4.5922808370994496e-10,4.16968242359773e-10
271,KOR,2905.0,1.6970972172454804e-10,1.397181371986405e-10
272,KOR,2907.0,6.412909053974745e-11,4.676499196722493e-11
273,KOR,2913.0,1.018039227114799e-10,9.243555484543787e-11
274,KOR,2918.0,5.1368366812964176e-11,3.974502394698759e-11
275,KOR,2919.0,7.046291426407266e-11,5.4518965436395934e-11
276,MNG,2511.0,8.702902911871947e-11,7.164901166009563e-11
277,MNG,2903.0,4.129543323196242e-09,3.749527701596844e-09
278,MNG,2905.0,8.788176370154858e-10,7.235104856303228e-10
279,MNG,2907.0,2.422113907614856e-10,1.7662832340200937e-10
280,MNG,2913.0,0.0,0.0
281,MNG,2918.0,4.003488203922281e-09,3.0976015865121015e-09
282,MNG,2919.0,6.936493621789813e-08,5.3669431638730794e-08
283,MYS,2514.0,1.4753126009184415e-11,1.3216717323183676e-11
284,MYS,2805.0,4.0668008406560965e-10,3.6432791997557657e-10
285,MYS,2903.0,9.044066115101308e-10,7.72143085172055e-10
286,MYS,2907.0,9.388712815075187e-12,7.17356889302507e-12
288,MYS,2913.0,2.957092316746917e-12,2.5246369890850448e-12
289,MYS,2918.0,4.697962201439542e-11,3.264306836896738e-11
290,MYS,2919.0,4.5266474096110415e-11,3.1452713865783084e-11
291,PHL,2514.0,3.682568072647999e-11,3.299060904737748e-11
292,PHL,2555.0,2.6136253358068775e-11,2.2313997980444496e-11
293,PHL,2805.0,6.734778943321392e-10,6.033410781728236e-10
294,PHL,2903.0,1.0804970971261984e-10,9.224814939172158e-11
296,PHL,2907.0,2.846178549449178e-12,2.1746599676092373e-12
298,PHL,2913.0,1.245630811477606e-12,1.0634654872256155e-12
299,PHL,2918.0,6.535298399345746e-11,4.540951657637376e-11
300,PHL,2919.0,1.7458342858008163e-11,1.213066123325147e-11
301,SGP,2907.0,7.85482783887391e-08,6.001584003564176e-08
302,SGP,2913.0,2.799841293556084e-09,2.390382895132447e-09
303,SGP,2918.0,5.704512085290876e-10,3.9636925549271493e-10
304,SGP,2919.0,2.5030100156735404e-07,1.7391780428715517e-07
305,THA,2511.0,1.2962420762067007e-11,1.1612498322711593e-11
306,THA,2514.0,2.3721092958732577e-11,2.1250749165794118e-11
307,THA,2555.0,8.165068432294757e-11,6.970980806327738e-11
308,THA,2805.0,4.682028882840964e-10,4.1944366370196424e-10
309,THA,2903.0,1.548978287222068e-10,1.3224503871804964e-10
310,THA,2905.0,5.3050314254952026e-11,4.752558928712923e-11
311,THA,2907.0,3.1145067225918122e-12,2.3796796198119906e-12
313,THA,2913.0,4.122761832433122e-12,3.5198349948029397e-12
314,THA,2918.0,5.437034426909797e-10,3.7778398146256323e-10
315,THA,2919.0,7.088700312991996e-11,4.925474472596095e-11
316,ALB,2511.0,3.709768922627394e-11,3.045263731437536e-11
317,ALB,2514.0,4.8584838756259727e-11,3.9882173377362907e-11
318,ALB,2555.0,1.6875621565871575e-11,1.5186540524719987e-11
319,ALB,2903.0,1.8939252612631451e-10,1.7043622730395213e-10
320,ALB,2905.0,1.0913201565150067e-10,8.958395418516152e-11
321,ALB,2907.0,6.236092410228052e-11,4.5130072671343856e-11
323,ALB,2913.0,6.700790609761977e-11,6.030108446411925e-11
324,ALB,2918.0,1.4937153198719843e-10,1.159394180668023e-10
325,ALB,2919.0,7.890382420975137e-11,6.124368773902551e-11
326,AUT,2511.0,4.300119160481004e-11,3.5298686234608036e-11
327,AUT,2514.0,3.001113221897949e-11,2.4635446140162203e-11
328,AUT,2555.0,2.1499208879997185e-11,1.9347352963033476e-11
329,AUT,2903.0,1.7537619065861383e-09,1.5782278691851568e-09
330,AUT,2905.0,2.1374392202272933e-11,1.7545745493226964e-11
331,AUT,2907.0,4.3418603617688636e-11,3.142167574907544e-11
333,AUT,2913.0,6.974994745821473e-11,6.27686748921571e-11
334,AUT,2918.0,1.0833227899104222e-10,8.408550958122552e-11
335,AUT,2919.0,9.406838747622831e-11,7.301414103064218e-11
336,BGR,2511.0,1.8845948839595555e-11,1.5470204663071398e-11
337,BGR,2514.0,2.343995168837579e-11,1.9241315626932445e-11
338,BGR,2555.0,2.773379556937816e-11,2.4957919841627375e-11
339,BGR,2805.0,4.802496332394703e-10,3.942258455021374e-10
340,BGR,2903.0,2.586929290609737e-10,2.328003525860108e-10
341,BGR,2905.0,2.6444241941165203e-11,2.170746819231955e-11
342,BGR,2907.0,1.351082562312591e-10,9.77767008746474e-11
343,BGR,2913.0,6.5678147032848884e-12,5.910442099033663e-12
344,BGR,2918.0,1.7966125972448137e-10,1.394497440341589e-10
345,BGR,2919.0,1.0766748568206647e-10,8.35695093209888e-11
346,BLR,2511.0,3.6772651286998474e-11,3.018582116801664e-11
347,BLR,2514.0,6.64482439197865e-11,5.4545830602119326e-11
348,BLR,2903.0,3.863940590775793e-10,3.477198759042949e-10
349,BLR,2905.0,2.6406520462821528e-11,2.1676503500908303e-11
350,BLR,2907.0,1.2570295046969759e-11,9.097016074353413e-12
352,BLR,2913.0,4.9473027047671085e-11,4.452127153997491e-11
353,BLR,2918.0,1.2075828084416622e-11,9.373034219813723e-12
354,BLR,2919.0,4.281767131385971e-11,3.323428386293822e-11
355,CAN,2511.0,1.967641715015136e-11,1.607027611303081e-11
356,CAN,2514.0,2.649365643911319e-11,2.163810469006297e-11
357,CAN,2555.0,1.9495840868043926e-11,1.74667605604412e-11
358,CAN,2903.0,7.438735331660667e-12,6.6645296189087796e-12
359,CAN,2905.0,2.6769066711983446e-11,2.1863039905433526e-11
360,CAN,2907.0,3.055860727589521e-11,2.1500777689079843e-11
362,CAN,2913.0,1.892688673237063e-11,1.6957021805137372e-11
363,CAN,2918.0,4.744726801245983e-11,3.671933646601532e-11
364,CAN,2919.0,7.338785210916008e-11,5.6794697503063165e-11
365,CHE,2511.0,1.1080302682638948e-11,9.095564871165288e-12
366,CHE,2514.0,3.3727800414282016e-11,2.7686373325385963e-11
367,CHE,2555.0,1.1468762724541392e-10,1.0320854210009092e-10
368,CHE,2903.0,1.3495910859856593e-10,1.2145105079016113e-10
369,CHE,2905.0,3.865203626870238e-12,3.1728564945744427e-12
370,CHE,2907.0,1.1113764701915936e-11,8.04293739821826e-12
372,CHE,2913.0,9.418213565041972e-12,8.475544525437475e-12
373,CHE,2918.0,8.695614145903166e-11,6.749374732903386e-11
374,CHE,2919.0,2.840447587827653e-11,2.204702837286385e-11
375,CZE,2511.0,9.265668277074143e-12,7.605973347720354e-12
376,CZE,2514.0,4.8244421814938035e-11,3.9602732962988073e-11
377,CZE,2555.0,1.6988210413860604e-10,1.5287860354389244e-10
378,CZE,2903.0,1.4245812854311265e-10,1.2819949379352025e-10
379,CZE,2905.0,3.982579301772252e-12,3.2692074784731792e-12
380,CZE,2907.0,4.46860032337964e-11,3.233888211831982e-11
382,CZE,2913.0,4.344389363767538e-12,3.90955941210754e-12
383,CZE,2918.0,1.1057319659042176e-09,8.582486833955965e-10
384,CZE,2919.0,2.7413510112194703e-10,2.1277859089298517e-10
385,DEU,2511.0,2.679898057917452e-11,2.1998664957131588e-11
386,DEU,2514.0,8.458113645078984e-11,6.943070379028832e-11
387,DEU,2555.0,5.462416063023099e-11,4.915682813825727e-11
388,DEU,2903.0,2.2029320440647055e-09,1.9824405655108113e-09
389,DEU,2905.0,1.6632096305342647e-11,1.3652904186971476e-11
390,DEU,2907.0,2.487492876541349e-11,1.8001775294996943e-11
392,DEU,2913.0,2.5935364799261886e-11,2.3339494015670926e-11
393,DEU,2918.0,1.9446158636639827e-10,1.509374836002865e-10
394,DEU,2919.0,2.1638654373126886e-10,1.67955229647374e-10
395,DNK,2511.0,2.59653453440691e-11,2.1314353022975595e-11
396,DNK,2514.0,1.0583860767893233e-09,8.688047155299087e-10
397,DNK,2903.0,4.004440714497894e-09,3.6036362247271154e-09
398,DNK,2905.0,1.3654126620555262e-11,1.1208357568692968e-11
399,DNK,2907.0,2.7791760566624368e-11,2.0112661768437125e-11
401,DNK,2913.0,4.036074137455577e-11,3.632103458233583e-11
402,DNK,2918.0,3.631005229395128e-10,2.8183190444191603e-10
403,DNK,2919.0,1.991277502680795e-09,1.5455927364399847e-09
404,ESP,2511.0,6.195084996368428e-11,5.085402364967859e-11
405,ESP,2514.0,5.875427681496709e-11,4.823003049061645e-11
406,ESP,2555.0,1.7077006359476368e-10,1.5367768713394626e-10
407,ESP,2805.0,6.230412776950562e-10,5.114402125104606e-10
408,ESP,2903.0,3.9635326213294185e-10,3.566822622794463e-10
409,ESP,2905.0,2.0679897515240214e-11,1.697565082528227e-11
410,ESP,2907.0,6.396386532008605e-11,4.629010765621367e-11
412,ESP,2913.0,2.7750665598078095e-11,2.497310134907614e-11
413,ESP,2918.0,3.4083226519359695e-11,2.645476949939985e-11
414,ESP,2919.0,2.298115562550946e-11,1.783754758538953e-11
415,EST,2511.0,2.63428878328861e-11,2.1624268942875208e-11
416,EST,2903.0,1.0394395750145513e-10,9.354020631085972e-11
417,EST,2905.0,1.1375826693708283e-11,9.33815371468846e-12
418,EST,2907.0,3.8661508674598725e-11,2.7979006424066527e-11
419,EST,2913.0,7.91720371013879e-11,7.124770753904756e-11
420,EST,2918.0,1.603874989350101e-10,1.244898076917937e-10
421,EST,2919.0,1.91425198873526e-09,1.485806958358074e-09
422,FIN,2511.0,5.0090474427005884e-11,4.11181149673945e-11
423,FIN,2903.0,1.5818058019646806e-09,1.4234828518764044e-09
424,FIN,2905.0,9.673543196217061e-12,7.940788459964394e-12
425,FIN,2907.0,3.063207118585591e-11,2.2168170510496024e-11
427,FIN,2913.0,1.2752980713732635e-10,1.1476534814679015e-10
428,FIN,2918.0,1.6865606268275274e-10,1.3090771381090414e-10
429,FIN,2919.0,2.4207648717580043e-09,1.8789528819469685e-09
430,FRA,2511.0,2.3541374161091578e-11,1.9324570995165827e-11
431,FRA,2514.0,4.392773730381666e-11,3.605926622531698e-11
432,FRA,2555.0,2.0368844056253052e-11,1.8330126359764266e-11
433,FRA,2805.0,1.1878122456849964e-09,9.750476719666023e-10
434,FRA,2903.0,7.816394970040711e-10,7.03405196107276e-10
435,FRA,2905.0,3.2198817762985056e-11,2.6431266737589608e-11
436,FRA,2907.0,3.9184744335096236e-11,2.8357667640564243e-11
438,FRA,2913.0,2.7185817239190626e-11,2.4464788665061345e-11
439,FRA,2918.0,1.5449517131347854e-10,1.1991629206662181e-10
440,FRA,2919.0,7.01977249108552e-11,5.44861746244628e-11
441,GBR,2511.0,9.078882898662598e-12,7.452645539357384e-12
442,GBR,2903.0,5.821481550692864e-11,5.2388094351617383e-11
443,GBR,2905.0,3.750415326718234e-12,3.0786294269222896e-12
444,GBR,2907.0,1.625807908948739e-11,1.1765834156043076e-11
446,GBR,2913.0,7.972028246440436e-12,7.174107902112542e-12
447,GBR,2918.0,2.304509973259609e-10,1.7887179817621446e-10
448,GBR,2919.0,4.251710655263189e-10,3.30009910591185e-10
449,GRC,2511.0,4.11632608053965e-11,3.3789971238855126e-11
450,GRC,2514.0,2.3402327765121378e-11,1.921043101624357e-11
451,GRC,2555.0,2.5006367706245553e-11,2.2503480246022794e-11
452,GRC,2805.0,5.310131853642689e-10,4.358964744250576e-10
453,GRC,2903.0,2.45826028374225e-10,2.2122130004894566e-10
454,GRC,2905.0,3.6535467083664535e-11,2.9991122126877654e-11
455,GRC,2907.0,3.307065521171925e-11,2.393295311894307e-11
457,GRC,2913.0,1.204180651186274e-11,1.0836542041987635e-11
458,GRC,2918.0,1.8805372186735918e-11,1.4596381779405253e-11
459,GRC,2919.0,1.8663650607279397e-11,1.448638011288217e-11
460,HRV,2511.0,3.8657069554916234e-11,3.1732696654289255e-11
461,HRV,2514.0,2.2303350354458594e-11,1.8308305811099985e-11
462,HRV,2555.0,1.6326635882416644e-11,1.4692502820879784e-11
463,HRV,2903.0,2.3924098953815913e-09,2.152953577806613e-09
464,HRV,2905.0,4.5584512477482286e-11,3.741927474680106e-11
465,HRV,2907.0,6.42927354751785e-11,4.6528108202427775e-11
467,HRV,2913.0,3.699796201231725e-11,3.329483582213095e-11
468,HRV,2918.0,1.8456453959217645e-11,1.4325557910136536e-11
469,HRV,2919.0,6.796453502176768e-11,5.2752813971807347e-11
470,HUN,2511.0,2.3089862161334136e-11,1.895393521006783e-11
471,HUN,2514.0,3.0348549607700884e-11,2.4912424291001285e-11
472,HUN,2555.0,1.8334105847234418e-11,1.649904510756615e-11
473,HUN,2805.0,9.208457395174573e-10,7.559010254512669e-10
474,HUN,2903.0,6.470592281978929e-10,5.822950670329176e-10
475,HUN,2905.0,2.043783913116112e-11,1.6776950681607448e-11
476,HUN,2907.0,6.506651967598015e-11,4.7088089275781355e-11
478,HUN,2913.0,9.799170831921185e-12,8.818371777699867e-12
479,HUN,2918.0,5.5581552612821915e-11,4.314137225112082e-11
480,HUN,2919.0,5.56770411306526e-11,4.3215488671044126e-11
481,IRL,2511.0,2.349445807180252e-10,1.928605865973129e-10
482,IRL,2903.0,2.512124425754189e-09,2.260685880276467e-09
483,IRL,2905.0,4.287441143458686e-11,3.519461531744355e-11
484,IRL,2907.0,1.6756540627649742e-10,1.2126566550005695e-10
486,IRL,2913.0,5.968098561640114e-10,5.37075154880019e-10
487,IRL,2918.0,7.506540977080922e-10,5.826438150557064e-10
488,IRL,2919.0,4.693401834879543e-09,3.6429316232508857e-09
489,ISL,2905.0,4.066847879081748e-11,3.3383816096745104e-11
490,ISL,2907.0,9.521935204769059e-11,6.890943871489875e-11
491,ISL,2918.0,1.7622151203434577e-09,1.3677987555128674e-09
492,ISL,2919.0,1.1270601369550202e-07,8.748032149529966e-08
493,ITA,2511.0,4.52821269186298e-11,3.717105341698525e-11
494,ITA,2514.0,2.8536687842135482e-11,2.3425108763772453e-11
495,ITA,2555.0,1.5485931441134894e-11,1.3935944491042766e-11
496,ITA,2805.0,7.266225389194688e-10,5.964676804315246e-10
497,ITA,2903.0,5.033896397464892e-10,4.530053683589714e-10
498,ITA,2905.0,9.73921018929499e-11,7.994692979772369e-11
499,ITA,2907.0,8.432570880616242e-11,6.102580135347162e-11
501,ITA,2913.0,5.507805909359224e-11,4.956529590230598e-11
502,ITA,2918.0,2.949800470935464e-11,2.2895805208903344e-11
503,ITA,2919.0,1.776459828193038e-11,1.3788552340576109e-11
504,LTU,2511.0,1.863220293936321e-11,1.5294745584272485e-11
505,LTU,2514.0,3.8805280980482893e-10,3.1854359994587864e-10
506,LTU,2903.0,9.796761251672019e-11,8.816203372349068e-11
507,LTU,2905.0,1.4147794261771752e-11,1.1613597947416117e-11
508,LTU,2907.0,4.0352417897061025e-11,2.920270310895222e-11
510,LTU,2913.0,1.880486454384316e-11,1.6922685564038055e-11
511,LTU,2918.0,1.759522712376116e-10,1.365708958288596e-10
512,LTU,2919.0,5.338982113114021e-10,4.144019084684463e-10
513,LVA,2511.0,1.5683051116187958e-11,1.287385488381941e-11
514,LVA,2903.0,4.3857404174380677e-10,3.9467716386235324e-10
515,LVA,2905.0,1.405156052170451e-11,1.1534601890119964e-11
516,LVA,2907.0,2.042517540591126e-11,1.4781526471318135e-11
517,LVA,2913.0,1.8292527647836634e-11,1.64616284703398e-11
518,LVA,2918.0,1.18926591105656e-10,9.230861853006904e-11
519,LVA,2919.0,1.3962843188496863e-09,1.0837700412492793e-09
520,MDA,2511.0,1.682381195687106e-11,1.3810279142804277e-11
521,MDA,2514.0,4.082496292360771e-11,3.351227031156828e-11
522,MDA,2555.0,2.5023652298424434e-11,2.2519034823289967e-11
523,MDA,2903.0,1.1163994093659282e-10,1.0046589872811888e-10
524,MDA,2905.0,1.4466039818179725e-11,1.1874838383365962e-11
525,MDA,2907.0,6.574580724902713e-11,4.7579683939870526e-11
527,MDA,2913.0,5.5535073176742404e-12,4.9976567443744425e-12
528,MDA,2918.0,3.264316510847185e-10,2.533702048968156e-10
529,MDA,2919.0,3.1079099154993834e-11,2.4123021449490422e-11
530,MKD,2511.0,2.3228816574728148e-11,1.9067999682615155e-11
531,MKD,2514.0,5.855338717844045e-11,4.8065124822124586e-11
532,MKD,2555.0,3.1479261639500896e-11,2.832850219534141e-11
533,MKD,2805.0,4.13807427609133e-10,3.3968497159253524e-10
534,MKD,2903.0,1.3266365562497554e-10,1.1938534971539192e-10
535,MKD,2905.0,1.176935968430663e-11,9.661195868630638e-12
536,MKD,2907.0,3.6950527602494285e-11,2.674078391157263e-11
538,MKD,2913.0,6.743628411989479e-11,6.068658612814896e-11
539,MKD,2918.0,7.768087861019633e-11,6.02944600029672e-11
540,MKD,2919.0,3.673095205602673e-11,2.8509885048111615e-11
541,MLT,2511.0,1.4587088306234502e-10,1.197420429485715e-10
542,MLT,2903.0,2.372404392766128e-09,2.134950426041137e-09
543,MLT,2905.0,3.564019222940758e-10,2.925621165126619e-10
544,MLT,2907.0,1.1303405672475595e-10,8.180178962643838e-11
545,MLT,2913.0,1.7776248393036585e-08,1.599702360855803e-08
546,MLT,2918.0,1.0739017791078037e-10,8.335426816224465e-11
547,MLT,2919.0,3.669333694959906e-10,2.8480688898807084e-10
548,NLD,2511.0,1.2269284191403085e-10,1.0071572364220935e-10
549,NLD,2514.0,6.670456203446697e-10,5.47562362297006e-10
550,NLD,2903.0,1.810922025061087e-08,1.6296668311356398e-08
551,NLD,2905.0,4.083596523138371e-10,3.352130185221977e-10
552,NLD,2907.0,1.3927161595237597e-11,1.00789689047542e-11
554,NLD,2913.0,3.377397396109125e-09,3.0393536749972726e-09
555,NLD,2918.0,3.823842367017469e-11,2.967995660974972e-11
556,NLD,2919.0,4.902219488688845e-10,3.8050120206508416e-10
557,NOR,2511.0,1.6788437875501958e-11,1.3781241375419576e-11
558,NOR,2903.0,8.995567763467066e-10,8.095201344111308e-10
559,NOR,2905.0,3.499250051899997e-12,2.8724536467179493e-12
560,NOR,2907.0,2.6700077633815908e-11,1.9322620074845387e-11
561,NOR,2913.0,2.0402115764415977e-10,1.8360067902502152e-10
562,NOR,2918.0,3.577762871299047e-10,2.776993311650396e-10
563,NOR,2919.0,1.0130349172070544e-09,7.862989501399973e-10
564,POL,2511.0,3.5061137060019104e-11,2.8780878620390716e-11
565,POL,2514.0,6.429670830288959e-11,5.2779684645946984e-11
566,POL,2903.0,3.649201922541823e-10,3.283953285112985e-10
567,POL,2905.0,1.1232141418735946e-11,9.220205787003253e-12
568,POL,2907.0,2.1021895779173894e-11,1.521336795214105e-11
570,POL,2913.0,2.6813661880958267e-11,2.4129882338368335e-11
571,POL,2918.0,6.75419619354225e-11,5.242482056456458e-11
572,POL,2919.0,7.813380498516323e-11,6.064601307095923e-11
573,PRT,2511.0,5.96915403457412e-10,4.899940850218382e-10
574,PRT,2514.0,5.199971379424684e-11,4.268536552152708e-11
575,PRT,2805.0,7.95444905097324e-10,6.529623732289137e-10
576,PRT,2903.0,1.0528008240450028e-09,9.474259846613408e-10
577,PRT,2905.0,1.9303706614414298e-10,1.5845967460839348e-10
578,PRT,2907.0,4.675602743581628e-11,3.3836941103388337e-11
580,PRT,2913.0,5.615811097463382e-11,5.0537245385542156e-11
581,PRT,2918.0,3.3273191714269204e-11,2.5826035478488188e-11
582,PRT,2919.0,3.5026410703282466e-11,2.7186851603392665e-11
583,ROU,2511.0,2.623576794513448e-11,2.153633669806719e-11
584,ROU,2514.0,1.6427636254472988e-11,1.3485067647707926e-11
585,ROU,2555.0,1.7634693775896112e-11,1.586963719370665e-11
586,ROU,2805.0,6.803720349445182e-10,5.585017086275791e-10
587,ROU,2903.0,8.120610897084125e-10,7.307818914561058e-10
588,ROU,2905.0,2.818196903716221e-11,2.3133928279442195e-11
589,ROU,2907.0,2.2834463418571234e-11,1.652510780310225e-11
591,ROU,2913.0,1.3220214517475737e-11,1.1897003184828625e-11
592,ROU,2918.0,4.317335942540915e-11,3.351036239087255e-11
593,ROU,2919.0,6.3343990656182e-11,4.9166432967535674e-11
594,RUS,2511.0,3.15329761375356e-11,2.588469270692826e-11
595,RUS,2514.0,4.2307221528423376e-11,3.472902220744094e-11
596,RUS,2555.0,4.892710713824859e-11,4.402999275682995e-11
597,RUS,2805.0,5.395486759900729e-10,4.4290306178262724e-10
598,RUS,2903.0,9.061999338413775e-11,8.154983782412096e-11
599,RUS,2905.0,1.221556670322467e-11,1.0027476917333154e-11
600,RUS,2907.0,1.758339652642864e-11,1.2724955161749445e-11
602,RUS,2913.0,8.379440977884213e-12,7.540742691367977e-12
603,RUS,2918.0,2.2145547992980272e-11,1.71889644092063e-11
604,RUS,2919.0,2.4297625260393803e-11,1.8859366946418697e-11
605,SVK,2511.0,2.0419320261124312e-11,1.6761748968388518e-11
606,SVK,2514.0,2.4017943080517428e-11,1.971577542760527e-11
607,SVK,2555.0,1.9747890768630067e-11,1.7771324289592484e-11
608,SVK,2903.0,1.266918314497863e-09,1.140112454497201e-09
609,SVK,2905.0,1.582473839329763e-11,1.2990162701149079e-11
610,SVK,2907.0,7.06235675634225e-11,5.110967777224238e-11
612,SVK,2913.0,1.2367279171019415e-11,1.1129438141172942e-11
613,SVK,2918.0,3.0838091413639807e-10,2.3935955702018704e-10
614,SVK,2919.0,2.4956507140315677e-10,1.9370778864852055e-10
615,SVN,2511.0,8.789868380051189e-11,7.215400188031601e-11
616,SVN,2514.0,3.8786550907675285e-11,3.183898490988641e-11
617,SVN,2555.0,1.4417765427806401e-11,1.2974691218964904e-11
618,SVN,2903.0,1.3622933760467353e-09,1.2259414256912945e-09
619,SVN,2905.0,5.030373454669894e-11,4.129317528015471e-11
620,SVN,2907.0,5.889741389295597e-11,4.2623559663480306e-11
621,SVN,2913.0,2.2488590607948196e-10,2.0237707469224345e-10
622,SVN,2918.0,1.9829507317381913e-10,1.5391296509737142e-10
623,SVN,2919.0,5.3240322432121744e-11,4.132415272408219e-11
624,SWE,2511.0,8.961473298538751e-12,7.356266707026632e-12
625,SWE,2903.0,2.7449275999251565e-11,2.4701877836600333e-11
626,SWE,2905.0,2.6829209690465245e-12,2.202347933726339e-12
627,SWE,2907.0,1.9193877649572724e-11,1.3890446712261315e-11
629,SWE,2913.0,7.787287214140949e-12,7.0078576005966196e-12
630,SWE,2918.0,2.9310676259383804e-10,2.2750404333729647e-10
631,SWE,2919.0,1.0893040908582735e-09,8.454976708863043e-10
632,UKR,2511.0,2.3170488174546425e-11,1.9020119244428624e-11
633,UKR,2514.0,3.356302224782759e-11,2.7551110729655058e-11
634,UKR,2555.0,4.4132198772249315e-11,3.971500679152302e-11
635,UKR,2805.0,5.209684179249953e-10,4.2765095654738876e-10
636,UKR,2903.0,3.737600638266296e-11,3.363504172968745e-11
637,UKR,2905.0,1.875351769668336e-11,1.5394330070061306e-11
638,UKR,2907.0,6.323169174335383e-12,4.5760239839120916e-12
640,UKR,2913.0,9.607079516923356e-12,8.645506883315124e-12
641,UKR,2918.0,5.970732921281689e-12,4.634372367453691e-12
642,UKR,2919.0,8.457018322439216e-12,6.564181071450209e-12
643,USA,2511.0,3.238667090627684e-11,2.6451093198221152e-11
644,USA,2514.0,2.6655738806277975e-11,2.177048185880843e-11
645,USA,2555.0,1.735223883870043e-11,1.554625948347609e-11
646,USA,2805.0,4.179304873441264e-10,3.413354309588814e-10
647,USA,2903.0,3.9078441064600817e-10,3.5011250746794794e-10
648,USA,2905.0,1.5139355520024826e-11,1.2364731928762982e-11
649,USA,2907.0,2.2354454796780883e-11,1.572840537550611e-11
651,USA,2913.0,9.68660048208051e-12,8.678442361646658e-12
652,USA,2918.0,4.2767652195691546e-11,3.3097792067242397e-11
653,USA,2919.0,2.096568014198894e-11,1.6225293797113533e-11
654,ARG,2511.0,2.4176316033344824e-11,2.112287355919485e-11
655,ARG,2514.0,1.5787496781872677e-11,1.3793553073998065e-11
656,ARG,2555.0,2.2743876610299257e-11,2.0420253356197665e-11
657,ARG,2805.0,3.013633986110704e-10,2.6330152846492965e-10
